0,0.000000,144.294418,-15.755772,176.267075,-264.998779,1450.733521,110.424263,-1.160077,-5.903847,-4.224036,-252.621887,1348.945679,100.212975
1,0.002778,-2.535391,23.630341,4.141622,-264.163452,1450.361694,109.667107,-1.161918,-5.894998,-4.197789,-252.631607,1348.957764,100.217270
2,0.005556,148.466675,-14.298591,172.429321,-264.960510,1449.287598,110.481361,-1.170644,-5.925626,-4.182570,-252.626984,1348.966309,100.202072
3,0.008333,148.472427,-14.279101,172.439331,-264.974091,1449.298462,110.485832,-1.120028,-5.943901,-4.128818,-252.619385,1348.976563,100.207169
4,0.011111,148.737473,-13.293728,172.809036,-265.141174,1449.349487,110.657661,-1.108153,-5.942190,-4.199313,-252.613480,1348.973877,100.203476
5,0.013889,-2.372167,23.517954,2.998254,-264.214020,1450.386597,109.757408,-1.095452,-5.961883,-4.191478,-252.619446,1348.985840,100.205841
6,0.016667,148.940643,-13.513133,172.785965,-265.305328,1449.367798,110.745697,-1.035363,-5.939741,-4.159632,-252.620728,1348.981812,100.206612
7,0.019444,-2.120194,23.467098,2.720197,-264.237885,1450.307129,109.733536,-1.019740,-5.937361,-4.164716,-252.615540,1348.981445,100.195946
8,0.022222,146.255890,-16.092226,174.545425,-264.917877,1450.227905,110.691566,-0.946221,-5.934978,-4.157169,-252.613373,1348.987671,100.224007
9,0.025000,148.586578,-14.335109,172.539734,-264.974335,1449.282104,110.468681,-1.024711,-5.909660,-4.213829,-252.627106,1348.986572,100.203049
10,0.027778,148.181564,-14.663561,172.702972,-264.901733,1449.452393,110.563431,-0.933623,-5.911036,-4.281078,-252.608353,1348.979492,100.195702
11,0.030556,148.134613,-14.740479,172.701706,-264.873077,1449.463501,110.567101,-1.001011,-5.898520,-4.280915,-252.611465,1348.970093,100.191666
12,0.033333,148.656097,-14.426794,172.633713,-264.999237,1449.249634,110.494736,-0.979564,-5.902564,-4.273040,-252.606308,1348.960083,100.199928
13,0.036111,148.246109,-14.691317,172.717575,-264.901672,1449.402222,110.558456,-1.015225,-5.902626,-4.241828,-252.605194,1348.956421,100.203415
14,0.038889,,,,,,,,,,,,
15,0.041667,147.832062,-15.025722,172.872955,-264.845764,1449.497314,110.585884,-1.070487,-5.852102,-4.365111,-252.606186,1348.938232,100.198952
16,0.044444,,,,,,,,,,,,
17,0.047222,,,,,,,,,,,,
18,0.050000,,,,,,,,,,,,
19,0.052778,-2.848226,23.653168,5.204836,-264.192810,1450.067139,109.462616,-1.175320,-5.775791,-4.380832,-252.605133,1348.893677,100.206848
20,0.055556,-3.017304,23.710466,5.399715,-264.166840,1450.113403,109.496300,-1.172036,-5.874483,-3.639944,-252.538651,1348.726807,100.183777
21,0.058333,-2.867301,23.657932,5.259028,-264.202362,1450.058350,109.480164,-1.241828,-5.910669,-3.589746,-252.538467,1348.726929,100.184036
22,0.061111,-2.865510,23.646351,5.293066,-264.198120,1450.056519,109.470673,-1.231501,-5.894136,-3.607275,-252.544586,1348.714966,100.180511
23,0.063889,-2.914357,23.713894,5.370941,-264.209686,1450.062134,109.468475,-1.273058,-5.889682,-3.615624,-252.538589,1348.725586,100.189293
24,0.066667,-2.910770,23.681877,5.320200,-264.206635,1450.063843,109.471184,-1.376240,-5.744884,-4.449843,-252.613937,1348.891113,100.193153
25,0.069444,-3.169721,23.753408,5.625816,-264.187286,1450.153320,109.494331,-1.359355,-5.744113,-4.427170,-252.608154,1348.887451,100.200584
26,0.072222,-3.191736,23.771799,5.682830,-264.187561,1450.159912,109.491631,-1.349095,-5.760210,-4.433602,-252.604034,1348.880127,100.186417
27,0.075000,-2.867961,23.423023,4.041582,-264.100128,1450.198975,109.500427,-1.346002,-5.800523,-4.311293,-252.603317,1348.899536,100.207443
28,0.077778,-2.603766,23.355289,3.794545,-264.122833,1450.127319,109.480370,-1.319449,-5.822606,-4.325986,-252.607254,1348.898193,100.199684
29,0.080556,-2.427833,23.324631,3.575536,-264.114532,1450.091797,109.493462,-1.295974,-5.815496,-4.300539,-252.603058,1348.914307,100.210854
30,0.083333,-2.571383,23.326851,3.751563,-264.122162,1450.140015,109.485550,-1.230043,-5.832138,-4.258617,-252.600937,1348.909180,100.198044
31,0.086111,-2.590337,23.709707,4.214315,-264.194000,1450.348145,109.658897,-1.186384,-5.853613,-4.225330,-252.591278,1348.929565,100.216690
32,0.088889,,,,,,,,,,,,
33,0.091667,,,,,,,,,,,,
34,0.094444,,,,,,,,,,,,
35,0.097222,-2.137803,23.454550,2.703927,-264.251495,1450.279419,109.725327,-1.148820,-5.892660,-4.242332,-252.594864,1348.961304,100.180824
36,0.100000,-2.410374,23.502039,2.971735,-264.221100,1450.363892,109.749054,-1.094750,-5.891327,-4.196453,-252.576920,1348.979248,100.203568
37,0.102778,,,,,,,,,,,,
38,0.105556,,,,,,,,,,,,
39,0.108333,,,,,,,,,,,,
40,0.111111,,,,,,,,,,,,
41,0.113889,148.604782,-14.399272,172.650040,-265.028168,1449.243164,110.503952,-1.120733,-5.883328,-4.263607,-252.596680,1348.961914,100.159683
42,0.116667,148.425629,-14.566700,172.709808,-264.955505,1449.324951,110.538643,-1.093367,-5.859907,-4.274559,-252.585266,1348.957886,100.174179
43,0.119444,144.514923,-19.764042,175.461411,-264.102295,1450.834961,111.139786,-1.087530,-5.841313,-4.325238,-252.578674,1348.948364,100.165520
44,0.122222,,,,,,,,,,,,
45,0.125000,,,,,,,,,,,,
46,0.127778,144.471664,-19.209473,175.637543,-264.250946,1450.795166,111.028992,-1.165048,-5.787400,-4.369660,-252.594376,1348.924805,100.145012
47,0.130556,-85.751663,-79.117462,117.815727,-263.105988,1449.198608,111.133270,-1.182690,-5.787495,-4.413063,-252.594376,1348.919067,100.166901
48,0.133333,144.435928,-19.617371,175.476517,-264.162140,1450.798462,111.091949,-1.210919,-5.788678,-4.343913,-252.596146,1348.918213,100.162506
49,0.136111,-85.528351,-79.138847,118.011902,-263.110413,1449.194702,111.138184,-1.154748,-5.916720,-3.534547,-252.517319,1348.744507,100.144440
50,0.138889,-85.592407,-79.177780,118.035851,-263.102936,1449.180420,111.143463,-1.259625,-5.730711,-4.455235,-252.598877,1348.913452,100.162125
