Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
761,2.113889,148.347549,-14.67677,173.184906,-264.578979,1449.273926,110.199104,-1.176369,-5.763544,-2.748866,-252.148956,1349.072632,100.036949
762,2.116667,-4.170747,22.970182,4.255864,-263.703705,1450.759033,109.311523,-1.176082,-5.75896,-2.79512,-252.149887,1349.068115,100.026947
763,2.119444,148.303406,-14.701455,173.162231,-264.569092,1449.287231,110.186966,-1.153625,-5.742985,-2.761829,-252.153183,1349.06604,100.026566
764,2.122222,-4.191217,22.967468,4.253379,-263.69986,1450.765503,109.299042,-1.146262,-5.764107,-2.771815,-252.150452,1349.073364,100.017159
765,2.125,148.371964,-14.689225,173.202805,-264.555786,1449.288086,110.1912,-1.177076,-5.800229,-2.731682,-252.15036,1349.080322,100.03167
766,2.127778,-4.180615,22.931885,4.287159,-263.692871,1450.779053,109.316101,-1.115515,-5.806829,-2.750802,-252.142487,1349.079102,100.039413
767,2.130556,-86.924454,-77.488235,118.335144,-262.922699,1449.779541,111.131386,-1.112479,-5.780254,-2.712753,-252.142365,1349.09082,100.041687
768,2.133333,148.429276,-14.642763,173.204269,-264.555725,1449.288086,110.21637,-1.159625,-5.809487,-2.764008,-252.13855,1349.085693,100.043747
769,2.136111,148.400375,-14.642182,173.146729,-264.553864,1449.285889,110.207352,-1.110653,-5.794898,-2.743376,-252.143173,1349.075562,100.037323
770,2.138889,-4.183185,22.972963,4.311461,-263.702057,1450.766113,109.295235,-1.17718,-5.812899,-2.734769,-252.150955,1349.079468,100.046181
771,2.141667,148.440643,-14.702168,173.100754,-264.58432,1449.287964,110.173492,-0.912325,-5.690445,-2.685382,-252.170715,1349.129761,100.074883
772,2.144444,-4.165089,23.135391,4.600158,-263.743256,1450.758667,109.241394,-1.264189,-5.819274,-2.748332,-252.149994,1349.08667,100.057121
773,2.147222,148.503296,-14.456628,173.029999,-264.586121,1449.245483,110.214943,-0.976443,-5.720355,-2.608542,-252.15834,1349.126221,100.076096
774,2.15,-4.251686,23.00462,4.616997,-263.702759,1450.748291,109.272316,-1.304235,-5.843406,-2.784781,-252.143555,1349.069824,100.057755
775,2.152778,-87.897484,-79.346397,118.001396,-262.832336,1449.420166,111.090248,-1.322161,-5.835032,-2.740294,-252.15239,1349.068115,100.052353
776,2.155556,148.39032,-14.41592,172.972839,-264.590302,1449.254639,110.196159,-1.330468,-5.837071,-2.699692,-252.157623,1349.077026,100.056458
777,2.158333,-4.252413,22.978203,4.589129,-263.713409,1450.75,109.259949,-1.36817,-5.818117,-2.745628,-252.167877,1349.078003,100.051582
778,2.161111,-87.487419,-77.842064,117.794739,-262.894226,1449.747925,111.078491,-1.332501,-5.844631,-2.699234,-252.162903,1349.078979,100.049812
779,2.163889,148.375885,-14.405873,172.96312,-264.591187,1449.254883,110.2005,-1.352594,-5.834657,-2.698167,-252.161774,1349.077881,100.054321
780,2.166667,-4.207917,22.953316,4.322931,-263.693146,1450.76123,109.314255,-1.326887,-5.85554,-2.646387,-252.157715,1349.075195,100.061653
781,2.169444,148.385223,-14.422219,172.99321,-264.599548,1449.254761,110.208214,-1.319054,-5.830249,-2.732613,-252.167374,1349.076294,100.051491
782,2.172222,-4.134364,23.095758,4.372322,-263.747986,1450.78833,109.246918,-1.006597,-5.702391,-2.620299,-252.196548,1349.135376,100.08503
783,2.175,148.485565,-14.50478,172.981766,-264.636444,1449.262817,110.159836,-1.310477,-5.782115,-2.857755,-252.178436,1349.088867,100.059608
784,2.177778,-4.176133,23.016371,4.30027,-263.710419,1450.771362,109.273209,-0.958799,-5.680964,-2.709519,-252.190613,1349.138428,100.091866
785,2.180556,-87.490677,-77.760162,117.797104,-262.89386,1449.758179,111.088799,-1.243194,-5.761331,-2.809161,-252.16127,1349.079712,100.07589
786,2.183333,148.317963,-14.643746,173.099518,-264.566559,1449.302734,110.213127,-0.931077,-5.687324,-2.659252,-252.180344,1349.139282,100.091797
787,2.186111,-4.168137,23.036083,4.28851,-263.700317,1450.765015,109.281395,-0.886964,-5.686642,-2.677773,-252.180283,1349.14978,100.108124
788,2.188889,148.398285,-14.642403,173.115875,-264.565918,1449.31189,110.219444,-1.096555,-5.80264,-2.815268,-252.157242,1349.093628,100.073807
789,2.191667,-4.106648,22.987415,4.28213,-263.698029,1450.779663,109.294586,-0.823674,-5.683564,-2.732492,-252.17334,1349.15271,100.105103
790,2.194444,148.586273,-14.767335,173.224442,-264.581543,1449.286133,110.178398,-0.898272,-5.914251,-2.637274,-252.174057,1349.064209,100.080948
791,2.197222,-4.098713,23.008873,4.293036,-263.696503,1450.777222,109.291397,-0.836342,-5.92116,-2.614033,-252.16893,1349.064209,100.08358
792,2.2,148.450897,-14.659905,173.211929,-264.560455,1449.301025,110.217583,-0.770662,-5.903508,-2.660945,-252.167694,1349.059448,100.081764
793,2.202778,148.467041,-14.692824,173.193085,-264.549957,1449.297607,110.215157,-0.712513,-5.689779,-2.698799,-252.179749,1349.142944,100.077736
794,2.205556,-4.129377,22.974752,4.276536,-263.702057,1450.777222,109.294418,-0.840565,-5.91567,-2.717252,-252.171509,1349.060547,100.096947
795,2.208333,148.493973,-14.673229,173.222443,-264.565582,1449.283203,110.216438,-0.842783,-5.901601,-2.650872,-252.174881,1349.050537,100.091881
796,2.211111,-4.080586,23.134005,4.386312,-263.743286,1450.788696,109.254311,-0.876319,-5.907995,-2.677299,-252.175568,1349.042236,100.075661
797,2.213889,148.501389,-14.75516,173.162735,-264.587677,1449.279785,110.165649,-0.883255,-5.920534,-2.659493,-252.173691,1349.041016,100.086632
798,2.216667,148.39888,-14.664377,173.136871,-264.565338,1449.28125,110.201851,-0.917569,-5.918857,-2.680196,-252.186691,1349.044434,100.094551
799,2.219444,-4.191758,23.054531,4.298872,-263.713593,1450.747314,109.249863,-0.983856,-5.910991,-2.683004,-252.183258,1349.047852,100.079994
800,2.222222,-87.76329,-77.775543,117.66124,-262.899475,1449.703857,111.078941,-0.943181,-5.894233,-2.676316,-252.189041,1349.042114,100.094017
801,2.225,148.428894,-14.677975,173.108627,-264.597137,1449.259033,110.15863,-0.961449,-5.949047,-2.608921,-252.180511,1349.028442,100.087395
802,2.227778,-4.241833,23.001102,4.590756,-263.724609,1450.721436,109.242912,-1.007019,-5.97321,-2.612982,-252.185852,1349.025757,100.104317
803,2.230556,148.422714,-14.452906,172.947174,-264.595642,1449.229126,110.19886,-1.054879,-6.0146,-2.600459,-252.178406,1349.024414,100.091217
804,2.233333,148.518021,-14.508416,172.917175,-264.618774,1449.215332,110.15107,-1.040162,-6.02257,-2.540785,-252.176819,1349.022705,100.110687
805,2.236111,148.470703,-14.469735,172.882874,-264.624237,1449.2229,110.159554,-1.087471,-5.990036,-2.535443,-252.186798,1349.019531,100.086784
806,2.238889,148.378433,-14.369052,172.865753,-264.602264,1449.228271,110.206161,-1.049641,-6.012353,-2.45995,-252.180817,1349.016968,100.107422
807,2.241667,148.535995,-14.167016,172.755936,-264.781036,1449.221802,110.355469,-1.100809,-5.999078,-2.598306,-252.187759,1349.010254,100.094627
808,2.244444,148.118607,-14.408059,173.003265,-264.749634,1449.362183,110.371109,-1.111178,-6.024905,-2.544514,-252.179749,1349.019409,100.09993
809,2.247222,148.531601,-14.152587,172.726547,-264.776917,1449.239502,110.363533,-1.121447,-6.034805,-2.529623,-252.181503,1349.028198,100.101067
810,2.25,148.47345,-14.39884,172.871017,-264.588257,1449.23999,110.212982,-1.088334,-6.023366,-2.512262,-252.184296,1349.034546,100.084366
811,2.252778,148.393082,-14.399609,172.832031,-264.586884,1449.25293,110.201881,-1.079216,-6.021572,-2.519023,-252.181259,1349.036865,100.093033
812,2.255556,148.369308,-14.395583,172.838837,-264.596222,1449.253174,110.189682,-1.092351,-6.009551,-2.555069,-252.178131,1349.035889,100.094017
813,2.258333,148.436478,-14.404748,172.911514,-264.594269,1449.253174,110.204285,-1.0955,-6.01082,-2.595533,-252.191238,1349.049194,100.080505
814,2.261111,148.496674,-14.407621,172.928101,-264.643738,1449.246216,110.167908,-1.023979,-6.033239,-2.482604,-252.18866,1349.058228,100.083778
815,2.263889,148.318497,-14.550678,173.020065,-264.572601,1449.301147,110.213333,-1.011262,-6.012038,-2.574533,-252.188736,1349.056274,100.072243
816,2.266667,148.355316,-14.567616,173.046417,-264.580109,1449.300781,110.215172,-0.956642,-6.019921,-2.560277,-252.182877,1349.058838,100.093475
817,2.269444,148.341827,-14.59225,173.020386,-264.576385,1449.304199,110.209663,-0.971375,-6.022857,-2.552832,-252.190048,1349.063721,100.078819
818,2.272222,148.335129,-14.558705,173.054092,-264.577301,1449.306885,110.221535,-0.939526,-6.009104,-2.527133,-252.181686,1349.072754,100.09774
819,2.275,148.376633,-14.592754,173.100067,-264.574158,1449.300659,110.223358,-0.616778,-5.90756,-2.458096,-252.21434,1349.131714,100.125038
820,2.277778,148.396118,-14.621798,173.070496,-264.573151,1449.301636,110.225182,-0.855316,-5.968896,-2.5623,-252.19252,1349.075195,100.07589
821,2.280556,148.411636,-14.624463,173.104568,-264.577515,1449.301392,110.216408,-0.843849,-5.985834,-2.584546,-252.183762,1349.078491,100.075722
822,2.283333,148.360474,-14.686484,173.031021,-264.568481,1449.306641,110.218445,-0.822264,-5.976231,-2.55792,-252.182953,1349.070068,100.066505
823,2.286111,148.411407,-14.671284,173.105255,-264.574371,1449.294678,110.212524,-0.787869,-5.957922,-2.559331,-252.179169,1349.064453,100.078278
824,2.288889,148.376511,-14.634259,173.071457,-264.576538,1449.300903,110.21566,-0.509176,-5.859451,-2.520608,-252.208649,1349.119385,100.102989
825,2.291667,148.406296,-14.683153,173.079147,-264.561523,1449.300659,110.208687,-0.523368,-5.87947,-2.503625,-252.202011,1349.130493,100.112007
826,2.294444,148.445496,-14.630708,173.082382,-264.56134,1449.295776,110.223129,-0.795564,-5.984288,-2.654135,-252.181259,1349.074463,100.077652
827,2.297222,148.425125,-14.635002,173.007309,-264.567413,1449.301514,110.210945,-0.489324,-5.901022,-2.49067,-252.21312,1349.123779,100.100151
828,2.3,148.407623,-14.570875,173.021973,-264.579132,1449.304443,110.222366,-0.557675,-5.899589,-2.550002,-252.209686,1349.12439,100.108612
829,2.302778,148.356201,-14.607359,172.950302,-264.566986,1449.313354,110.236237,-0.589622,-5.91346,-2.475198,-252.215591,1349.121216,100.114914
830,2.305556,148.375183,-14.56946,172.93544,-264.575409,1449.315918,110.223907,-0.570364,-5.94021,-2.461819,-252.202545,1349.124023,100.123665
831,2.308333,148.318207,-14.53098,172.929047,-264.564392,1449.311401,110.229904,-0.877232,-6.060913,-2.486876,-252.183044,1349.057129,100.097351
832,2.311111,148.336472,-14.553914,172.911621,-264.570374,1449.309814,110.222244,-0.579235,-5.959158,-2.373349,-252.209335,1349.101685,100.117126
833,2.313889,148.859879,-13.998306,172.536758,-264.826111,1449.123535,110.333382,-0.903658,-6.054031,-2.558055,-252.189575,1349.037354,100.095978
834,2.316667,148.366653,-14.389208,172.785889,-264.615295,1449.257446,110.236664,-0.961425,-6.04168,-2.510774,-252.19664,1349.047485,100.082115
835,2.319444,148.364532,-14.333445,172.809326,-264.609955,1449.256958,110.218674,-1.005953,-6.069542,-2.483291,-252.196884,1349.051025,100.088356
836,2.322222,148.763885,-13.920992,172.548599,-264.940582,1449.132446,110.397552,-1.024695,-6.069202,-2.488226,-252.197586,1349.053589,100.077759
837,2.325,148.160034,-14.45663,172.800613,-264.585541,1449.302612,110.219254,-1.024667,-6.081866,-2.488793,-252.194397,1349.040283,100.08532
838,2.327778,148.793808,-13.920244,172.4664,-264.837494,1449.112061,110.324974,-1.063311,-6.05841,-2.512177,-252.193268,1349.034668,100.067192
839,2.330556,148.168793,-14.420921,172.799652,-264.591736,1449.300049,110.233734,-1.092342,-6.099739,-2.512759,-252.197418,1349.042236,100.069054
840,2.333333,148.205154,-14.419951,172.840714,-264.578033,1449.293579,110.232834,-1.045948,-6.100871,-2.337691,-252.196701,1349.037109,100.057587
841,2.336111,148.1987,-14.419342,172.814606,-264.594299,1449.296143,110.224594,-1.04687,-6.104073,-2.375164,-252.207214,1349.050171,100.075333
842,2.338889,148.208603,-14.438796,172.864609,-264.59436,1449.293335,110.224564,-1.024529,-6.113331,-2.38749,-252.200577,1349.042358,100.057205
843,2.341667,148.28154,-14.448876,172.886459,-264.58493,1449.292114,110.23455,-1.003979,-6.118523,-2.465435,-252.199142,1349.038574,100.045471
844,2.344444,148.236679,-14.473688,172.859161,-264.572083,1449.300537,110.232048,-0.977602,-6.134134,-2.423358,-252.200302,1349.046631,100.071518
845,2.347222,148.289871,-14.464551,172.874741,-264.56781,1449.301147,110.238556,-0.954738,-6.151246,-2.443466,-252.196106,1349.058594,100.075211
846,2.35,148.288101,-14.445909,172.924683,-264.571808,1449.303955,110.235298,-0.915685,-6.133777,-2.383304,-252.201141,1349.060059,100.068726
847,2.352778,148.304794,-14.496762,172.928528,-264.571503,1449.305542,110.224663,-0.836626,-6.093105,-2.412656,-252.188705,1349.06189,100.065369
848,2.355556,148.281784,-14.562978,172.909149,-264.551422,1449.309326,110.238838,-0.843441,-6.102298,-2.373306,-252.195267,1349.06958,100.045868
849,2.358333,148.325394,-14.560408,172.92981,-264.559753,1449.308716,110.222374,-0.811665,-6.101276,-2.432777,-252.195328,1349.069702,100.049232
850,2.361111,148.338181,-14.549674,172.995193,-264.565155,1449.309082,110.224388,-0.789721,-6.100264,-2.411203,-252.193893,1349.073608,100.050415
851,2.363889,148.348694,-14.579278,172.94606,-264.57135,1449.311401,110.243195,-0.760806,-6.098347,-2.449702,-252.199951,1349.071045,100.053169
852,2.366667,148.382172,-14.580219,172.971817,-264.558167,1449.304565,110.245522,-0.752286,-6.08619,-2.457013,-252.2034,1349.075928,100.065559
853,2.369444,148.39415,-14.584488,173.001663,-264.571655,1449.309326,110.232079,-0.775797,-6.085456,-2.475751,-252.206863,1349.075928,100.06443
854,2.372222,148.434341,-14.571838,173.014313,-264.573761,1449.301514,110.238235,-0.791378,-6.048266,-2.538607,-252.214783,1349.07251,100.057724
855,2.375,148.403107,-14.603652,172.978958,-264.573792,1449.297485,110.224373,-0.772078,-6.043478,-2.472463,-252.210861,1349.067993,100.05722
856,2.377778,148.418716,-14.599572,173.010162,-264.581024,1449.293213,110.234833,-0.745408,-6.078977,-2.457964,-252.212112,1349.062256,100.071915
857,2.380556,148.39798,-14.569992,172.998413,-264.582947,1449.297974,110.238091,-0.795927,-6.051516,-2.452826,-252.221527,1349.057251,100.066948
858,2.383333,148.344055,-14.55321,172.991104,-264.598328,1449.293091,110.240959,-0.806972,-6.059424,-2.500031,-252.226227,1349.052856,100.075836
859,2.386111,148.297409,-14.566002,172.947723,-264.585266,1449.290527,110.228722,-0.880335,-6.027963,-2.577309,-252.223038,1349.050049,100.060944
860,2.388889,148.253632,-14.582302,172.921432,-264.577606,1449.290771,110.233215,-0.885983,-6.027907,-2.567415,-252.228027,1349.038452,100.067856
861,2.391667,148.25946,-14.559751,172.892212,-264.589294,1449.285034,110.230484,-0.947296,-6.031073,-2.551163,-252.225433,1349.050781,100.068451
862,2.394444,148.269089,-14.525487,172.894867,-264.588806,1449.290039,110.23687,-0.946734,-6.018993,-2.548701,-252.230469,1349.03894,100.07196
863,2.397222,148.258957,-14.543513,172.839188,-264.581818,1449.297974,110.231659,-0.945071,-6.031235,-2.545195,-252.233383,1349.033813,100.061287
864,2.4,148.222412,-14.524385,172.833069,-264.597687,1449.301392,110.23011,-0.991508,-6.035187,-2.600507,-252.23822,1349.050049,100.07962
865,2.402778,148.22879,-14.476653,172.853271,-264.592468,1449.304688,110.22757,-1.000963,-6.03695,-2.595683,-252.244019,1349.047363,100.063148
866,2.405556,148.240341,-14.500257,172.836456,-264.58847,1449.30127,110.243317,-0.973804,-6.081237,-2.510863,-252.234375,1349.042847,100.079803
867,2.408333,148.234039,-14.456565,172.830734,-264.599335,1449.309692,110.219994,-1.019157,-6.093697,-2.518238,-252.234756,1349.055786,100.072289
868,2.411111,148.236664,-14.478492,172.821045,-264.590698,1449.307129,110.236488,-1.017849,-6.098744,-2.481198,-252.239578,1349.055298,100.063942
869,2.413889,148.180008,-14.459625,172.764252,-264.591064,1449.319458,110.233269,-0.983563,-6.136763,-2.462619,-252.235626,1349.049316,100.074875
870,2.416667,148.267624,-14.438745,172.863541,-264.602234,1449.300171,110.231239,-1.00795,-6.122691,-2.422212,-252.238251,1349.049561,100.062935
871,2.419444,148.233658,-14.47332,172.848953,-264.589447,1449.303833,110.251801,-1.032724,-6.115429,-2.461767,-252.24379,1349.048462,100.066994
872,2.422222,148.214569,-14.500618,172.833359,-264.572296,1449.307373,110.237679,-1.020845,-6.11642,-2.485422,-252.23938,1349.048706,100.074333
873,2.425,148.262421,-14.51822,172.887268,-264.581726,1449.288818,110.222084,-0.996607,-6.101509,-2.440292,-252.234909,1349.037109,100.066582
874,2.427778,148.240814,-14.520022,172.90123,-264.565369,1449.286499,110.231682,-0.980653,-6.137486,-2.452641,-252.231873,1349.036621,100.054482
875,2.430556,148.284439,-14.515334,172.955048,-264.573486,1449.2771,110.22789,-0.985115,-6.132839,-2.43213,-252.227509,1349.036621,100.059807
876,2.433333,148.309784,-14.582046,172.947647,-264.569031,1449.264893,110.224747,-0.992192,-6.111628,-2.478334,-252.230042,1349.029419,100.04837
877,2.436111,148.418854,-14.514186,172.94014,-264.584351,1449.230469,110.217506,-0.959865,-6.115511,-2.530624,-252.234726,1349.021118,100.048546
878,2.438889,148.383926,-14.543638,172.912933,-264.579926,1449.234497,110.21949,-0.986066,-6.121624,-2.479793,-252.232254,1349.013916,100.046669
879,2.441667,148.423569,-14.563397,172.988846,-264.584412,1449.219971,110.208565,-0.964224,-6.114511,-2.45607,-252.23642,1349.02002,100.039925
880,2.444444,148.402725,-14.61344,173.03186,-264.585297,1449.238403,110.20929,-0.9249,-6.115149,-2.454569,-252.232285,1348.998169,100.040894
881,2.447222,148.387634,-14.611982,173.076416,-264.581635,1449.234985,110.212379,-0.946965,-6.116342,-2.512956,-252.237228,1349.00647,100.049141
882,2.45,148.418716,-14.535544,173.02713,-264.598083,1449.219238,110.211288,-0.871413,-6.087799,-2.450681,-252.22731,1348.996338,100.051231
883,2.452778,148.471497,-14.567709,173.05217,-264.59256,1449.207764,110.204338,-0.932119,-6.056205,-2.559537,-252.234131,1348.997437,100.049782
884,2.455556,148.391327,-14.645334,173.09552,-264.583221,1449.240845,110.212196,-0.900082,-6.057134,-2.526843,-252.225159,1348.994263,100.053925
885,2.458333,148.352905,-14.693965,173.059387,-264.570526,1449.241089,110.207336,-0.93101,-6.044981,-2.550076,-252.220184,1349.005249,100.064636
886,2.461111,148.387634,-14.659353,173.072235,-264.574463,1449.247925,110.230812,-0.898266,-6.032559,-2.578718,-252.223526,1348.997192,100.054573
887,2.463889,148.409607,-14.644542,173.084625,-264.574615,1449.244507,110.225189,-0.929247,-6.019708,-2.600912,-252.218689,1349.003296,100.044662
888,2.466667,148.364777,-14.633019,173.039429,-264.582581,1449.255737,110.222519,-0.908228,-6.007559,-2.541692,-252.21431,1349.006226,100.056007
889,2.469444,148.325638,-14.631257,173.009796,-264.57431,1449.26123,110.218895,-0.920563,-5.999718,-2.588749,-252.220032,1349.018677,100.083656
890,2.472222,148.340927,-14.632326,172.99855,-264.583771,1449.263794,110.2239,-0.946182,-6.02393,-2.537662,-252.214996,1349.0271,100.079735
891,2.475,148.351074,-14.624011,172.973785,-264.575226,1449.27002,110.210907,-0.917681,-6.031876,-2.592212,-252.214218,1349.02002,100.077782
892,2.477778,148.358398,-14.597946,172.970154,-264.577637,1449.270386,110.236,-0.899739,-6.001578,-2.557866,-252.227509,1349.026367,100.077003
893,2.480556,148.310349,-14.60317,172.937469,-264.572845,1449.281372,110.217064,-0.921884,-6.031824,-2.588774,-252.21843,1349.033081,100.092018
894,2.483333,148.307007,-14.573549,172.933197,-264.581085,1449.279663,110.222191,-0.96906,-6.027771,-2.569995,-252.224625,1349.034546,100.083153
895,2.486111,148.300354,-14.615935,172.926147,-264.593231,1449.288818,110.238945,-0.91424,-5.993029,-2.612683,-252.221817,1349.038208,100.097305
896,2.488889,148.329987,-14.556061,172.953827,-264.591064,1449.288452,110.23381,-0.946938,-5.984636,-2.597698,-252.216934,1349.043945,100.079567
897,2.491667,148.308304,-14.574411,172.960205,-264.595062,1449.288208,110.232277,-0.969044,-6.005663,-2.572251,-252.214737,1349.048218,100.09079
898,2.494444,148.269547,-14.548481,172.952194,-264.587708,1449.303589,110.233841,-1.010124,-6.005715,-2.643699,-252.209488,1349.050049,100.09391
899,2.497222,148.259979,-14.58425,172.960449,-264.581573,1449.304321,110.236328,-1.061542,-5.975045,-2.655407,-252.213806,1349.066895,100.079819
900,2.5,148.276566,-14.558762,172.989487,-264.593842,1449.302612,110.233742,-1.02604,-6.000753,-2.596924,-252.216843,1349.060425,100.074341
901,2.502778,148.261734,-14.577416,173.005844,-264.596893,1449.30249,110.219398,-1.005057,-6.003772,-2.543179,-252.217148,1349.067993,100.077003
902,2.505556,148.331223,-14.586225,173.034424,-264.595398,1449.285034,110.228073,-1.004781,-6.029679,-2.499207,-252.207336,1349.056763,100.064766
903,2.508333,148.302673,-14.594694,173.012268,-264.584564,1449.289429,110.220085,-1.007082,-6.039868,-2.517352,-252.204514,1349.057617,100.062904
904,2.511111,148.327469,-14.602236,173.072327,-264.59317,1449.274536,110.227821,-1.007491,-6.016886,-2.602762,-252.210312,1349.053833,100.058449
905,2.513889,148.331482,-14.616791,173.048828,-264.572632,1449.285278,110.223969,-0.967171,-6.038379,-2.555064,-252.202637,1349.048828,100.051308
906,2.516667,148.378357,-14.611911,173.127274,-264.583893,1449.26709,110.215088,-0.950671,-6.035584,-2.56812,-252.200775,1349.044922,100.047195
907,2.519444,148.373825,-14.617201,173.150055,-264.58252,1449.267944,110.223907,-0.995089,-6.027933,-2.559224,-252.198334,1349.052734,100.054703
908,2.522222,148.391312,-14.665627,173.109772,-264.564972,1449.268311,110.211639,-0.948974,-6.02318,-2.499902,-252.189102,1349.048584,100.063118
909,2.525,148.429031,-14.661775,173.165359,-264.575104,1449.259766,110.220566,-0.980901,-6.045603,-2.52701,-252.189133,1349.04541,100.059975
910,2.527778,148.381882,-14.667647,173.129745,-264.555695,1449.260498,110.2164,-0.966562,-6.02272,-2.515751,-252.180313,1349.040894,100.060654
911,2.530556,148.38385,-14.654819,173.113678,-264.552094,1449.256226,110.212845,-0.923383,-6.029354,-2.47093,-252.184006,1349.020264,100.056709
912,2.533333,148.357681,-14.669469,173.111404,-264.552277,1449.257446,110.219757,-0.937271,-6.025898,-2.514101,-252.169525,1349.023804,100.059128
913,2.536111,148.387344,-14.65907,173.120132,-264.564575,1449.245605,110.221115,-0.954991,-6.024467,-2.531532,-252.170258,1349.023071,100.063431
914,2.538889,148.391739,-14.653132,173.113983,-264.569641,1449.245239,110.223732,-0.970966,-6.011859,-2.612599,-252.166031,1349.014893,100.07373
915,2.541667,148.388168,-14.646192,173.133545,-264.567078,1449.250366,110.216667,-0.975971,-6.002362,-2.55735,-252.168961,1349.008911,100.069397
916,2.544444,148.392136,-14.644105,173.133926,-264.572113,1449.244995,110.212769,-0.955156,-6.001524,-2.568959,-252.173752,1349.005005,100.067627
917,2.547222,148.40094,-14.65797,173.121735,-264.572174,1449.243042,110.212662,-0.973791,-6.006065,-2.508593,-252.178192,1349.012817,100.055466
918,2.55,148.327042,-14.626835,173.094055,-264.569489,1449.250732,110.224609,-1.007861,-5.969079,-2.628383,-252.177475,1349.011475,100.057922
919,2.552778,148.48175,-14.487923,172.991974,-264.611664,1449.204834,110.20507,-1.052142,-5.946054,-2.59618,-252.178009,1349.024048,100.074165
920,2.555556,148.435822,-14.470972,172.981079,-264.609802,1449.216187,110.208214,-1.028471,-5.9306,-2.586583,-252.18222,1349.016846,100.067696
921,2.558333,148.419785,-14.504071,172.916397,-264.61438,1449.226563,110.213196,-1.058644,-5.927173,-2.574405,-252.185013,1349.037842,100.080002
922,2.561111,148.435257,-14.456016,172.959045,-264.615234,1449.241943,110.220665,-1.075912,-5.937532,-2.612235,-252.176941,1349.042847,100.07872
923,2.563889,148.390457,-14.401628,172.95723,-264.61911,1449.251465,110.225655,-1.039935,-5.929273,-2.576823,-252.17775,1349.043213,100.072098
924,2.566667,-4.237894,23.081768,4.571221,-263.748474,1450.733765,109.254974,-1.280299,-5.803531,-2.755774,-252.165283,1349.088257,100.064079
925,2.569444,148.439072,-14.429248,172.938477,-264.618042,1449.266357,110.228775,-1.270511,-5.798672,-2.78277,-252.166214,1349.096802,100.061119
926,2.572222,148.265457,-14.541821,172.96344,-264.594727,1449.326416,110.223495,-0.977018,-5.692094,-2.714149,-252.190018,1349.156494,100.100693
927,2.575,148.250443,-14.549799,172.966354,-264.58963,1449.332764,110.237663,-0.96233,-5.675371,-2.648766,-252.19017,1349.166382,100.090919
928,2.577778,148.269943,-14.536143,172.975677,-264.582428,1449.34436,110.227699,-0.733559,-5.838109,-2.490674,-252.199677,1349.152466,100.120888
929,2.580556,148.239639,-14.567929,172.940262,-264.574097,1449.353516,110.226784,-0.941036,-5.717737,-2.682326,-252.186142,1349.185669,100.077507
930,2.583333,148.665771,-14.573681,173.033691,-264.600739,1449.367065,110.260017,-0.847211,-5.72632,-2.583139,-252.185104,1349.192139,100.098717
931,2.586111,148.70311,-14.635484,173.043137,-264.596161,1449.367554,110.253098,-0.697237,-5.852204,-2.593584,-252.203995,1349.170776,100.098907
932,2.588889,148.290939,-14.55082,172.977539,-264.573303,1449.352173,110.222481,-0.678288,-5.822381,-2.576152,-252.197296,1349.168945,100.105522
933,2.591667,148.706406,-14.667237,173.067566,-264.60321,1449.365234,110.255188,-0.860421,-5.728419,-2.668949,-252.185883,1349.197144,100.082237
934,2.594444,148.307144,-14.569555,173.006561,-264.57843,1449.350098,110.227081,-0.810516,-5.747332,-2.59934,-252.181061,1349.190552,100.101944
935,2.597222,-4.142028,23.015209,4.286808,-263.723297,1450.778442,109.286751,-0.822721,-5.740753,-2.608861,-252.182037,1349.178711,100.085197
936,2.6,148.359283,-14.584771,173.068436,-264.583557,1449.338135,110.228081,-0.852701,-5.71353,-2.631242,-252.186234,1349.177124,100.079491
937,2.602778,-4.202322,23.053831,4.33461,-263.723145,1450.777222,109.248642,-1.175154,-5.822431,-2.721887,-252.172195,1349.110718,100.042557
938,2.605556,148.378601,-14.57191,173.161636,-264.598328,1449.318848,110.21917,-1.148831,-5.820817,-2.666778,-252.158432,1349.10376,100.049713
939,2.608333,148.330292,-14.609343,173.144638,-264.572357,1449.30835,110.221619,-1.223828,-5.833361,-2.737902,-252.170654,1349.099609,100.040215
940,2.611111,148.400986,-14.660684,173.15625,-264.604614,1449.292969,110.171059,-1.182317,-5.834725,-2.686276,-252.16716,1349.087036,100.037819
941,2.613889,-4.21911,22.964422,4.291975,-263.717163,1450.759644,109.277534,-1.241645,-5.850227,-2.708184,-252.160248,1349.081909,100.028831
942,2.616667,148.353363,-14.633455,173.188614,-264.581421,1449.279907,110.192566,-1.190619,-5.846014,-2.682266,-252.172089,1349.062622,100.038788
943,2.619444,-4.246514,22.95281,4.312388,-263.719971,1450.748657,109.264519,-1.183252,-5.837244,-2.674682,-252.163177,1349.056519,100.035278
944,2.622222,148.360352,-14.629868,173.22496,-264.576477,1449.255737,110.205437,-1.218513,-5.850435,-2.735166,-252.157898,1349.049561,100.055298
945,2.625,148.523666,-14.581639,173.060898,-264.621277,1449.206299,110.147148,-1.260472,-5.84549,-2.742031,-252.157486,1349.041748,100.046089
946,2.627778,-4.26582,22.934759,4.566338,-263.715698,1450.721924,109.274742,-1.266412,-5.848147,-2.707737,-252.156494,1349.0448,100.064186
