Frame,Time (Seconds),X10_B1,Y,Z,X,Y,Z,X10_B2,Y10_B2,Z10_B2
1810,5.027778,-264.599182,1449.220947,110.260498,-1.114241,-5.904265,-3.696136,-252.391098,1349.094116,100.072433
1811,5.030556,-264.607788,1449.219727,110.261726,-0.920511,-6.079117,-2.689925,-252.299667,1348.969116,100.0755
1812,5.033333,-264.61084,1449.220337,110.254822,-1.029192,-5.887851,-3.672478,-252.39238,1349.099854,100.06115
1813,5.036111,-264.609741,1449.226929,110.251015,-1.064277,-5.898817,-3.729025,-252.394348,1349.103271,100.058678
1814,5.038889,-264.60965,1449.240234,110.262848,-1.049544,-5.892705,-3.661211,-252.396194,1349.114136,100.071259
1815,5.041667,-264.603485,1449.25061,110.255844,-1.080524,-5.895263,-3.69087,-252.392288,1349.123413,100.068108
1816,5.044444,-264.621338,1449.261719,110.274757,-1.010997,-5.905029,-3.607524,-252.392975,1349.124512,100.071571
1817,5.047222,-264.611603,1449.276245,110.266037,-1.079656,-5.880768,-3.702985,-252.397751,1349.135986,100.059532
1818,5.05,-264.617218,1449.294067,110.258087,-0.932727,-6.060688,-2.729406,-252.303802,1349.033081,100.075256
1819,5.052778,-264.622589,1449.306885,110.275261,-1.147295,-5.90614,-3.670294,-252.394226,1349.15979,100.072403
1820,5.055556,-264.619934,1449.312866,110.265717,-0.935939,-6.048873,-2.693205,-252.309143,1349.048218,100.083603
1821,5.058333,-264.622375,1449.317017,110.266777,-1.116588,-5.898853,-3.590151,-252.394943,1349.159668,100.076271
1822,5.061111,-264.62323,1449.328247,110.275856,-0.725902,-5.950139,-2.617699,-252.329773,1349.118652,100.117188
1823,5.063889,-264.627869,1449.337524,110.26947,-0.723845,-5.955198,-2.605381,-252.330002,1349.112305,100.103722
1824,5.066667,-264.661255,1449.30249,110.257317,-0.867086,-5.787206,-3.448354,-252.40683,1349.223755,100.114738
1825,5.069444,-264.658142,1449.300415,110.269722,-0.825116,-5.921503,-2.68876,-252.338287,1349.122314,100.098671
1826,5.072222,-264.751709,1449.314819,110.33989,-0.82259,-5.924444,-2.686948,-252.333817,1349.121582,100.121788
1827,5.075,-264.666107,1449.311279,110.297485,-1.145733,-6.014824,-2.73752,-252.306046,1349.064209,100.089714
1828,5.077778,-264.659576,1449.294922,110.27359,-0.871913,-5.911301,-2.684699,-252.338058,1349.113037,100.116577
1829,5.080556,-264.660034,1449.289673,110.275452,-0.844185,-5.915067,-2.640327,-252.336472,1349.107056,100.1194
1830,5.083333,-264.657806,1449.280396,110.260429,-1.297159,-5.868471,-3.580738,-252.393036,1349.155273,100.077309
1831,5.086111,-264.654755,1449.265747,110.251762,-1.304416,-5.822761,-3.621569,-252.397003,1349.144897,100.079269
1832,5.088889,-264.659119,1449.264038,110.261208,-1.13572,-6.016605,-2.728037,-252.309647,1349.03479,100.083862
1833,5.091667,-264.656799,1449.248291,110.274696,-1.295001,-5.880148,-3.64123,-252.392288,1349.140015,100.087852
1834,5.094444,-264.641632,1449.245728,110.258255,-1.137035,-6.012123,-2.790775,-252.303772,1349.015503,100.08432
1835,5.097222,-264.652405,1449.226318,110.269386,-1.130227,-6.055081,-2.745635,-252.316498,1349.011719,100.085075
1836,5.1,-264.639038,1449.219238,110.247704,-1.264936,-5.856067,-3.653809,-252.39035,1349.128418,100.068039
1837,5.102778,-264.615601,1449.26416,110.255531,-1.24165,-5.867194,-3.710912,-252.396698,1349.123169,100.068863
1838,5.105556,-264.614288,1449.256592,110.266693,-1.045883,-6.061728,-2.700251,-252.293259,1348.995117,100.068153
1839,5.108333,-264.59845,1449.252563,110.243217,-1.178764,-5.896866,-3.743993,-252.393539,1349.112305,100.066147
1840,5.111111,-264.600098,1449.251221,110.257774,-0.989094,-6.084842,-2.664836,-252.291199,1348.994995,100.077148
1841,5.113889,-264.599854,1449.244507,110.265427,-0.965694,-6.099419,-2.687218,-252.297638,1348.991821,100.068283
1842,5.116667,-264.601349,1449.244629,110.253304,-0.975908,-6.109608,-2.680332,-252.297974,1348.994507,100.060822
1843,5.119444,-264.598633,1449.256836,110.249023,-0.908771,-6.105623,-2.674542,-252.291351,1348.994385,100.061577
1844,5.122222,-264.601837,1449.249756,110.260391,-0.883125,-6.106444,-2.656147,-252.299332,1349.001099,100.074608
1845,5.125,-264.60321,1449.264771,110.261871,-0.865756,-6.133781,-2.624613,-252.28804,1349.007446,100.096748
1846,5.127778,-264.602997,1449.265625,110.271805,-0.854838,-6.11987,-2.609538,-252.293564,1349.006714,100.075523
1847,5.130556,-264.595093,1449.277344,110.267418,-0.844253,-6.118001,-2.630426,-252.290314,1349.01416,100.077507
1848,5.133333,-264.600861,1449.27832,110.262299,-0.817101,-6.140716,-2.551062,-252.28241,1349.02063,100.097992
1849,5.136111,-264.595306,1449.294434,110.260269,-0.845994,-6.12339,-2.575039,-252.288132,1349.032715,100.108315
1850,5.138889,-264.605194,1449.30542,110.271706,-0.814344,-6.1305,-2.594309,-252.285278,1349.028076,100.091362
1851,5.141667,-264.60611,1449.305786,110.265259,-0.876408,-6.161393,-2.553384,-252.285248,1349.044312,100.099243
1852,5.144444,-264.606201,1449.310181,110.273247,-0.899822,-6.153038,-2.619832,-252.281464,1349.045776,100.103699
1853,5.147222,-264.601654,1449.316162,110.266479,-0.619975,-6.045199,-2.497555,-252.308014,1349.111328,100.135124
1854,5.15,-264.597107,1449.329956,110.276703,-0.632241,-6.031809,-2.549091,-252.299133,1349.110229,100.12925
1855,5.152778,-264.641724,1449.299561,110.297501,-0.606524,-6.020945,-2.475404,-252.307114,1349.111572,100.13047
1856,5.155556,-264.630157,1449.341797,110.313408,-0.614824,-6.008631,-2.524084,-252.306519,1349.114502,100.134872
1857,5.158333,-264.598267,1449.332642,110.272888,-0.639301,-6.003707,-2.505922,-252.30629,1349.110352,100.139023
1858,5.161111,-264.595215,1449.328125,110.285904,-0.656012,-5.964112,-2.575973,-252.305359,1349.110474,100.14164
1859,5.163889,-264.599213,1449.319336,110.26577,-0.691634,-5.964591,-2.545382,-252.309647,1349.112427,100.141205
1860,5.166667,-264.618225,1449.27417,110.262794,-0.699107,-5.975019,-2.56263,-252.321625,1349.108154,100.138985
1861,5.169444,-264.626801,1449.263794,110.268036,-0.677208,-5.971381,-2.560028,-252.313141,1349.10144,100.122673
1862,5.172222,-264.601837,1449.305298,110.274834,-0.999692,-6.056908,-2.640429,-252.288666,1349.043213,100.08226
1863,5.175,-264.607452,1449.289063,110.271461,-0.953489,-6.048294,-2.61902,-252.280914,1349.029663,100.085968
1864,5.177778,-264.608765,1449.279907,110.263115,-0.914744,-6.077988,-2.627494,-252.283447,1349.025269,100.083694
1865,5.180556,-262.971191,1449.730835,111.091408,-0.960899,-6.072411,-2.692838,-252.288666,1349.020996,100.085579
1866,5.183333,-264.610474,1449.277222,110.257629,-0.959621,-6.056501,-2.711937,-252.281937,1349.00769,100.069527
1867,5.186111,-264.602966,1449.256836,110.246567,-0.927117,-6.063391,-2.683208,-252.292633,1349.004272,100.065529
1868,5.188889,-264.613861,1449.263062,110.248978,-0.972016,-6.071835,-2.685678,-252.292191,1349.003296,100.064789
1869,5.191667,-264.623108,1449.254639,110.248817,-0.963375,-6.109875,-2.683072,-252.298447,1349.002197,100.058273
1870,5.194444,-264.616608,1449.247803,110.246117,-0.928658,-6.081013,-2.615406,-252.290222,1348.995483,100.06588
1871,5.197222,-264.601654,1449.249146,110.249908,-0.935267,-6.117404,-2.6097,-252.289719,1349.000977,100.075012
1872,5.2,-264.604523,1449.25354,110.239578,-0.921794,-6.099072,-2.652802,-252.29567,1349.001343,100.068565
1873,5.202778,-264.616425,1449.252075,110.250214,-1.111667,-5.921471,-3.672016,-252.382721,1349.137329,100.074211
1874,5.205556,-264.607391,1449.250244,110.266083,-0.865573,-6.121664,-2.587432,-252.301666,1349.007446,100.085556
1875,5.208333,-264.606049,1449.256592,110.261337,-0.917432,-6.074722,-2.666742,-252.297546,1349.006592,100.069176
1876,5.211111,-264.608551,1449.271606,110.252441,-0.911956,-6.096913,-2.653272,-252.293976,1349.016846,100.080925
1877,5.213889,-264.608704,1449.272461,110.261436,-0.889033,-6.143621,-2.54775,-252.293884,1349.019043,100.085716
1878,5.216667,-264.618866,1449.27832,110.248985,-0.892431,-6.146562,-2.52457,-252.297974,1349.019653,100.091431
1879,5.219444,-264.61673,1449.282227,110.267166,-0.909572,-6.134632,-2.604262,-252.295731,1349.012817,100.081299
1880,5.222222,-264.644653,1449.236572,110.263824,-0.918752,-6.114423,-2.572335,-252.30098,1349.021851,100.082588
1881,5.225,-264.645355,1449.240234,110.259102,-0.937245,-6.135903,-2.622588,-252.304382,1349.025757,100.090019
1882,5.227778,-264.65332,1449.240234,110.268341,-0.902912,-6.14029,-2.547696,-252.299988,1349.029907,100.112526
1883,5.230556,-264.643463,1449.245605,110.247314,-0.913787,-6.134665,-2.624045,-252.303574,1349.026611,100.110023
1884,5.233333,-264.722382,1449.351807,110.422905,-0.956707,-6.112557,-2.671448,-252.305679,1349.020264,100.112198
1885,5.236111,-264.655579,1449.254761,110.268723,-0.98071,-6.120427,-2.660931,-252.304047,1349.016602,100.100739
1886,5.238889,-264.650543,1449.250366,110.260895,-1.140859,-5.956599,-3.556254,-252.395416,1349.133423,100.087624
1887,5.241667,-265.049835,1449.136475,110.467278,-1.143179,-5.928596,-3.586146,-252.400879,1349.124878,100.107468
1888,5.244444,-264.652191,1449.246216,110.266312,-0.976962,-6.086769,-2.6185,-252.311295,1349.016113,100.102402
1889,5.247222,-264.695099,1449.652344,110.442284,-0.95736,-6.05776,-2.688671,-252.313675,1349.014038,100.091911
1890,5.25,-264.656982,1449.233032,110.264885,-1.104709,-5.914522,-3.6449,-252.394699,1349.119385,100.089363
1891,5.252778,-264.991882,1449.975952,110.363243,-0.951439,-6.052682,-2.692645,-252.316895,1349.001587,100.090286
1892,5.255556,-264.982422,1449.872681,110.405014,-1.084495,-5.858011,-3.641458,-252.404892,1349.119019,100.090012
1893,5.258333,-264.637939,1449.27124,110.276962,-1.059213,-5.855291,-3.665825,-252.402161,1349.126709,100.091225
1894,5.261111,-264.632294,1449.271606,110.271263,-1.064823,-5.854746,-3.697321,-252.397354,1349.126709,100.088379
1895,5.263889,-264.624908,1449.277344,110.2659,-1.084632,-5.845079,-3.750783,-252.401413,1349.131226,100.087555
1896,5.266667,-264.624908,1449.265259,110.269615,-1.017392,-5.849794,-3.761979,-252.395035,1349.125732,100.090111
1897,5.269444,-264.619995,1449.267944,110.289635,-1.05526,-5.871394,-3.702155,-252.389252,1349.140137,100.078392
1898,5.272222,-264.613525,1449.262695,110.255348,-1.019717,-5.854334,-3.692911,-252.391937,1349.136719,100.082436
1899,5.275,-264.618866,1449.267578,110.274582,-0.982566,-5.886117,-3.641228,-252.389725,1349.129883,100.096298
1900,5.277778,-264.614258,1449.26123,110.26902,-0.814522,-6.057847,-2.684238,-252.300797,1349.02417,100.087624
1901,5.280556,-264.60907,1449.270386,110.265762,-0.846934,-6.05207,-2.712483,-252.303452,1349.024536,100.082436
1902,5.283333,-262.977051,1449.715698,111.086594,-1.010911,-5.914673,-3.673877,-252.384094,1349.144653,100.083618
1903,5.286111,-264.600586,1449.275635,110.258224,-0.823271,-6.083299,-2.609256,-252.296661,1349.028809,100.083359
1904,5.288889,-263.76886,1450.735962,109.264252,-0.842535,-6.061326,-2.684575,-252.300262,1349.033569,100.08371
1905,5.291667,-264.610931,1449.284302,110.266624,-1.001503,-5.914903,-3.642946,-252.384811,1349.138916,100.075165
1906,5.294444,-263.770935,1450.747925,109.256569,-0.869458,-6.087696,-2.653687,-252.29805,1349.024902,100.073212
1907,5.297222,-264.610474,1449.286011,110.269638,-1.103975,-5.945666,-3.560583,-252.383408,1349.148682,100.084946
1908,5.3,-264.602142,1449.282104,110.270302,-0.961825,-6.092455,-2.670653,-252.310043,1349.026123,100.077003
1909,5.302778,-264.609283,1449.281494,110.27417,-1.152658,-5.946907,-3.524243,-252.390564,1349.146118,100.093063
1910,5.305556,-264.616272,1449.28479,110.269005,-1.210142,-5.929978,-3.6285,-252.397949,1349.134766,100.07254
1911,5.308333,-264.616028,1449.285034,110.276047,-1.067201,-6.088366,-2.645079,-252.304672,1349.017334,100.077606
1912,5.311111,-264.877045,1450.755005,110.226944,-1.044771,-6.129997,-2.636511,-252.304321,1349.015015,100.08416
1913,5.313889,-265.102112,1449.215698,110.471069,-1.040589,-6.152669,-2.595134,-252.304108,1349.004883,100.088501
1914,5.316667,-265.03949,1449.147949,110.465897,-1.087214,-6.173233,-2.566245,-252.295975,1349.010986,100.09346
1915,5.319444,-264.628906,1449.238525,110.262985,-1.109771,-6.133875,-2.640073,-252.299576,1349.00769,100.093056
1916,5.322222,-264.740631,1449.633423,110.433678,-1.090001,-6.143014,-2.616606,-252.307205,1349.002075,100.087944
1917,5.325,-265.001678,1449.128296,110.441467,-1.299778,-5.935344,-3.66331,-252.397949,1349.118408,100.072166
1918,5.327778,-265.070343,1449.220703,110.471405,-1.0699,-6.136029,-2.576289,-252.310577,1349.001953,100.08564
1919,5.330556,-264.594879,1449.284058,110.257225,-1.056447,-6.152554,-2.589804,-252.289322,1349.00415,100.096336
1920,5.333333,-264.600616,1449.279541,110.26609,-1.051263,-6.112131,-2.64231,-252.300797,1349.002441,100.068924
1921,5.336111,-264.59845,1449.279053,110.272255,-0.995735,-6.102246,-2.659479,-252.296204,1349.005371,100.069672
1922,5.338889,-264.602631,1449.282227,110.257874,-0.956989,-6.087997,-2.68211,-252.296539,1349.007202,100.058243
1923,5.341667,-264.60437,1449.276611,110.261345,-0.919925,-6.099452,-2.677894,-252.294983,1349.013184,100.082687
1924,5.344444,-264.594574,1449.270996,110.249954,-1.081498,-5.89964,-3.619675,-252.389191,1349.134155,100.075729
1925,5.347222,-264.595001,1449.278564,110.287224,-1.037964,-5.925862,-3.670944,-252.381531,1349.13855,100.095963
1926,5.35,-264.59845,1449.274414,110.257294,-0.851311,-6.075672,-2.664318,-252.293167,1349.021484,100.084091
1927,5.352778,-264.590271,1449.275024,110.25589,-0.813026,-6.067424,-2.650723,-252.28775,1349.020996,100.078735
1928,5.355556,-264.603058,1449.276611,110.281776,-0.781636,-6.032451,-2.681251,-252.291977,1349.024902,100.079811
1929,5.358333,-264.603302,1449.281494,110.263611,-0.845995,-6.047623,-2.676437,-252.294266,1349.030884,100.072998
1930,5.361111,-264.598358,1449.267578,110.260208,-1.005256,-5.892434,-3.670312,-252.376968,1349.147949,100.078346
1931,5.363889,-264.60614,1449.271606,110.255226,-0.975223,-5.883321,-3.591835,-252.37999,1349.147217,100.074768
1932,5.366667,-264.600708,1449.265625,110.258606,-0.995313,-5.868039,-3.726568,-252.387558,1349.139648,100.072617
1933,5.369444,-264.606415,1449.2677,110.258926,-1.040916,-5.859736,-3.720016,-252.382431,1349.131104,100.06823
1934,5.372222,-264.6091,1449.26416,110.265419,-1.052803,-5.862934,-3.671917,-252.384628,1349.133911,100.067131
1935,5.375,-264.621094,1449.272705,110.256294,-1.150653,-5.878216,-3.663802,-252.398575,1349.140259,100.069298
1936,5.377778,-264.620575,1449.281372,110.261284,-1.152229,-5.879293,-3.662805,-252.394531,1349.137573,100.071037
1937,5.380556,-264.617767,1449.278809,110.267204,-1.195978,-5.863182,-3.672762,-252.40094,1349.139404,100.072456
1938,5.383333,-264.615234,1449.28064,110.256561,-1.288102,-5.891924,-3.671902,-252.403259,1349.141479,100.056488
1939,5.386111,-264.623138,1449.290771,110.247551,-1.314916,-5.878545,-3.687041,-252.404327,1349.140381,100.054367
1940,5.388889,-264.649292,1449.235107,110.24514,-1.349865,-5.881159,-3.658776,-252.401443,1349.141235,100.068237
1941,5.391667,-264.626709,1449.291748,110.256073,-1.374141,-5.899476,-3.626654,-252.40416,1349.130981,100.061241
1942,5.394444,-264.657104,1449.249634,110.254585,-1.247676,-6.07755,-2.69483,-252.321625,1349.025269,100.067551
1943,5.397222,-264.65921,1449.257202,110.260887,-1.227544,-6.087698,-2.586999,-252.317429,1349.021118,100.05864
1944,5.4,-264.65741,1449.252686,110.25135,-1.222964,-6.089801,-2.649754,-252.317932,1349.019165,100.067886
1945,5.402778,-264.656555,1449.260742,110.241905,-1.284853,-6.116505,-2.623554,-252.31958,1349.034058,100.067642
1946,5.405556,-262.945862,1449.337158,111.006737,-1.455914,-5.956994,-3.563941,-252.399002,1349.147583,100.058395
1947,5.408333,-264.652039,1449.252808,110.238655,-1.270978,-6.12291,-2.621435,-252.316391,1349.02832,100.060486
1948,5.411111,-263.020355,1449.653564,111.019501,-1.249933,-6.111346,-2.640467,-252.317337,1349.037109,100.057648
1949,5.413889,-264.659119,1449.252075,110.239647,-1.410681,-5.965746,-3.564365,-252.403198,1349.148315,100.055061
1950,5.416667,-264.632935,1449.302612,110.25148,-1.176494,-6.103399,-2.59357,-252.314743,1349.028198,100.068413
1951,5.419444,-264.628723,1449.295532,110.255829,-1.168201,-6.118907,-2.653108,-252.313431,1349.030884,100.046028
1952,5.422222,-264.632629,1449.297119,110.253448,-1.158492,-6.106367,-2.661959,-252.309082,1349.03186,100.068756
1953,5.425,-264.627869,1449.291382,110.255928,-1.286183,-5.924476,-3.609295,-252.397217,1349.155029,100.065529
1954,5.427778,-264.627411,1449.286133,110.266525,-1.256982,-5.920294,-3.642424,-252.39447,1349.151367,100.055885
1955,5.430556,-264.621307,1449.284302,110.259201,-1.036993,-6.080957,-2.699785,-252.300201,1349.035278,100.06987
1956,5.433333,-264.613007,1449.284668,110.272423,-1.100355,-5.889498,-3.688377,-252.379471,1349.144653,100.089561
1957,5.436111,-264.623993,1449.281006,110.26889,-0.902794,-6.050879,-2.702386,-252.295288,1349.028809,100.082748
1958,5.438889,-264.607117,1449.271118,110.284615,-0.873376,-6.056845,-2.706566,-252.288467,1349.027954,100.080513
1959,5.441667,-264.609467,1449.269531,110.268669,-0.995046,-5.866632,-3.691466,-252.379745,1349.13916,100.088158
1960,5.444444,-264.613068,1449.262085,110.260735,-0.862724,-6.036902,-2.731861,-252.287186,1349.026123,100.090294
1961,5.447222,-264.605591,1449.260742,110.271713,-0.801449,-6.020351,-2.692917,-252.291946,1349.019653,100.087738
1962,5.45,-264.612549,1449.256836,110.276596,-0.823397,-6.034054,-2.716172,-252.29335,1349.015869,100.097687
1963,5.452778,-264.613739,1449.251831,110.283142,-0.928691,-5.885618,-3.646808,-252.37796,1349.127563,100.107925
1964,5.455556,-264.606415,1449.256104,110.270973,-0.97644,-5.847393,-3.695603,-252.376709,1349.119751,100.09568
1965,5.458333,-264.613464,1449.259155,110.281273,-0.826898,-6.008054,-2.733869,-252.295944,1348.995239,100.091103
1966,5.461111,-264.600159,1449.254639,110.28688,-1.008236,-5.862566,-3.687457,-252.378616,1349.10791,100.091515
1967,5.463889,-264.638336,1449.212769,110.268181,-0.93996,-6.018461,-2.741714,-252.296173,1349.00061,100.08905
1968,5.466667,-264.613464,1449.262329,110.266945,-0.892557,-6.040282,-2.680628,-252.295792,1348.998901,100.113556
1969,5.469444,-264.611267,1449.261108,110.281616,-0.889184,-6.047158,-2.645086,-252.295547,1348.99707,100.112373
1970,5.472222,-264.641449,1449.220947,110.27655,-0.970456,-6.041025,-2.688211,-252.295074,1349.006592,100.114006
1971,5.475,-264.621613,1449.848389,110.456863,-1.029225,-6.039007,-2.79236,-252.29541,1349.001831,100.082451
1972,5.477778,-264.926636,1450.712891,110.215187,-1.016654,-6.045965,-2.684591,-252.304169,1349.010864,100.101891
1973,5.480556,-264.642639,1449.248169,110.280914,-0.992574,-6.070824,-2.621411,-252.302551,1349.015015,100.095428
1974,5.483333,-264.647064,1449.238403,110.263374,-1.070519,-6.103574,-2.680969,-252.301544,1349.029541,100.078865
1975,5.486111,-264.647797,1449.251953,110.25943,-1.057627,-6.106055,-2.608119,-252.302414,1349.03418,100.095879
1976,5.488889,-264.627869,1449.30249,110.282684,-1.088621,-6.107207,-2.613086,-252.301132,1349.039307,100.087189
1977,5.491667,-264.629822,1449.314697,110.272507,-1.109767,-6.127027,-2.595921,-252.305389,1349.049927,100.087799
1978,5.494444,-264.644135,1449.263062,110.274422,-1.031571,-6.10673,-2.620106,-252.301849,1349.0448,100.088394
1979,5.497222,-264.61438,1449.313843,110.273247,-1.006695,-6.134644,-2.594501,-252.302948,1349.051392,100.087479
1980,5.5,-264.614929,1449.30957,110.267769,-0.99218,-6.125066,-2.558534,-252.299515,1349.056641,100.074608
1981,5.502778,-264.617645,1449.314575,110.276871,-1.016856,-6.115574,-2.640266,-252.303955,1349.058594,100.060966
1982,5.505556,-264.611359,1449.305176,110.262024,-1.038287,-6.119404,-2.647597,-252.29985,1349.04895,100.065529
1983,5.508333,-264.602783,1449.297607,110.267876,-0.996693,-6.129115,-2.615008,-252.295517,1349.048828,100.079536
1984,5.511111,-264.605316,1449.291138,110.266479,-1.020088,-6.122176,-2.64011,-252.294693,1349.047485,100.077171
1985,5.513889,-264.598541,1449.283203,110.256241,-0.950457,-6.123228,-2.557435,-252.291885,1349.038818,100.074394
1986,5.516667,-264.589813,1449.282104,110.269188,-0.966381,-6.118771,-2.628793,-252.29248,1349.033203,100.062973
1987,5.519444,-264.601227,1449.280151,110.259773,-0.926914,-6.091059,-2.711687,-252.297729,1349.026367,100.076775
1988,5.522222,-264.597229,1449.259277,110.261108,-1.079845,-5.917192,-3.647623,-252.383347,1349.140015,100.079849
1989,5.525,-264.599823,1449.255859,110.264008,-1.081609,-5.883072,-3.673928,-252.384033,1349.131592,100.071541
1990,5.527778,-264.606018,1449.248657,110.267426,-1.031639,-5.92562,-3.627045,-252.376373,1349.123779,100.086136
1991,5.530556,-264.605682,1449.246216,110.257439,-1.068425,-5.882277,-3.68811,-252.394165,1349.115601,100.084328
1992,5.533333,-264.599762,1449.245605,110.263138,-1.070461,-5.838261,-3.715695,-252.396561,1349.104126,100.06514
1993,5.536111,-264.590088,1449.227783,110.281456,-0.919681,-6.021045,-2.750784,-252.303238,1348.971924,100.081543
1994,5.538889,-264.616119,1449.240479,110.255257,-1.06487,-5.851048,-3.741301,-252.392227,1349.101929,100.090752
1995,5.541667,-264.611206,1449.23999,110.2547,-1.117298,-5.853269,-3.694817,-252.390533,1349.098633,100.075981
1996,5.544444,-264.625366,1449.244141,110.269958,-0.919562,-6.027216,-2.74906,-252.305603,1348.975952,100.086945
1997,5.547222,-264.637177,1449.194946,110.252663,-1.068584,-5.856362,-3.744606,-252.392761,1349.092529,100.09034
1998,5.55,-264.283417,1450.828247,110.551369,-1.129154,-5.845944,-3.769766,-252.396881,1349.0979,100.07428
1999,5.552778,-264.637421,1449.207153,110.260979,-0.900228,-6.022348,-2.74707,-252.307739,1348.981934,100.091759
2000,5.555556,-262.930878,1449.460327,110.958275,-0.905307,-6.060379,-2.702396,-252.305954,1348.987671,100.096603
2001,5.558333,-264.645844,1449.234009,110.264458,-0.921989,-6.055469,-2.720699,-252.301865,1348.997192,100.095093
2002,5.561111,-264.517426,1450.150513,110.453568,-1.085851,-5.901158,-3.668968,-252.395004,1349.109009,100.076607
2003,5.563889,-264.640137,1449.24585,110.262634,-0.769989,-5.818871,-3.4839,-252.41568,1349.17981,100.126831
2004,5.566667,-264.648743,1449.258789,110.260094,-0.880854,-6.090339,-2.599968,-252.311523,1349.019165,100.091667
2005,5.569444,-264.637787,1449.262573,110.255348,-0.610592,-5.998455,-2.554192,-252.335129,1349.08252,100.118607
2006,5.572222,-264.627167,1449.325439,110.29467,-0.87794,-6.083925,-2.60973,-252.308578,1349.03186,100.096985
2007,5.575,-264.639282,1449.265503,110.25898,-0.884023,-6.108265,-2.681286,-252.301544,1349.03479,100.106544
2008,5.577778,-264.613495,1449.314331,110.257141,-0.912,-6.111526,-2.636556,-252.308456,1349.047852,100.099503
2009,5.580556,-264.614349,1449.316772,110.270393,-0.878267,-6.129104,-2.624534,-252.316833,1349.0448,100.099457
2010,5.583333,-264.611542,1449.309204,110.257881,-0.892921,-6.135935,-2.613312,-252.304199,1349.046631,100.092896
2011,5.586111,-264.621735,1449.313232,110.247871,-0.93165,-6.122778,-2.612886,-252.31781,1349.056641,100.086395
2012,5.588889,-264.60788,1449.315308,110.273758,-0.887992,-6.145347,-2.622652,-252.303391,1349.054321,100.112846
2013,5.591667,-264.607635,1449.299072,110.261459,-0.899701,-6.138921,-2.60678,-252.303635,1349.044067,100.081146
2014,5.594444,-264.607422,1449.300049,110.265221,-0.926328,-6.151416,-2.631863,-252.301422,1349.046143,100.06929
2015,5.597222,-264.598297,1449.294922,110.251617,-0.939445,-6.152249,-2.641891,-252.29689,1349.038818,100.074471
2016,5.6,-264.600525,1449.289795,110.263382,-0.951981,-6.149963,-2.618724,-252.298035,1349.032837,100.087021
2017,5.602778,-264.600769,1449.279541,110.257629,-0.984554,-6.129461,-2.657345,-252.300674,1349.020996,100.07589
2018,5.605556,-264.615173,1449.27356,110.260025,-0.929783,-6.146351,-2.619426,-252.297546,1349.018311,100.080849
2019,5.608333,-264.590546,1449.267334,110.253632,-0.944665,-6.132609,-2.606433,-252.291687,1349.004395,100.071747
2020,5.611111,-264.589905,1449.263428,110.258286,-0.96005,-6.119449,-2.596655,-252.286224,1349.005981,100.06871
2021,5.613889,-264.595886,1449.268799,110.248985,-0.969737,-6.122384,-2.615562,-252.290405,1349.009888,100.088287
2022,5.616667,-264.62088,1449.268188,110.256905,-1.031853,-6.119391,-2.574398,-252.293411,1349.003052,100.073021
2023,5.619444,-264.589081,1449.258545,110.259323,-0.977004,-6.0899,-2.596518,-252.284561,1348.994019,100.090836
2024,5.622222,-264.602112,1449.264404,110.260712,-1.020508,-6.0814,-2.664756,-252.288879,1349.005615,100.099731
2025,5.625,-264.603424,1449.263794,110.268639,-1.042785,-6.095642,-2.635989,-252.289413,1349.004761,100.073273
2026,5.627778,-264.606049,1449.270996,110.275368,-1.028205,-6.062222,-2.67523,-252.286942,1349.002319,100.092682
2027,5.630556,-264.598114,1449.272217,110.278183,-1.037352,-6.040818,-2.738984,-252.286819,1349.000732,100.098381
2028,5.633333,-264.622955,1449.227173,110.262833,-1.043822,-6.068261,-2.663656,-252.287842,1349.010864,100.094131
2029,5.636111,-264.631165,1449.237305,110.250351,-1.005594,-6.06882,-2.662813,-252.283813,1349.013916,100.101051
2030,5.638889,-264.641846,1449.246582,110.284836,-1.028853,-6.073039,-2.726089,-252.29454,1349.030884,100.114388
2031,5.641667,-264.607269,1449.295654,110.282715,-0.986667,-6.069627,-2.699576,-252.286697,1349.032471,100.126579
2032,5.644444,-264.637817,1449.263794,110.276207,-1.004034,-6.055615,-2.67564,-252.283249,1349.029785,100.098076
2033,5.647222,-264.634766,1449.263184,110.262581,-0.9574,-6.06518,-2.675543,-252.286011,1349.03894,100.103836
2034,5.65,-264.608795,1449.311035,110.279602,-0.930774,-6.081088,-2.696281,-252.283997,1349.041504,100.123535
2035,5.652778,-264.611664,1449.314697,110.284607,-0.926645,-6.092239,-2.644566,-252.295731,1349.057495,100.117004
2036,5.655556,-264.619629,1449.322388,110.288948,-0.603887,-5.978354,-2.563249,-252.317337,1349.11377,100.142921
2037,5.658333,-264.618347,1449.325684,110.285477,-0.573031,-5.980089,-2.553988,-252.315277,1349.119141,100.132904
2038,5.661111,-264.609985,1449.332031,110.277008,-0.514851,-6.01105,-2.521817,-252.318268,1349.126221,100.135643
2039,5.663889,-264.606506,1449.328979,110.278465,-0.535162,-6.011983,-2.558776,-252.319031,1349.128418,100.142952
2040,5.666667,-264.617798,1449.324951,110.272186,-0.510132,-5.994285,-2.56813,-252.317154,1349.131714,100.147827
2041,5.669444,-264.61969,1449.323975,110.279411,-0.486185,-5.991866,-2.582535,-252.317429,1349.123291,100.129066
