Frame,Time (Seconds),X10_B1,Y,Z,X,Y,Z,X10_B2,Y10_B2,Z10_B2
5184,14.4,-251.788773,1451.955444,105.882652,,,,,,
5185,14.402778,-252.135452,1452.596924,106.330017,,,,,,
5186,14.405556,-251.839752,1452.241821,105.823532,,,,,,
5187,14.408333,-251.724777,1452.619629,105.981567,,,,,,
5188,14.411111,-251.841568,1452.238892,105.838593,,,,,,
5189,14.413889,-251.849442,1452.227295,105.832069,,,,,,
5190,14.416667,-251.863159,1452.235962,105.832481,,,,,,
5191,14.419444,-251.799667,1451.930908,105.90731,,,,,,
5192,14.422222,-251.946564,1452.392456,105.734962,,,,,,
5193,14.425,-251.94841,1452.406006,105.739609,,,,,,
5194,14.427778,-251.748108,1452.631592,106.004784,,,,,,
5195,14.430556,-251.815979,1451.938965,105.905357,,,,,,
5196,14.433333,-251.729523,1452.656982,106.01474,,,,,,
5197,14.436111,-251.873169,1452.811523,105.932632,,,,,,
5198,14.438889,-251.904282,1452.815918,105.931305,,,,,,
5199,14.441667,-251.876648,1452.825684,105.937355,,,,,,
5200,14.444444,-252.065445,1452.611206,105.730225,,,,,,
5201,14.447222,-251.820236,1452.734619,106.03791,,,,,,
5202,14.45,-251.825836,1452.745728,106.049065,,,,,,
5203,14.452778,-251.834518,1452.745239,106.038254,,,,,,
5204,14.455556,-251.833237,1452.749023,106.039986,,,,,,
5205,14.458333,-252.151871,1452.053467,106.001472,,,,,,
5206,14.461111,-253.216599,1452.60437,105.329201,,,,,,
5207,14.463889,-251.821579,1452.731079,106.073837,,,,,,
5208,14.466667,-252.033264,1452.650635,106.183327,,,,,,
5209,14.469444,-251.802505,1452.735474,106.098251,,,,,,
5210,14.472222,-252.049362,1452.646118,106.198341,,,,,,
5211,14.475,-252.253677,1452.794067,106.261787,,,,,,
5212,14.477778,-252.19014,1452.686768,106.355247,,,,,,
5213,14.480556,-252.010101,1452.442505,105.850861,,,,,,
5214,14.483333,-252.309891,1452.128418,106.194244,,,,,,
5215,14.486111,-252.308868,1452.130615,106.200279,,,,,,
5216,14.488889,-251.814041,1452.426514,106.067619,,,,,,
5217,14.491667,-251.896912,1452.774902,105.976532,,,,,,
5218,14.494444,-251.914444,1452.763062,105.944908,,,,,,
5219,14.497222,-252.037262,1452.395386,105.835655,,,,,,
5220,14.5,-251.884048,1452.242676,105.896942,,,,,,
5221,14.502778,-251.910156,1452.22876,105.877045,,,,,,
5222,14.505556,-251.769989,1452.606445,106.047165,,,,,,
5223,14.508333,-251.964264,1452.393921,105.800629,,,,,,
5224,14.511111,-251.843185,1451.930176,105.958153,,,,,,
5225,14.513889,-251.784927,1452.619141,106.046425,,,,,,
5226,14.516667,-251.969604,1452.395264,105.797485,,,,,,
5227,14.519444,-251.962448,1452.401855,105.812035,,,,,,
5228,14.522222,-251.866135,1451.912598,105.948151,,,,,,
5229,14.525,-252.122787,1452.563354,105.740898,,,,,,
5230,14.527778,-251.952408,1452.79187,105.974648,,,,,,
5231,14.530556,-251.936768,1452.685181,106.032135,,,,,,
5232,14.533333,-252.036484,1452.087891,105.894775,,,,,,
5233,14.536111,-252.058868,1452.088501,105.883011,,,,,,
5234,14.538889,-252.154114,1452.601563,105.766884,,,,,,
5235,14.541667,-252.152359,1452.598511,105.778931,,,,,,
5236,14.544444,-251.996185,1452.82312,106.013824,,,,,,
5237,14.547222,-252.251648,1452.052124,106.04734,,,,,,
5238,14.55,-252.207642,1452.745605,106.143257,,,,,,
5239,14.552778,-252.356674,1452.537598,105.946785,,,,,,
5240,14.555556,-252.260391,1452.040649,106.054909,,,,,,
5241,14.558333,-252.217834,1452.735107,106.143654,,,,,,
5242,14.561111,-253.723648,1453.892822,105.802452,,,,,,
5243,14.563889,-252.341156,1452.805664,106.259583,,,,,,
5244,14.566667,,,,36.284939,-47.423111,171.513779,-274.325073,1436.458618,89.79097
5245,14.569444,-252.292007,1452.689575,106.325363,,,,,,
5246,14.572222,-252.442474,1452.436768,106.157822,,,,,,
5247,14.575,-252.482025,1452.598999,106.095001,,,,,,
5248,14.577778,-252.481155,1452.606567,106.108627,,,,,,
5249,14.580556,-252.30751,1452.671753,106.339012,,,,,,
5250,14.583333,-252.298767,1451.934326,106.404259,,,,,,
5251,14.586111,-252.376053,1452.775024,106.276184,,,,,,
5252,14.588889,-252.231659,1452.560669,106.198921,,,,,,
5253,14.591667,-252.204056,1452.584961,106.211861,,,,,,
5254,14.594444,-252.002625,1452.647461,106.09816,,,,,,
5255,14.597222,-251.93515,1452.60791,106.075905,,,,,,
5256,14.6,-251.89743,1452.48645,106.177498,,,,,,
5257,14.602778,-252.122528,1452.375854,105.832008,,,,,,
5258,14.605556,-252.126541,1452.380981,105.813957,,,,,,
5259,14.608333,-252.0569,1452.74939,105.995667,,,,,,
5260,14.611111,-252.059845,1452.761353,106.003868,,,,,,
5261,14.613889,-252.026611,1452.769897,106.031105,,,,,,
5262,14.616667,-252.204086,1452.545898,105.794014,,,,,,
5263,14.619444,-252.192322,1452.55249,105.811089,,,,,,
5264,14.622222,-252.092148,1452.063843,105.930916,,,,,,
5265,14.625,-252.216431,1452.572144,105.786873,,,,,,
5266,14.627778,-251.968033,1452.686523,106.166344,,,,,,
5267,14.630556,-252.061691,1452.788574,106.014992,,,,,,
5268,14.633333,-252.107803,1452.084595,105.940758,,,,,,
5269,14.636111,-252.127106,1452.088867,105.930115,,,,,,
5270,14.638889,-251.993958,1452.719971,106.151138,,,,,,
5271,14.641667,-252.127319,1452.095947,105.935349,,,,,,
5272,14.644444,-251.990463,1452.720459,106.15728,,,,,,
5273,14.647222,-251.978043,1452.730835,106.182693,,,,,,
5274,14.65,-251.977386,1452.73645,106.174469,,,,,,
5275,14.652778,-251.964355,1452.732544,106.198326,,,,,,
5276,14.655556,-252.517822,1452.607422,106.166801,,,,,,
5277,14.658333,-252.225372,1452.630737,105.860619,,,,,,
5278,14.661111,-252.125061,1452.102783,105.959938,,,,,,
5279,14.663889,-252.122253,1452.095825,105.963234,,,,,,
5280,14.666667,-252.110062,1452.096313,105.966415,,,,,,
5281,14.669444,-252.12204,1452.102661,105.962891,,,,,,
5282,14.672222,-252.219086,1452.602295,105.826736,,,,,,
5283,14.675,-252.117462,1452.094849,105.965111,,,,,,
5284,14.677778,-252.07222,1452.80542,106.033585,,,,,,
5285,14.680556,-251.994904,1452.693481,106.181366,,,,,,
5286,14.683333,-251.985245,1452.69873,106.194313,,,,,,
5287,14.686111,-252.229874,1452.590576,105.826744,,,,,,
5288,14.688889,-251.979294,1452.70105,106.17244,,,,,,
5289,14.691667,-251.987106,1452.67981,106.161278,,,,,,
5290,14.694444,-252.101517,1452.072144,105.982735,,,,,,
5291,14.697222,-251.992371,1452.667847,106.157303,,,,,,
5292,14.7,-252.066193,1452.772095,106.057755,,,,,,
5293,14.702778,-252.065155,1452.765991,106.040108,,,,,,
5294,14.705556,-252.12204,1452.055786,105.976784,,,,,,
5295,14.708333,-252.014694,1452.648315,106.114655,,,,,,
5296,14.711111,-252.109467,1452.044556,105.982712,,,,,,
5297,14.713889,-252.13179,1452.058594,105.992142,,,,,,
5298,14.716667,-252.018875,1451.886597,106.050087,,,,,,
5299,14.719444,-252.118881,1452.05127,105.987511,,,,,,
5300,14.722222,-251.89122,1452.493286,106.252968,,,,,,
5301,14.725,-252.014755,1451.922607,106.066544,,,,,,
5302,14.727778,-252.281754,1452.475708,106.587433,,,,,,
5303,14.730556,-252.349792,1451.907715,106.484886,,,,,,
5304,14.733333,-252.275772,1452.497314,106.588882,,,,,,
5305,14.736111,-252.424179,1452.796509,106.335121,,,,,,
5306,14.738889,-252.34404,1452.689941,106.432594,,,,,,
5307,14.741667,-252.412048,1452.323975,106.328804,,,,,,
5308,14.744444,-252.410767,1452.315918,106.326508,,,,,,
5309,14.747222,-252.347763,1452.688843,106.40593,,,,,,
5310,14.75,-252.341446,1452.693726,106.429146,,,,,,
5311,14.752778,-252.342728,1452.688232,106.410706,,,,,,
5312,14.755556,-252.222504,1452.639893,106.302513,,,,,,
5313,14.758333,-252.235733,1452.633423,106.279137,,,,,,
5314,14.761111,-252.320053,1452.043579,106.134987,,,,,,
5315,14.763889,-252.224533,1452.640869,106.290672,,,,,,
5316,14.766667,-252.314865,1452.031494,106.151985,,,,,,
5317,14.769444,-252.223724,1452.619507,106.279938,,,,,,
5318,14.772222,-252.225037,1452.61438,106.272423,,,,,,
5319,14.775,-253.373093,1452.529907,105.697685,,,,,,
5320,14.777778,-252.233383,1452.608032,106.255936,,,,,,
5321,14.780556,-252.263306,1452.562256,105.82972,,,,,,
5322,14.783333,-252.204453,1452.432373,106.310814,,,,,,
5323,14.786111,-252.248856,1452.545654,105.839455,,,,,,
5324,14.788889,-252.142075,1452.04541,105.977051,,,,,,
5325,14.791667,-251.912094,1452.479248,106.242325,,,,,,
5326,14.794444,-251.930954,1452.474121,106.235977,,,,,,
5327,14.797222,-252.279282,1451.848022,106.199104,,,,,,
5328,14.8,-252.277847,1451.843384,106.198547,,,,,,
5329,14.802778,-252.149826,1452.151489,106.338455,,,,,,
5330,14.805556,-251.837372,1452.20752,106.25161,,,,,,
5331,14.808333,-252.220505,1452.192139,106.585999,,,,,,
5332,14.811111,-252.223221,1452.217041,106.604385,,,,,,
5333,14.813889,-252.366699,1452.232056,106.432449,,,,,,
5334,14.816667,-252.306961,1452.578369,106.507507,,,,,,
5335,14.819444,-252.209579,1452.238647,106.604805,,,,,,
5336,14.822222,-252.208145,1452.247681,106.608635,,,,,,
5337,14.825,-252.203339,1452.246094,106.597572,,,,,,
5338,14.827778,-252.398972,1452.129761,106.304489,,,,,,
5339,14.830556,-252.152023,1452.379761,106.313606,,,,,,
5340,14.833333,-252.148865,1452.633301,106.349014,,,,,,
5341,14.836111,-252.135101,1452.633667,106.350708,,,,,,
5342,14.838889,-252.150833,1452.639771,106.346375,,,,,,
5343,14.841667,-252.221436,1452.742432,106.212204,,,,,,
5344,14.844444,-251.96106,1452.716431,106.225281,,,,,,
5345,14.847222,-251.951279,1452.735962,106.2444,,,,,,
5346,14.85,-251.97467,1452.737427,106.208153,,,,,,
5347,14.852778,-252.098831,1452.119751,105.986801,,,,,,
5348,14.855556,-252.047089,1452.830078,106.074623,,,,,,
5349,14.858333,-252.098618,1452.110352,105.990372,,,,,,
5350,14.861111,-251.976318,1452.724121,106.203888,,,,,,
5351,14.863889,-251.978516,1452.713501,106.181717,,,,,,
5352,14.866667,-252.054657,1452.809082,106.060669,,,,,,
5353,14.869444,-251.975327,1452.698486,106.188133,,,,,,
5354,14.872222,-251.963974,1452.689697,106.192505,,,,,,
5355,14.875,-252.036041,1452.775879,106.069221,,,,,,
5356,14.877778,-251.965469,1452.677979,106.175003,,,,,,
5357,14.880556,-251.952805,1452.666382,106.17527,,,,,,
5358,14.883333,-251.951965,1452.654053,106.170364,,,,,,
5359,14.886111,-251.80986,1452.503052,106.290337,,,,,,
5360,14.888889,-251.855881,1452.60376,106.170471,,,,,,
5361,14.891667,-251.793625,1452.240479,106.253456,,,,,,
5362,14.894444,-251.78244,1452.245728,106.259735,,,,,,
5363,14.897222,-251.748917,1452.254272,106.261642,,,,,,
5364,14.9,-251.850159,1452.601929,106.170288,,,,,,
5365,14.902778,-252.278717,1452.463989,105.75547,,,,,,
5366,14.905556,-252.283371,1452.455078,105.755516,,,,,,
5367,14.908333,-252.266312,1451.806274,105.718658,,,,,,
5368,14.911111,-251.874115,1452.421021,106.180489,,,,,,
5369,14.913889,-252.219467,1452.441284,106.429321,,,,,,
5370,14.916667,-251.875168,1452.442017,106.174599,,,,,,
5371,14.919444,-252.021286,1452.117554,106.001526,,,,,,
5372,14.922222,-252.093323,1452.39624,106.291931,,,,,,
5373,14.925,-252.086945,1452.39563,106.296242,,,,,,
5374,14.927778,-252.133347,1452.595947,105.863411,,,,,,
5375,14.930556,-252.173752,1452.746216,106.204758,,,,,,
5376,14.933333,-252.174652,1452.752441,106.197083,,,,,,
5377,14.936111,-251.893692,1452.724609,106.207512,,,,,,
5378,14.938889,-252.078659,1452.64917,106.313156,,,,,,
5379,14.941667,-251.894592,1452.730835,106.195755,,,,,,
5380,14.944444,-252.080643,1452.636108,106.316628,,,,,,
5381,14.947222,-252.162842,1452.737549,106.188866,,,,,,
5382,14.95,-251.902435,1452.725464,106.204819,,,,,,
5383,14.952778,-251.985794,1452.816895,106.051071,,,,,,
5384,14.955556,-252.091949,1452.62207,106.283325,,,,,,
5385,14.958333,-251.902252,1452.714478,106.180183,,,,,,
5386,14.961111,-251.904465,1452.71167,106.171669,,,,,,
5387,14.963889,-252.084579,1452.616333,106.281479,,,,,,
5388,14.966667,-251.902908,1452.702026,106.181786,,,,,,
5389,14.969444,-251.912766,1452.694458,106.169952,,,,,,
5390,14.972222,-252.127823,1452.567993,106.233978,,,,,,
5391,14.975,-251.979263,1452.794067,106.032143,,,,,,
5392,14.977778,-251.909042,1452.688965,106.147781,,,,,,
5393,14.980556,-251.889969,1452.691406,106.146133,,,,,,
5394,14.983333,-252.054657,1452.47229,106.326233,,,,,,
5395,14.986111,-251.870834,1452.687134,106.183289,,,,,,
5396,14.988889,-252.256805,1452.385254,106.033356,,,,,,
5397,14.991667,-251.943588,1452.793823,106.007309,,,,,,
5398,14.994444,-251.846878,1452.694702,106.172409,,,,,,
5399,14.997222,-251.942749,1452.800171,106.033081,,,,,,
5400,15,-251.926605,1452.80188,106.035744,,,,,,
5401,15.002778,-252.089584,1452.585083,105.823677,,,,,,
5402,15.005556,-251.80867,1452.710205,106.220879,,,,,,
5403,15.008333,-251.910507,1452.798828,106.026924,,,,,,
5404,15.011111,-251.798386,1452.698975,106.218704,,,,,,
5405,15.013889,-252.080078,1452.593506,105.82505,,,,,,
5406,15.016667,-251.80986,1452.700806,106.198494,,,,,,
5407,15.019444,-251.904602,1452.803589,106.050323,,,,,,
5408,15.022222,-251.788315,1452.69812,106.208382,,,,,,
5409,15.025,-251.803848,1452.710083,106.194656,,,,,,
5410,15.027778,-251.792816,1452.717163,106.222374,,,,,,
5411,15.030556,-252.018982,1452.618896,106.30352,,,,,,
5412,15.033333,-251.828934,1452.701416,106.182327,,,,,,
5413,15.036111,-252.011658,1452.625977,106.307808,,,,,,
5414,15.038889,-252.113312,1451.868652,106.168556,,,,,,
5415,15.041667,-252.270905,1452.518433,105.986023,,,,,,
5416,15.044444,-252.039108,1452.616699,106.279396,,,,,,
5417,15.047222,-252.154587,1452.013428,106.109802,,,,,,
5418,15.05,-252.051682,1452.615601,106.274246,,,,,,
5419,15.052778,-252.058151,1452.61377,106.2407,,,,,,
5420,15.055556,-252.265747,1452.428101,106.330345,,,,,,
5421,15.058333,-252.123352,1452.487671,106.531731,,,,,,
5422,15.061111,-252.24939,1452.783325,106.289009,,,,,,
5423,15.063889,-252.379089,1452.588989,106.117378,,,,,,
5424,15.066667,-251.997711,1452.10376,105.941574,,,,,,
5425,15.069444,-252.364426,1452.604614,106.146667,,,,,,
5426,15.072222,-251.888275,1452.694214,106.110741,,,,,,
5427,15.075,-251.985733,1452.123901,105.944939,,,,,,
5428,15.077778,-251.991211,1452.127563,105.936722,,,,,,
5429,15.080556,-251.938309,1452.309326,105.980263,,,,,,
5430,15.083333,-252.072845,1452.589111,105.788292,,,,,,
5431,15.086111,-251.904907,1452.805054,105.996155,,,,,,
5432,15.088889,-251.926453,1452.792358,105.972656,,,,,,
5433,15.091667,-251.910355,1452.319946,105.987457,,,,,,
5434,15.094444,-251.880493,1452.794678,105.999901,,,,,,
5435,15.097222,-251.984955,1452.428101,105.893539,,,,,,
5436,15.1,-251.747665,1452.443604,106.142677,,,,,,
5437,15.102778,-251.961349,1452.427246,105.905838,,,,,,
5438,15.105556,-251.883209,1452.305542,105.998055,,,,,,
5439,15.108333,-251.904007,1452.119141,105.958443,,,,,,
5440,15.111111,-252.17691,1452.377075,106.064354,,,,,,
5441,15.113889,-252.12616,1452.070557,106.101547,,,,,,
5442,15.116667,-252.084702,1451.908081,106.159607,,,,,,
5443,15.119444,-251.939865,1452.21521,106.323158,,,,,,
5444,15.122222,-252.126663,1452.049927,106.099594,,,,,,
5445,15.125,-252.034454,1452.569214,106.228516,,,,,,
5446,15.127778,-252.036957,1452.56311,106.220673,,,,,,
5447,15.130556,-252.11644,1452.016968,106.094742,,,,,,
5448,15.133333,-252.059372,1452.46228,106.558319,,,,,,
5449,15.136111,-251.973694,1452.610107,106.281265,,,,,,
5450,15.138889,-252.083755,1452.714722,106.139267,,,,,,
5451,15.141667,-252.068542,1452.719482,106.163231,,,,,,
5452,15.144444,-251.95491,1452.09436,105.911095,,,,,,
5453,15.147222,-252.116531,1452.024414,106.073181,,,,,,
5454,15.15,-252.006378,1452.623535,106.234276,,,,,,
5455,15.152778,-251.818176,1452.728149,106.132706,,,,,,
5456,15.155556,-251.876617,1452.830078,106.007652,,,,,,
5457,15.158333,-251.836655,1452.735596,106.110603,,,,,,
5458,15.161111,-252.066635,1452.623291,105.780403,,,,,,
5459,15.163889,-251.840439,1452.73584,106.08815,,,,,,
5460,15.166667,-251.909637,1452.835693,105.969162,,,,,,
5461,15.169444,-251.909973,1452.830933,105.970352,,,,,,
5462,15.172222,-251.902557,1452.835327,105.995926,,,,,,
5463,15.175,-251.81749,1452.734375,106.114594,,,,,,
5464,15.177778,-252.070511,1452.618774,105.764137,,,,,,
5465,15.180556,-251.882553,1452.829224,106.001228,,,,,,
5466,15.183333,-251.805984,1452.716675,106.125832,,,,,,
5467,15.186111,-251.773514,1452.715698,106.156387,,,,,,
5468,15.188889,-251.851028,1452.800903,106.025528,,,,,,
5469,15.191667,-251.95256,1452.483765,106.321518,,,,,,
5470,15.194444,-251.944397,1452.466064,106.341927,,,,,,
5471,15.197222,-252.039169,1452.56311,106.213211,,,,,,
5472,15.2,-251.931992,1452.461914,106.366463,,,,,,
5473,15.202778,-251.948929,1452.451538,106.319427,,,,,,
5474,15.205556,-251.945465,1452.452881,106.351227,,,,,,
5475,15.208333,-251.949661,1452.449097,106.361374,,,,,,
5476,15.211111,-252.09024,1451.859497,106.14122,,,,,,
5477,15.213889,-251.956131,1452.442749,106.349693,,,,,,
5478,15.216667,-251.95903,1452.438599,106.33905,,,,,,
5479,15.219444,-252.061218,1452.5625,106.21524,,,,,,
5480,15.222222,-251.966568,1452.455688,106.343307,,,,,,
5481,15.225,-251.983047,1452.451782,106.317123,,,,,,
5482,15.227778,-251.992798,1452.609497,106.28299,,,,,,
5483,15.230556,-252.140427,1452.03479,106.073326,,,,,,
5484,15.233333,-252.020096,1452.610352,106.267136,,,,,,
5485,15.236111,-252.015945,1452.612427,106.255562,,,,,,
5486,15.238889,-252.037796,1452.61377,106.236389,,,,,,
5487,15.241667,-251.841309,1452.706665,106.141312,,,,,,
5488,15.244444,-251.911942,1452.821167,106.034393,,,,,,
5489,15.247222,-251.85582,1452.715698,106.126808,,,,,,
5490,15.25,-251.881516,1452.711792,106.082443,,,,,,
5491,15.252778,-251.864349,1452.716431,106.102493,,,,,,
5492,15.255556,-251.8647,1452.716675,106.101158,,,,,,
5493,15.258333,-251.872543,1452.708618,106.093933,,,,,,
5494,15.261111,-251.853699,1452.710571,106.126297,,,,,,
5495,15.263889,-251.91185,1452.807495,106.021629,,,,,,
5496,15.266667,-251.844681,1452.69458,106.123871,,,,,,
5497,15.269444,-251.965378,1452.10022,105.942894,,,,,,
5498,15.272222,-251.833206,1452.685181,106.12664,,,,,,
5499,15.275,-252.097046,1452.555664,106.200569,,,,,,
5500,15.277778,-251.651199,1452.548584,106.260605,,,,,,
5501,15.280556,-251.809891,1451.922119,106.007462,,,,,,
5502,15.283333,-252.129013,1451.862061,106.164604,,,,,,
5503,15.286111,-251.711426,1452.119507,106.083397,,,,,,
5504,15.288889,-252.09198,1452.051147,106.203323,,,,,,
5505,15.291667,-251.574005,1452.533081,106.353027,,,,,,
5506,15.294444,-251.851624,1452.380371,105.893913,,,,,,
5507,15.297222,-251.57869,1452.536133,106.310921,,,,,,
5508,15.3,-251.737091,1452.666016,106.21756,,,,,,
5509,15.302778,-251.909912,1452.411621,105.869354,,,,,,
5510,15.305556,-252.04158,1452.563232,105.819176,,,,,,
5511,15.308333,-251.859879,1452.786743,106.031944,,,,,,
5512,15.311111,-251.851852,1452.797852,106.042747,,,,,,
5513,15.313889,-252.056656,1452.601563,105.827667,,,,,,
5514,15.316667,-252.061996,1452.61145,105.818314,,,,,,
5515,15.319444,-251.812851,1452.713135,106.18206,,,,,,
5516,15.322222,-251.89122,1452.825806,106.034676,,,,,,
5517,15.325,-251.894653,1452.827759,106.036156,,,,,,
5518,15.327778,-251.90062,1452.82666,106.024704,,,,,,
5519,15.330556,-251.928986,1452.828003,106.002129,,,,,,
5520,15.333333,-251.840469,1452.709595,106.168648,,,,,,
5521,15.336111,-251.929489,1452.825806,106.01506,,,,,,
5522,15.338889,-252.108459,1452.599731,105.804932,,,,,,
5523,15.341667,-251.868484,1452.69458,106.150238,,,,,,
5524,15.344444,-251.963882,1452.796143,106.009644,,,,,,
5525,15.347222,-251.987045,1452.791382,106.006004,,,,,,
5526,15.35,-251.971359,1452.781738,106.004349,,,,,,
5527,15.352778,-251.885834,1452.672363,106.129906,,,,,,
5528,15.355556,-251.90097,1452.668823,106.139343,,,,,,
5529,15.358333,-252.149277,1452.560059,106.208183,,,,,,
5530,15.361111,-252.086014,1452.431519,106.306419,,,,,,
5531,15.363889,-252.162094,1452.549316,106.176918,,,,,,
5532,15.366667,-252.162308,1452.545654,106.199867,,,,,,
5533,15.369444,-252.08667,1452.441528,106.300835,,,,,,
5534,15.372222,-252.150955,1452.545166,106.209885,,,,,,
5535,15.375,-252.094055,1452.434814,106.315964,,,,,,
5536,15.377778,-252.106277,1452.428467,106.288643,,,,,,
5537,15.380556,-252.171783,1452.539673,106.213348,,,,,,
5538,15.383333,-252.098206,1452.435059,106.292572,,,,,,
5539,15.386111,-252.093796,1452.450317,106.320534,,,,,,
5540,15.388889,-252.106934,1452.458374,106.305016,,,,,,
5541,15.391667,-252.11174,1452.469604,106.30677,,,,,,
5542,15.394444,-252.126007,1452.37561,106.24276,,,,,,
5543,15.397222,-252.233597,1452.258179,106.150436,,,,,,
5544,15.4,-252.236908,1452.726318,106.140663,,,,,,
5545,15.402778,-252.143951,1452.387207,106.237541,,,,,,
5546,15.405556,-252.246109,1452.263428,106.132477,,,,,,
5547,15.408333,-252.159271,1452.400879,106.249077,,,,,,
5548,15.411111,-252.164246,1452.401245,106.233543,,,,,,
5549,15.413889,-252.245728,1452.742432,106.155945,,,,,,
5550,15.416667,-252.180603,1452.402222,106.231178,,,,,,
5551,15.419444,-252.254639,1452.734375,106.180962,,,,,,
5552,15.422222,-252.451126,1452.446045,106.206772,,,,,,
5553,15.425,-252.444656,1452.459229,106.208633,,,,,,
5554,15.427778,-252.309479,1452.438721,106.358635,,,,,,
5555,15.430556,-252.45401,1452.422852,106.212242,,,,,,
5556,15.433333,-252.316528,1452.410889,106.368797,,,,,,
5557,15.436111,-252.314362,1452.398315,106.370926,,,,,,
5558,15.438889,-252.309235,1452.384277,106.366417,,,,,,
5559,15.441667,-252.404068,1452.753784,106.306664,,,,,,
5560,15.444444,-252.52771,1452.553955,106.158821,,,,,,
5561,15.447222,-252.04277,1452.624268,106.113197,,,,,,
5562,15.45,-252.057816,1452.745117,106.049957,,,,,,
5563,15.452778,-252.017029,1452.630737,106.1558,,,,,,
5564,15.455556,-252.268875,1452.422119,106.564384,,,,,,
5565,15.458333,-252.069122,1452.744751,106.045135,,,,,,
5566,15.461111,-252.074509,1452.748413,106.050522,,,,,,
5567,15.463889,-252.142792,1452.059082,105.984741,,,,,,
5568,15.466667,-252.073074,1452.75769,106.062408,,,,,,
5569,15.469444,-252.068787,1452.763916,106.049644,,,,,,
5570,15.472222,-251.997971,1452.666992,106.185493,,,,,,
5571,15.475,-251.978546,1452.679077,106.219429,,,,,,
5572,15.477778,-252.233536,1452.579712,105.843063,,,,,,
5573,15.480556,-252.121384,1452.115845,105.994484,,,,,,
5574,15.483333,-252.075577,1452.313354,106.042191,,,,,,
5575,15.486111,-252.239166,1452.590088,105.839546,,,,,,
5576,15.488889,-252.063004,1452.796875,106.070091,,,,,,
5577,15.491667,-251.928299,1452.469482,106.238846,,,,,,
5578,15.494444,-252.080475,1452.80603,106.077354,,,,,,
5579,15.497222,-251.958466,1452.467041,106.219437,,,,,,
5580,15.5,-251.982086,1452.723022,106.252937,,,,,,
5581,15.502778,-251.985245,1452.721436,106.253387,,,,,,
5582,15.505556,-252.00885,1452.704834,106.254662,,,,,,
5583,15.508333,-252.269241,1452.59314,105.860062,,,,,,
5584,15.511111,-252.018036,1452.700439,106.241432,,,,,,
5585,15.513889,-252.044144,1452.696655,106.232544,,,,,,
5586,15.516667,-252.06369,1452.678467,106.19381,,,,,,
5587,15.519444,-252.067444,1452.665405,106.200378,,,,,,
5588,15.522222,-252.068848,1452.669312,106.223022,,,,,,
5589,15.525,-252.083145,1452.647339,106.222092,,,,,,
5590,15.527778,-252.099243,1452.634399,106.213432,,,,,,
5591,15.530556,-252.103119,1452.640503,106.203232,,,,,,
5592,15.533333,-252.112091,1452.634399,106.210541,,,,,,
5593,15.536111,-252.112,1452.632324,106.21711,,,,,,
5594,15.538889,-252.233917,1452.0177,106.037079,,,,,,
5595,15.541667,-252.123779,1452.623535,106.198738,,,,,,
5596,15.544444,-252.127289,1452.622192,106.221603,,,,,,
5597,15.547222,-252.356583,1452.537476,105.888527,,,,,,
5598,15.55,-252.252258,1452.026489,106.025856,,,,,,
5599,15.552778,-252.131104,1452.62854,106.217819,,,,,,
5600,15.555556,-252.124405,1452.639771,106.234711,,,,,,
5601,15.558333,-252.124878,1452.641113,106.239784,,,,,,
5602,15.561111,-252.114975,1452.64209,106.243851,,,,,,
5603,15.563889,-252.241013,1452.060547,106.043983,,,,,,
5604,15.566667,-252.253326,1452.065674,106.0261,,,,,,
5605,15.569444,-252.394287,1452.217407,106.24884,,,,,,
5606,15.572222,-252.302444,1452.607666,106.393768,,,,,,
5607,15.575,-252.309494,1452.603394,106.372002,,,,,,
5608,15.577778,-252.352798,1452.567139,105.925964,,,,,,
5609,15.580556,-252.313263,1452.364624,106.348816,,,,,,
5610,15.583333,-252.312836,1452.369263,106.347549,,,,,,
5611,15.586111,-252.313171,1452.364624,106.349518,,,,,,
5612,15.588889,-252.324615,1452.614746,106.382874,,,,,,
5613,15.591667,-253.411026,1452.362305,105.854622,,,,,,
5614,15.594444,-252.411102,1452.692627,106.2761,,,,,,
5615,15.597222,-252.378708,1452.073853,106.317909,,,,,,
5616,15.6,-253.382034,1452.224365,105.93145,,,,,,
5617,15.602778,-252.390182,1452.054688,106.319504,,,,,,
5618,15.605556,-252.518646,1452.328125,106.16423,,,,,,
5619,15.608333,-253.403305,1452.206787,105.956291,,,,,,
5620,15.611111,-252.513321,1452.315796,106.164619,,,,,,
5621,15.613889,-252.340668,1452.391357,106.406525,,,,,,
5622,15.616667,-252.414886,1451.817139,106.285614,,,,,,
5623,15.619444,-253.409393,1451.603638,105.866615,,,,,,
5624,15.622222,-252.329803,1452.386475,106.42897,,,,,,
5625,15.625,-252.418213,1451.802856,106.278618,,,,,,
5626,15.627778,-252.297913,1452.039063,106.075371,,,,,,
5627,15.630556,-252.558197,1452.462646,106.108505,,,,,,
5628,15.633333,-252.298264,1452.038086,106.080086,,,,,,
5629,15.636111,-252.734192,1451.139648,105.340515,,,,,,
5630,15.638889,,,,0.851811,-3.039243,78.536697,-248.696396,1452.610229,103.135735
5631,15.641667,,,,0.413475,-3.173355,78.232277,-248.755859,1452.694458,103.081062
5632,15.644444,-252.758026,1453.792236,103.261841,,,,,,
5633,15.647222,-252.726944,1453.535645,103.403557,,,,,,
