Frame,Time (Seconds),X9_B1,Y,Z,X9_B2,Y,Z
1157,3.213889,-264.634155,1449.244385,110.277901,-0.855639,-6.04178,-2.77786
1158,3.216667,-264.657623,1449.252686,110.225571,-0.825258,-6.028396,-2.767176
1159,3.219444,-264.649658,1449.258911,110.290802,-0.803544,-6.024856,-2.799759
1160,3.222222,-264.668457,1449.252197,110.230766,-0.750057,-6.011124,-2.792739
1161,3.225,-264.648682,1449.258545,110.288689,-0.678075,-6.008015,-2.72326
1162,3.227778,-264.646698,1449.258545,110.28437,-0.656588,-6.020674,-2.777258
1163,3.230556,-264.644684,1449.260132,110.28614,-0.63235,-6.015218,-2.770561
1164,3.233333,-264.642426,1449.269897,110.278824,-0.644317,-6.041414,-2.786478
1165,3.236111,-264.638,1449.27832,110.276939,-0.291249,-5.959266,-2.63327
1166,3.238889,-264.644623,1449.283691,110.280518,-0.330599,-6.003849,-2.644174
1167,3.241667,-264.635468,1449.289307,110.263405,-0.598068,-6.086202,-2.700039
1168,3.244444,-264.689606,1449.368286,110.363831,-0.639538,-6.072317,-2.734976
1169,3.247222,-264.674194,1449.319702,110.320595,-0.412533,-6.001768,-2.662873
1170,3.25,-264.6745,1449.314453,110.314072,-0.727458,-6.089941,-2.731683
1171,3.252778,-264.645386,1449.309692,110.279076,-0.507701,-5.963366,-2.670524
1172,3.255556,-264.654755,1449.317627,110.262726,-0.801396,-6.059802,-2.736722
1173,3.258333,-264.644562,1449.314575,110.272186,-0.581451,-5.96805,-2.718155
1174,3.261111,-264.649261,1449.303467,110.273972,-0.938495,-6.029586,-2.797855
1175,3.263889,-264.648376,1449.30542,110.270798,-1.011361,-6.020209,-2.783373
1176,3.266667,-264.684235,1449.256104,110.261635,-1.071229,-6.054416,-2.77227
1177,3.269444,-264.681,1449.243652,110.273262,-1.085589,-6.035533,-2.765117
1178,3.272222,-264.684845,1449.233521,110.259293,-1.135867,-6.024714,-2.812546
1179,3.275,-264.651672,1449.277222,110.261223,-1.174548,-5.985929,-2.787203
1180,3.277778,-264.66626,1449.21936,110.26899,-1.194549,-6.011794,-2.814934
1181,3.280556,-262.969513,1449.280518,111.027824,-1.188285,-6.003848,-2.903324
1182,3.283333,-264.73703,1448.775757,110.306999,-1.214651,-5.999512,-2.733321
1183,3.286111,-262.957306,1449.186279,111.013733,-1.211557,-6.019652,-2.764982
1184,3.288889,-264.741089,1448.768066,110.319214,-1.219711,-5.989877,-2.806356
1185,3.291667,-262.963989,1449.193115,111.014404,-1.199609,-6.008943,-2.781574
1186,3.294444,-264.657623,1449.200928,110.284813,-1.211336,-6.00946,-2.792859
1187,3.297222,-264.536804,1449.392944,110.31031,-1.176456,-6.012843,-2.761744
1188,3.3,-264.626678,1449.259155,110.301262,-1.126422,-6.032042,-2.812473
1189,3.302778,-264.538055,1449.396362,110.319588,-1.113205,-6.049648,-2.788923
1190,3.305556,-264.624115,1449.254883,110.295006,-1.037398,-6.031884,-2.826046
1191,3.308333,-264.633942,1449.271973,110.293121,-0.969443,-6.064533,-2.69972
1192,3.311111,-264.634033,1449.278198,110.287636,-0.987386,-6.065547,-2.763851
1193,3.313889,-264.640167,1449.275513,110.274849,-0.944787,-6.073816,-2.786821
1194,3.316667,-264.638763,1449.289673,110.282669,-0.9662,-6.096646,-2.710245
1195,3.319444,-264.633453,1449.28894,110.293671,-0.934842,-6.089402,-2.765763
1196,3.322222,-264.633606,1449.295532,110.282532,-0.920902,-6.062614,-2.800984
1197,3.325,-264.637573,1449.307251,110.285408,-0.942537,-6.085615,-2.705599
1198,3.327778,-264.644745,1449.299805,110.275673,-0.917261,-6.052993,-2.793036
1199,3.330556,-264.647888,1449.304077,110.275528,-0.892741,-6.076687,-2.755569
1200,3.333333,-264.643738,1449.30542,110.287315,-0.894837,-6.065159,-2.733245
1201,3.336111,-264.650391,1449.303955,110.28315,-0.898823,-6.044202,-2.780499
1202,3.338889,-264.643921,1449.306763,110.295586,-0.913806,-6.029001,-2.781437
1203,3.341667,-264.650818,1449.29248,110.293381,-0.903915,-6.024269,-2.792121
1204,3.344444,-264.639038,1449.296753,110.28466,-0.926566,-6.039279,-2.766415
1205,3.347222,-264.643982,1449.295044,110.294624,-0.984595,-6.027348,-2.792517
1206,3.35,-264.788727,1450.781738,110.298363,-0.976048,-6.00945,-2.815216
1207,3.352778,-264.659607,1449.235229,110.270508,-1.022355,-5.989894,-2.87193
1208,3.355556,-264.659332,1449.233521,110.278305,-0.989806,-5.952115,-2.785861
1209,3.358333,-264.645569,1449.275513,110.297523,-1.291697,-5.790489,-3.921581
1210,3.361111,-264.655396,1449.221558,110.286781,-1.141494,-5.959521,-2.826258
1211,3.363889,-264.638214,1449.265503,110.290543,-1.16703,-5.955566,-2.854117
1212,3.366667,-264.662384,1449.214355,110.282425,-1.404384,-5.78638,-3.898363
1213,3.369444,-262.940216,1449.225708,111.03595,-1.225813,-5.937015,-2.8618
1214,3.372222,-264.745117,1448.774048,110.304405,-1.483255,-5.761328,-3.961131
1215,3.375,-263.802917,1450.356934,109.187103,-1.308244,-5.908858,-2.863919
1216,3.377778,-264.544891,1449.397461,110.301315,-1.482654,-5.732951,-3.977119
1217,3.380556,-262.946289,1449.215576,111.024734,-1.57263,-5.748201,-4.003423
1218,3.383333,-264.535492,1449.407349,110.270508,-1.338854,-5.942457,-2.819003
1219,3.386111,-264.562347,1449.407593,110.28701,-1.569173,-5.7696,-3.984354
1220,3.388889,-264.540802,1449.410034,110.280899,-1.547726,-5.754497,-3.93812
1221,3.391667,-264.5448,1449.421753,110.270561,-1.325959,-5.961246,-2.848436
1222,3.394444,-264.535889,1449.411011,110.265518,-1.320697,-5.971977,-2.883398
1223,3.397222,-264.566895,1449.421021,110.264,-1.50068,-5.793896,-3.907563
1224,3.4,-264.635925,1449.262329,110.258095,-1.239976,-5.99758,-2.727694
1225,3.402778,-264.645935,1449.290161,110.261063,-1.203295,-6.017459,-2.735467
1226,3.405556,-264.6492,1449.298706,110.256012,-1.398653,-5.830317,-3.854908
1227,3.408333,-264.632477,1449.303223,110.249496,-1.20074,-6.000076,-2.816133
1228,3.411111,-264.672424,1449.255005,110.243439,-1.145009,-6.023648,-2.796121
1229,3.413889,-264.674072,1449.258545,110.258339,-1.108101,-6.002755,-2.805051
1230,3.416667,-264.674744,1449.252319,110.264236,-1.096495,-5.999747,-2.827323
1231,3.419444,-264.673065,1449.26123,110.265533,-1.085737,-5.974795,-2.849971
1232,3.422222,-264.679565,1449.257568,110.271057,-1.014237,-5.975099,-2.835766
1233,3.425,-264.684937,1449.258545,110.281769,-0.990478,-6.01788,-2.741908
1234,3.427778,-264.679413,1449.258301,110.2808,-1.079505,-5.848742,-3.714902
1235,3.430556,-264.69574,1449.253296,110.280334,-0.939918,-6.019826,-2.809579
1236,3.433333,-264.694916,1449.251343,110.279366,-0.965491,-6.011844,-2.797932
1237,3.436111,-264.681976,1449.243164,110.283058,-0.956447,-6.029261,-2.834182
1238,3.438889,-264.680664,1449.240479,110.290329,-0.912784,-6.017774,-2.812289
1239,3.441667,-264.671112,1449.239746,110.283768,-0.952353,-6.017697,-2.855481
1240,3.444444,-264.680328,1449.234985,110.286247,-0.93134,-5.99143,-2.786659
1241,3.447222,-264.657898,1449.284668,110.294823,-0.94306,-5.975733,-2.830459
1242,3.45,-264.669281,1449.232056,110.282486,-0.952695,-5.988988,-2.771288
1243,3.452778,-264.662506,1449.2323,110.27916,-0.968117,-5.989359,-2.807204
1244,3.455556,-264.671753,1449.232422,110.286247,-0.990164,-5.979439,-2.766772
1245,3.458333,-264.638702,1449.277466,110.281624,-0.976326,-5.977839,-2.804713
1246,3.461111,-264.638641,1449.276001,110.280472,-0.982227,-5.979365,-2.81939
1247,3.463889,-264.657654,1449.223633,110.260818,-1.049405,-6.000421,-2.792995
1248,3.466667,-264.663788,1449.230225,110.27581,-1.050527,-6.018999,-2.72877
1249,3.469444,-264.643341,1449.229126,110.271271,-1.088982,-6.04095,-2.754728
1250,3.472222,-264.635193,1449.228149,110.270348,-1.076366,-6.017148,-2.725989
1251,3.475,-264.639709,1449.227051,110.261078,-1.124138,-6.038291,-2.700839
1252,3.477778,-264.636749,1449.233276,110.274147,-1.154529,-6.055318,-2.688694
1253,3.480556,-264.640137,1449.27478,110.22097,-1.177521,-6.07411,-2.723427
1254,3.483333,-264.632874,1449.237915,110.256195,-1.124498,-6.077056,-2.637001
1255,3.486111,-264.651917,1449.237671,110.266182,-1.155533,-6.06841,-2.671633
1256,3.488889,-264.6698,1449.229248,110.219223,-1.13846,-6.085089,-2.721126
1257,3.491667,-264.638794,1449.239624,110.26416,-1.096142,-6.075415,-2.672253
1258,3.494444,-264.684418,1449.238892,110.223236,-1.126831,-6.096889,-2.710012
1259,3.497222,-264.662445,1449.245361,110.285339,-1.072554,-6.09902,-2.659204
1260,3.5,-264.665253,1449.251953,110.282295,-1.029714,-6.090744,-2.636594
1261,3.502778,-264.659637,1449.25769,110.279686,-0.956088,-6.097166,-2.658602
1262,3.505556,-264.689514,1449.256836,110.239517,-0.934752,-6.063789,-2.72841
1263,3.508333,-264.688995,1449.261963,110.234192,-0.625719,-5.991136,-2.565536
1264,3.511111,-264.655823,1449.271606,110.279999,-0.874614,-6.06038,-2.666777
1265,3.513889,-264.690125,1449.282227,110.330452,-0.518675,-5.984951,-2.531219
1266,3.516667,-264.691315,1449.277344,110.332733,-0.517113,-5.944523,-2.682314
1267,3.519444,-264.659546,1449.321045,110.33947,-0.418233,-5.941997,-2.589469
1268,3.522222,-264.660858,1449.325684,110.327583,-0.406903,-5.941283,-2.671231
1269,3.525,-264.671082,1449.327271,110.350487,-0.325447,-5.953865,-2.600299
1270,3.527778,-264.665375,1449.324219,110.335159,-0.35897,-5.957014,-2.648036
1271,3.530556,-264.654144,1449.319824,110.310936,-0.320783,-5.929836,-2.670838
1272,3.533333,-264.691162,1449.383789,110.384422,-0.308725,-5.923953,-2.705952
1273,3.536111,-264.743927,1449.322388,110.350937,-0.319764,-5.931891,-2.698026
1274,3.538889,-264.657898,1449.308228,110.307579,-0.331291,-5.929516,-2.668719
1275,3.541667,-264.665161,1449.310913,110.313278,-0.35467,-5.90561,-2.687753
1276,3.544444,-264.630768,1449.298706,110.2799,-0.361359,-5.901067,-2.715206
1277,3.547222,-264.64151,1449.297607,110.273026,-0.700309,-6.01206,-2.871482
1278,3.55,-264.624756,1449.286499,110.252541,-0.699352,-6.00028,-2.770669
1279,3.552778,-264.634613,1449.29248,110.27169,-0.786846,-5.98143,-2.892151
1280,3.555556,-264.62851,1449.289673,110.256187,-0.819327,-5.98175,-2.835161
1281,3.558333,-264.646454,1449.240967,110.249657,-0.842732,-5.985575,-2.811296
1282,3.561111,-264.645721,1449.283569,110.21273,-0.899954,-6.002392,-2.835229
1283,3.563889,-264.62326,1449.282349,110.256798,-0.905077,-5.980301,-2.816158
1284,3.566667,-264.647217,1449.224731,110.269943,-0.959397,-6.005553,-2.75352
1285,3.569444,-264.640656,1449.237183,110.257195,-1.030268,-6.022257,-2.79045
1286,3.572222,-264.66983,1449.228516,110.214973,-1.018583,-6.017844,-2.742311
1287,3.575,-264.622833,1449.235107,110.258316,-1.01447,-6.024261,-2.687327
1288,3.577778,-264.658813,1449.226929,110.22036,-1.022708,-6.00958,-2.758892
1289,3.580556,-264.638397,1449.244629,110.276222,-1.060838,-6.060185,-2.699744
1290,3.583333,-264.847321,1449.099243,110.373528,-1.014809,-6.033228,-2.745735
1291,3.586111,-264.702454,1449.087769,110.222977,-1.012823,-6.052467,-2.688636
1292,3.588889,-264.637299,1449.258423,110.288071,-1.032679,-6.093507,-2.720141
1293,3.591667,-264.625549,1449.262573,110.274658,-0.965903,-6.093934,-2.654932
1294,3.594444,-264.631287,1449.26123,110.275398,-0.673575,-6.001015,-2.576374
1295,3.597222,-264.632233,1449.259766,110.280716,-0.861485,-6.10088,-2.680135
1296,3.6,-264.639984,1449.262207,110.273407,-0.848402,-6.083565,-2.682444
1297,3.602778,-264.620087,1449.307983,110.30014,-0.861965,-6.150712,-2.686836
1298,3.605556,-264.640625,1449.26355,110.284363,-0.879902,-6.113669,-2.693455
1299,3.608333,-264.621063,1449.312378,110.281219,-0.790679,-6.123877,-2.69468
1300,3.611111,-264.659576,1449.320313,110.326942,-0.514213,-6.03847,-2.585465
1301,3.613889,-264.628601,1449.298218,110.280067,-0.745554,-6.11154,-2.701366
1302,3.616667,-264.622375,1449.303223,110.278992,-0.465128,-6.016299,-2.613278
1303,3.619444,-264.629364,1449.303955,110.278732,-0.785614,-6.093166,-2.787261
1304,3.622222,-264.63205,1449.30249,110.272499,-0.717867,-6.074982,-2.72353
1305,3.625,-264.62262,1449.304321,110.288483,-0.679564,-6.09994,-2.721479
1306,3.627778,-264.623322,1449.298828,110.295639,-0.664497,-6.095561,-2.759587
1307,3.630556,-264.628723,1449.296997,110.284256,-0.662485,-6.062372,-2.734344
1308,3.633333,-264.633209,1449.301636,110.308357,-0.451597,-5.976457,-2.713995
1309,3.636111,-264.628937,1449.296387,110.275841,-0.672184,-6.049092,-2.76365
1310,3.638889,-264.629517,1449.30957,110.29493,-0.773907,-6.076936,-2.78917
1311,3.641667,-264.626129,1449.29248,110.297844,-0.77407,-6.045551,-2.735438
1312,3.644444,-264.620544,1449.291992,110.288307,-0.809655,-6.038911,-2.781846
1313,3.647222,-264.627441,1449.293701,110.284538,-0.854428,-5.9997,-2.817274
1314,3.65,-264.644409,1449.246704,110.279755,-0.876443,-6.020438,-2.811594
1315,3.652778,-264.654968,1449.250366,110.288132,-0.934243,-6.032839,-2.793576
1316,3.655556,-264.638794,1449.245483,110.284836,-0.993331,-6.007645,-2.767752
1317,3.658333,-264.645996,1449.236206,110.309029,-1.01384,-6.007517,-2.845303
1318,3.661111,-264.640167,1449.243286,110.306602,-1.137185,-6.020772,-2.841297
1319,3.663889,-264.250427,1450.776001,110.651443,-1.124712,-6.037021,-2.742249
1320,3.666667,-264.538116,1450.825684,110.463646,-1.17058,-6.042136,-2.801877
1321,3.669444,-264.661102,1449.236206,110.290512,-1.171645,-6.05524,-2.715259
1322,3.672222,-264.645111,1449.233154,110.280136,-1.214039,-6.061379,-2.749246
1323,3.675,-264.650513,1449.236572,110.273155,-1.238983,-6.040422,-2.726449
1324,3.677778,-264.763245,1449.818481,110.439819,-1.206069,-6.049839,-2.724507
1325,3.680556,-264.655182,1449.238281,110.275848,-1.220163,-6.069628,-2.757306
1326,3.683333,-265.084717,1449.144897,110.461075,-1.238541,-6.058449,-2.710859
1327,3.686111,-264.832062,1449.568115,110.420906,-1.198386,-6.049342,-2.654453
1328,3.688889,-264.646301,1449.293091,110.259514,-1.176044,-6.056259,-2.723895
1329,3.691667,-264.664581,1449.236694,110.261864,-1.1861,-6.06686,-2.709538
1330,3.694444,-264.643127,1449.287231,110.254837,-1.154142,-6.056818,-2.693434
1331,3.697222,-264.642181,1449.278198,110.26889,-1.099446,-6.08467,-2.665759
1332,3.7,-264.646515,1449.28186,110.253204,-1.143057,-6.080007,-2.720713
1333,3.702778,-264.664185,1449.287231,110.258194,-1.043071,-6.052733,-2.667259
1334,3.705556,-264.647156,1449.282349,110.264229,-1.041949,-6.04371,-2.708767
1335,3.708333,-264.657104,1449.273071,110.262688,-0.966825,-6.030427,-2.747642
1336,3.711111,-264.651306,1449.27478,110.262375,-1.002005,-6.017806,-2.802882
1337,3.713889,-264.67041,1449.273071,110.268555,-1.151472,-5.82847,-3.797912
1338,3.716667,-264.652069,1449.272461,110.28157,-1.025937,-6.015665,-2.814924
1339,3.719444,-264.663849,1449.272583,110.276398,-1.134665,-5.826435,-3.822352
1340,3.722222,-264.672791,1449.274536,110.27877,-0.964273,-5.945213,-2.930948
1341,3.725,-264.663116,1449.276978,110.280563,-1.164919,-5.753961,-3.942292
1342,3.727778,-264.674591,1449.274292,110.299286,-0.945233,-5.913677,-2.926538
1343,3.730556,-264.670959,1449.273071,110.30027,-1.131773,-5.738859,-3.876895
1344,3.733333,-264.667603,1449.27832,110.296104,-1.152343,-5.732428,-3.908563
1345,3.736111,-264.67218,1449.282959,110.293686,-1.023753,-5.920045,-2.913931
1346,3.738889,-264.689819,1449.240356,110.28318,-1.057249,-5.888393,-2.916147
1347,3.741667,-264.664856,1449.284668,110.298363,-1.06704,-5.887844,-2.949858
1348,3.744444,-264.292297,1450.862793,110.619507,-1.108131,-5.902333,-2.884708
1349,3.747222,-264.690094,1449.239502,110.279259,-1.194106,-5.893106,-2.964504
1350,3.75,-263.045654,1449.637817,111.048454,-1.161911,-5.912004,-2.881889
1351,3.752778,-264.442993,1450.846802,110.51828,-1.200744,-5.926629,-2.832974
1352,3.755556,-263.748444,1450.249634,109.223518,-1.240076,-5.957741,-2.822748
1353,3.758333,-262.955902,1449.515625,111.000664,-1.259084,-5.958225,-2.842516
1354,3.761111,-264.233673,1450.87207,110.66967,-1.25132,-5.994484,-2.725191
1355,3.763889,-264.658203,1449.235229,110.283188,-1.297159,-5.985743,-2.798347
1356,3.766667,-262.950104,1449.275269,111.033066,-1.314665,-6.008896,-2.731559
1357,3.769444,-264.759644,1448.816284,110.292053,-1.303317,-6.029682,-2.732812
1358,3.772222,-262.977173,1449.247192,110.995743,-1.312476,-6.072799,-2.738848
1359,3.775,-264.660828,1449.250854,110.262772,-1.261443,-6.086378,-2.685733
1360,3.777778,-264.649048,1449.23999,110.268318,-1.263776,-6.108716,-2.691954
1361,3.780556,-264.570496,1449.411011,110.287186,-1.219942,-6.10762,-2.641403
1362,3.783333,-264.565247,1449.408936,110.28878,-1.227543,-6.132478,-2.62677
1363,3.786111,-264.56897,1449.39917,110.286804,-1.168946,-6.137289,-2.646868
1364,3.788889,-264.566406,1449.398682,110.293388,-1.157639,-6.086465,-2.683451
1365,3.791667,-264.564392,1449.394653,110.301208,-1.129405,-6.119692,-2.666493
1366,3.794444,-264.558533,1449.394897,110.291351,-1.092019,-6.08976,-2.667438
1367,3.797222,-264.558716,1449.399292,110.302177,-1.045375,-6.084895,-2.640566
1368,3.8,-264.565033,1449.394775,110.318512,-1.180654,-5.904099,-3.784739
1369,3.802778,-264.652771,1449.234863,110.308098,-0.989458,-6.08016,-2.663679
1370,3.805556,-264.654877,1449.24292,110.300293,-1.142952,-5.892279,-3.72427
1371,3.808333,-264.641327,1449.268799,110.291962,-0.960465,-6.039861,-2.744599
1372,3.811111,-264.645416,1449.263428,110.301735,-1.094937,-5.875877,-3.815918
1373,3.813889,-264.644196,1449.273315,110.298981,-0.891651,-6.032687,-2.728342
1374,3.816667,-264.639557,1449.273193,110.302742,-1.027511,-5.858669,-3.77603
1375,3.819444,-264.641174,1449.282349,110.305748,-0.865484,-6.016002,-2.785243
1376,3.822222,-264.642548,1449.287231,110.31945,-0.881271,-5.999059,-2.839346
1377,3.825,-264.644592,1449.299438,110.300926,-0.917467,-5.984549,-2.87726
1378,3.827778,-264.620331,1449.290283,110.328468,-0.922704,-5.965587,-2.906685
1379,3.830556,-264.643738,1449.315186,110.299179,-1.071565,-5.823796,-3.760332
1380,3.833333,-264.620209,1449.300781,110.334351,-0.974005,-5.980735,-2.840521
1381,3.836111,-264.625031,1449.300415,110.317825,-0.979309,-5.998077,-2.842507
1382,3.838889,-264.652008,1449.313721,110.289421,-0.983267,-5.992735,-2.839836
1383,3.841667,-264.666443,1449.266968,110.282509,-0.999894,-5.985844,-2.790718
1384,3.844444,-264.640228,1449.323853,110.282158,-1.020159,-5.995204,-2.85112
1385,3.847222,-264.656403,1449.264893,110.272102,-1.048417,-6.013055,-2.804945
1386,3.85,-264.640167,1449.306396,110.274246,-1.056734,-6.01603,-2.840297
1387,3.852778,-264.62915,1449.309204,110.287117,-1.078809,-6.037533,-2.805421
1388,3.855556,-264.627838,1449.297119,110.282761,-1.031302,-6.024011,-2.704877
1389,3.858333,-264.631744,1449.289673,110.26783,-1.023113,-6.048762,-2.712273
1390,3.861111,-264.621063,1449.282471,110.274391,-1.034492,-6.069799,-2.719942
1391,3.863889,-264.616089,1449.280518,110.271812,-1.072958,-6.055416,-2.73437
1392,3.866667,-264.622253,1449.268555,110.26738,-1.083612,-6.051693,-2.784122
1393,3.869444,-264.603973,1449.265991,110.267555,-1.000516,-6.056477,-2.677852
1394,3.872222,-264.617798,1449.252319,110.253296,-1.028966,-6.089149,-2.789366
1395,3.875,-264.626984,1449.219482,110.257668,-1.043332,-6.117174,-2.69926
1396,3.877778,-264.612854,1449.246582,110.270416,-0.994605,-6.096889,-2.703888
1397,3.880556,-264.623138,1449.230347,110.268593,-0.913397,-6.094233,-2.735399
1398,3.883333,-264.628723,1449.236816,110.267509,-0.955245,-6.068574,-2.784384
1399,3.886111,-264.63736,1449.199341,110.285606,-0.921376,-6.066674,-2.755338
1400,3.888889,-264.626373,1449.219116,110.280174,-0.892965,-6.07322,-2.780557
1401,3.891667,-264.634003,1449.236206,110.270294,-0.90321,-6.08465,-2.709476
1402,3.894444,-264.639648,1449.230835,110.266235,-1.042915,-5.904222,-3.734662
1403,3.897222,-264.627899,1449.242065,110.27417,-0.894522,-6.071537,-2.733806
1404,3.9,-264.666687,1449.211304,110.27726,-0.865622,-6.056395,-2.820636
1405,3.902778,-264.645142,1449.262817,110.281487,-0.864223,-6.085858,-2.755386
1406,3.905556,-264.642822,1449.282104,110.281723,-0.814933,-6.068925,-2.768943
1407,3.908333,-264.637756,1449.305054,110.288338,-0.875089,-6.036965,-2.827693
1408,3.911111,-264.662262,1449.323975,110.319572,-0.757336,-6.040456,-2.713304
1409,3.913889,-264.638336,1449.322754,110.282677,-0.449304,-5.929471,-2.655752
1410,3.916667,-264.658112,1449.348633,110.312813,-0.467043,-5.928946,-2.680573
1411,3.919444,-264.733612,1449.360229,110.339165,-0.46668,-5.934958,-2.708935
1412,3.922222,-264.672607,1449.369995,110.324753,-0.418915,-5.920757,-2.652893
1413,3.925,-264.730316,1449.389282,110.370941,-0.452166,-5.920389,-2.706903
1414,3.927778,-264.648193,1449.377686,110.313629,-0.498265,-5.899738,-2.724781
1415,3.930556,-264.663025,1449.369141,110.326317,-0.45693,-5.922829,-2.659209
1416,3.933333,-264.665955,1449.364136,110.336037,-0.487057,-5.92541,-2.689135
1417,3.936111,-264.673889,1449.358154,110.342804,-0.456218,-5.938241,-2.652503
1418,3.938889,-264.678772,1449.298096,110.336311,-0.506072,-5.931296,-2.676948
1419,3.941667,-264.662842,1449.339111,110.344902,-0.476992,-5.956261,-2.643467
1420,3.944444,-264.647888,1449.326538,110.335861,-0.531373,-5.965803,-2.623978
1421,3.947222,-264.644714,1449.259766,110.282837,-0.519888,-5.964422,-2.648659
1422,3.95,-264.649811,1449.247314,110.294014,-0.852954,-6.073121,-2.699489
1423,3.952778,-264.648376,1449.229614,110.298141,-0.864253,-6.087476,-2.660724
1424,3.955556,-264.641205,1449.213501,110.285698,-0.881416,-6.087017,-2.664749
1425,3.958333,-264.649994,1449.201416,110.303078,-0.924298,-6.102518,-2.693968
1426,3.961111,-264.674561,1449.197144,110.237549,-0.94153,-6.099541,-2.645568
1427,3.963889,-264.649536,1449.191162,110.296638,-0.938189,-6.112576,-2.664429
1428,3.966667,-264.679504,1449.185547,110.242226,-0.936651,-6.130133,-2.608279
1429,3.969444,-264.681244,1449.180664,110.247948,-0.945041,-6.112041,-2.637256
1430,3.972222,-264.652649,1449.188354,110.287079,-0.947433,-6.12041,-2.625481
1431,3.975,-264.642273,1449.192383,110.295265,-0.98071,-6.138375,-2.619223
1432,3.977778,-264.951721,1449.0625,110.425056,-0.941572,-6.163694,-2.598481
1433,3.980556,-264.646118,1449.192749,110.28315,-0.943618,-6.135039,-2.626435
1434,3.983333,-264.641632,1449.210815,110.272964,-0.93298,-6.174294,-2.567071
1435,3.986111,-264.64917,1449.224731,110.260323,-0.95185,-6.149816,-2.650615
1436,3.988889,-264.643188,1449.236572,110.263237,-0.922931,-6.151421,-2.589879
1437,3.991667,-264.646973,1449.255493,110.270653,-0.922604,-6.132288,-2.61035
1438,3.994444,-264.650208,1449.272339,110.26918,-0.592127,-6.032015,-2.468872
1439,3.997222,-264.674042,1449.288452,110.308731,-0.601382,-6.022807,-2.522446
1440,4,-264.676331,1449.306274,110.306221,-0.55783,-5.979513,-2.543059
1441,4.002778,-264.688385,1449.312012,110.319733,-0.568796,-5.969584,-2.605493
1442,4.005556,-264.685547,1449.326294,110.314873,-0.555012,-5.958686,-2.682372
1443,4.008333,-264.695862,1449.331299,110.324028,-0.552376,-5.960035,-2.665408
1444,4.011111,-264.717499,1449.335693,110.349289,-0.538424,-5.92607,-2.670408
1445,4.013889,-264.713074,1449.330444,110.339874,-0.526418,-5.890407,-2.680946
1446,4.016667,-264.715637,1449.453979,110.420631,-0.477093,-5.898345,-2.674287
1447,4.019444,-264.733063,1449.335205,110.36087,-0.567935,-5.879172,-2.727445
1448,4.022222,-264.779053,1449.369385,110.394409,-0.529274,-5.870194,-2.703183
1449,4.025,-264.702332,1449.306641,110.320801,-0.604102,-5.88756,-2.747072
1450,4.027778,-264.70993,1449.304932,110.333725,-0.623294,-5.849414,-2.811489
1451,4.030556,-264.7258,1449.290283,110.331619,-0.623676,-5.842411,-2.712637
1452,4.033333,-264.724518,1449.285645,110.343033,-0.658915,-5.856462,-2.779041
1453,4.036111,-264.65976,1449.26001,110.283997,-0.994961,-5.974718,-2.787105
1454,4.038889,-264.674469,1449.256714,110.301331,-1.0029,-5.964352,-2.814693
1455,4.041667,-264.66687,1449.237305,110.289299,-1.019475,-5.936196,-2.860602
1456,4.044444,-264.666931,1449.235962,110.30011,-1.069708,-5.965085,-2.856692
1457,4.047222,-264.655457,1449.220093,110.282082,-1.113828,-5.97735,-2.838846
1458,4.05,-264.65152,1449.21814,110.268204,-1.133515,-5.990901,-2.787736
1459,4.052778,-264.656433,1449.217285,110.273361,-1.203713,-5.991597,-2.874058
1460,4.055556,-264.753082,1450.777832,110.272301,-1.185855,-5.999348,-2.816177
1461,4.058333,-265.032898,1449.087158,110.432938,-1.198759,-6.019737,-2.787193
1462,4.061111,-262.929962,1449.235962,111.039063,-1.168333,-6.05459,-2.697292
1463,4.063889,-265.064148,1449.109375,110.445244,-1.190783,-6.070193,-2.686916
1464,4.066667,-263.74826,1450.171875,109.174225,-1.190102,-6.054561,-2.675212
1465,4.069444,-264.757507,1450.069458,110.384079,-1.153315,-6.09406,-2.698941
1466,4.072222,-264.928772,1449.187378,110.408493,-1.14001,-6.106234,-2.604157
1467,4.075,-265.053375,1449.119873,110.426666,-1.147893,-6.09506,-2.644892
1468,4.077778,-264.739075,1449.930908,110.417488,-1.126857,-6.074596,-2.70152
1469,4.080556,-264.655884,1449.242188,110.254181,-1.138789,-6.0876,-2.732672
1470,4.083333,-264.631165,1449.314819,110.271255,-1.080167,-6.06107,-2.649204
1471,4.086111,-264.656464,1449.26001,110.274101,-1.079607,-6.05659,-2.707554
1472,4.088889,-264.65625,1449.266846,110.271599,-1.064464,-6.041143,-2.734598
1473,4.091667,-264.633087,1449.323853,110.284035,-1.019669,-6.0108,-2.776315
1474,4.094444,-264.633423,1449.31958,110.280952,-0.976129,-6.029087,-2.729695
1475,4.097222,-264.650208,1449.282104,110.2789,-1.020517,-6.024693,-2.757534
1476,4.1,-264.636597,1449.330933,110.278908,-0.992031,-6.01321,-2.807721
1477,4.102778,-264.627594,1449.329834,110.285194,-0.981138,-5.987499,-2.853387
1478,4.105556,-264.635193,1449.324341,110.296112,-0.958476,-5.95532,-2.842177
1479,4.108333,-264.626617,1449.317871,110.281242,-0.972892,-5.935652,-2.921172
1480,4.111111,-264.78244,1449.286987,110.3731,-0.683349,-5.83716,-2.871955
1481,4.113889,-264.672974,1449.26709,110.319984,-0.994346,-5.91161,-2.925205
