Frame,Time (Seconds),X9_B1,Y,Z,X9_B2,Y,Z
7663,21.286111,-258.3396,1451.597046,108.178452,,,
7664,21.288889,-258.42392,1451.574097,108.119202,,,
7665,21.291667,-258.577698,1451.542236,108.007271,,,
7666,21.294444,-258.205872,1451.840698,108.289154,,,
7667,21.297222,-258.154144,1453.118286,105.336296,,,
7668,21.3,-258.110779,1453.050049,106.271233,,,
7669,21.302778,-258.05719,1452.868286,105.492455,,,
7670,21.305556,-258.573303,1452.855957,106.171196,,,
7671,21.308333,-258.150909,1451.019287,107.026787,,,
7672,21.311111,-258.199097,1451.016968,107.020378,,,
7673,21.313889,-258.196869,1451.019531,107.024673,,,
7674,21.316667,-257.203827,1450.461426,108.450554,,,
7675,21.319444,-258.517456,1452.805786,105.9767,,,
7676,21.322222,-258.173035,1453.008789,106.187347,,,
7677,21.325,-258.130127,1451.913696,108.757782,,,
7678,21.327778,-258.058136,1451.610352,108.890076,,,
7679,21.330556,-258.046173,1451.432251,108.877914,,,
7680,21.333333,-257.363861,1450.212036,108.53299,,,
7681,21.336111,-258.974884,1449.791748,107.918724,,,
7682,21.338889,-257.17569,1450.177612,108.398323,,,
7683,21.341667,-258.180969,1451.883667,108.344238,,,
7684,21.344444,-258.579926,1450.449951,108.029327,,,
7685,21.347222,-258.163971,1451.859131,108.329422,,,
7686,21.35,-258.174927,1451.845581,108.31076,,,
7687,21.352778,-258.163391,1451.845703,108.321075,,,
7688,21.355556,-258.39563,1453.002808,105.499741,,,
7689,21.358333,-258.105713,1452.736206,105.786041,,,
7690,21.361111,-258.633331,1450.268433,108.000053,,,
7691,21.363889,-258.499268,1451.512817,108.072891,,,
7692,21.366667,-258.441986,1452.731567,105.522141,,,
7693,21.369444,-258.07666,1452.476074,105.773438,,,
7694,21.372222,-258.273438,1452.338013,105.781273,,,
7695,21.375,-258.386383,1452.479614,105.701675,,,
7696,21.377778,-258.186523,1452.433228,105.744514,,,
7697,21.380556,-256.765381,1449.169678,107.926735,,,
7698,21.383333,-256.800415,1449.210938,107.954834,,,
7699,21.386111,-256.799347,1449.203003,108.053917,,,
7700,21.388889,-258.529602,1452.982178,106.086029,,,
7701,21.391667,-256.816406,1449.223633,108.117538,,,
7702,21.394444,-258.100616,1453.028564,105.43927,,,
7703,21.397222,-256.816986,1449.235229,108.179359,,,
7704,21.4,-258.538788,1452.926514,105.915497,,,
7705,21.402778,-256.842285,1449.239258,108.245361,,,
7706,21.405556,-258.901764,1449.97583,107.815346,,,
7707,21.408333,-258.17572,1450.820313,106.91684,,,
7708,21.411111,-258.516205,1452.809204,105.987381,,,
7709,21.413889,-258.162384,1452.882324,106.265495,,,
7710,21.416667,-258.263214,1451.204834,106.889061,,,
7711,21.419444,-257.272583,1450.198853,108.431374,,,
7712,21.422222,-258.131866,1451.377808,108.882095,,,
7713,21.425,-258.599365,1450.746216,108.121361,,,
7714,21.427778,-258.221008,1451.874146,108.390984,,,
7715,21.430556,-258.200775,1451.876831,108.381363,,,
7716,21.433333,-258.513947,1451.278931,108.253677,-17.482454,36.310509,-103.258247
7717,21.436111,-258.549927,1451.198364,108.208588,-17.444864,36.349396,-103.300797
7718,21.438889,-258.917755,1449.682373,107.86927,-17.45657,36.303814,-103.292839
7719,21.441667,-258.670288,1450.242676,108.013809,-17.43104,36.303905,-103.27272
7720,21.444444,-258.21109,1451.822266,108.291641,-17.401773,36.346008,-103.210739
7721,21.447222,-258.927856,1449.498535,107.787041,,,
7722,21.45,-258.920074,1449.476685,107.773056,,,
7723,21.452778,-258.785461,1451.461182,107.8946,,,
7724,21.455556,-256.832703,1449.106567,107.868065,,,
7725,21.458333,-258.890961,1449.500122,107.759079,,,
7726,21.461111,-258.104401,1450.516724,107.018044,,,
7727,21.463889,-256.864014,1449.095825,107.959839,,,
7728,21.466667,-256.864471,1449.085938,108.000214,,,
7729,21.469444,-256.873688,1449.092163,108.039406,,,
7730,21.472222,-256.883759,1449.094849,108.097641,,,
7731,21.475,-256.875671,1449.141968,108.131889,,,
7732,21.477778,-258.145874,1452.973145,105.438919,,,
7733,21.480556,-256.891449,1449.151855,108.170288,,,
7734,21.483333,-256.88623,1449.157593,108.198563,,,
7735,21.486111,-258.522614,1452.901855,105.624969,,,
7736,21.488889,-256.903656,1449.17041,108.247101,,,
7737,21.491667,-256.921631,1449.125244,108.197868,,,
7738,21.494444,-258.017731,1452.667603,105.826546,,,
7739,21.497222,-256.927368,1449.125,108.161736,-17.5235,35.99749,-102.567467
7740,21.5,-258.21167,1451.876709,108.713593,-18.300457,36.434074,-103.513069
7741,21.502778,-258.187744,1451.374878,108.87928,-17.723032,35.960876,-102.7463
7742,21.505556,-258.216583,1451.854614,108.728806,,,
7743,21.508333,-258.187012,1451.357788,108.872719,,,
7744,21.511111,-258.262329,1451.873169,108.389267,,,
7745,21.513889,-258.56427,1451.060181,108.212746,,,
7746,21.516667,-258.590607,1450.908691,108.160843,,,
7747,21.519444,-258.26413,1451.699341,108.412224,,,
7748,21.522222,-258.254974,1451.697021,108.412186,,,
7749,21.525,-258.892181,1449.758789,107.88353,,,
7750,21.527778,-258.933624,1449.682861,107.865242,,,
7751,21.530556,-259.221527,1449.733521,107.94278,,,
7752,21.533333,-258.93631,1449.661621,107.858292,,,
7753,21.536111,-259.014557,1449.52771,107.810722,,,
7754,21.538889,-258.980804,1449.598755,107.844879,,,
7755,21.541667,-258.958618,1449.620605,107.84198,,,
7756,21.544444,-258.513306,1451.568237,108.172043,,,
7757,21.547222,-256.91748,1449.196899,108.014328,,,
7758,21.55,-256.932404,1449.175537,108.051208,,,
7759,21.552778,-256.945831,1449.100464,108.083916,,,
7760,21.555556,-256.941406,1449.168457,108.147385,,,
7761,21.558333,-256.9599,1449.096558,108.201004,,,
7762,21.561111,-256.96109,1449.082642,108.224846,,,
7763,21.563889,-256.972717,1449.075684,108.296555,,,
7764,21.566667,-256.950775,1449.13916,108.311806,,,
7765,21.569444,-256.972168,1449.078125,108.293777,-17.669064,35.61961,-101.396751
7766,21.572222,-256.953552,1449.146484,108.312767,,,
7767,21.575,-256.952698,1449.147095,108.292953,,,
7768,21.577778,-256.974762,1449.073975,108.294838,,,
7769,21.580556,-256.969635,1449.118408,108.353691,,,
7770,21.583333,-256.956909,1449.07959,108.238411,,,
7771,21.586111,-256.940521,1449.153687,108.215477,,,
7772,21.588889,-256.94928,1449.090576,108.177956,,,
7773,21.591667,-258.672882,1450.604736,108.089386,,,
7774,21.594444,-258.642792,1450.72644,108.123062,,,
7775,21.597222,-258.288605,1451.845337,108.376923,,,
7776,21.6,-258.628784,1450.828491,108.142372,,,
7777,21.602778,-258.291504,1451.83374,108.391586,,,
7778,21.605556,-258.39032,1451.321533,108.531425,,,
7779,21.608333,-258.379181,1451.332275,108.546089,,,
7780,21.611111,-258.33017,1451.869263,108.456902,,,
7781,21.613889,-258.380859,1451.323364,108.560471,,,
7782,21.616667,-258.385681,1451.333984,108.561752,,,
7783,21.619444,-258.336823,1451.889404,108.452522,,,
7784,21.622222,-258.343719,1451.891235,108.477684,,,
7785,21.625,-258.343567,1451.907349,108.464218,,,
7786,21.627778,-258.450775,1451.353882,108.52182,,,
7787,21.630556,-258.449554,1451.357544,108.524551,,,
7788,21.633333,-258.466003,1451.371704,108.505981,,,
7789,21.636111,-258.472778,1451.375732,108.491333,,,
7790,21.638889,-256.991486,1449.164063,108.159279,,,
7791,21.641667,-257.007629,1449.14624,108.222443,,,
7792,21.644444,-257.005981,1449.142578,108.196411,,,
7793,21.647222,-257.010895,1449.14502,108.192322,,,
7794,21.65,-257.013214,1449.13855,108.195068,,,
7795,21.652778,-257.003448,1449.135864,108.180313,,,
7796,21.655556,-256.99884,1449.131592,108.155579,,,
7797,21.658333,-257.004639,1449.132446,108.137672,,,
7798,21.661111,-256.989136,1449.121704,108.146446,,,
7799,21.663889,-256.985016,1449.186646,108.134224,,,
7800,21.666667,-256.985535,1449.119995,108.086914,,,
7801,21.669444,-256.9534,1449.185181,108.051613,,,
7802,21.672222,-256.962891,1449.112793,108.058403,,,
7803,21.675,-256.949646,1449.185913,108.046593,,,
7804,21.677778,-256.949799,1449.106079,107.976089,,,
7805,21.680556,-256.947113,1449.172729,108.003098,,,
7806,21.683333,-258.328003,1451.340698,108.922752,,,
7807,21.686111,-259.042297,1449.577026,107.855919,,,
7808,21.688889,-258.298096,1450.901367,106.850739,,,
7809,21.691667,-258.365112,1450.486572,106.99733,,,
7810,21.694444,-258.371399,1450.481934,107.002869,,,
7811,21.697222,-258.367554,1450.470093,107.003761,,,
7812,21.7,-258.374481,1450.465332,107.011368,,,
7813,21.702778,-258.421356,1450.922974,106.842148,,,
7814,21.705556,-258.371155,1450.483276,107.01033,,,
7815,21.708333,-258.415009,1450.667969,106.95327,,,
7816,21.711111,-258.345612,1451.311768,108.950562,,,
7817,21.713889,-258.343018,1451.32605,108.958778,,,
7818,21.716667,-258.351257,1451.357666,108.963287,,,
7819,21.719444,-258.34964,1451.373779,108.966446,,,
7820,21.722222,-258.377228,1451.547363,108.988701,,,
7821,21.725,-258.381836,1451.557739,109.006203,,,
7822,21.727778,-258.362244,1451.410767,108.98201,,,
7823,21.730556,-257.081848,1449.179321,108.202049,,,
7824,21.733333,-257.063629,1449.248657,108.240143,,,
7825,21.736111,-258.370483,1451.438599,108.965652,,,
7826,21.738889,-258.323059,1451.613403,108.941544,,,
7827,21.741667,-257.076965,1449.179565,108.18911,,,
7828,21.744444,-257.017426,1449.210449,108.175415,,,
7829,21.747222,-257.05011,1449.166016,108.095116,,,
7830,21.75,-257.037537,1449.167236,108.075737,,,
7831,21.752778,-256.993896,1449.193481,108.039139,,,
7832,21.755556,-257.020355,1449.203003,108.050369,,,
7833,21.758333,-257.011139,1449.201172,108.029083,,,
7834,21.761111,-257.023315,1449.25769,107.971474,,,
7835,21.763889,-257.002411,1449.189087,107.956406,,,
7836,21.766667,-256.999664,1449.139648,107.837799,,,
7837,21.769444,-256.999908,1449.18457,107.91156,,,
7838,21.772222,-258.441101,1450.531494,107.307907,,,
7839,21.775,-258.521149,1450.937134,107.294868,,,
7840,21.777778,-258.445007,1450.491455,107.311157,,,
7841,21.780556,-258.516052,1450.919556,107.286911,,,
7842,21.783333,-258.446747,1450.464722,107.047638,,,
7843,21.786111,-258.4375,1450.496094,107.322006,,,
7844,21.788889,-258.517303,1450.937134,107.301888,,,
7845,21.791667,-258.570984,1451.099121,106.966415,,,
7846,21.794444,-258.569672,1451.105469,106.96962,,,
7847,21.797222,-258.563263,1451.122803,106.957817,,,
7848,21.8,-258.498535,1450.861694,107.030609,,,
7849,21.802778,-258.568237,1451.148682,106.951027,,,
7850,21.805556,-258.499176,1450.881348,107.017159,,,
7851,21.808333,-258.50589,1450.905151,107.025948,,,
7852,21.811111,-258.56778,1451.175781,106.962471,,,
7853,21.813889,-258.591461,1451.178589,106.954018,,,
7854,21.816667,-258.564331,1451.880493,108.608612,,,
7855,21.819444,-258.46637,1451.576172,109.040527,,,
7856,21.822222,-257.139191,1449.207764,108.21743,,,
7857,21.825,-257.172699,1449.228882,108.339455,,,
7858,21.827778,-257.131775,1449.221313,108.147903,,,
7859,21.830556,-257.153687,1449.221191,108.251564,,,
7860,21.833333,-257.161621,1449.278687,108.255417,,,
7861,21.836111,-257.126495,1449.223877,108.198059,,,
7862,21.838889,-257.153198,1449.276367,108.129173,,,
7863,21.841667,-257.104126,1449.283813,107.826462,,,
7864,21.844444,-258.599274,1451.50708,108.605812,,,
7865,21.847222,-258.577728,1451.504639,108.623924,,,
7866,21.85,-257.108948,1449.283325,107.969788,,,
7867,21.852778,-258.588806,1451.486084,108.611305,,,
7868,21.855556,-258.501556,1450.660522,107.113007,,,
7869,21.858333,-258.576965,1450.934937,107.034912,,,
7870,21.861111,-258.493164,1450.484375,107.075333,,,
7871,21.863889,-258.683838,1451.577026,108.533813,,,
7872,21.866667,-258.567719,1450.919189,107.052727,,,
7873,21.869444,-258.930634,1450.813599,108.280937,,,
7874,21.872222,-258.594757,1451.804688,108.613617,,,
7875,21.875,-258.591064,1451.805176,108.600639,,,
7876,21.877778,-258.585144,1451.298096,108.615471,,,
7877,21.880556,-258.590576,1451.309448,108.612633,,,
7878,21.883333,-258.578064,1451.328613,108.616119,,,
7879,21.886111,-258.577637,1451.331909,108.61422,,,
7880,21.888889,-258.576752,1451.3396,108.625076,,,
7881,21.891667,-258.599426,1451.857178,108.629219,,,
7882,21.894444,-258.636475,1451.349976,108.589661,,,
7883,21.897222,-258.655914,1451.36438,108.580429,,,
7884,21.9,-258.652344,1451.537476,108.6222,,,
7885,21.902778,-258.666656,1451.373657,108.575844,,,
7886,21.905556,-258.660675,1451.546753,108.619072,,,
7887,21.908333,-259.064331,1450.789917,108.243706,,,
7888,21.911111,-258.645905,1451.550415,108.649323,,,
7889,21.913889,-258.68689,1451.545044,108.618309,,,
7890,21.916667,-258.700562,1451.528809,108.606369,,,
7891,21.919444,-258.671844,1451.525757,108.634995,,,
7892,21.922222,-258.674469,1451.523438,108.642105,,,
7893,21.925,-258.649475,1451.510864,108.635994,,,
7894,21.927778,-258.646576,1451.505493,108.650673,,,
7895,21.930556,-258.619659,1451.491577,108.670135,,,
7896,21.933333,-257.165314,1449.177368,107.8759,,,
7897,21.936111,-257.156372,1449.181519,107.814636,,,
7898,21.938889,-257.169739,1449.249878,107.776321,,,
7899,21.941667,-259.090698,1451.149658,108.302177,,,
7900,21.944444,-258.625671,1451.633667,108.714264,,,
7901,21.947222,-257.125641,1449.241089,107.685692,,,
7902,21.95,-258.652557,1451.797119,108.655167,,,
7903,21.952778,-258.634521,1451.657715,108.695053,,,
7904,21.955556,-258.634521,1451.460449,108.676117,,,
7905,21.958333,-258.631927,1451.469116,108.689468,,,
7906,21.961111,-258.638,1451.496826,108.695786,,,
7907,21.963889,-258.656067,1451.821533,108.664391,,,
7908,21.966667,-258.653015,1451.496338,108.675499,,,
7909,21.969444,-258.638977,1451.507568,108.691963,,,
7910,21.972222,-257.204956,1449.167725,108.096313,,,
7911,21.975,-258.674957,1451.345703,108.656403,,,
7912,21.977778,-258.66394,1451.516968,108.68779,,,
7913,21.980556,-257.254669,1449.142456,108.290054,,,
7914,21.983333,-257.264679,1449.087158,108.252335,,,
7915,21.986111,-257.287537,1449.113159,108.418755,,,
7916,21.988889,-257.291809,1449.109863,108.449577,,,
7917,21.991667,-257.302307,1449.109375,108.492233,,,
7918,21.994444,-257.31781,1449.093384,108.49749,,,
7919,21.997222,-257.330658,1449.083008,108.527817,,,
7920,22,-257.347015,1449.109375,108.485222,,,
7921,22.002778,-257.345795,1449.037109,108.419983,,,
7922,22.005556,-257.363159,1449.130249,108.501282,,,
7923,22.008333,-257.356476,1449.135254,108.443878,,,
7924,22.011111,-257.31073,1449.089966,108.319817,,,
7925,22.013889,-257.313263,1449.052612,108.233002,,,
7926,22.016667,-258.82663,1451.169312,107.208557,,,
7927,22.019444,-258.70871,1450.940552,107.398888,,,
7928,22.022222,-258.707855,1450.663574,107.140205,,,
7929,22.025,-258.718079,1450.913208,107.123711,,,
7930,22.027778,-257.241394,1449.137695,107.982788,,,
7931,22.030556,-258.712555,1451.801147,108.709373,,,
7932,22.033333,-258.681763,1451.46167,108.773857,,,
7933,22.036111,-258.682892,1451.470093,108.778954,,,
7934,22.038889,-258.709808,1451.811279,108.700935,,,
7935,22.041667,-258.687988,1451.803955,108.695412,,,
7936,22.044444,-257.247284,1449.232056,107.894211,,,
7937,22.047222,-257.243408,1449.247437,107.901321,,,
7938,22.05,-257.243317,1449.252686,107.897141,,,
7939,22.052778,-258.683838,1451.506104,108.735611,,,
7940,22.055556,-258.703369,1451.828491,108.689934,,,
7941,22.058333,-257.238403,1449.204102,107.988213,,,
7942,22.061111,-258.723846,1451.842041,108.698982,,,
7943,22.063889,-258.714417,1451.847412,108.724106,,,
7944,22.066667,-257.300873,1449.25415,108.111038,,,
7945,22.069444,-258.757843,1450.988647,107.30291,,,
7946,22.072222,-258.767365,1450.994995,107.314728,,,
7947,22.075,-257.302521,1449.210938,108.22493,,,
7948,22.077778,-257.318451,1449.168579,108.268425,,,
7949,22.080556,-257.319519,1449.159668,108.296761,,,
7950,22.083333,-257.336121,1449.176514,108.282066,,,
7951,22.086111,-257.331207,1449.13562,108.311905,,,
7952,22.088889,-257.314697,1449.12793,108.297668,,,
7953,22.091667,-257.318481,1449.113037,108.310745,,,
7954,22.094444,-257.311829,1449.113281,108.255371,,,
7955,22.097222,-258.839111,1451.18457,107.260033,,,
7956,22.1,-258.839081,1451.175293,107.254341,,,
7957,22.102778,-258.795502,1451.089844,107.100876,,,
7958,22.105556,-258.796051,1451.081055,107.096619,,,
7959,22.108333,-258.714355,1450.645996,107.169815,,,
7960,22.111111,-258.724091,1451.293457,108.784325,,,
7961,22.113889,-258.646545,1451.273438,109.156372,,,
7962,22.116667,-258.724365,1451.296631,108.774803,,,
7963,22.119444,-258.725372,1451.300781,108.783508,,,
7964,22.122222,-258.716949,1451.480469,108.79068,,,
7965,22.125,-258.703308,1451.490356,108.802361,,,
7966,22.127778,-258.712372,1451.491577,108.79216,,,
7967,22.130556,-258.716431,1451.334595,108.775261,,,
7968,22.133333,-258.715637,1451.51123,108.790314,,,
7969,22.136111,-258.740631,1451.337769,108.767143,,,
7970,22.138889,-258.743652,1451.844116,108.753845,,,
7971,22.141667,-258.72818,1451.527222,108.782341,,,
7972,22.144444,-258.72641,1450.898682,107.180756,,,
7973,22.147222,-258.736115,1450.902344,107.181686,,,
7974,22.15,-257.276703,1449.216064,107.971771,,,
7975,22.152778,-258.661377,1451.549438,109.186676,,,
7976,22.155556,-258.673096,1451.551758,109.188713,,,
7977,22.158333,-257.262146,1449.23999,107.918823,,,
7978,22.161111,-258.765625,1451.515991,108.7826,,,
7979,22.163889,-258.775513,1451.505493,108.780159,,,
7980,22.166667,-257.279541,1449.236816,107.944786,,,
7981,22.169444,-258.817688,1450.960083,107.354462,,,
7982,22.172222,-258.822357,1450.94873,107.347267,,,
7983,22.175,-257.293854,1449.213745,107.92701,,,
7984,22.177778,-258.825287,1450.932007,107.349838,,,
7985,22.180556,-258.773376,1451.485962,108.820679,,,
7986,22.183333,-258.776093,1451.47522,108.826797,,,
7987,22.186111,-258.763306,1451.479004,108.842255,,,
7988,22.188889,-258.768616,1451.476074,108.841873,,,
7989,22.191667,-258.779816,1451.299194,108.80397,,,
7990,22.194444,-258.777252,1451.288208,108.808167,,,
7991,22.197222,-258.777649,1451.293457,108.808197,,,
7992,22.2,-258.765533,1451.2854,108.818214,,,
7993,22.202778,-258.762329,1451.660645,108.825523,,,
7994,22.205556,-258.765442,1451.670288,108.829048,,,
7995,22.208333,-258.757874,1451.671143,108.840935,,,
7996,22.211111,-258.763641,1451.302612,108.832253,,,
7997,22.213889,-258.781281,1451.322876,108.809708,,,
7998,22.216667,-258.799072,1451.314209,108.795807,,,
7999,22.219444,-258.791412,1451.327026,108.805496,,,
8000,22.222222,-258.800964,1451.33252,108.79744,,,
8001,22.225,-258.806152,1451.830566,108.786736,,,
8002,22.227778,-257.347137,1449.119995,108.123291,,,
8003,22.230556,-258.781219,1451.492188,108.857628,,,
8004,22.233333,-258.800903,1451.494141,108.823502,,,
8005,22.236111,-257.336945,1449.181763,108.181206,,,
8006,22.238889,-258.804413,1451.491577,108.820663,,,
8007,22.241667,-258.812195,1451.494141,108.825401,,,
8008,22.244444,-257.317535,1449.214722,108.103836,,,
8009,22.247222,-258.833344,1451.484009,108.814667,,,
8010,22.25,-259.504303,1451.02002,108.296875,,,
8011,22.252778,-257.307159,1449.221069,108.003922,,,
8012,22.255556,-259.580658,1450.540283,108.284813,,,
8013,22.258333,-259.394745,1451.132935,108.379768,,,
8014,22.261111,-257.28894,1449.227661,107.907364,,,
8015,22.263889,-257.287537,1449.233765,107.840523,,,
8016,22.266667,-257.282898,1449.230469,107.794449,,,
8017,22.269444,-259.115021,1451.189087,108.572472,,,
8018,22.272222,-259.197968,1451.171997,108.512703,,,
8019,22.275,-258.959625,1451.417236,108.716942,,,
8020,22.277778,-258.813599,1451.64209,108.837257,,,
8021,22.280556,-258.814941,1451.656128,108.830498,,,
8022,22.283333,-258.808746,1451.655273,108.838852,,,
8023,22.286111,-258.810791,1451.665894,108.841347,,,
8024,22.288889,-258.813385,1451.663208,108.853348,,,
8025,22.291667,-258.814148,1451.67688,108.844872,,,
8026,22.294444,-258.810425,1451.306274,108.849281,,,
8027,22.297222,-258.814667,1451.315796,108.836143,,,
8028,22.3,-258.828278,1451.828857,108.797768,,,
8029,22.302778,-258.817383,1451.496582,108.843819,,,
8030,22.305556,-258.827881,1451.841797,108.811523,,,
8031,22.308333,-258.838867,1451.841675,108.827232,,,
8032,22.311111,-258.831207,1451.83313,108.826187,,,
8033,22.313889,-258.852509,1451.831055,108.814407,,,
8034,22.316667,-258.869781,1450.945557,107.395798,,,
8035,22.319444,-258.931854,1451.232788,107.309792,,,
8036,22.322222,-257.449066,1449.139526,108.50441,,,
8037,22.325,-257.422455,1449.146118,108.454643,,,
8038,22.327778,-257.41095,1449.165283,108.365242,,,
8039,22.330556,-257.40921,1449.156128,108.37133,,,
8040,22.333333,-257.405914,1449.168579,108.267311,,,
8041,22.336111,-257.383179,1449.170166,108.225655,,,
8042,22.338889,-257.360809,1449.179688,108.132019,,,
8043,22.341667,-257.353394,1449.192627,108.04023,,,
8044,22.344444,-257.34256,1449.186157,107.971863,,,
8045,22.347222,-257.359283,1449.248291,107.93145,,,
8046,22.35,-257.323181,1449.202271,107.878609,,,
8047,22.352778,-257.358063,1449.251099,107.889595,,,
8048,22.355556,-257.320587,1449.199463,107.862083,,,
8049,22.358333,-257.321106,1449.192627,107.86219,,,
8050,22.361111,-258.839691,1451.810059,108.787384,,,
8051,22.363889,-258.823242,1451.498291,108.82589,,,
8052,22.366667,-258.842194,1451.321045,108.803185,,,
8053,22.369444,-258.843445,1451.319336,108.813934,,,
8054,22.372222,-258.832764,1451.837524,108.787376,,,
8055,22.375,-258.842346,1451.327515,108.825531,,,
8056,22.377778,-258.815063,1451.68811,108.84594,,,
8057,22.380556,-258.830627,1451.338867,108.830093,,,
8058,22.383333,-258.816925,1451.531738,108.838432,,,
8059,22.386111,-258.84433,1451.345459,108.828415,,,
8060,22.388889,-258.834137,1451.523071,108.837326,,,
8061,22.391667,-258.836029,1451.8479,108.800507,,,
8062,22.394444,-258.853912,1451.517822,108.856735,,,
8063,22.397222,-258.882385,1451.510498,108.842575,,,
8064,22.4,-258.857727,1451.835693,108.828011,,,
8065,22.402778,-257.485931,1449.125977,108.585106,,,
8066,22.405556,-258.878113,1451.490967,108.853691,,,
8067,22.408333,-258.94931,1451.216675,107.337402,,,
8068,22.411111,-257.471588,1449.123047,108.55014,,,
8069,22.413889,-257.464844,1449.123413,108.514175,,,
8070,22.416667,-257.45755,1449.126465,108.528328,,,
8071,22.419444,-257.45163,1449.130615,108.439285,,,
8072,22.422222,-257.440125,1449.125,108.417854,,,
8073,22.425,-257.45929,1449.179321,108.398697,,,
8074,22.427778,-257.417877,1449.125854,108.30545,,,
8075,22.430556,-257.410126,1449.115967,108.24823,,,
8076,22.433333,-257.395905,1449.131592,108.191399,,,
8077,22.436111,-257.384186,1449.125488,108.139366,,,
8078,22.438889,-257.409393,1449.192993,108.106422,,,
8079,22.441667,-257.378387,1449.088989,107.945175,,,
8080,22.444444,-258.851501,1451.467896,108.834038,,,
8081,22.447222,-258.84436,1451.477539,108.84446,,,
8082,22.45,-258.8461,1451.467651,108.836639,,,
8083,22.452778,-258.850189,1451.473633,108.835068,,,
8084,22.455556,-258.87027,1451.81665,108.78656,,,
8085,22.458333,-258.856415,1451.659302,108.835075,,,
8086,22.461111,-258.878662,1451.82373,108.77832,,,
8087,22.463889,-258.841827,1451.674072,108.849533,,,
8088,22.466667,-258.881104,1451.477295,108.813408,,,
8089,22.469444,-258.896027,1451.818604,108.800522,,,
8090,22.472222,-258.831055,1451.495361,108.889938,,,
8091,22.475,-258.886444,1451.820435,108.817917,,,
8092,22.477778,-258.899048,1451.814453,108.805496,,,
8093,22.480556,-257.482391,1449.164063,108.26474,,,
8094,22.483333,-257.481476,1449.155273,108.368416,,,
8095,22.486111,-258.875488,1451.484863,108.882813,,,
8096,22.488889,-259.002167,1451.199463,107.339409,,,
8097,22.491667,-258.907227,1451.480469,108.855309,,,
8098,22.494444,-259.00415,1451.196899,107.339279,,,
8099,22.497222,-258.943817,1450.922852,107.407692,,,
8100,22.5,-258.94812,1450.921265,107.405067,,,
8101,22.502778,-257.535553,1449.191528,108.435997,,,
8102,22.505556,-257.502136,1449.138672,108.398582,,,
8103,22.508333,-257.512115,1449.18811,108.406433,,,
8104,22.511111,-258.817688,1451.467163,109.262238,,,
8105,22.513889,-258.884918,1451.468628,108.88942,,,
8106,22.516667,-258.890625,1451.465942,108.873306,,,
8107,22.519444,-258.884247,1451.452515,108.872864,,,
8108,22.522222,-258.893402,1451.459595,108.846085,,,
8109,22.525,-258.900787,1451.281494,108.834343,,,
8110,22.527778,-258.889954,1451.453125,108.84269,,,
8111,22.530556,-258.917877,1451.270996,108.80072,,,
8112,22.533333,-258.904602,1451.272095,108.812637,,,
8113,22.536111,-258.905396,1451.267822,108.824104,,,
8114,22.538889,-258.900635,1451.265137,108.814026,,,
8115,22.541667,-258.908966,1451.261597,108.801888,,,
8116,22.544444,-258.894257,1451.616943,108.829445,,,
8117,22.547222,-258.908813,1451.776123,108.792923,,,
8118,22.55,-258.896851,1451.435547,108.845474,,,
8119,22.552778,-258.908142,1451.435913,108.840103,,,
8120,22.555556,-258.92865,1451.256226,108.833252,,,
8121,22.558333,-258.906921,1451.447266,108.848396,,,
8122,22.561111,-257.283051,1449.105347,108.659019,,,
8123,22.563889,-258.929596,1451.450806,108.837616,,,
8124,22.566667,-258.942383,1451.4646,108.82592,,,
8125,22.569444,-257.471802,1449.181519,108.139793,,,
8126,22.572222,-258.954346,1451.464966,108.840378,,,
8127,22.575,-258.955566,1451.465698,108.818245,,,
8128,22.577778,-257.497284,1449.190674,108.233917,,,
8129,22.580556,-258.976929,1451.494263,108.84948,,,
8130,22.583333,-259.034332,1451.200928,107.325661,,,
8131,22.586111,-258.92749,1451.491089,108.878616,,,
8132,22.588889,-259.280212,1452.712769,106.042465,,,
8133,22.591667,-258.881744,1452.931396,106.282928,,,
8134,22.594444,-258.947388,1451.498779,108.893303,,,
8135,22.597222,-258.902252,1451.487915,108.882217,,,
8136,22.6,-258.947937,1451.499146,108.877953,,,
8137,22.602778,-258.95282,1451.491577,108.87146,,,
8138,22.605556,-258.946533,1451.490723,108.869049,,,
8139,22.608333,-258.948456,1451.494263,108.871094,,,
8140,22.611111,-258.960358,1451.305298,108.84449,,,
8141,22.613889,-258.951172,1451.478638,108.863747,,,
8142,22.616667,-258.967407,1451.296631,108.850395,,,
8143,22.619444,-258.968048,1451.276855,108.840706,,,
8144,22.622222,-258.951416,1451.471802,108.860794,,,
8145,22.625,-258.955688,1451.468994,108.853149,,,
8146,22.627778,-258.967804,1451.272339,108.865944,,,
8147,22.630556,-258.957764,1451.443115,108.874939,,,
8148,22.633333,-258.95575,1451.45105,108.855782,,,
8149,22.636111,-258.991394,1451.269531,108.842705,,,
8150,22.638889,-259.283936,1452.644531,106.013069,,,
8151,22.641667,-258.88678,1452.829102,106.106758,,,
8152,22.644444,-259.281586,1452.649414,106.015831,,,
8153,22.647222,-259.206696,1452.772095,106.383217,,,
8154,22.65,-259.287598,1452.657227,106.027527,,,
8155,22.652778,-259.294678,1452.664673,106.025787,,,
8156,22.655556,-257.510986,1449.181396,108.150833,,,
8157,22.658333,-259.289764,1452.677612,106.036842,,,
8158,22.661111,-257.520233,1449.195068,108.187019,,,
