Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1574,4.372222,148.201614,-14.590448,173.116165,-264.635071,1449.255615,110.240799,-1.170828,-5.928275,-2.632115,-252.269958,1349.030273,100.051476
1575,4.375,148.202835,-14.67196,173.096237,-264.630005,1449.241089,110.22718,-1.225073,-5.965177,-2.701293,-252.267746,1349.019531,100.050911
1576,4.377778,148.219849,-14.618205,173.154083,-264.623962,1449.229126,110.229927,-1.206272,-5.94058,-2.669147,-252.266052,1349.011597,100.051575
1577,4.380556,148.216309,-14.59836,173.107376,-264.631287,1449.230591,110.226563,-1.173426,-5.943079,-2.662218,-252.258865,1348.995728,100.043701
1578,4.383333,147.766327,-15.076549,173.354202,-264.523834,1449.365723,110.25074,-1.189126,-5.926359,-2.645106,-252.257645,1348.994263,100.051666
1579,4.386111,147.827103,-15.104513,173.369965,-264.512085,1449.363037,110.250252,-1.196555,-5.963206,-2.609407,-252.249573,1348.991211,100.04657
1580,4.388889,,,,,,,,,,,,
1581,4.391667,147.856979,-15.069928,173.390762,-264.500763,1449.350708,110.255058,-1.103243,-5.961419,-2.645604,-252.233032,1348.979492,100.034019
1582,4.394444,147.848831,-15.091691,173.380478,-264.495056,1449.361206,110.242577,-1.135686,-5.971476,-2.55725,-252.23175,1348.995972,100.042809
1583,4.397222,147.860245,-15.082212,173.348816,-264.48056,1449.366211,110.246597,-1.065998,-6.001982,-2.531819,-252.224777,1349.003906,100.052505
1584,4.4,,,,,,,,,,,,
1585,4.402778,148.287704,-14.622491,173.130005,-264.579834,1449.228516,110.224174,-1.080925,-6.008696,-2.550457,-252.218628,1349.019531,100.056297
1586,4.405556,,,,,,,,,,,,
1587,4.408333,,,,,,,,,,,,
1588,4.411111,,,,,,,,,,,,
1589,4.413889,,,,,,,,,,,,
1590,4.416667,148.336685,-14.590312,173.129837,-264.583191,1449.258545,110.211739,-1.047879,-6.026308,-2.433695,-252.20108,1349.049438,100.044266
1591,4.419444,148.303421,-14.585314,173.090973,-264.577118,1449.27124,110.210373,-1.095289,-6.034266,-2.461459,-252.198242,1349.054932,100.040077
1592,4.422222,148.228394,-14.54436,173.044998,-264.581329,1449.276001,110.208412,-1.11644,-6.037516,-2.496344,-252.200455,1349.05249,100.026253
1593,4.425,148.223206,-14.537877,173.056976,-264.571686,1449.280273,110.211464,-1.113636,-6.031155,-2.463235,-252.197235,1349.059448,100.04174
1594,4.427778,148.194504,-14.544926,173.018799,-264.575775,1449.276489,110.198692,-1.144179,-6.022931,-2.493149,-252.200836,1349.06189,100.031166
1595,4.430556,148.200836,-14.524302,173.044281,-264.579193,1449.280151,110.210236,-1.155285,-6.019969,-2.487762,-252.200806,1349.062988,100.049736
1596,4.433333,148.167786,-14.522241,173.043762,-264.584167,1449.283447,110.208725,-1.342506,-5.916297,-2.592765,-252.185547,1349.083496,100.019218
1597,4.436111,148.185684,-14.500445,173.027222,-264.592621,1449.293213,110.217361,-1.35227,-5.882422,-2.604146,-252.189957,1349.088623,100.042885
1598,4.438889,148.178238,-14.542336,173.008545,-264.588318,1449.294312,110.208916,-1.39501,-5.864072,-2.69231,-252.199768,1349.08606,100.037659
1599,4.441667,148.160904,-14.526257,173.006271,-264.585541,1449.297119,110.215836,-1.408297,-5.893869,-2.639013,-252.194321,1349.088867,100.050484
1600,4.444444,148.325455,-14.451823,172.949371,-264.613861,1449.252075,110.19899,-1.413968,-5.885887,-2.646867,-252.200394,1349.092041,100.053116
1601,4.447222,148.222046,-14.544278,173.064346,-264.598999,1449.302734,110.21595,-1.408439,-5.866209,-2.684232,-252.200241,1349.0802,100.060104
1602,4.45,148.320313,-14.438271,172.925781,-264.623474,1449.257324,110.205734,-1.395343,-5.851905,-2.66141,-252.197647,1349.083984,100.063263
1603,4.452778,148.335495,-14.470936,172.955856,-264.615417,1449.256592,110.208672,-1.362607,-5.857477,-2.713029,-252.211395,1349.081665,100.079559
1604,4.455556,-4.436832,23.100851,4.637638,-263.744049,1450.741333,109.207733,-1.345284,-5.857418,-2.631284,-252.208984,1349.081543,100.084732
1605,4.458333,148.2332,-14.600823,173.090683,-264.59787,1449.297485,110.219536,-1.279684,-5.85198,-2.691134,-252.206955,1349.075195,100.083252
1606,4.461111,148.378479,-14.530436,172.988571,-264.609863,1449.236328,110.200294,-1.292286,-5.85763,-2.714672,-252.203583,1349.077637,100.086624
1607,4.463889,148.235947,-14.607482,173.110764,-264.584473,1449.283203,110.205498,-1.24086,-5.841194,-2.696991,-252.196365,1349.06543,100.066284
1608,4.466667,148.382126,-14.494079,173.026215,-264.610901,1449.240723,110.204895,-1.294359,-5.855782,-2.710813,-252.202011,1349.080444,100.088501
1609,4.469444,148.423325,-14.529488,173.074615,-264.604675,1449.231079,110.216156,-1.164124,-5.853369,-2.650357,-252.196136,1349.065308,100.094543
1610,4.472222,148.423981,-14.525089,173.041214,-264.612732,1449.235962,110.20945,-0.935218,-5.759323,-2.575714,-252.215714,1349.123901,100.12365
1611,4.475,-4.290279,23.041491,4.518179,-263.736847,1450.723755,109.230057,-0.910549,-5.738889,-2.608564,-252.212143,1349.117676,100.106934
1612,4.477778,-87.131142,-77.527672,117.690308,-262.9198,1449.677002,111.041855,-1.181803,-5.853498,-2.683909,-252.191818,1349.06311,100.090897
1613,4.480556,148.513199,-14.500179,173.108078,-264.609344,1449.228027,110.209503,-1.158897,-5.848623,-2.64435,-252.182541,1349.057495,100.074715
1614,4.483333,-3.738283,22.959496,3.777125,-263.711823,1450.626953,109.281784,-1.172656,-5.887924,-2.611326,-252.176605,1349.065552,100.077934
1615,4.486111,148.556946,-14.510435,173.101303,-264.599762,1449.224854,110.207054,-1.014034,-5.992807,-2.567803,-252.203613,1349.045288,100.082878
1616,4.488889,-4.212059,23.03303,4.297106,-263.709381,1450.739868,109.236771,-1.178277,-5.868991,-2.709381,-252.186234,1349.069092,100.082306
1617,4.491667,148.34581,-14.613492,173.140503,-264.570801,1449.28125,110.203896,-0.70958,-5.880512,-2.444396,-252.218246,1349.107788,100.114891
1618,4.494444,148.456421,-14.489755,173.032913,-264.573395,1449.240356,110.18544,-0.731499,-5.923086,-2.39987,-252.214783,1349.11731,100.112656
1619,4.497222,148.307068,-14.592688,173.052734,-264.544708,1449.29834,110.190422,-1.024918,-6.030601,-2.474916,-252.186066,1349.064697,100.085472
1620,4.5,,,,,,,,,,,,
1621,4.502778,148.329559,-14.540597,173.078156,-264.542267,1449.300659,110.193672,-0.740203,-5.95087,-2.39126,-252.205673,1349.129761,100.10762
1622,4.505556,148.407715,-14.395148,172.920441,-264.56543,1449.272461,110.175499,-0.740792,-5.945693,-2.372177,-252.205902,1349.136475,100.113846
1623,4.508333,,,,,,,,,,,,
1624,4.511111,148.486923,-14.433807,172.897186,-264.597198,1449.281738,110.156479,-0.78541,-5.943891,-2.417011,-252.212204,1349.142944,100.126511
1625,4.513889,148.466919,-14.396265,172.845413,-264.607819,1449.294922,110.158012,-0.794856,-5.939255,-2.414286,-252.209579,1349.136353,100.124855
1626,4.516667,,,,,,,,,,,,
1627,4.519444,,,,,,,,,,,,
1628,4.522222,148.452927,-14.398778,172.808975,-264.603943,1449.301392,110.166779,-0.79983,-5.953454,-2.394665,-252.211426,1349.146118,100.147026
1629,4.525,148.474121,-14.343824,172.826614,-264.616028,1449.297729,110.181984,-0.844813,-5.924159,-2.483916,-252.215393,1349.144287,100.16227
1630,4.527778,148.468063,-14.390111,172.838684,-264.611481,1449.292725,110.164383,-0.794242,-5.950375,-2.416397,-252.211487,1349.131226,100.140671
1631,4.530556,148.867004,-14.50551,172.928696,-264.627563,1449.297852,110.182716,-0.805039,-5.950664,-2.364781,-252.217499,1349.135254,100.150711
1632,4.533333,148.780838,-14.4667,172.974945,-264.602173,1449.303955,110.240616,-0.781796,-5.940824,-2.419097,-252.217056,1349.134155,100.15226
1633,4.536111,,,,,,,,,,,,
1634,4.538889,,,,,,,,,,,,
1635,4.541667,148.807297,-14.489258,173.059998,-264.648407,1449.300171,110.276314,-0.723556,-5.8934,-2.473158,-252.235855,1349.113403,100.146263
1636,4.544444,,,,,,,,,,,,
1637,4.547222,,,,,,,,,,,,
1638,4.55,,,,,,,,,,,,
1639,4.552778,-3.940915,23.287466,4.721778,-263.781189,1450.841919,109.176155,-0.837368,-5.72639,-2.66375,-252.221313,1349.148438,100.14286
1640,4.555556,149.048782,-14.643507,173.223068,-264.64679,1449.280029,110.192368,-0.797963,-5.754668,-2.644993,-252.223495,1349.152222,100.150185
1641,4.558333,-3.950254,23.289173,4.731252,-263.78418,1450.856323,109.16362,-0.754187,-5.764509,-2.591866,-252.223312,1349.158447,100.150246
1642,4.561111,143.235764,-19.068827,178.06459,-264.11319,1451.474731,110.539818,-0.669667,-5.757002,-2.579586,-252.216064,1349.15271,100.148567
1643,4.563889,148.959747,-14.788944,173.312195,-264.609406,1449.323364,110.188942,-0.629162,-5.776353,-2.623139,-252.207336,1349.165894,100.136246
1644,4.566667,-3.920225,23.072124,4.389246,-263.727905,1450.862793,109.268005,-0.147675,-5.818314,-2.935975,-252.173752,1349.306152,100.194138
1645,4.569444,148.914276,-14.713235,173.354568,-264.575623,1449.336182,110.232742,-0.104759,-5.828651,-2.977045,-252.169724,1349.298828,100.187637
1646,4.572222,148.939606,-14.762656,173.350571,-264.593628,1449.334839,110.185326,-0.114003,-5.812212,-2.945028,-252.169556,1349.306519,100.177231
1647,4.575,148.948288,-14.750535,173.316238,-264.597168,1449.346436,110.178024,-0.081343,-5.855663,-2.851635,-252.168533,1349.312988,100.192787
1648,4.577778,149.032669,-14.786429,173.308884,-264.578918,1449.340088,110.179329,-0.572227,-5.836539,-2.549594,-252.179565,1349.187622,100.128998
1649,4.580556,149.02562,-14.773212,173.330582,-264.580627,1449.345947,110.179512,-0.599102,-5.829471,-2.608576,-252.187668,1349.182983,100.119751
1650,4.583333,149.029739,-14.758927,173.270477,-264.589966,1449.351318,110.188011,-0.589016,-5.840164,-2.549699,-252.17894,1349.194946,100.123894
1651,4.586111,148.99144,-14.719548,173.24733,-264.583038,1449.353882,110.184395,-0.606843,-5.820657,-2.593864,-252.180038,1349.193726,100.138649
1652,4.588889,,,,,,,,,,,,
1653,4.591667,,,,,,,,,,,,
1654,4.594444,,,,,,,,,,,,
1655,4.597222,,,,,,,,,,,,
1656,4.6,,,,,,,,,,,,
1657,4.602778,148.582779,-14.434732,172.982285,-264.587799,1449.267944,110.154884,-0.594802,-6.005225,-2.366867,-252.185944,1349.134888,100.158577
1658,4.605556,148.583542,-14.433343,172.97139,-264.588562,1449.257324,110.162888,-0.62809,-5.993259,-2.281155,-252.184662,1349.135376,100.143227
1659,4.608333,148.603821,-14.403177,172.983353,-264.609253,1449.252319,110.170967,-0.650514,-5.978817,-2.357776,-252.181732,1349.128418,100.14325
1660,4.611111,148.605499,-14.430155,172.949265,-264.59845,1449.252808,110.153496,-0.632466,-5.990202,-2.337747,-252.195358,1349.108154,100.15995
1661,4.613889,148.59729,-14.412036,172.931976,-264.60849,1449.246704,110.164551,-0.650961,-5.96391,-2.354068,-252.191483,1349.100464,100.15374
1662,4.616667,148.639755,-14.460093,172.949234,-264.601318,1449.231079,110.16922,-0.956818,-6.056095,-2.445021,-252.171631,1349.049316,100.113373
1663,4.619444,,,,,,,,,,,,
1664,4.622222,,,,,,,,,,,,
1665,4.625,,,,,,,,,,,,
1666,4.627778,,,,,,,,,,,,
1667,4.630556,,,,,,,,,,,,
1668,4.633333,,,,,,,,,,,,
1669,4.636111,148.478012,-14.654156,173.206055,-264.557831,1449.255005,110.205902,-0.766003,-6.012533,-2.487329,-252.18866,1349.032837,100.13028
1670,4.638889,148.49971,-14.638783,173.244492,-264.554993,1449.26355,110.207558,-0.499147,-5.931519,-2.48662,-252.212845,1349.10083,100.148621
1671,4.641667,148.53685,-14.698395,173.259476,-264.566406,1449.269409,110.212402,-0.459258,-5.923161,-2.454206,-252.212936,1349.105225,100.142082
1672,4.644444,-4.078192,23.022259,4.229045,-263.732147,1450.748779,109.239204,-0.396968,-5.907506,-2.441777,-252.217834,1349.105957,100.135597
1673,4.647222,148.64624,-14.770875,173.329437,-264.588989,1449.262085,110.161278,-0.671159,-6.010845,-2.510348,-252.203995,1349.058105,100.088585
1674,4.65,-4.070881,23.034964,4.245656,-263.737518,1450.763184,109.237259,-0.40532,-5.903533,-2.479964,-252.229507,1349.124634,100.117928
1675,4.652778,148.574722,-14.738931,173.314438,-264.572449,1449.27417,110.198471,-0.343752,-5.905354,-2.466944,-252.225128,1349.116211,100.114197
1676,4.655556,-4.096739,23.065514,4.23864,-263.746094,1450.768188,109.223503,-0.380671,-5.897412,-2.496389,-252.22612,1349.130493,100.121925
1677,4.658333,148.573685,-14.700784,173.340439,-264.586792,1449.281616,110.204811,-0.405479,-5.921986,-2.395778,-252.229477,1349.130371,100.110252
1678,4.661111,-4.12497,23.064615,4.233928,-263.749054,1450.765137,109.217529,-0.614033,-5.805718,-2.538275,-252.21431,1349.15918,100.10511
1679,4.663889,148.51181,-14.708065,173.275528,-264.574341,1449.292114,110.214493,-0.631792,-5.830533,-2.558736,-252.208862,1349.155029,100.104881
1680,4.666667,-4.139359,23.015686,4.201519,-263.740479,1450.751343,109.227905,-0.74611,-6.014215,-2.542175,-252.212799,1349.079102,100.083145
1681,4.669444,,,,,,,,,,,,
1682,4.672222,,,,,,,,,,,,
1683,4.675,,,,,,,,,,,,
1684,4.677778,,,,,,,,,,,,
1685,4.680556,148.402969,-14.59083,173.115036,-264.581787,1449.299072,110.212753,-0.650322,-5.98824,-2.376938,-252.236038,1349.132568,100.102814
1686,4.683333,148.329666,-14.575677,173.034439,-264.568604,1449.304077,110.203163,-1.005738,-6.064821,-2.431788,-252.213776,1349.079346,100.077087
1687,4.686111,148.306732,-14.561369,173.02179,-264.564117,1449.313477,110.211784,-1.04812,-6.084909,-2.48573,-252.20993,1349.077148,100.089546
1688,4.688889,148.281143,-14.52771,173.00972,-264.567017,1449.299561,110.218811,-1.083703,-6.092562,-2.474523,-252.209991,1349.071411,100.084785
1689,4.691667,148.253021,-14.49406,172.976852,-264.572815,1449.298706,110.22216,-1.14764,-6.082257,-2.430134,-252.217026,1349.067017,100.079262
1690,4.694444,148.778091,-13.960073,172.557144,-264.794739,1449.102295,110.290611,-1.173906,-6.096203,-2.378253,-252.215179,1349.054199,100.082405
1691,4.697222,-85.032158,-78.71579,118.568436,-262.913177,1449.31665,110.988937,-1.211064,-6.110859,-2.391658,-252.218842,1349.048462,100.08828
1692,4.7,,,,,,,,,,,,
1693,4.702778,-2.859163,22.929831,3.838702,-263.697998,1450.241577,109.170341,-1.253593,-6.108243,-2.41486,-252.2164,1349.025269,100.076294
1694,4.705556,,,,,,,,,,,,
1695,4.708333,,,,,,,,,,,,
1696,4.711111,148.157928,-14.504525,172.984467,-264.60202,1449.243774,110.226364,-1.256232,-6.041619,-2.455305,-252.229218,1349.005371,100.069008
1697,4.713889,147.750534,-14.921518,173.215363,-264.511993,1449.38208,110.239998,-1.251009,-6.053192,-2.487128,-252.237137,1348.997192,100.052078
1698,4.716667,147.798218,-15.019101,173.262527,-264.518768,1449.365112,110.231331,-1.199923,-6.061157,-2.481938,-252.2332,1348.991943,100.063881
1699,4.719444,,,,,,,,,,,,
1700,4.722222,,,,,,,,,,,,
1701,4.725,147.842239,-15.046292,173.320847,-264.491058,1449.356445,110.242035,-1.050816,-6.044806,-2.434531,-252.239532,1348.975952,100.044983
1702,4.727778,147.873199,-15.064063,173.3591,-264.493134,1449.345825,110.238121,-1.067835,-6.047011,-2.524105,-252.235031,1348.984253,100.048538
1703,4.730556,,,,,,,,,,,,
1704,4.733333,,,,,,,,,,,,
1705,4.736111,,,,,,,,,,,,
1706,4.738889,,,,,,,,,,,,
1707,4.741667,148.373901,-14.688149,173.134674,-264.588867,1449.241577,110.23111,-0.843663,-6.040221,-2.597214,-252.243454,1349.032959,100.061447
1708,4.744444,148.402603,-14.659401,173.144272,-264.589203,1449.255249,110.224609,-0.890446,-6.024864,-2.61657,-252.259018,1349.048218,100.046082
1709,4.747222,,,,,,,,,,,,
1710,4.75,,,,,,,,,,,,
1711,4.752778,148.379257,-14.609761,173.093552,-264.59024,1449.287354,110.241829,-0.906787,-6.024553,-2.640794,-252.262527,1349.080933,100.053635
1712,4.755556,148.352783,-14.580166,173.070221,-264.611603,1449.297363,110.234848,-0.890047,-6.008368,-2.589774,-252.264984,1349.081665,100.058105
1713,4.758333,148.320068,-14.555282,173.03334,-264.592499,1449.306274,110.242989,-0.90753,-6.025648,-2.540318,-252.259232,1349.091919,100.053909
1714,4.761111,148.273804,-14.542221,173.013214,-264.606506,1449.317505,110.235359,-1.022065,-6.023828,-2.568875,-252.257263,1349.106323,100.070107
1715,4.763889,148.240723,-14.499086,172.992371,-264.605286,1449.324951,110.249756,-1.031879,-6.024682,-2.594234,-252.260925,1349.103271,100.051765
1716,4.766667,148.184418,-14.487452,172.934204,-264.604553,1449.332031,110.23468,-1.070742,-6.045477,-2.513334,-252.255646,1349.113037,100.065033
1717,4.769444,148.118607,-14.447818,172.900452,-264.605896,1449.341187,110.251877,-1.13432,-6.04432,-2.53083,-252.24617,1349.11084,100.065605
1718,4.772222,148.07724,-14.441582,172.895401,-264.603638,1449.337402,110.248062,-1.161681,-6.031647,-2.458444,-252.25618,1349.107788,100.066559
1719,4.775,148.12999,-14.402309,172.899338,-264.611633,1449.33252,110.256638,-1.238127,-6.049345,-2.575408,-252.254486,1349.101807,100.067085
1720,4.777778,148.058975,-14.395935,172.833984,-264.615387,1449.340332,110.238441,-1.284945,-6.042471,-2.556955,-252.260986,1349.095337,100.057693
1721,4.780556,148.062363,-14.401196,172.835968,-264.615784,1449.325073,110.242722,-1.286423,-6.038254,-2.491367,-252.256927,1349.085327,100.044815
1722,4.783333,148.038498,-14.442314,172.847504,-264.608215,1449.315063,110.238266,-1.32372,-6.077673,-2.532272,-252.25473,1349.075195,100.054924
1723,4.786111,148.079254,-14.405819,172.882629,-264.612122,1449.299438,110.236389,-1.342798,-6.079309,-2.462841,-252.254547,1349.065063,100.049706
1724,4.788889,148.062149,-14.458835,172.848724,-264.606812,1449.294922,110.232956,-1.344635,-6.087267,-2.468426,-252.252365,1349.049561,100.035843
1725,4.791667,147.60437,-14.849334,173.12883,-264.515259,1449.423096,110.252296,-1.353245,-6.078531,-2.544895,-252.253082,1349.029419,100.037758
1726,4.794444,147.591858,-14.897943,173.119461,-264.517242,1449.413574,110.250618,-1.384029,-6.052302,-2.507629,-252.25029,1349.017822,100.028656
1727,4.797222,147.615173,-14.876769,173.163025,-264.521545,1449.394409,110.242531,-1.367539,-6.063109,-2.562557,-252.254608,1349.004761,100.025169
1728,4.8,147.623428,-14.924514,173.215714,-264.509247,1449.385254,110.242081,-1.385248,-6.05763,-2.469279,-252.247757,1349.001465,100.035583
1729,4.802778,147.694229,-14.95138,173.264633,-264.510834,1449.369019,110.246277,-1.310912,-6.05514,-2.481678,-252.251205,1348.986206,100.021828
1730,4.805556,147.665359,-15.010897,173.265228,-264.489441,1449.359131,110.239326,-1.280511,-6.079572,-2.460366,-252.24292,1348.976807,100.029335
1731,4.808333,147.740906,-14.973421,173.345108,-264.495728,1449.351807,110.251907,-1.325377,-6.078253,-2.500534,-252.246048,1348.978638,100.025742
1732,4.811111,147.855331,-15.123363,173.461533,-264.478516,1449.315186,110.236122,-1.246143,-6.073695,-2.543952,-252.246918,1348.976196,100.020653
1733,4.813889,147.817062,-15.050688,173.362823,-264.488525,1449.345825,110.240669,-1.188322,-6.067203,-2.548434,-252.250992,1348.963257,100.030586
1734,4.816667,147.851212,-15.041059,173.385757,-264.503876,1449.344238,110.239464,-1.139704,-6.0725,-2.509869,-252.24707,1348.973022,100.018326
1735,4.819444,,,,,,,,,,,,
1736,4.822222,,,,,,,,,,,,
1737,4.825,,,,,,,,,,,,
1738,4.827778,,,,,,,,,,,,
1739,4.830556,148.304092,-14.631092,173.070343,-264.583374,1449.247192,110.226738,-0.987062,-6.057908,-2.570484,-252.255859,1349.027832,100.046104
1740,4.833333,148.317566,-14.593531,173.043533,-264.588989,1449.25415,110.234314,-0.942468,-6.05708,-2.562768,-252.254868,1349.046509,100.05262
1741,4.836111,,,,,,,,,,,,
1742,4.838889,,,,,,,,,,,,
1743,4.841667,148.335464,-14.561429,172.979584,-264.586395,1449.306885,110.249191,-0.89829,-6.060503,-2.529395,-252.257263,1349.093384,100.083832
1744,4.844444,148.318726,-14.550077,172.946655,-264.58786,1449.320557,110.242607,-0.603148,-5.945388,-2.480919,-252.271561,1349.154053,100.094604
1745,4.847222,148.279526,-14.529375,172.89325,-264.584473,1449.340454,110.239166,-0.564494,-5.958725,-2.320788,-252.273056,1349.165894,100.117134
1746,4.85,148.703171,-14.563121,172.984589,-264.605988,1449.360718,110.279991,-0.574808,-5.964954,-2.380283,-252.269958,1349.171021,100.118385
1747,4.852778,148.281601,-14.448958,172.88353,-264.599548,1449.353516,110.245918,-0.620418,-5.980558,-2.39211,-252.269241,1349.18042,100.108841
1748,4.855556,148.24791,-14.443658,172.844955,-264.594177,1449.361206,110.241524,-0.642353,-5.975408,-2.402507,-252.270752,1349.177734,100.118477
1749,4.858333,148.661545,-14.544323,172.928268,-264.602783,1449.368774,110.253723,-0.618591,-5.98442,-2.381514,-252.273148,1349.169678,100.121269
1750,4.861111,148.21698,-14.457802,172.85231,-264.589264,1449.352417,110.231514,-0.680886,-5.993383,-2.359908,-252.273209,1349.164917,100.101845
1751,4.863889,148.203979,-14.467061,172.867126,-264.593201,1449.340576,110.232193,-0.704201,-5.990453,-2.40911,-252.274033,1349.161377,100.136246
1752,4.866667,148.18483,-14.474276,172.858444,-264.598724,1449.334717,110.23407,-1.061312,-6.078454,-2.486677,-252.255768,1349.102905,100.077042
1753,4.869444,148.18663,-14.48338,172.880737,-264.59668,1449.316528,110.226768,-1.062263,-6.086304,-2.503679,-252.254578,1349.083862,100.086594
1754,4.872222,148.204681,-14.520992,172.938263,-264.594269,1449.30481,110.231224,-1.077885,-6.077721,-2.475504,-252.247391,1349.064453,100.08075
1755,4.875,148.233429,-14.533546,172.976944,-264.594208,1449.285522,110.220787,-1.088977,-6.085571,-2.427865,-252.243546,1349.05127,100.070168
1756,4.877778,,,,,,,,,,,,
1757,4.880556,148.243713,-14.557338,173.062866,-264.591217,1449.265625,110.214386,-1.123298,-6.056453,-2.474371,-252.23642,1349.025146,100.066757
1758,4.883333,147.823166,-15.048908,173.352036,-264.493561,1449.391479,110.231033,-1.122699,-6.117887,-2.423235,-252.226471,1349.012329,100.051193
1759,4.886111,147.819427,-15.031312,173.396912,-264.493744,1449.378784,110.212318,-1.174279,-6.119852,-2.447365,-252.223587,1349.006592,100.059624
1760,4.888889,147.860611,-15.068915,173.424332,-264.484741,1449.366821,110.213387,-1.100871,-6.10372,-2.423964,-252.215057,1348.989502,100.059761
1761,4.891667,,,,,,,,,,,,
1762,4.894444,147.90744,-15.114528,173.481018,-264.467102,1449.345947,110.21595,-1.090826,-6.105396,-2.424509,-252.209686,1348.979126,100.055023
1763,4.897222,,,,,,,,,,,,
1764,4.9,,,,,,,,,,,,
1765,4.902778,148.004196,-15.123632,173.525009,-264.46463,1449.350342,110.234406,-0.974837,-6.097044,-2.425809,-252.195114,1348.991943,100.085823
1766,4.905556,148.401947,-14.703773,173.236969,-264.551605,1449.219604,110.204376,-0.915366,-6.08884,-2.417165,-252.194672,1348.998413,100.079521
1767,4.908333,148.452133,-14.687279,173.24324,-264.546173,1449.229492,110.212364,-0.877611,-6.090521,-2.456248,-252.185699,1349.003906,100.090302
1768,4.911111,,,,,,,,,,,,
1769,4.913889,,,,,,,,,,,,
1770,4.916667,,,,,,,,,,,,
1771,4.919444,,,,,,,,,,,,
1772,4.922222,,,,,,,,,,,,
1773,4.925,148.917908,-14.649699,173.1436,-264.564148,1449.310791,110.266685,-0.380014,-6.00491,-2.319624,-252.217316,1349.146973,100.162476
1774,4.927778,148.966782,-14.687748,173.117737,-264.594299,1449.322998,110.206749,-0.338455,-6.00798,-2.355234,-252.209808,1349.136841,100.159111
1775,4.930556,148.932114,-14.695511,173.066666,-264.592438,1449.332886,110.204163,-0.319333,-6.000112,-2.374541,-252.220306,1349.149414,100.186234
1776,4.933333,148.939575,-14.627564,173.092743,-264.605377,1449.334106,110.211945,-0.32876,-6.004786,-2.314137,-252.215775,1349.151611,100.156975
1777,4.936111,148.8564,-14.620503,173.041428,-264.578857,1449.349731,110.246803,-0.391137,-6.008117,-2.365726,-252.221527,1349.15686,100.169312
1778,4.938889,148.852966,-14.568024,173.020096,-264.590607,1449.358398,110.267883,0.102185,-6.000044,-2.816618,-252.197861,1349.290039,100.235916
1779,4.941667,148.839096,-14.548937,173.04335,-264.591949,1449.354614,110.250351,-0.407162,-5.986171,-2.414032,-252.226501,1349.159424,100.1689
1780,4.944444,148.933563,-14.445263,172.965729,-264.631195,1449.320801,110.25724,-0.374539,-5.959284,-2.372134,-252.22728,1349.152344,100.172333
1781,4.947222,,,,,,,,,,,,
1782,4.95,,,,,,,,,,,,
1783,4.952778,,,,,,,,,,,,
1784,4.955556,,,,,,,,,,,,
1785,4.958333,149.029816,-14.56166,173.098267,-264.658356,1449.272827,110.177711,-0.471549,-5.941538,-2.439755,-252.22757,1349.13147,100.156586
1786,4.961111,148.449142,-14.584223,173.142242,-264.57843,1449.297241,110.218643,-0.457677,-5.925164,-2.426518,-252.22641,1349.12561,100.138496
1787,4.963889,148.473511,-14.583345,173.170395,-264.566559,1449.288696,110.220139,-0.491059,-5.937728,-2.421246,-252.225998,1349.119751,100.131424
1788,4.966667,148.566803,-14.629673,173.213455,-264.610931,1449.280029,110.166161,-0.464048,-5.944257,-2.351961,-252.215988,1349.106934,100.148056
1789,4.969444,148.551987,-14.696286,173.245712,-264.601685,1449.276245,110.166443,-0.481375,-5.913489,-2.473983,-252.217407,1349.102051,100.13681
1790,4.972222,148.62851,-14.719194,173.313049,-264.596344,1449.266235,110.162575,-0.470092,-5.931271,-2.41584,-252.205551,1349.107666,100.150833
1791,4.975,,,,,,,,,,,,
1792,4.977778,,,,,,,,,,,,
1793,4.980556,,,,,,,,,,,,
1794,4.983333,,,,,,,,,,,,
1795,4.986111,,,,,,,,,,,,
1796,4.988889,148.646561,-14.744809,173.367569,-264.581055,1449.266968,110.169411,-0.673373,-5.837839,-2.509406,-252.187454,1349.143433,100.119354
1797,4.991667,148.579849,-14.693318,173.321884,-264.581482,1449.285156,110.17469,-0.69791,-5.831279,-2.512192,-252.178253,1349.145386,100.128067
1798,4.994444,,,,,,,,,,,,
1799,4.997222,,,,,,,,,,,,
1800,5,148.538025,-14.661109,173.215027,-264.577637,1449.305786,110.166725,-0.723196,-5.833358,-2.539261,-252.184845,1349.158081,100.124214
1801,5.002778,149.034821,-14.604948,173.165741,-264.608734,1449.286011,110.172676,-0.725094,-5.866408,-2.490545,-252.181824,1349.165283,100.137039
1802,5.005556,148.88591,-14.67446,173.221985,-264.59314,1449.332642,110.18927,-0.627446,-5.957345,-2.36267,-252.202667,1349.149048,100.145966
1803,5.008333,149.042313,-14.559759,172.958817,-264.596283,1449.269775,110.184639,-0.607462,-5.948684,-2.441497,-252.205109,1349.140137,100.136505
1804,5.011111,,,,,,,,,,,,
1805,5.013889,,,,,,,,,,,,
1806,5.016667,,,,,,,,,,,,
1807,5.019444,148.433838,-14.983388,173.227676,-264.527008,1449.476929,110.209328,-0.692683,-5.946834,-2.421491,-252.211487,1349.151123,100.152328
1808,5.022222,,,,,,,,,,,,
1809,5.025,148.341797,-14.899079,173.214294,-264.509491,1449.47876,110.261002,-0.699733,-5.935105,-2.423049,-252.215622,1349.140747,100.158646
1810,5.027778,,,,,,,,,,,,
