Frame,Time (Seconds),X,Y,Z,X16_B1,Y16_B1,Z16_B1,X,Y,Z,X16_B2,Y16_B2,Z16_B2
121,0.336111,-2.66279,23.479799,2.391573,-264.004211,1450.248413,109.541328,-1.119669,-5.745043,-4.077165,-252.548691,1349.06665,100.094612
122,0.338889,-2.812111,23.478334,3.554966,-263.970917,1450.216553,109.426117,-1.174076,-5.741957,-4.065478,-252.537491,1349.07373,100.083633
123,0.341667,-2.816061,23.466398,3.573117,-263.971069,1450.220337,109.423683,-1.185368,-5.74888,-4.088635,-252.550873,1349.069214,100.082596
124,0.344444,144.157135,-20.212025,175.767288,-263.963684,1450.952759,111.088127,-1.199242,-5.793705,-4.049404,-252.545685,1349.080444,100.090057
125,0.347222,-2.83398,23.42535,3.632229,-263.973083,1450.2323,109.428566,-1.202935,-5.817869,-3.995292,-252.541962,1349.077759,100.083076
126,0.35,148.470551,-14.785847,172.808655,-264.843231,1449.263794,110.426529,-1.227244,-5.827027,-3.989654,-252.544022,1349.074341,100.074257
127,0.352778,,,,,,,,,,,,
128,0.355556,,,,,,,,,,,,
129,0.358333,,,,,,,,,,,,
130,0.361111,,,,,,,,,,,,
131,0.363889,,,,,,,,,,,,
132,0.366667,144.12764,-19.876575,175.764847,-264.016602,1450.951538,111.043915,-1.344899,-5.917037,-3.890931,-252.554901,1349.081177,100.069405
133,0.369444,144.067825,-19.95252,175.705246,-263.999298,1450.951904,111.067482,-1.379774,-5.910323,-3.90559,-252.560013,1349.081787,100.06118
134,0.372222,148.322235,-14.604145,172.872757,-264.855408,1449.281738,110.401794,-1.399687,-5.88211,-4.025595,-252.560074,1349.06897,100.053848
135,0.375,-2.68571,23.238956,3.938296,-263.910339,1450.276001,109.249901,-1.430447,-5.892376,-3.947482,-252.558197,1349.074219,100.064156
136,0.377778,144.084167,-19.972507,175.746429,-263.995239,1450.964478,111.070801,-1.423965,-5.889506,-3.951329,-252.558075,1349.074219,100.071793
137,0.380556,146.956894,-14.302344,172.858475,-265.355316,1449.341431,110.539192,-1.426976,-5.884986,-3.907459,-252.566971,1349.073608,100.065407
138,0.383333,-2.723585,23.267601,3.936489,-263.899261,1450.265747,109.253716,-1.452505,-5.881016,-3.963502,-252.558914,1349.072632,100.0644
139,0.386111,144.308136,-19.827456,175.637787,-264.009583,1450.869263,111.051025,-1.409693,-5.887924,-3.903379,-252.552307,1349.067627,100.079163
140,0.388889,144.071411,-20.006794,175.726532,-263.980011,1450.948853,111.074837,-1.485069,-5.86535,-3.974008,-252.565704,1349.073853,100.072548
141,0.391667,-85.371651,-78.994965,118.363327,-263.00647,1449.238037,111.080246,-1.450852,-5.866137,-3.953652,-252.558945,1349.063354,100.079399
142,0.394444,-2.880374,23.419577,3.677277,-263.955811,1450.223511,109.433723,-1.412201,-5.850305,-3.983668,-252.556259,1349.057251,100.091774
143,0.397222,-2.883559,23.449833,3.663306,-263.947357,1450.215088,109.429314,-1.412825,-5.795021,-4.058936,-252.555527,1349.045776,100.071152
144,0.4,,,,,,,,,,,,
145,0.402778,,,,,,,,,,,,
146,0.405556,-3.124832,23.763649,4.802632,-264.029724,1450.182617,109.451042,-1.312358,-5.701385,-4.144527,-252.564407,1349.032715,100.08857
147,0.408333,-3.135211,23.731327,4.79168,-264.035553,1450.174683,109.436836,-1.281306,-5.707549,-4.160906,-252.565262,1349.04126,100.098572
148,0.411111,-2.868777,23.497643,3.56923,-263.953217,1450.202515,109.421539,-1.279699,-5.676585,-4.170041,-252.564911,1349.029541,100.07563
149,0.413889,-2.869161,23.516279,3.531984,-263.9505,1450.196777,109.418213,-1.256266,-5.673939,-4.150805,-252.568268,1349.030273,100.090851
150,0.416667,-2.890614,23.498791,3.573092,-263.952423,1450.199463,109.421806,-1.264316,-5.660789,-4.219535,-252.569473,1349.048462,100.106865
151,0.419444,,,,,,,,,,,,
152,0.422222,-2.851347,23.473392,3.550423,-263.946381,1450.199585,109.421364,-1.273774,-5.662395,-4.178383,-252.56691,1349.045532,100.109573
153,0.425,-2.835729,23.465931,3.534741,-263.946198,1450.205933,109.435593,-1.252077,-5.695342,-4.19973,-252.567047,1349.054443,100.091118
154,0.427778,-2.782344,23.474016,3.483901,-263.943359,1450.204834,109.430931,-1.242417,-5.723155,-4.158566,-252.558441,1349.056274,100.102661
155,0.430556,-2.851206,23.472763,3.594711,-263.946716,1450.219482,109.441368,-1.212901,-5.751399,-4.120066,-252.558884,1349.05835,100.110023
156,0.433333,-2.811848,23.43219,3.527944,-263.935944,1450.217773,109.443817,-1.21746,-5.740023,-4.140299,-252.562042,1349.056152,100.104973
157,0.436111,-2.817248,23.429874,3.552212,-263.937103,1450.220459,109.443298,-1.211404,-5.762987,-4.06116,-252.556915,1349.068115,100.109413
158,0.438889,-2.58898,23.369562,2.216705,-263.97644,1450.240112,109.530434,-1.261411,-5.767903,-4.073497,-252.561325,1349.072754,100.107086
159,0.441667,-2.799026,23.420975,3.554681,-263.946014,1450.226929,109.443512,-1.232628,-5.800948,-4.007166,-252.553787,1349.078857,100.125809
160,0.444444,-2.818677,23.430561,3.590273,-263.948425,1450.226196,109.447517,-1.263195,-5.804544,-4.022803,-252.56488,1349.06543,100.105156
161,0.447222,-2.678793,23.447491,2.465711,-263.988251,1450.264648,109.555725,-1.328975,-5.794204,-4.101695,-252.571426,1349.07019,100.101387
162,0.45,-2.645931,23.336769,2.267077,-263.991882,1450.252686,109.545822,-1.354805,-5.822022,-4.056214,-252.575897,1349.067871,100.091743
163,0.452778,-2.82459,23.392017,3.616844,-263.954285,1450.226318,109.443558,-1.361736,-5.85091,-4.019482,-252.569168,1349.063965,100.099098
164,0.455556,-2.663194,23.297277,2.484619,-264.003357,1450.246826,109.540466,-1.414545,-5.847223,-4.019184,-252.574799,1349.062622,100.092926
165,0.458333,-85.510544,-78.992378,118.085693,-263.007507,1449.251709,111.085014,-1.482227,-5.860839,-4.05463,-252.577606,1349.060791,100.078163
166,0.461111,-85.530434,-79.023598,118.09803,-263.013611,1449.244019,111.075676,-1.52962,-5.849449,-4.064294,-252.577927,1349.063477,100.081932
167,0.463889,,,,,,,,,,,,
168,0.466667,,,,,,,,,,,,
169,0.469444,,,,,,,,,,,,
170,0.472222,-85.963936,-79.10321,117.759842,-262.985718,1449.198242,111.085953,-1.501229,-5.9891,-3.269836,-252.512192,1348.883179,100.060005
171,0.475,,,,,,,,,,,,
172,0.477778,,,,,,,,,,,,
173,0.480556,,,,,,,,,,,,
174,0.483333,,,,,,,,,,,,
175,0.486111,-85.640404,-79.029449,118.123505,-263.003876,1449.186157,111.060059,-1.568455,-5.756347,-4.1513,-252.593185,1349.026611,100.048218
176,0.488889,-3.222389,23.764744,5.373501,-264.066528,1450.16687,109.425484,-1.614186,-5.727252,-4.187495,-252.596741,1349.035645,100.062057
177,0.491667,-2.64724,23.434528,1.64238,-263.963623,1450.269043,109.605858,-1.531741,-5.721117,-4.165118,-252.592209,1349.040771,100.068687
178,0.494444,-3.189748,23.755476,5.290766,-264.056305,1450.171021,109.426743,-1.489877,-5.666768,-4.255467,-252.588623,1349.037354,100.068436
179,0.497222,-3.175913,23.740456,5.236275,-264.068359,1450.163452,109.438583,-1.524144,-5.666859,-4.23833,-252.589767,1349.050171,100.073769
180,0.5,-3.106217,23.759645,5.112721,-264.058929,1450.162964,109.43512,-1.466097,-5.646976,-4.30211,-252.582642,1349.052246,100.07238
181,0.502778,143.681442,-21.102375,175.001984,-263.891083,1450.959473,111.453629,-1.458658,-5.676076,-4.327519,-252.587463,1349.061523,100.065605
182,0.505556,-82.289375,-78.412552,121.420013,-263.216614,1449.266602,111.141014,-1.381311,-5.631563,-4.206027,-252.585327,1349.067871,100.069298
183,0.508333,-2.812387,23.452124,3.502887,-263.963257,1450.223022,109.434067,-1.348441,-5.625566,-4.234747,-252.577484,1349.069214,100.066345
184,0.511111,-2.620747,23.403223,2.178334,-264.001862,1450.246948,109.528961,-1.367295,-5.626659,-4.258507,-252.580292,1349.083618,100.062508
185,0.513889,-2.600908,23.410543,2.163162,-263.998749,1450.240845,109.535255,-1.374735,-5.610242,-4.330064,-252.590027,1349.090576,100.060791
186,0.516667,-2.792107,23.445665,3.501139,-263.951111,1450.237183,109.444382,-1.338794,-5.639121,-4.23437,-252.580673,1349.090088,100.064659
187,0.519444,,,,,,,,,,,,
188,0.522222,,,,,,,,,,,,
189,0.525,,,,,,,,,,,,
190,0.527778,,,,,,,,,,,,
191,0.530556,,,,,,,,,,,,
192,0.533333,,,,,,,,,,,,
193,0.536111,-79.973885,-75.522232,122.828552,-263.792786,1449.964111,111.502975,-1.39843,-5.7253,-4.148043,-252.595062,1349.102905,100.054474
194,0.538889,143.756058,-21.085579,174.941513,-263.910645,1450.986694,111.506477,-1.438516,-5.741457,-4.097208,-252.595551,1349.093628,100.036552
195,0.541667,-2.767472,23.325972,3.454739,-263.986176,1450.240479,109.454193,-1.481186,-5.752581,-4.099617,-252.598129,1349.095459,100.035995
196,0.544444,-2.503366,23.319904,1.567537,-263.993744,1450.285156,109.606911,-1.455535,-5.779188,-4.137212,-252.599121,1349.081543,100.039093
197,0.547222,143.751465,-20.954746,174.987915,-263.912506,1450.96936,111.478012,-1.522897,-5.765898,-4.135518,-252.598618,1349.084351,100.031921
198,0.55,143.773438,-20.582523,175.395737,-264.018524,1451.023193,111.599861,-1.504551,-5.815155,-4.105537,-252.600098,1349.072754,100.034874
199,0.552778,,,,,,,,,,,,
200,0.555556,,,,,,,,,,,,
201,0.558333,,,,,,,,,,,,
202,0.561111,146.704117,-14.993327,172.850021,-264.862427,1449.326782,110.292297,-1.403888,-5.993714,-3.26547,-252.522827,1348.893921,100.014633
203,0.563889,,,,,,,,,,,,
204,0.566667,146.781647,-14.987493,172.931152,-264.848114,1449.316406,110.311378,-1.461737,-6.010952,-3.247526,-252.508194,1348.891968,100.000244
205,0.569444,-2.549401,23.239904,1.473666,-263.98645,1450.258301,109.620071,-1.426502,-5.976094,-3.236475,-252.517548,1348.883179,100.008469
206,0.572222,146.725311,-15.026132,172.896149,-264.839081,1449.326538,110.296005,-1.425936,-5.970217,-3.229059,-252.511047,1348.8927,100.00573
207,0.575,146.798096,-15.07718,172.935287,-264.842957,1449.325562,110.297203,-1.424498,-5.943129,-3.279404,-252.51207,1348.894409,100.002342
208,0.577778,-2.535557,23.246651,1.4008,-263.977142,1450.260864,109.614601,-1.385362,-5.94437,-3.218842,-252.50647,1348.896851,100.008064
209,0.580556,,,,,,,,,,,,
210,0.583333,,,,,,,,,,,,
211,0.586111,,,,,,,,,,,,
212,0.588889,,,,,,,,,,,,
213,0.591667,,,,,,,,,,,,
214,0.594444,,,,,,,,,,,,
215,0.597222,143.780136,-21.133715,175.045898,-263.870331,1450.959106,111.475067,-1.28651,-5.74699,-4.133045,-252.571426,1349.088989,100.046173
216,0.6,143.772751,-21.144032,174.948883,-263.877319,1450.958252,111.477722,-1.253207,-5.738942,-4.129345,-252.57608,1349.099243,100.060532
217,0.602778,143.781967,-21.123941,175.015915,-263.866058,1450.967773,111.472061,-1.249086,-5.747129,-4.101276,-252.571854,1349.104248,100.064041
218,0.605556,143.807861,-21.080814,174.974228,-263.87674,1450.96228,111.481766,-1.21569,-5.736491,-4.150305,-252.577148,1349.096069,100.060043
219,0.608333,143.770813,-21.083572,174.884476,-263.873871,1450.962158,111.484711,-1.219496,-5.731401,-4.129601,-252.579895,1349.102051,100.061798
220,0.611111,143.810257,-21.099609,174.9263,-263.868561,1450.969971,111.478737,-1.20832,-5.777456,-4.142183,-252.577988,1349.098267,100.069069
221,0.613889,-2.541599,23.345602,2.257571,-263.99054,1450.257446,109.57811,-1.173218,-5.781398,-4.084881,-252.585297,1349.096558,100.082985
222,0.616667,,,,,,,,,,,,
223,0.619444,,,,,,,,,,,,
224,0.622222,,,,,,,,,,,,
225,0.625,,,,,,,,,,,,
226,0.627778,-2.422576,23.315849,2.135642,-264.002991,1450.212158,109.558479,-1.187864,-5.817736,-4.120794,-252.607788,1349.070313,100.06456
227,0.630556,,,,,,,,,,,,
228,0.633333,,,,,,,,,,,,
229,0.636111,,,,,,,,,,,,
230,0.638889,,,,,,,,,,,,
231,0.641667,143.905777,-20.93272,174.887985,-263.910767,1450.897095,111.483322,-1.277295,-5.861676,-4.073193,-252.635117,1349.037964,100.040939
232,0.644444,,,,,,,,,,,,
233,0.647222,,,,,,,,,,,,
234,0.65,,,,,,,,,,,,
235,0.652778,,,,,,,,,,,,
236,0.655556,,,,,,,,,,,,
237,0.658333,147.924362,-15.068252,173.210236,-264.7724,1449.354126,110.393791,-1.243319,-6.035544,-3.232645,-252.555344,1348.869385,100.044754
238,0.661111,-2.36021,23.187592,1.292081,-263.984894,1450.206177,109.616508,-1.269893,-6.064623,-3.263119,-252.555695,1348.872925,100.033218
239,0.663889,143.853104,-20.990873,175.047943,-263.893707,1450.896362,111.472939,-1.257282,-6.016336,-3.2475,-252.554382,1348.87561,100.036247
240,0.666667,,,,,,,,,,,,
241,0.669444,,,,,,,,,,,,
242,0.672222,143.857666,-20.998272,175.007095,-263.891144,1450.9021,111.462318,-1.23012,-5.99261,-3.307725,-252.539871,1348.880371,100.057564
243,0.675,143.767136,-20.992678,175.069611,-263.894653,1450.938354,111.470154,-1.296326,-5.848986,-4.1007,-252.615387,1349.039307,100.081276
244,0.677778,143.737732,-21.019127,175.057419,-263.90036,1450.940796,111.472824,-1.326359,-5.811581,-4.089749,-252.611633,1349.037354,100.068779
245,0.680556,-3.122422,23.66589,5.184012,-264.064545,1450.172485,109.447632,-1.371613,-5.832855,-4.079809,-252.62204,1349.052612,100.074715
246,0.683333,-2.540568,23.316029,1.500002,-263.975647,1450.267212,109.598572,-1.394148,-5.794466,-4.114437,-252.621048,1349.053101,100.069855
247,0.686111,-77.233315,-74.970444,125.98391,-263.990601,1449.991211,111.793015,-1.384847,-5.761451,-4.175399,-252.620102,1349.052979,100.068962
248,0.688889,-2.782198,23.387342,3.448547,-263.966248,1450.216675,109.441048,-1.379502,-5.764244,-4.213493,-252.618469,1349.051392,100.075676
249,0.691667,-2.81299,23.41395,3.682976,-263.973236,1450.231201,109.444397,-1.403028,-5.745125,-4.182921,-252.621353,1349.061035,100.096954
250,0.694444,,,,,,,,,,,,
251,0.697222,-2.801306,23.433037,3.609061,-263.973053,1450.217773,109.446045,-1.361081,-5.737385,-4.188518,-252.616165,1349.061523,100.095955
252,0.7,-2.788378,23.437927,3.652078,-263.963806,1450.223267,109.450752,-1.460575,-5.720629,-4.279751,-252.622696,1349.066772,100.08606
253,0.702778,-2.797916,23.467007,3.60406,-263.981293,1450.211548,109.453384,-1.370401,-5.73873,-4.235466,-252.616135,1349.048462,100.081131
254,0.705556,-2.690319,23.452621,3.513592,-263.979645,1450.191528,109.457985,-1.372279,-5.75512,-4.128864,-252.61795,1349.062012,100.107216
255,0.708333,-2.777968,23.461317,3.614879,-263.986328,1450.218018,109.44754,-1.351608,-5.730604,-4.162466,-252.626694,1349.060791,100.090355
256,0.711111,-79.144691,-75.060623,123.075294,-263.905151,1450.060425,111.438751,-1.30005,-5.783859,-4.069908,-252.620071,1349.060181,100.101974
257,0.713889,143.790665,-20.758101,175.154404,-264.005768,1451.035889,111.638084,-1.31477,-5.792708,-4.094713,-252.62117,1349.068359,100.098846
