Format Version,1.23,Take Name,Yuri_prueba3_008,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2023-10-24 03.34.54.705 P. M.,Total Frames in Take,10973,Total Exported Frames,10973,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 002,RigidBody 002
,ID,"903B383672AB11EEC44687742FF0A7B5","903B383672AB11EEC44687742FF0A7B5","903B383672AB11EEC44687742FF0A7B5","903B383672AB11EEC44687742FF0A7B5","903B383672AB11EEC44687742FF0A7B5","903B383672AB11EEC44687742FF0A7B5","A9CA8F6272AB11EEC44687742FF0A7B5","A9CA8F6272AB11EEC44687742FF0A7B5","A9CA8F6272AB11EEC44687742FF0A7B5","A9CA8F6272AB11EEC44687742FF0A7B5","A9CA8F6272AB11EEC44687742FF0A7B5","A9CA8F6272AB11EEC44687742FF0A7B5"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1021,2.836111,148.540970,-14.572740,173.043381,-264.619537,1449.194458,110.256416,-0.928422,-6.048400,-2.735217,-252.245102,1348.942383,100.089050
1022,2.838889,148.607071,-14.509627,172.971222,-264.639862,1449.173218,110.258446,-0.944664,-6.076107,-2.730870,-252.235825,1348.947754,100.097282
1023,2.841667,148.636749,-14.495097,173.002258,-264.642303,1449.167480,110.262192,-0.959199,-6.041816,-2.750032,-252.250366,1348.947998,100.063660
1024,2.844444,148.421951,-14.591649,173.075089,-264.621429,1449.236938,110.262711,-0.999775,-6.042730,-2.731720,-252.258713,1348.969238,100.081299
1025,2.847222,148.389954,-14.591690,173.033966,-264.618896,1449.245239,110.254288,-1.024239,-6.008444,-2.839368,-252.260620,1348.964478,100.081757
1026,2.850000,148.543671,-14.439899,172.946259,-264.659790,1449.208252,110.269104,-1.043991,-6.011722,-2.753325,-252.261612,1348.972778,100.069344
1027,2.852778,148.514328,-14.400173,172.944672,-264.659515,1449.219971,110.258636,-1.047443,-6.047956,-2.781713,-252.258957,1348.983521,100.075981
1028,2.855556,148.478241,-14.401549,172.874481,-264.650085,1449.232422,110.259903,-1.060925,-5.999541,-2.816432,-252.264236,1348.996338,100.077148
1029,2.858333,148.450989,-14.387305,172.851440,-264.649933,1449.251465,110.257156,-1.059173,-5.995584,-2.755960,-252.267120,1349.005249,100.075249
1030,2.861111,148.284500,-14.521955,172.837555,-264.633209,1449.314941,110.263985,-1.095737,-6.024064,-2.838220,-252.265457,1349.017456,100.088661
1031,2.863889,148.454453,-14.346819,172.754913,-264.661255,1449.282349,110.255974,-1.064731,-6.000820,-2.770552,-252.274719,1349.035522,100.082710
1032,2.866667,148.410553,-14.367228,172.744095,-264.669647,1449.290771,110.250351,-1.112249,-6.016640,-2.759636,-252.274994,1349.047974,100.081154
1033,2.869444,148.804993,-14.370194,172.784348,-264.683258,1449.321533,110.297829,-0.779518,-5.886183,-2.700832,-252.291382,1349.100830,100.106857
1034,2.872222,148.609039,-14.488104,172.841309,-264.663605,1449.377197,110.295525,-0.830797,-5.930309,-2.696506,-252.298233,1349.125610,100.121605
1035,2.875000,148.757614,-14.370718,172.756577,-264.679596,1449.329956,110.290695,-1.092032,-6.013292,-2.832078,-252.275558,1349.055664,100.077835
1036,2.877778,148.755753,-14.378042,172.703995,-264.683929,1449.330078,110.289841,-0.832086,-5.916120,-2.700408,-252.301849,1349.120605,100.116524
1037,2.880556,148.205154,-14.390184,172.722168,-264.640198,1449.362549,110.260841,-0.837781,-5.918436,-2.701060,-252.299728,1349.122070,100.102570
1038,2.883333,148.750061,-14.331631,172.726563,-264.687164,1449.333984,110.288536,-0.841232,-5.913287,-2.716798,-252.303757,1349.115967,100.110329
1039,2.886111,148.711868,-14.344716,172.722229,-264.705200,1449.334595,110.317482,-1.245242,-5.860546,-3.744230,-252.370956,1349.161865,100.098106
1040,2.888889,148.320389,-14.257410,172.639267,-264.676453,1449.306763,110.257545,-1.121991,-6.027470,-2.823851,-252.294601,1349.048584,100.085159
1041,2.891667,148.378464,-14.307133,172.697144,-264.674591,1449.285889,110.257683,-1.039362,-6.008105,-2.787879,-252.289352,1349.025879,100.080688
1042,2.894444,148.327744,-14.311884,172.657791,-264.670380,1449.285156,110.250458,-1.239039,-5.842839,-3.843270,-252.377563,1349.132324,100.076721
1043,2.897222,148.449524,-14.319133,172.746964,-264.684662,1449.255371,110.261086,-1.085706,-6.003179,-2.823633,-252.295547,1349.017578,100.086403
1044,2.900000,144.137741,-16.318398,176.641479,-264.740265,1450.801270,110.314651,-1.063422,-6.018762,-2.804346,-252.292542,1348.999023,100.098518
1045,2.902778,148.471405,-14.355507,172.788788,-264.678375,1449.229248,110.255714,-1.054317,-6.009718,-2.818693,-252.287354,1348.981689,100.075363
1046,2.905556,148.513184,-14.359811,172.824112,-264.680389,1449.206665,110.262764,-1.039704,-6.022910,-2.766250,-252.290634,1348.968018,100.093849
1047,2.908333,144.746643,-16.645237,176.021545,-264.540436,1450.535278,110.435722,-1.189083,-5.835740,-3.847776,-252.387024,1349.083618,100.076981
1048,2.911111,144.159210,-17.619680,176.530060,-264.351349,1450.818481,110.536469,-1.002962,-6.044853,-2.760962,-252.290512,1348.946045,100.079842
1049,2.913889,144.154922,-17.607117,176.546814,-264.346741,1450.800903,110.538071,-0.992357,-6.028935,-2.764259,-252.288223,1348.951172,100.091751
1050,2.916667,149.749176,-13.737298,171.924850,-264.810150,1448.760864,110.312859,-0.946102,-6.026650,-2.732837,-252.282593,1348.933472,100.083694
1051,2.919444,-2.610792,22.958881,4.056191,-263.760071,1450.187988,109.188637,-0.965167,-6.021680,-2.772361,-252.283875,1348.938965,100.089745
1052,2.922222,145.123520,-16.683519,175.726883,-264.476288,1450.379272,110.479370,-1.165893,-5.865794,-3.878049,-252.376709,1349.073975,100.087898
1053,2.925000,144.273239,-16.991009,176.697922,-264.528473,1450.759766,110.434944,-1.074540,-5.840385,-3.806538,-252.372299,1349.066772,100.092941
1054,2.927778,144.489243,-18.248997,176.094162,-264.153412,1450.746216,110.697472,-0.944043,-6.041380,-2.836056,-252.274933,1348.942017,100.097298
1055,2.930556,146.320282,-15.686047,174.499619,-264.593689,1449.954712,110.467667,-0.932668,-6.039280,-2.787149,-252.269867,1348.953735,100.103142
1056,2.933333,148.436676,-14.483932,172.962585,-264.642548,1449.255249,110.262215,-0.944800,-6.047148,-2.783072,-252.268143,1348.972534,100.105583
1057,2.936111,148.537262,-14.328335,172.826035,-264.675385,1449.226196,110.259331,-0.933972,-6.056809,-2.691271,-252.262207,1348.988525,100.105751
1058,2.938889,148.352386,-14.465579,172.892197,-264.631287,1449.289307,110.274818,-0.927735,-6.048238,-2.738698,-252.251511,1348.997437,100.106041
1059,2.941667,148.424026,-14.486230,172.782104,-264.614319,1449.278076,110.300591,-0.958393,-6.058795,-2.779941,-252.253357,1349.014160,100.098007
1060,2.944444,148.355515,-14.429585,172.864426,-264.629211,1449.316528,110.270264,-0.944860,-6.029948,-2.740714,-252.254135,1349.021118,100.101044
1061,2.947222,148.328400,-14.438110,172.824844,-264.622192,1449.324951,110.278122,-0.979925,-6.035643,-2.707137,-252.254166,1349.040283,100.096931
1062,2.950000,148.343246,-14.405830,172.821808,-264.628265,1449.334229,110.272820,-0.990135,-6.056633,-2.718131,-252.249771,1349.052856,100.093651
1063,2.952778,148.306290,-14.408216,172.808060,-264.630310,1449.346436,110.274300,-0.966229,-6.063155,-2.697039,-252.250702,1349.063965,100.100258
1064,2.955556,148.714645,-14.476311,172.890366,-264.650208,1449.372314,110.314064,-0.658424,-5.952589,-2.596312,-252.266113,1349.126831,100.123444
1065,2.958333,148.709732,-14.451009,172.872284,-264.638763,1449.376709,110.302391,-0.685349,-5.970449,-2.598257,-252.261871,1349.134766,100.132751
1066,2.961111,148.699158,-14.467236,172.887207,-264.641785,1449.380859,110.314064,-0.665376,-5.943613,-2.607849,-252.266769,1349.131836,100.136925
1067,2.963889,148.722870,-14.471817,172.874878,-264.643738,1449.381714,110.312805,-0.714830,-5.954437,-2.623006,-252.261612,1349.138794,100.133247
1068,2.966667,148.747482,-13.552779,173.120377,-264.881042,1449.429688,110.533600,-0.686638,-5.959182,-2.558599,-252.264999,1349.140259,100.152176
1069,2.969444,148.321091,-14.405231,172.825302,-264.622131,1449.356445,110.277245,-0.681997,-5.940840,-2.648791,-252.265991,1349.127686,100.145035
1070,2.972222,148.301208,-14.396546,172.824036,-264.623718,1449.355469,110.280540,-0.719069,-5.941509,-2.636155,-252.267395,1349.129395,100.136673
1071,2.975000,148.358124,-14.425558,172.852356,-264.625671,1449.335815,110.300468,-0.710660,-5.936124,-2.705533,-252.265579,1349.117554,100.123360
1072,2.977778,148.365311,-14.451128,172.859344,-264.614319,1449.326172,110.282257,-0.923394,-6.029727,-2.746921,-252.237701,1349.045898,100.114311
1073,2.980556,148.405136,-14.459693,172.968185,-264.622467,1449.311768,110.284882,-0.948365,-6.046913,-2.740613,-252.243164,1349.038452,100.098000
1074,2.983333,148.380142,-14.489709,172.908768,-264.624420,1449.306519,110.281387,-0.925778,-6.033926,-2.796263,-252.244705,1349.029785,100.103844
1075,2.986111,148.425766,-14.470694,172.989639,-264.633118,1449.284790,110.274300,-0.906392,-6.040728,-2.741958,-252.245575,1349.009766,100.081795
1076,2.988889,148.455322,-14.527120,172.986877,-264.625000,1449.271606,110.276573,-0.914997,-6.045826,-2.748991,-252.244537,1349.003296,100.093910
1077,2.991667,148.455124,-14.530840,173.028061,-264.632355,1449.265991,110.270660,-0.872832,-6.045561,-2.761062,-252.238953,1348.983887,100.092613
1078,2.994444,148.487900,-14.589437,173.006638,-264.617493,1449.254395,110.263420,-0.857215,-6.058359,-2.731345,-252.244019,1348.980103,100.091660
1079,2.997222,148.524460,-14.606910,173.056305,-264.614777,1449.233154,110.264366,-0.881091,-6.046106,-2.782728,-252.245789,1348.966919,100.089523
1080,3.000000,148.525253,-14.607707,173.026428,-264.618896,1449.231445,110.276527,-0.865548,-6.047075,-2.702017,-252.249039,1348.965942,100.101501
1081,3.002778,148.517288,-14.591545,173.075974,-264.636047,1449.227661,110.266060,-0.861271,-6.031650,-2.740982,-252.247330,1348.957031,100.082108
1082,3.005556,148.489273,-14.589339,173.048767,-264.624664,1449.224854,110.270752,-0.790066,-6.045737,-2.745235,-252.255859,1348.950684,100.091553
1083,3.008333,148.500656,-14.590078,173.053452,-264.626526,1449.220337,110.262177,-0.854404,-6.080322,-2.747642,-252.257828,1348.947632,100.076019
1084,3.011111,148.472214,-14.567106,173.019028,-264.632538,1449.221313,110.259277,-0.827435,-6.062675,-2.755951,-252.257172,1348.943970,100.077469
1085,3.013889,148.439926,-14.547360,173.004730,-264.631470,1449.235962,110.263962,-0.850067,-6.076882,-2.742543,-252.250641,1348.958130,100.084862
1086,3.016667,148.467804,-14.530283,173.008286,-264.632507,1449.234985,110.266464,-0.842339,-6.067607,-2.698434,-252.256241,1348.958862,100.073006
1087,3.019444,148.448700,-14.518130,172.956329,-264.630707,1449.243774,110.269470,-0.866824,-6.083267,-2.727845,-252.258804,1348.969971,100.069481
1088,3.022222,148.444107,-14.510859,172.924347,-264.636993,1449.247803,110.269897,-0.867990,-6.068409,-2.800371,-252.262436,1348.971558,100.065475
1089,3.025000,148.442001,-14.496695,172.909210,-264.633820,1449.255493,110.264908,-0.852355,-6.088334,-2.744446,-252.268997,1348.984253,100.068695
1090,3.027778,148.386551,-14.461796,172.875107,-264.632690,1449.278320,110.268272,-0.901104,-6.076846,-2.739066,-252.269836,1348.997437,100.083939
1091,3.030556,148.378250,-14.471621,172.833557,-264.626831,1449.292603,110.275208,-0.850079,-6.110435,-2.659080,-252.266251,1349.009033,100.081650
1092,3.033333,148.355331,-14.430896,172.791031,-264.644257,1449.307617,110.255676,-0.907154,-6.090629,-2.686329,-252.261932,1349.015991,100.077232
1093,3.036111,148.368454,-14.425141,172.772018,-264.634399,1449.312500,110.274185,-0.932392,-6.074661,-2.728015,-252.268646,1349.021729,100.080597
1094,3.038889,148.439514,-14.271444,172.657211,-264.672241,1449.276733,110.248146,-0.940212,-6.062695,-2.698075,-252.271866,1349.026978,100.078773
1095,3.041667,148.434616,-14.282881,172.624100,-264.670135,1449.292480,110.273788,-0.998144,-6.051877,-2.720636,-252.270096,1349.042358,100.076469
1096,3.044444,148.407394,-14.274375,172.632950,-264.669586,1449.288818,110.265167,-1.023626,-6.082579,-2.720459,-252.275223,1349.045166,100.096931
1097,3.047222,148.374222,-14.272274,172.620438,-264.670898,1449.296021,110.270760,-0.996188,-6.064519,-2.646235,-252.273117,1349.039429,100.096436
1098,3.050000,148.371506,-14.269325,172.635208,-264.667358,1449.296875,110.273262,-1.034127,-6.073586,-2.737793,-252.274780,1349.047363,100.090302
1099,3.052778,148.228348,-14.357120,172.743042,-264.653992,1449.337158,110.281784,-1.078313,-6.048327,-2.753937,-252.279434,1349.047974,100.090469
1100,3.055556,148.261734,-14.404080,172.748169,-264.656006,1449.334839,110.273834,-1.069266,-6.055029,-2.762948,-252.280777,1349.042969,100.074532
1101,3.058333,148.407211,-14.315383,172.692123,-264.694092,1449.287109,110.274803,-1.097173,-6.031193,-2.843384,-252.288162,1349.030762,100.088058
1102,3.061111,148.395889,-14.313728,172.734848,-264.690399,1449.276367,110.271927,-1.107293,-6.012809,-2.774714,-252.282379,1349.040039,100.077461
1103,3.063889,148.437347,-14.346932,172.721710,-264.677612,1449.271851,110.260712,-1.114308,-6.043832,-2.821581,-252.285904,1349.032104,100.070213
1104,3.066667,148.433273,-14.367455,172.771378,-264.686676,1449.270752,110.278114,-1.112831,-6.047742,-2.723692,-252.285538,1349.030396,100.079292
1105,3.069444,148.414291,-14.352391,172.788910,-264.685974,1449.255249,110.260712,-1.089947,-6.032415,-2.736078,-252.283249,1349.014526,100.081947
1106,3.072222,148.289413,-14.554821,172.903900,-264.654907,1449.292114,110.263580,-1.030389,-6.015102,-2.834548,-252.285568,1348.999268,100.077843
1107,3.075000,148.449066,-14.414622,172.867996,-264.673676,1449.234497,110.261055,-1.051013,-5.993365,-2.869430,-252.285980,1348.991333,100.087624
1108,3.077778,148.481110,-14.455891,172.929337,-264.675171,1449.221069,110.256279,-1.062622,-6.007120,-2.873312,-252.288513,1348.984375,100.067688
1109,3.080556,148.335556,-14.595906,173.010071,-264.637238,1449.265625,110.267517,-1.004585,-6.043681,-2.742942,-252.270721,1348.980347,100.080238
1110,3.083333,148.495193,-14.467704,172.951950,-264.684967,1449.204102,110.283676,-1.002734,-6.026684,-2.791342,-252.270523,1348.970337,100.069031
1111,3.086111,148.367874,-14.602154,173.020981,-264.632751,1449.253906,110.269043,-0.969127,-6.041490,-2.771983,-252.270721,1348.967041,100.078209
1112,3.088889,148.599991,-14.459263,172.976563,-264.674225,1449.191772,110.251045,-0.938858,-6.034942,-2.766306,-252.266251,1348.969238,100.090599
1113,3.091667,148.434296,-14.597339,173.078751,-264.650635,1449.234497,110.287659,-0.932513,-6.025193,-2.762670,-252.279251,1348.963989,100.067635
1114,3.094444,148.517609,-14.566844,173.078583,-264.646820,1449.238281,110.265663,-0.926356,-6.034781,-2.792913,-252.274368,1348.968506,100.080986
1115,3.097222,148.486099,-14.552029,173.054764,-264.638977,1449.244263,110.267975,-0.880933,-6.051035,-2.759093,-252.263550,1348.969971,100.095940
1116,3.100000,148.502579,-14.572644,173.045471,-264.626648,1449.243286,110.281227,-0.899919,-6.067183,-2.782163,-252.262894,1348.971924,100.099800
1117,3.102778,148.472122,-14.606194,173.006256,-264.618927,1449.250732,110.270325,-0.863304,-6.079136,-2.741549,-252.267303,1348.978882,100.090233
1118,3.105556,148.489731,-14.526209,172.983932,-264.628143,1449.258667,110.258797,-0.853838,-6.120756,-2.675806,-252.264267,1348.988403,100.094505
1119,3.108333,148.444382,-14.495849,172.967896,-264.628571,1449.271362,110.266571,-0.833007,-6.081130,-2.732197,-252.257111,1348.992310,100.120461
1120,3.111111,148.448181,-14.478412,172.955658,-264.635498,1449.274170,110.265060,-0.815903,-6.086317,-2.658537,-252.255203,1348.999268,100.111298
1121,3.113889,148.414764,-14.458220,172.914719,-264.609283,1449.281128,110.277336,-0.899558,-6.090685,-2.756242,-252.254517,1349.006592,100.099831
1122,3.116667,148.436478,-14.448259,172.900208,-264.622894,1449.286377,110.282326,-0.858112,-6.105351,-2.699663,-252.244736,1349.011108,100.094803
1123,3.119444,148.404282,-14.440874,172.859970,-264.615173,1449.296509,110.290085,-0.904290,-6.068954,-2.748034,-252.253510,1349.021606,100.097359
1124,3.122222,148.411865,-14.416166,172.831329,-264.616089,1449.305054,110.275391,-0.946544,-6.098927,-2.749249,-252.247864,1349.028442,100.111015
1125,3.125000,148.401016,-14.419908,172.777130,-264.616486,1449.315063,110.278725,-0.907857,-6.062937,-2.730847,-252.250290,1349.032104,100.094170
1126,3.127778,148.355652,-14.410788,172.759125,-264.620392,1449.326172,110.284668,-0.892830,-6.085710,-2.639972,-252.249954,1349.034668,100.103157
1127,3.130556,148.381866,-14.378825,172.774338,-264.624939,1449.326782,110.274994,-0.913704,-6.068162,-2.671146,-252.246613,1349.041382,100.110260
1128,3.133333,148.384796,-14.420428,172.812729,-264.607910,1449.327393,110.283180,-0.969307,-6.076526,-2.724133,-252.246414,1349.047363,100.119682
1129,3.136111,148.369476,-14.370057,172.789459,-264.625427,1449.324585,110.274643,-0.939756,-6.060630,-2.700625,-252.240570,1349.046875,100.106712
1130,3.138889,148.510315,-14.296484,172.705276,-264.644745,1449.287231,110.280159,-0.949491,-6.059369,-2.731023,-252.237503,1349.044434,100.104416
1131,3.141667,148.530350,-14.249138,172.732742,-264.649872,1449.280273,110.274399,-0.932521,-6.037990,-2.747774,-252.239380,1349.038574,100.113281
1132,3.144444,148.398422,-14.407437,172.832336,-264.617035,1449.321411,110.283646,-0.922058,-6.028745,-2.755479,-252.247101,1349.030640,100.103905
1133,3.147222,148.534134,-14.346371,172.777313,-264.637207,1449.268555,110.267159,-0.960593,-6.009445,-2.737860,-252.237762,1349.032104,100.110695
1134,3.150000,148.348129,-14.434734,172.890854,-264.619446,1449.303589,110.288307,-0.955286,-6.002633,-2.774991,-252.242569,1349.029419,100.120285
1135,3.152778,148.370682,-14.481268,172.890656,-264.611969,1449.299927,110.265900,-0.956633,-5.986587,-2.783131,-252.241608,1349.019409,100.111084
1136,3.155556,148.524521,-14.393678,172.813126,-264.639313,1449.248047,110.259941,-0.949980,-5.997866,-2.822630,-252.238007,1349.015503,100.101738
1137,3.158333,148.471558,-14.537474,172.978134,-264.619507,1449.280396,110.273605,-0.932095,-5.973318,-2.802122,-252.242233,1349.007813,100.106049
1138,3.161111,148.626587,-14.414363,172.948990,-264.648071,1449.223145,110.265190,-0.905398,-5.973962,-2.813442,-252.239197,1349.001587,100.117668
1139,3.163889,148.449203,-14.527107,173.015396,-264.633209,1449.275879,110.272110,-0.938232,-5.980856,-2.848151,-252.245987,1349.001221,100.109619
1140,3.166667,148.502548,-14.575373,173.080429,-264.625519,1449.260864,110.275543,-0.939125,-5.990402,-2.789613,-252.248978,1348.997437,100.101677
1141,3.169444,148.477051,-14.581216,173.073288,-264.635620,1449.252441,110.267624,-0.923372,-5.983995,-2.844390,-252.252792,1348.984741,100.098930
1142,3.172222,148.450806,-14.593241,173.106430,-264.630646,1449.253540,110.265137,-0.942603,-5.978013,-2.775834,-252.261368,1348.987915,100.092812
1143,3.175000,148.441147,-14.603469,173.084625,-264.640594,1449.257568,110.258278,-0.954699,-5.993466,-2.829501,-252.255386,1348.986450,100.093880
1144,3.177778,148.460968,-14.579425,173.113358,-264.638702,1449.248413,110.265686,-0.983198,-6.015022,-2.837176,-252.258774,1348.986206,100.081947
1145,3.180556,148.443146,-14.582594,173.104019,-264.635284,1449.254272,110.260910,-0.981353,-6.020571,-2.785584,-252.258575,1348.989502,100.086426
1146,3.183333,148.418198,-14.557329,173.093933,-264.645294,1449.262329,110.262680,-0.979739,-6.008857,-2.789641,-252.255554,1348.986084,100.080215
1147,3.186111,148.388184,-14.568003,173.060074,-264.642456,1449.270386,110.259972,-1.039069,-5.997917,-2.819478,-252.265686,1348.998169,100.079086
1148,3.188889,148.380020,-14.522591,173.063293,-264.649139,1449.270996,110.263603,-1.007871,-5.976574,-2.829015,-252.266647,1348.988892,100.070412
1149,3.191667,148.356781,-14.505986,173.018021,-264.649323,1449.283813,110.259193,-1.090561,-6.023796,-2.779321,-252.270752,1349.016113,100.078491
1150,3.194444,148.363159,-14.483918,173.010590,-264.652771,1449.289185,110.256271,-1.029010,-5.995308,-2.767509,-252.270050,1349.008545,100.073784
1151,3.197222,148.322769,-14.469230,172.945496,-264.642548,1449.303345,110.261993,-1.070138,-6.031480,-2.743150,-252.270432,1349.020264,100.079292
1152,3.200000,148.455414,-14.323412,172.841385,-264.677338,1449.257080,110.255974,-1.105468,-6.013597,-2.850072,-252.269897,1349.021851,100.062477
1153,3.202778,148.273239,-14.366070,172.859146,-264.659180,1449.321411,110.266769,-1.121334,-6.017812,-2.823841,-252.264328,1349.039673,100.087036
1154,3.205556,148.263733,-14.414631,172.817291,-264.651642,1449.328003,110.270149,-1.072950,-6.026451,-2.719970,-252.268616,1349.035400,100.075378
1155,3.208333,148.367279,-14.268035,172.701492,-264.676453,1449.283447,110.260536,-1.123890,-6.043975,-2.772199,-252.271408,1349.037842,100.074860
1156,3.211111,148.352158,-14.257385,172.623413,-264.662354,1449.301270,110.259369,-1.089398,-6.048470,-2.779022,-252.269363,1349.045532,100.086082
1157,3.213889,148.788528,-14.317446,172.750031,-264.690155,1449.313110,110.293152,-1.084764,-6.017160,-2.749885,-252.268143,1349.047363,100.072899
1158,3.216667,148.403214,-14.183063,172.692963,-264.688721,1449.304932,110.277664,-1.094140,-6.027968,-2.776278,-252.268799,1349.048706,100.093811
1159,3.219444,148.768387,-14.310453,172.706909,-264.690796,1449.317261,110.288879,-1.077160,-6.039810,-2.731439,-252.266769,1349.052002,100.099297
1160,3.222222,148.360001,-14.257561,172.611984,-264.670471,1449.301758,110.262093,-0.831669,-5.953146,-2.658443,-252.278748,1349.104858,100.132469
1161,3.225000,148.345978,-14.277377,172.613907,-264.679352,1449.301758,110.264374,-1.139646,-6.040578,-2.784790,-252.261734,1349.047363,100.086914
1162,3.227778,148.418289,-14.283202,172.660141,-264.672516,1449.292358,110.260185,-1.101735,-6.015558,-2.767312,-252.266739,1349.035400,100.084518
1163,3.230556,148.377090,-14.271691,172.661606,-264.677368,1449.282349,110.263687,-1.089678,-5.993752,-2.780534,-252.263519,1349.022949,100.094124
1164,3.233333,148.375214,-14.335999,172.667786,-264.681122,1449.278076,110.262680,-1.077831,-6.010244,-2.763273,-252.268936,1349.020142,100.092415
1165,3.236111,148.442123,-14.337177,172.706314,-264.672241,1449.264526,110.260590,-1.010113,-6.015034,-2.743584,-252.265961,1349.003296,100.096352
1166,3.238889,148.363632,-14.407375,172.716354,-264.679016,1449.253174,110.285156,-1.094821,-6.007853,-2.820533,-252.265091,1349.002197,100.089394
1167,3.241667,144.109024,-17.207346,176.441772,-264.458282,1450.843506,110.490562,-1.051087,-5.975239,-2.852996,-252.274185,1348.993286,100.089287
1168,3.244444,148.408768,-14.410278,172.777802,-264.675903,1449.231689,110.276360,-1.039471,-6.012973,-2.771188,-252.265030,1348.983887,100.075966
1169,3.247222,148.475449,-14.420856,172.841171,-264.656555,1449.220093,110.253250,-1.023615,-5.967398,-2.810198,-252.270218,1348.979248,100.091110
1170,3.250000,148.504959,-14.482076,172.880341,-264.659973,1449.197510,110.271614,-1.006584,-5.986091,-2.847718,-252.252014,1348.959595,100.088661
1171,3.252778,148.500900,-14.509801,172.911972,-264.666962,1449.186035,110.276901,-1.005838,-5.987225,-2.792002,-252.257828,1348.959229,100.086861
1172,3.255556,148.524704,-14.487093,172.930389,-264.661652,1449.188354,110.278702,-1.014625,-5.982828,-2.799416,-252.259109,1348.956177,100.078049
1173,3.258333,148.350693,-14.618758,173.014771,-264.641602,1449.246338,110.272903,-0.969551,-5.986753,-2.807396,-252.252930,1348.948364,100.072250
1174,3.261111,148.540451,-14.510614,172.909912,-264.657654,1449.193604,110.259254,-1.015837,-5.989392,-2.864005,-252.248550,1348.957153,100.088066
1175,3.263889,148.612289,-14.506817,172.954987,-264.641968,1449.188843,110.252800,-0.970391,-5.977186,-2.794944,-252.247330,1348.950806,100.076729
1176,3.266667,148.598709,-14.501648,172.968094,-264.647491,1449.190918,110.263588,-0.982085,-5.999103,-2.831382,-252.254547,1348.962769,100.084000
1177,3.269444,148.402084,-14.625426,173.040344,-264.626038,1449.257690,110.278435,-0.976322,-6.028052,-2.755395,-252.245041,1348.980957,100.083244
1178,3.272222,148.403000,-14.600881,173.025513,-264.615173,1449.268066,110.278664,-0.982976,-6.037402,-2.752302,-252.253418,1348.980713,100.074043
1179,3.275000,148.419662,-14.591161,173.003006,-264.621246,1449.269653,110.278961,-0.975361,-6.026741,-2.826853,-252.255112,1348.992554,100.081879
1180,3.277778,148.535950,-14.406528,172.923325,-264.642029,1449.231689,110.264885,-0.990452,-6.065286,-2.699792,-252.248138,1349.012939,100.090607
1181,3.280556,148.374023,-14.538981,172.971909,-264.615967,1449.299316,110.267769,-0.957171,-6.069592,-2.740914,-252.242569,1349.017700,100.091110
1182,3.283333,148.406769,-14.493909,172.985428,-264.620941,1449.304810,110.281372,-0.960820,-6.072276,-2.716094,-252.243073,1349.025391,100.093590
1183,3.286111,148.371643,-14.465887,172.942871,-264.612122,1449.322632,110.280823,-0.986757,-6.086045,-2.724568,-252.248703,1349.040649,100.095055
1184,3.288889,148.337692,-14.447462,172.893066,-264.625244,1449.338867,110.270523,-1.017174,-6.084657,-2.741138,-252.239349,1349.055420,100.108727
1185,3.291667,148.407043,-14.469368,172.901810,-264.606964,1449.346558,110.270981,-0.673353,-6.004713,-2.613449,-252.256149,1349.118408,100.135056
1186,3.294444,148.756012,-14.496952,172.977554,-264.631989,1449.365723,110.311302,-0.960827,-6.083302,-2.613056,-252.242325,1349.080322,100.118408
1187,3.297222,148.735779,-14.459388,172.950180,-264.637878,1449.370483,110.307640,-1.023184,-6.080345,-2.648985,-252.242172,1349.074707,100.089706
1188,3.300000,148.859863,-14.411477,172.833435,-264.648346,1449.328125,110.297981,-0.993977,-6.085742,-2.678493,-252.241348,1349.073608,100.098099
1189,3.302778,148.719177,-14.491707,172.907501,-264.617432,1449.374146,110.305489,-0.741610,-5.980376,-2.594378,-252.251602,1349.125977,100.127052
1190,3.305556,148.333069,-14.371487,172.832413,-264.602203,1449.356812,110.279259,-0.689989,-5.968250,-2.592350,-252.251862,1349.122437,100.123566
1191,3.308333,148.332169,-14.396397,172.838898,-264.608551,1449.350464,110.284897,-0.694233,-5.993074,-2.521918,-252.256454,1349.114624,100.136024
1192,3.311111,148.336029,-14.367945,172.862991,-264.622620,1449.340820,110.284958,-0.991960,-6.052570,-2.697962,-252.243820,1349.057617,100.106171
1193,3.313889,148.292450,-14.397431,172.842667,-264.617035,1449.330566,110.277275,-0.966630,-6.049793,-2.669894,-252.240479,1349.045044,100.101204
1194,3.316667,148.483826,-14.293891,172.801788,-264.640717,1449.269409,110.268478,-0.976612,-5.997348,-2.754633,-252.241318,1349.027832,100.088135
1195,3.319444,148.543640,-14.357589,172.835403,-264.640198,1449.251587,110.281082,-1.035533,-6.027379,-2.794710,-252.237198,1349.026611,100.104500
