Frame,Time (Seconds),X,Y,Z,X17_B1,Y17_B1,Z17_B1,X,Y,Z,X17_B2,Y17_B2,Z17_B2
0,0,144.572174,-19.357084,175.495468,-264.060394,1450.899048,111.038704,-1.141499,-5.905953,-3.83058,-252.497726,1349.071289,100.147026
1,0.002778,148.713486,-13.468381,172.863083,-265.048248,1449.346924,110.619095,-1.141943,-5.911184,-3.867849,-252.498779,1349.064697,100.130188
2,0.005556,144.60675,-19.167978,175.615173,-264.102448,1450.885132,111.000984,-1.12107,-5.882525,-3.897326,-252.501968,1349.067505,100.140579
3,0.008333,148.955841,-12.887637,172.604538,-265.102509,1449.160278,110.599365,-1.152431,-5.901399,-3.973759,-252.505936,1349.063232,100.150658
4,0.011111,148.96138,-12.954661,172.613525,-265.076782,1449.153931,110.587318,-1.102906,-5.888516,-3.939808,-252.49762,1349.05188,100.151672
5,0.013889,144.294281,-17.379738,176.288147,-264.477264,1450.827026,110.659851,-1.13357,-5.858206,-4.003859,-252.503418,1349.05188,100.138725
6,0.016667,144.220947,-17.76763,176.323761,-264.373077,1450.858643,110.733231,-1.073035,-5.860801,-4.002087,-252.503937,1349.041016,100.132523
7,0.019444,148.583725,-14.347236,172.786072,-264.770691,1449.206299,110.374748,-1.078111,-5.860804,-4.011923,-252.514191,1349.036987,100.133125
8,0.022222,148.606964,-14.355656,172.834274,-264.774292,1449.2052,110.390198,-1.08656,-5.855564,-4.085601,-252.509949,1349.025635,100.137474
9,0.025,144.529099,-19.794573,175.556976,-264.05307,1450.813232,111.075172,-1.092871,-5.868278,-4.104868,-252.505783,1349.017456,100.145233
10,0.027778,144.540787,-19.928362,175.572693,-264.030151,1450.812744,111.102341,-1.072438,-5.843881,-4.105477,-252.508377,1349.015991,100.144447
11,0.030556,,,,,,,,,,,,
12,0.033333,144.267578,-18.801971,176.318481,-264.160522,1450.857422,110.849663,-1.105595,-5.831433,-4.103865,-252.51416,1349.012573,100.138634
13,0.036111,144.518768,-19.851631,175.603668,-264.040894,1450.789063,111.066566,-1.079633,-5.801598,-4.113093,-252.513351,1348.999146,100.12838
14,0.038889,144.260666,-18.901972,176.351364,-264.136841,1450.864258,110.85997,-1.074895,-5.803783,-4.137967,-252.511322,1349.000366,100.143669
15,0.041667,149.867264,-13.798216,172.008652,-265.024445,1448.761475,110.53212,-1.124716,-5.832305,-4.125849,-252.51004,1348.997314,100.115364
16,0.044444,144.512161,-19.898657,175.639771,-264.026947,1450.798096,111.070244,-1.079257,-5.838468,-4.091136,-252.511078,1348.991577,100.125084
17,0.047222,144.53009,-20.04567,175.65834,-263.999756,1450.809204,111.097832,-1.112923,-5.812104,-4.075702,-252.519394,1348.99646,100.109383
18,0.05,,,,,,,,,,,,
19,0.052778,,,,,,,,,,,,
20,0.055556,144.175323,-18.195814,176.444641,-264.285278,1450.86377,110.743492,-1.173055,-5.88141,-4.04599,-252.523743,1349.02002,100.105652
21,0.058333,,,,,,,,,,,,
22,0.061111,,,,,,,,,,,,
23,0.063889,144.428436,-17.371241,176.180176,-264.437103,1450.757446,110.642616,-1.165849,-5.89096,-4.015451,-252.519165,1349.047363,100.109154
24,0.066667,144.175705,-17.677843,176.236832,-264.381775,1450.860107,110.691933,-1.142366,-5.903848,-3.969681,-252.511978,1349.053711,100.119492
25,0.069444,148.507904,-14.460805,172.592255,-264.926788,1449.270386,110.469467,-1.160797,-5.892861,-3.933062,-252.514008,1349.056763,100.112762
26,0.072222,-86.256607,-78.088615,116.70369,-262.999023,1449.521606,111.063957,-1.13336,-5.903996,-3.970141,-252.50769,1349.061523,100.11261
27,0.075,,,,,,,,,,,,
28,0.077778,144.551056,-19.389616,175.568054,-264.042206,1450.909058,111.021706,-1.154233,-5.939202,-3.881755,-252.507355,1349.085083,100.125931
29,0.080556,144.175751,-16.247236,176.457474,-264.774841,1450.81958,110.438789,-1.140677,-5.927405,-3.877507,-252.511948,1349.08252,100.124702
30,0.083333,148.412109,-14.180631,172.625854,-264.753601,1449.281494,110.360191,-1.18178,-5.916647,-3.909864,-252.510391,1349.084351,100.12426
31,0.086111,144.178604,-17.336269,176.272202,-264.451874,1450.885864,110.643074,-1.174064,-5.925549,-3.888381,-252.516663,1349.082886,100.125374
32,0.088889,,,,,,,,,,,,
33,0.091667,,,,,,,,,,,,
34,0.094444,,,,,,,,,,,,
35,0.097222,144.42598,-19.814821,175.435364,-264.019531,1450.871704,111.082283,-1.188166,-5.896546,-4.034895,-252.529236,1349.058594,100.119072
36,0.1,144.198944,-18.456188,176.146469,-264.193939,1450.889648,110.818771,-1.188054,-5.894166,-4.079799,-252.534866,1349.046631,100.117905
37,0.102778,144.434769,-18.596689,175.906525,-264.156403,1450.789185,110.837822,-1.194625,-5.857851,-4.088779,-252.531799,1349.033447,100.122635
38,0.105556,143.814163,-20.950628,174.880463,-263.903381,1450.931519,111.472725,-1.231796,-5.822251,-4.174469,-252.543503,1349.033691,100.116058
39,0.108333,144.120682,-20.800529,174.612366,-263.925415,1450.792236,111.454353,-1.161845,-5.844602,-4.101632,-252.542969,1349.018921,100.114067
40,0.111111,-2.879583,23.440546,4.075438,-263.997375,1450.184448,109.421936,-1.164247,-5.827882,-4.179411,-252.547867,1349.004883,100.117416
41,0.113889,-84.839767,-77.870224,118.223663,-263.050201,1449.407104,111.073257,-1.197362,-5.823587,-4.166703,-252.549469,1349.006226,100.119652
42,0.116667,148.14537,-15.22449,173.122665,-264.7453,1449.329102,110.448936,-1.16786,-5.800103,-4.245966,-252.554977,1348.995972,100.107491
43,0.119444,,,,,,,,,,,,
44,0.122222,,,,,,,,,,,,
45,0.125,-3.12977,23.693218,5.27712,-264.059387,1450.14563,109.438446,-1.163118,-5.821202,-4.215302,-252.55513,1349.001343,100.117493
46,0.127778,-3.003638,23.735205,5.139462,-264.068604,1450.123291,109.439102,-1.209802,-5.856042,-4.179792,-252.563232,1348.99646,100.089943
47,0.130556,,,,,,,,,,,,
48,0.133333,,,,,,,,,,,,
49,0.136111,,,,,,,,,,,,
50,0.138889,,,,,,,,,,,,
51,0.141667,-2.821135,23.391869,3.768993,-263.983398,1450.226807,109.442192,-1.23058,-5.88731,-4.065238,-252.54866,1349.041382,100.116302
52,0.144444,144.383041,-18.798302,175.719788,-264.098175,1450.8125,110.874344,-1.227407,-5.897316,-4.011153,-252.536774,1349.050781,100.1138
53,0.147222,144.009155,-20.737041,174.557159,-263.936096,1450.886963,111.450577,-1.232722,-5.928472,-4.012562,-252.546402,1349.051636,100.102371
54,0.15,144.369324,-17.925131,175.892639,-264.277344,1450.798462,110.760017,-1.193391,-5.902468,-3.980399,-252.540863,1349.063477,100.123901
55,0.152778,148.452652,-14.233095,172.643341,-264.76181,1449.261353,110.370979,-1.243762,-5.932707,-3.932463,-252.549652,1349.073364,100.122665
56,0.155556,-2.647412,23.259455,4.008913,-263.941467,1450.290161,109.276024,-1.276569,-5.928171,-3.949058,-252.541,1349.082642,100.129982
57,0.158333,144.296783,-17.477087,175.822006,-264.37677,1450.794189,110.689781,-1.314239,-5.936165,-3.982693,-252.54068,1349.083984,100.108589
58,0.161111,144.097366,-17.056316,176.186157,-264.538788,1450.864746,110.602219,-1.289963,-5.940012,-3.975662,-252.542496,1349.081909,100.119247
59,0.163889,144.117722,-17.486164,176.092865,-264.414368,1450.878418,110.679169,-1.30292,-5.971887,-3.914466,-252.539932,1349.081909,100.119095
60,0.166667,144.088928,-16.611008,176.288925,-264.66394,1450.832886,110.508728,-1.307116,-5.939505,-3.930488,-252.536957,1349.082031,100.106079
61,0.169444,144.104309,-19.53961,175.438828,-264.063507,1450.956787,111.057571,-1.313125,-5.93593,-3.947155,-252.544785,1349.07959,100.110649
62,0.172222,144.105179,-17.650642,176.124069,-264.386353,1450.874878,110.711617,-1.354421,-5.953123,-3.958191,-252.541245,1349.07605,100.11808
63,0.175,148.843826,-12.756735,172.640533,-265.218048,1449.166504,110.614586,-1.335698,-5.936462,-3.944827,-252.54097,1349.074097,100.108757
64,0.177778,,,,,,,,,,,,
65,0.180556,,,,,,,,,,,,
66,0.183333,149.71521,-12.84277,171.868896,-265.191498,1448.883179,110.633911,-1.307494,-5.894031,-4.052737,-252.541687,1349.053223,100.115852
67,0.186111,-2.980808,23.591093,5.560792,-264.012817,1450.229126,109.275192,-1.347734,-5.905812,-4.069285,-252.540649,1349.050171,100.115265
68,0.188889,144.351898,-19.450163,175.636322,-264.111511,1450.83606,111.003265,-1.322985,-5.883257,-4.118373,-252.541595,1349.039795,100.110413
69,0.191667,144.152527,-19.930479,175.776443,-264.036377,1450.925781,111.074074,-1.271568,-5.879806,-4.079231,-252.540344,1349.033936,100.114578
70,0.194444,,,,,,,,,,,,
71,0.197222,,,,,,,,,,,,
72,0.2,,,,,,,,,,,,
73,0.202778,-2.677183,23.383272,4.029937,-263.93573,1450.234497,109.307838,-1.193753,-5.822073,-4.245599,-252.536896,1349.009277,100.106224
74,0.205556,,,,,,,,,,,,
75,0.208333,,,,,,,,,,,,
76,0.211111,144.202713,-20.239786,175.773392,-263.969086,1450.911499,111.104965,-1.15407,-5.816682,-4.13196,-252.533432,1349.007935,100.099174
77,0.213889,144.471878,-20.071548,175.546539,-263.99057,1450.804565,111.100746,-1.108597,-5.831804,-4.141308,-252.53421,1349.014282,100.108253
78,0.216667,144.296967,-19.993759,175.710617,-263.996368,1450.878174,111.08638,-1.121192,-5.817183,-4.163911,-252.531021,1349.014404,100.123993
79,0.219444,,,,,,,,,,,,
80,0.222222,,,,,,,,,,,,
81,0.225,,,,,,,,,,,,
82,0.227778,,,,,,,,,,,,
83,0.230556,,,,,,,,,,,,
84,0.233333,144.256668,-16.789909,176.38765,-264.636383,1450.793213,110.53772,-1.09934,-5.863646,-3.998503,-252.521866,1349.032227,100.121742
85,0.236111,144.18161,-17.736185,176.1745,-264.367371,1450.859741,110.707817,-1.137471,-5.878003,-3.986453,-252.523483,1349.044434,100.115898
86,0.238889,144.175476,-17.778942,176.195831,-264.354767,1450.873413,110.726196,-1.150859,-5.885034,-3.974029,-252.519394,1349.048096,100.143372
87,0.241667,,,,,,,,,,,,
88,0.244444,,,,,,,,,,,,
89,0.247222,144.242813,-17.070711,176.246201,-264.544647,1450.818359,110.614014,-1.229914,-5.919698,-3.940384,-252.519455,1349.063477,100.128967
90,0.25,148.927948,-12.846708,172.570175,-265.131256,1449.145508,110.597092,-1.243178,-5.89199,-3.970067,-252.528641,1349.05249,100.113945
91,0.252778,145.82428,-15.712341,174.617798,-264.718872,1450.140259,110.560158,-1.238597,-5.902617,-3.947164,-252.51886,1349.05188,100.117188
92,0.255556,148.869736,-12.88872,172.532089,-265.087616,1449.142822,110.579483,-1.316928,-5.90532,-4.003927,-252.527893,1349.063965,100.114983
93,0.258333,144.486404,-19.371298,175.26709,-264.091248,1450.800903,111.046822,-1.254568,-5.920135,-3.910552,-252.521835,1349.051758,100.121429
94,0.261111,,,,,,,,,,,,
95,0.263889,144.391464,-19.649921,175.416641,-264.051453,1450.843994,111.061317,-1.297096,-5.925525,-3.958683,-252.519608,1349.049683,100.124138
96,0.266667,144.381332,-19.661228,175.468231,-264.052826,1450.837402,111.050018,-1.266423,-5.897484,-4.009233,-252.519363,1349.035889,100.098885
97,0.269444,,,,,,,,,,,,
98,0.272222,144.158859,-19.899952,175.796417,-264.028625,1450.936401,111.06353,-1.262024,-5.901124,-4.073883,-252.528015,1349.021729,100.09317
99,0.275,,,,,,,,,,,,
100,0.277778,144.423004,-19.600464,175.676025,-264.094238,1450.820435,111.01506,-1.268177,-5.869578,-4.119726,-252.523865,1349.032471,100.091576
101,0.280556,144.435287,-19.677765,175.711166,-264.08963,1450.817993,111.017036,-1.212241,-5.843593,-4.074736,-252.525055,1349.017456,100.097626
102,0.283333,144.241211,-20.069719,175.859787,-263.99765,1450.921753,111.083076,-1.192302,-5.847881,-4.122457,-252.525208,1349.015137,100.120766
103,0.286111,144.478363,-18.738125,176.031769,-264.148926,1450.770996,110.851227,-1.118037,-5.847613,-4.078709,-252.532013,1349.012817,100.112709
104,0.288889,,,,,,,,,,,,
105,0.291667,,,,,,,,,,,,
106,0.294444,144.504456,-20.031202,175.505859,-264.004639,1450.81604,111.06842,-1.057361,-5.842699,-4.088354,-252.516205,1349.010986,100.10968
107,0.297222,144.23645,-20.099863,175.737839,-263.994659,1450.91333,111.081642,-1.042427,-5.835327,-4.072034,-252.52774,1349.021851,100.118233
108,0.3,,,,,,,,,,,,
109,0.302778,,,,,,,,,,,,
110,0.305556,,,,,,,,,,,,
111,0.308333,,,,,,,,,,,,
112,0.311111,148.416412,-14.781671,172.823547,-264.762329,1449.414917,110.519135,-1.003395,-5.90304,-3.887402,-252.509445,1349.027832,100.162033
113,0.313889,144.636475,-19.596476,175.575516,-264.015289,1450.872314,111.030556,-1.054509,-5.869963,-3.997614,-252.512543,1349.037354,100.138916
114,0.316667,148.805115,-14.487078,172.729507,-264.860687,1449.259888,110.443184,-1.038458,-5.865181,-3.954374,-252.508194,1349.041382,100.155876
115,0.319444,,,,,,,,,,,,
116,0.322222,,,,,,,,,,,,
117,0.325,,,,,,,,,,,,
118,0.327778,144.875336,-16.51193,175.581482,-264.598724,1450.532715,110.572624,-1.138243,-5.900444,-3.885099,-252.515854,1349.043701,100.156891
119,0.330556,144.5737,-19.416142,175.556854,-264.042511,1450.89502,111.028725,-1.178348,-5.924906,-3.893584,-252.507629,1349.055298,100.146454
120,0.333333,,,,,,,,,,,,
121,0.336111,,,,,,,,,,,,
122,0.338889,,,,,,,,,,,,
123,0.341667,148.4758,-14.241831,172.6689,-264.747803,1449.24939,110.345665,-1.164359,-5.923223,-3.909112,-252.509766,1349.045288,100.133736
124,0.344444,148.939987,-12.916849,172.574966,-265.057068,1449.145874,110.571945,-1.181401,-5.94949,-3.901274,-252.509232,1349.046265,100.132637
125,0.347222,146.164841,-15.49756,174.487518,-264.747528,1450.037842,110.537468,-1.127523,-5.945755,-3.940074,-252.504852,1349.047119,100.143867
126,0.35,148.503143,-14.301915,172.682709,-264.736511,1449.241333,110.35199,-1.123235,-5.929211,-3.94645,-252.500626,1349.047607,100.138077
127,0.352778,148.513611,-14.291834,172.742889,-264.739807,1449.236572,110.354141,-1.116959,-5.928961,-3.978011,-252.506012,1349.053345,100.146294
128,0.355556,148.591644,-14.366648,172.778809,-264.738007,1449.224121,110.361145,-1.12101,-5.959037,-3.984597,-252.498352,1349.050781,100.133041
129,0.358333,148.605804,-14.353722,172.810532,-264.73764,1449.219604,110.362221,-1.054552,-5.943217,-3.954579,-252.50354,1349.05481,100.1371
130,0.361111,148.63765,-14.378347,172.86235,-264.736633,1449.218506,110.34935,-1.057174,-5.929239,-4.000645,-252.498749,1349.051636,100.141373
131,0.363889,148.670227,-14.389863,172.881699,-264.73349,1449.223633,110.361794,-1.059023,-5.90298,-4.018801,-252.498306,1349.059937,100.131531
132,0.366667,148.639679,-14.388376,172.889374,-264.741241,1449.223755,110.350311,-0.990638,-5.935212,-3.981789,-252.490692,1349.05249,100.141739
133,0.369444,148.604843,-14.398425,172.844803,-264.733215,1449.229126,110.351837,-1.049093,-5.913844,-4.002513,-252.499725,1349.053589,100.121712
134,0.372222,148.595032,-14.595827,172.904221,-264.677795,1449.253906,110.376343,-0.980507,-5.905597,-3.946635,-252.494568,1349.053711,100.147575
135,0.375,148.65773,-14.439642,172.912491,-264.727539,1449.22937,110.359055,-1.062583,-5.892872,-4.013848,-252.49556,1349.057983,100.120514
136,0.377778,-4.23726,23.10376,4.767325,-263.872345,1450.734009,109.317841,-1.016717,-5.889193,-3.953966,-252.491089,1349.059204,100.139595
137,0.380556,-87.883583,-77.993073,117.53286,-263.017487,1449.696045,111.171974,-1.043003,-5.889966,-3.933742,-252.49585,1349.056641,100.13842
138,0.383333,148.635239,-14.407065,172.926346,-264.739746,1449.239868,110.348091,-1.023724,-5.878315,-4.005219,-252.493027,1349.05603,100.145493
139,0.386111,148.579941,-14.445213,172.879562,-264.737091,1449.230713,110.356796,-1.041008,-5.8577,-3.990075,-252.490463,1349.056885,100.138817
140,0.388889,148.579376,-14.391578,172.850677,-264.730072,1449.241333,110.354675,-1.061752,-5.842172,-4.019759,-252.489471,1349.05481,100.146317
141,0.391667,148.551987,-14.370072,172.8255,-264.738403,1449.243042,110.356628,-1.070782,-5.856636,-3.991201,-252.490128,1349.054443,100.145012
142,0.394444,148.711716,-14.605981,172.845093,-264.836731,1449.323975,110.475464,-1.047319,-5.843632,-3.94245,-252.492783,1349.052612,100.158585
143,0.397222,148.483398,-13.433676,172.954544,-264.965088,1449.31958,110.570038,-1.117002,-5.838305,-3.98456,-252.495224,1349.052124,100.159294
144,0.4,148.752762,-14.48998,172.747787,-264.875732,1449.275757,110.443588,-1.145193,-5.834602,-3.95959,-252.495682,1349.056396,100.153717
145,0.402778,148.729935,-14.487988,172.723282,-264.886719,1449.282104,110.462051,-1.148812,-5.818104,-3.932671,-252.500534,1349.052368,100.133102
146,0.405556,148.742935,-14.464438,172.703262,-264.879547,1449.283813,110.450058,-1.154094,-5.844718,-3.986942,-252.499908,1349.053345,100.14386
147,0.408333,,,,,,,,,,,,
148,0.411111,148.74353,-14.44952,172.699188,-264.873993,1449.289185,110.451836,-1.158774,-5.84457,-3.975902,-252.490524,1349.061157,100.148621
149,0.413889,148.726822,-14.421337,172.678406,-264.895905,1449.297607,110.464249,-1.167396,-5.822465,-3.997557,-252.499664,1349.063477,100.145424
150,0.416667,148.705948,-14.415321,172.656143,-264.84024,1449.291992,110.411926,-1.173758,-5.838275,-3.956313,-252.496307,1349.0625,100.119987
151,0.419444,,,,,,,,,,,,
152,0.422222,,,,,,,,,,,,
153,0.425,,,,,,,,,,,,
154,0.427778,,,,,,,,,,,,
155,0.430556,,,,,,,,,,,,
156,0.433333,148.514679,-14.316646,172.742874,-264.755219,1449.247192,110.348213,-1.15445,-5.878463,-3.970193,-252.508789,1349.072754,100.129593
157,0.436111,148.554199,-14.522497,172.718842,-264.882019,1449.248169,110.408577,-1.21627,-5.854692,-4.043342,-252.504028,1349.075073,100.109612
158,0.438889,144.240494,-19.784145,175.764999,-264.040161,1450.940796,111.040321,-1.106341,-5.848673,-4.024899,-252.505066,1349.055298,100.112617
159,0.441667,148.558868,-14.313206,172.849991,-264.756042,1449.220581,110.344955,-1.172516,-5.87402,-4.045478,-252.509659,1349.066162,100.112648
160,0.444444,148.51796,-14.562797,172.889542,-264.697174,1449.237305,110.352081,-1.126091,-5.860278,-4.040908,-252.509476,1349.057373,100.104851
161,0.447222,148.510483,-14.687207,172.9086,-264.859802,1449.269653,110.394981,-1.168187,-5.857834,-4.037223,-252.513168,1349.051758,100.10939
162,0.45,144.237549,-19.998837,175.879364,-264.004913,1450.928833,111.059937,-1.155764,-5.846809,-4.146679,-252.505508,1349.044312,100.111938
163,0.452778,144.481293,-19.869959,175.618057,-264.025208,1450.83728,111.048645,-1.144216,-5.842081,-4.078713,-252.506073,1349.036743,100.116089
164,0.455556,144.536469,-19.859911,175.688065,-264.024384,1450.836182,111.031593,-1.153941,-5.840437,-4.081892,-252.500504,1349.041016,100.124207
165,0.458333,144.526611,-19.81576,175.72493,-264.027222,1450.842529,111.02523,-1.174118,-5.815219,-4.109629,-252.505875,1349.027954,100.103752
166,0.461111,144.450974,-18.359133,176.16655,-264.214539,1450.775391,110.791824,-1.173429,-5.849788,-4.028591,-252.503311,1349.035034,100.119431
167,0.463889,144.199356,-18.431074,176.400986,-264.22699,1450.87854,110.768219,-1.167795,-5.811549,-4.067607,-252.496628,1349.030151,100.113861
168,0.466667,144.194382,-18.105068,176.362869,-264.300842,1450.851318,110.712692,-1.173447,-5.834931,-4.107253,-252.499069,1349.026855,100.11673
169,0.469444,144.181534,-18.233646,176.331635,-264.268463,1450.865723,110.745148,-1.198544,-5.846651,-4.041563,-252.50769,1349.025146,100.115311
170,0.472222,144.152298,-18.073948,176.368118,-264.314148,1450.861328,110.715515,-1.183981,-5.817686,-4.073588,-252.50209,1349.030273,100.119896
171,0.475,144.378265,-19.941694,175.465668,-264.001099,1450.852905,111.077477,-1.2276,-5.808963,-4.014294,-252.50647,1349.036377,100.128769
172,0.477778,148.490005,-14.33536,172.82486,-264.767792,1449.221069,110.359467,-1.260388,-5.798932,-4.060153,-252.511566,1349.040649,100.11982
173,0.480556,,,,,,,,,,,,
174,0.483333,,,,,,,,,,,,
175,0.486111,,,,,,,,,,,,
176,0.488889,,,,,,,,,,,,
177,0.491667,,,,,,,,,,,,
178,0.494444,148.42189,-14.278193,172.697708,-264.765594,1449.243164,110.36142,-1.332897,-5.841749,-3.953452,-252.508484,1349.05127,100.132309
179,0.497222,144.117325,-19.749451,175.552933,-264.040405,1450.949951,111.052246,-1.342092,-5.82563,-4.008308,-252.509171,1349.045532,100.117554
180,0.5,,,,,,,,,,,,
181,0.502778,144.100052,-18.020836,176.161896,-264.313538,1450.883057,110.733452,-1.373698,-5.851428,-4.011933,-252.519394,1349.053345,100.123299
182,0.505556,144.318832,-18.370464,175.822418,-264.207581,1450.815308,110.811073,-1.325495,-5.843262,-4.008022,-252.514954,1349.049072,100.120811
183,0.508333,-2.883063,23.449326,3.863032,-263.995087,1450.240967,109.436371,-1.311496,-5.84841,-4.017704,-252.518448,1349.049561,100.1091
184,0.511111,144.141846,-19.861862,175.596558,-264.021118,1450.948242,111.06459,-1.346624,-5.880363,-4.022603,-252.517288,1349.057007,100.102173
185,0.513889,144.360672,-19.812222,175.450928,-264.026306,1450.862549,111.068565,-1.32739,-5.85772,-4.040795,-252.520386,1349.052368,100.1064
186,0.516667,144.147736,-18.189739,176.237244,-264.275452,1450.874634,110.759796,-1.274528,-5.852769,-4.049175,-252.521667,1349.050659,100.102837
187,0.519444,,,,,,,,,,,,
188,0.522222,,,,,,,,,,,,
189,0.525,,,,,,,,,,,,
190,0.527778,148.604248,-14.597846,172.797211,-264.966583,1449.20752,110.483986,-1.201764,-5.843894,-4.154458,-252.524765,1349.037964,100.106529
191,0.530556,148.534058,-14.78376,172.825241,-264.865265,1449.22998,110.469849,-1.164854,-5.868611,-4.050154,-252.518005,1349.030029,100.102371
