Frame,Time (Seconds),X,Y,Z,X,Y,Z
1411,3.919444,-262.954803,1449.661011,110.946281,-252.183258,1349.080688,100.089867
1412,3.922222,-264.499054,1449.27002,110.160744,-252.180573,1349.074341,100.081879
1413,3.925,-262.968445,1449.664673,110.940483,-252.173035,1349.083618,100.087418
1414,3.927778,-264.497528,1449.288696,110.149567,-252.150711,1349.11853,100.081337
1415,3.930556,-264.483246,1449.255981,110.156815,-252.153152,1349.110962,100.07431
1416,3.933333,-264.476135,1449.275146,110.065277,-252.173187,1349.078491,100.067764
1417,3.936111,-264.546112,1449.268066,110.106674,-252.153305,1349.10083,100.053818
1418,3.938889,-264.493195,1449.279419,110.147652,-252.168381,1349.083618,100.076759
1419,3.941667,-264.49585,1449.284424,110.143883,-252.164246,1349.09668,100.080803
1420,3.944444,-264.49173,1449.28772,110.140793,-252.15921,1349.095337,100.08329
1421,3.947222,-264.496277,1449.279663,110.14888,-252.145355,1349.108521,100.065651
1422,3.95,-264.50177,1449.275879,110.141533,-252.156738,1349.079346,100.066856
1423,3.952778,-263.637878,1450.738159,109.211174,-252.143646,1349.118408,100.060326
1424,3.955556,-264.486786,1449.287476,110.162033,-252.157776,1349.099976,100.082085
1425,3.958333,-264.492065,1449.297607,110.168251,-252.140854,1349.135742,100.083893
1426,3.961111,-264.483948,1449.308838,110.14418,-252.135666,1349.127808,100.074707
1427,3.963889,-264.490051,1449.268799,110.174088,-252.14418,1349.119751,100.084648
1428,3.966667,-264.480103,1449.299194,110.09346,-252.141235,1349.122559,100.068199
1429,3.969444,-264.511139,1449.305054,110.162415,-252.171753,1349.183716,100.117668
1430,3.972222,-263.662781,1450.776489,109.25415,-252.174942,1349.194458,100.114563
1431,3.975,-262.897339,1449.789429,111.035828,-252.175812,1349.199463,100.120003
1432,3.977778,-264.507233,1449.316162,110.175842,-252.174438,1349.19104,100.111565
1433,3.980556,-264.492401,1449.297852,110.183388,-252.166809,1349.186768,100.123901
1434,3.983333,-263.657349,1450.769409,109.233192,-252.17041,1349.193604,100.135063
1435,3.986111,-264.512695,1449.333374,110.18483,-252.174133,1349.199219,100.124573
1436,3.988889,-263.002228,1449.695435,110.867645,-252.182327,1349.20166,100.131584
1437,3.991667,-264.50827,1449.337402,110.170105,-252.182816,1349.193726,100.119385
1438,3.994444,-262.938904,1449.711548,110.939133,-252.18013,1349.200684,100.122108
1439,3.997222,-264.523132,1449.33374,110.175323,-252.176163,1349.187866,100.125443
1440,4,-263.643402,1450.767578,109.227905,-252.175507,1349.19458,100.127098
1441,4.002778,-264.531311,1449.328369,110.161789,-252.178375,1349.183838,100.118332
1442,4.005556,-264.490234,1449.324219,110.091675,-252.177979,1349.189697,100.118828
1443,4.008333,-264.523193,1449.312866,110.164772,-252.18335,1349.180054,100.106758
1444,4.011111,-263.670837,1450.733398,109.208679,-252.182388,1349.167969,100.114388
1445,4.013889,-264.49707,1449.283936,110.172546,-252.175598,1349.09314,100.085747
1446,4.016667,-264.53949,1449.297241,110.112007,-252.152023,1349.113159,100.071266
1447,4.019444,-264.480377,1449.274902,110.167908,-252.15358,1349.11438,100.079872
1448,4.022222,-264.487274,1449.265503,110.160858,-252.15918,1349.111572,100.079834
1449,4.025,-264.487762,1449.258423,110.15403,-252.15509,1349.112549,100.069481
1450,4.027778,-264.488739,1449.247192,110.154518,-252.151764,1349.100708,100.07312
1451,4.030556,-264.501343,1449.273804,110.157303,-252.146866,1349.089966,100.083359
1452,4.033333,-263.627899,1450.734253,109.232277,-252.158142,1349.10022,100.076157
1453,4.036111,-264.485138,1449.248169,110.167648,-252.15509,1349.097412,100.075806
1454,4.038889,-264.505188,1449.274536,110.148026,-252.158188,1349.102295,100.082047
1455,4.041667,-264.488983,1449.255493,110.155144,-252.165222,1349.099121,100.07534
1456,4.044444,-263.650482,1450.731689,109.223961,-252.160492,1349.099731,100.09153
1457,4.047222,-264.516846,1449.290894,110.150345,-252.153671,1349.0979,100.093872
1458,4.05,-264.475494,1449.267822,110.177635,-252.151672,1349.102539,100.09005
1459,4.052778,-263.640564,1450.723389,109.237129,-252.182358,1349.156128,100.120056
1460,4.055556,-264.440186,1449.269165,110.089439,-252.181229,1349.157227,100.119865
1461,4.058333,-264.483154,1449.268677,110.161911,-252.184219,1349.168091,100.122215
1462,4.061111,-264.451538,1449.28418,110.103745,-252.187164,1349.169312,100.123734
1463,4.063889,-262.879822,1449.292236,110.866776,-252.160583,1349.10791,100.113335
1464,4.066667,-264.142365,1450.85022,110.410286,-252.180878,1349.162476,100.127258
1465,4.069444,-262.878571,1449.309937,110.8647,-252.194672,1349.173706,100.133514
1466,4.072222,-264.728821,1448.859619,110.29348,-252.192291,1349.178955,100.12764
1467,4.075,-263.029877,1449.71582,110.873283,-252.195328,1349.177368,100.126289
1468,4.077778,-262.492432,1447.82666,111.522835,-252.203796,1349.179443,100.12365
1469,4.080556,-264.481049,1449.321777,110.095695,-252.222092,1349.151855,100.139977
1470,4.083333,-263.014038,1449.689209,110.892418,-252.196426,1349.182861,100.134583
1471,4.086111,-264.509094,1449.310547,110.16745,-252.199585,1349.181763,100.131424
1472,4.088889,-262.488007,1447.827026,111.510872,-252.216431,1349.152832,100.128952
1473,4.091667,-264.489349,1449.301147,110.182175,-252.209839,1349.185669,100.131546
1474,4.094444,-262.487457,1447.842163,111.501854,-252.207993,1349.185547,100.107643
1475,4.097222,-264.49411,1449.312622,110.167061,-252.202713,1349.189453,100.11039
1476,4.1,-262.944611,1449.679443,110.948769,-252.224915,1349.160767,100.14093
1477,4.102778,-264.470581,1449.283813,110.173088,-252.21965,1349.161133,100.129875
1478,4.105556,-262.944366,1449.653076,110.940102,-252.190735,1349.177856,100.116226
1479,4.108333,-264.492126,1449.294067,110.16024,-252.191818,1349.10083,100.092148
1480,4.111111,-263.032318,1449.679077,110.872551,-252.189255,1349.088867,100.094666
1481,4.113889,-264.493896,1449.275757,110.152008,-252.189041,1349.086426,100.099037
1482,4.116667,-264.493073,1449.271851,110.164757,-252.18457,1349.07373,100.09124
1483,4.119444,-264.488556,1449.26709,110.157303,-252.181793,1349.073853,100.10862
1484,4.122222,-264.472198,1449.238892,110.170662,-252.182602,1349.071045,100.095703
1485,4.125,-262.490021,1447.808716,111.512672,-252.186172,1349.070435,100.09549
1486,4.127778,-264.493225,1449.265381,110.162415,-252.183762,1349.070923,100.098946
1487,4.130556,-262.94165,1449.635376,110.948135,-252.189331,1349.062744,100.099358
1488,4.133333,-262.468384,1447.76709,111.503685,-252.182159,1349.049805,100.088966
1489,4.136111,-264.49704,1449.25708,110.169243,-252.182846,1349.065186,100.108231
1490,4.138889,-262.961212,1449.643433,110.959114,-252.18573,1349.069214,100.10791
1491,4.141667,-264.48056,1449.241455,110.170807,-252.194199,1349.062988,100.107742
1492,4.144444,-262.951935,1449.628662,110.952309,-252.188354,1349.058594,100.08979
1493,4.147222,-264.500977,1449.275146,110.165802,-252.188919,1349.063965,100.089699
1494,4.15,-262.960999,1449.65686,110.945541,-252.189911,1349.071533,100.100586
1495,4.152778,-264.473969,1449.282837,110.091812,-252.192261,1349.078003,100.113853
1496,4.155556,-262.961975,1449.673828,110.948738,-252.199646,1349.085205,100.100029
1497,4.158333,-264.509216,1449.30188,110.167542,-252.197021,1349.088745,100.111877
1498,4.161111,-262.977509,1449.680664,110.947556,-252.203369,1349.09314,100.101952
1499,4.163889,-264.496124,1449.292114,110.190811,-252.201584,1349.105347,100.104332
1500,4.166667,-262.964905,1449.666626,110.963158,-252.222809,1349.165039,100.118553
1501,4.169444,-264.505676,1449.311768,110.172913,-252.222092,1349.179199,100.130783
1502,4.172222,-263.072388,1449.710693,110.910652,-252.220001,1349.179565,100.141685
1503,4.175,-262.505371,1447.799927,111.537605,-252.223495,1349.185181,100.133354
1504,4.177778,-264.521973,1449.320435,110.17878,-252.224213,1349.179077,100.129585
1505,4.180556,-262.997803,1449.694336,110.954254,-252.200607,1349.120605,100.085693
1506,4.183333,-264.516602,1449.310547,110.172279,-252.228973,1349.177612,100.113739
1507,4.186111,-262.507507,1447.809082,111.523056,-252.223785,1349.178955,100.117645
1508,4.188889,-264.49295,1449.302124,110.107986,-252.206146,1349.11377,100.094864
1509,4.191667,-263.007904,1449.670288,110.961929,-252.216721,1349.11731,100.08268
1510,4.194444,-262.517914,1447.802856,111.504463,-252.214127,1349.112305,100.094101
1511,4.197222,-262.523712,1447.793457,111.511406,-252.216995,1349.099731,100.081276
1512,4.2,-264.501495,1449.272217,110.112396,-252.212112,1349.092529,100.071709
1513,4.202778,-263.024567,1449.650024,110.961327,-252.211334,1349.099731,100.084381
1514,4.205556,-264.530243,1449.258301,110.17289,-252.212677,1349.080566,100.076591
1515,4.208333,-263.002686,1449.639038,110.963898,-252.208298,1349.075562,100.082916
1516,4.211111,-264.526093,1449.25708,110.174568,-252.207993,1349.067627,100.058922
1517,4.213889,-263.012604,1449.640747,110.97039,-252.20755,1349.065918,100.063141
1518,4.216667,-264.522614,1449.256348,110.167618,-252.202118,1349.065186,100.068657
1519,4.219444,-263.004944,1449.633667,110.959305,-252.206955,1349.056396,100.046326
1520,4.222222,-264.526825,1449.25061,110.158981,-252.202484,1349.053955,100.062637
1521,4.225,-263.004974,1449.637451,110.952217,-252.204651,1349.053833,100.060852
1522,4.227778,-264.519226,1449.248901,110.168335,-252.195206,1349.058105,100.067329
1523,4.230556,-262.989532,1449.646484,110.955322,-252.201828,1349.05957,100.051064
1524,4.233333,-264.487335,1449.255493,110.083389,-252.193665,1349.067871,100.071678
1525,4.236111,-263.603851,1450.236816,109.136337,-252.199829,1349.070313,100.050468
1526,4.238889,-264.522888,1449.267578,110.154655,-252.202637,1349.058838,100.049339
1527,4.241667,-264.526184,1449.269043,110.176903,-252.202682,1349.068115,100.073097
1528,4.244444,-264.516907,1449.279053,110.16835,-252.205276,1349.080444,100.080811
1529,4.247222,-264.516174,1449.27124,110.179527,-252.200394,1349.076538,100.067955
1530,4.25,-264.527771,1449.280396,110.184464,-252.200516,1349.088013,100.079559
1531,4.252778,-264.522644,1449.283936,110.171844,-252.205017,1349.088013,100.06472
1532,4.255556,-264.51535,1449.285889,110.177795,-252.205963,1349.094727,100.073936
1533,4.258333,-264.523041,1449.291138,110.168411,-252.212646,1349.092407,100.059753
1534,4.261111,-264.522125,1449.292358,110.180099,-252.201614,1349.096069,100.083031
1535,4.263889,-264.527557,1449.287109,110.173691,-252.210266,1349.105103,100.083611
1536,4.266667,-263.10495,1449.695801,110.919472,-252.217468,1349.108521,100.079941
1537,4.269444,-264.528259,1449.298828,110.178932,-252.208496,1349.107788,100.080788
1538,4.272222,-263.000641,1449.679443,110.954063,-252.21666,1349.111694,100.063316
1539,4.275,-262.504517,1447.793579,111.526497,-252.220215,1349.111572,100.078384
1540,4.277778,-264.52417,1449.292114,110.188965,-252.221558,1349.109619,100.088249
1541,4.280556,-262.51059,1447.792236,111.510262,-252.221283,1349.112183,100.078056
1542,4.283333,-264.519623,1449.286987,110.189659,-252.218842,1349.103882,100.091209
1543,4.286111,-263.009888,1449.667847,110.974617,-252.225281,1349.103271,100.084763
1544,4.288889,-264.485413,1449.278076,110.100471,-252.219711,1349.092163,100.06749
1545,4.291667,-263.001312,1449.6604,110.961166,-252.225723,1349.08374,100.06955
1546,4.294444,-264.522003,1449.264648,110.166542,-252.22319,1349.06604,100.067223
1547,4.297222,-263.009949,1449.644653,110.959602,-252.215744,1349.058838,100.066887
1548,4.3,-264.500854,1449.252441,110.087868,-252.223557,1349.053833,100.069778
1549,4.302778,-263.008881,1449.627319,110.953003,-252.223877,1349.041992,100.064087
1550,4.305556,-264.516632,1449.238892,110.157349,-252.219742,1349.041016,100.079788
1551,4.308333,-263.097748,1449.641357,110.908745,-252.221741,1349.032715,100.081749
1552,4.311111,-264.480103,1449.240112,110.083092,-252.215469,1349.032471,100.073578
1553,4.313889,-262.999054,1449.636475,110.957916,-252.214752,1349.0271,100.074303
1554,4.316667,-264.516144,1449.241577,110.170677,-252.214111,1349.027588,100.092827
1555,4.319444,-262.507019,1447.765015,111.508026,-252.216125,1349.02771,100.073814
1556,4.322222,-264.518951,1449.248779,110.16394,-252.210297,1349.034058,100.099503
1557,4.325,-262.976532,1449.648682,110.948822,-252.215393,1349.03772,100.086143
1558,4.327778,-264.519745,1449.265015,110.162033,-252.215057,1349.047974,100.098083
1559,4.330556,-262.980469,1449.659302,110.960823,-252.201202,1349.054443,100.095726
1560,4.333333,-264.501801,1449.281616,110.151779,-252.203735,1349.064697,100.099991
1561,4.336111,-263.059906,1449.667847,110.906113,-252.198044,1349.073608,100.098068
1562,4.338889,-264.478119,1449.275146,110.163429,-252.194946,1349.085327,100.085854
1563,4.341667,-262.968475,1449.668457,110.95665,-252.208405,1349.096436,100.094246
1564,4.344444,-264.469086,1449.303955,110.088409,-252.214401,1349.110107,100.097954
1565,4.347222,-263.077148,1449.705688,110.911293,-252.20639,1349.101074,100.104156
1566,4.35,-264.500641,1449.319458,110.165764,-252.211426,1349.111816,100.089043
1567,4.352778,-262.976501,1449.678955,110.960403,-252.210526,1349.115723,100.097885
1568,4.355556,-264.514771,1449.320801,110.169502,-252.236603,1349.174194,100.139786
1569,4.358333,-262.973602,1449.691406,110.946632,-252.210938,1349.112061,100.105118
1570,4.361111,-264.511261,1449.311401,110.169312,-252.239105,1349.175537,100.130592
1571,4.363889,-262.99231,1449.693115,110.95018,-252.237701,1349.160278,100.128944
1572,4.366667,-264.485138,1449.302734,110.100761,-252.221817,1349.102905,100.094643
1573,4.369444,-262.988007,1449.691772,110.941254,-252.21106,1349.092896,100.10376
1574,4.372222,-264.490784,1449.298096,110.09108,-252.22171,1349.088257,100.099495
1575,4.375,-263.071686,1449.682373,110.894173,-252.221405,1349.081909,100.096901
1576,4.377778,-264.494141,1449.282593,110.096886,-252.215683,1349.078369,100.097221
1577,4.380556,-262.503632,1447.797607,111.491608,-252.217499,1349.068481,100.091156
1578,4.383333,-264.520569,1449.271606,110.159645,-252.214813,1349.067627,100.089806
1579,4.386111,-262.979034,1449.651855,110.943024,-252.219681,1349.070068,100.098938
1580,4.388889,-264.524567,1449.271362,110.156853,-252.208023,1349.056519,100.1008
1581,4.391667,-262.972015,1449.64563,110.95031,-252.20787,1349.065552,100.105904
1582,4.394444,-264.488739,1449.276367,110.089561,-252.210175,1349.0625,100.102531
1583,4.397222,-262.963959,1449.651611,110.940178,-252.204483,1349.069946,100.112053
1584,4.4,-264.477417,1449.27356,110.082405,-252.199615,1349.072388,100.107773
1585,4.402778,-264.498627,1449.252563,110.171715,-252.19342,1349.070313,100.105057
1586,4.405556,-264.513275,1449.290405,110.147865,-252.196762,1349.07959,100.099976
1587,4.408333,-264.494965,1449.27417,110.157379,-252.183609,1349.083618,100.11071
1588,4.411111,-264.512939,1449.29895,110.154007,-252.199203,1349.139771,100.130348
1589,4.413889,-264.479614,1449.284668,110.165756,-252.177719,1349.10376,100.105736
1590,4.416667,-264.50592,1449.314453,110.151039,-252.168442,1349.101685,100.103287
1591,4.419444,-264.473755,1449.300781,110.15654,-252.177689,1349.202515,100.102493
1592,4.422222,-264.537262,1449.321411,110.114876,-252.172119,1349.200928,100.118698
1593,4.425,-264.533356,1449.324951,110.118874,-252.149765,1349.149048,100.088432
1594,4.427778,-264.477936,1449.316772,110.1567,-252.17244,1349.21875,100.126427
1595,4.430556,-264.478333,1449.313843,110.165741,-252.165649,1349.213623,100.121414
1596,4.433333,-264.469421,1449.310669,110.17025,-252.163086,1349.217529,100.102936
1597,4.436111,-263.618469,1450.767578,109.232605,-252.145615,1349.147949,100.082863
1598,4.438889,-264.476593,1449.330322,110.154488,-252.143509,1349.150024,100.083099
1599,4.441667,-264.488586,1449.320068,110.162361,-252.165085,1349.205078,100.108582
1600,4.444444,-264.500244,1449.31604,110.158401,-252.163025,1349.190063,100.108826
1601,4.447222,-264.494629,1449.315552,110.15303,-252.141647,1349.130615,100.085686
1602,4.45,-264.461731,1449.287354,110.175079,-252.161377,1349.179688,100.113838
1603,4.452778,-264.504059,1449.293701,110.163788,-252.17363,1349.178101,100.108887
1604,4.455556,-264.499817,1449.292969,110.161682,-252.188034,1349.151245,100.122414
1605,4.458333,-264.466461,1449.264893,110.123505,-252.165527,1349.083008,100.096001
1606,4.461111,-264.477173,1449.280518,110.10981,-252.1922,1349.130737,100.123024
1607,4.463889,-263.65976,1450.733643,109.232552,-252.17157,1349.077515,100.108383
1608,4.466667,-264.50885,1449.268433,110.175888,-252.17894,1349.071777,100.109215
1609,4.469444,-264.515167,1449.277588,110.167053,-252.194824,1349.117065,100.146515
1610,4.472222,-264.515991,1449.275757,110.176247,-252.200485,1349.130859,100.120018
1611,4.475,-264.490875,1449.286133,110.098732,-252.195984,1349.13562,100.140747
1612,4.477778,-263.646729,1450.629028,109.228027,-252.184189,1349.162964,100.123611
1613,4.480556,-262.509033,1447.819702,111.515816,-252.203201,1349.140747,100.131142
1614,4.483333,-264.488342,1449.30188,110.100082,-252.199051,1349.14624,100.148178
1615,4.486111,-262.95224,1449.661133,110.935356,-252.182251,1349.185425,100.104034
1616,4.488889,-264.516113,1449.310303,110.163307,-252.187759,1349.162231,100.158661
1617,4.491667,-263.669861,1450.762939,109.195969,-252.174164,1349.188354,100.131416
1618,4.494444,-264.520081,1449.321777,110.167938,-252.169907,1349.197632,100.12883
1619,4.497222,-263.665344,1450.776123,109.217773,-252.176224,1349.204102,100.133255
1620,4.5,-264.472748,1449.298462,110.052879,-252.174973,1349.207886,100.113213
1621,4.502778,-264.508789,1449.304932,110.133263,-252.173035,1349.209229,100.123108
1622,4.505556,-263.665375,1450.772461,109.214333,-252.166656,1349.21582,100.121399
1623,4.508333,-264.5112,1449.332642,110.157784,-252.166275,1349.208252,100.09864
1624,4.511111,-263.646057,1450.764771,109.221497,-252.166061,1349.198242,100.113777
1625,4.513889,-264.503204,1449.296875,110.129555,-252.14502,1349.13855,100.064781
1626,4.516667,-264.492401,1449.321167,110.153419,-252.165192,1349.183472,100.110214
1627,4.519444,-263.65155,1450.755981,109.243309,-252.152527,1349.124634,100.073288
1628,4.522222,-264.519897,1449.302124,110.156265,-252.142883,1349.120728,100.078339
1629,4.525,-264.475189,1449.276489,110.164505,-252.151611,1349.106689,100.082085
1630,4.527778,-263.64502,1450.747192,109.250885,-252.149399,1349.094849,100.084763
1631,4.530556,-264.472717,1449.281738,110.071266,-252.153671,1349.082031,100.093971
1632,4.533333,-263.653442,1450.738403,109.25518,-252.155304,1349.07666,100.078278
1633,4.536111,-263.635864,1450.739624,109.257225,-252.157776,1349.083252,100.092499
1634,4.538889,-263.646301,1450.731201,109.243141,-252.165939,1349.080566,100.067467
1635,4.541667,-263.674225,1450.601807,109.217834,-252.164337,1349.07605,100.081467
1636,4.544444,-264.496002,1449.234131,110.166817,-252.165405,1349.065674,100.086792
1637,4.547222,-263.655426,1450.727295,109.247017,-252.162308,1349.07666,100.091225
1638,4.55,-264.516418,1449.253906,110.159546,-252.163834,1349.069458,100.085167
1639,4.552778,-264.484558,1449.268677,110.094505,-252.184448,1349.053711,100.103149
1640,4.555556,-264.484894,1449.267456,110.092842,-252.188797,1349.139526,100.128708
1641,4.558333,-264.513123,1449.275269,110.159492,-252.167221,1349.095703,100.097473
1642,4.561111,-264.480804,1449.28186,110.09906,-252.192581,1349.160156,100.121056
1643,4.563889,-264.511169,1449.282715,110.165421,-252.213806,1349.143433,100.137665
1644,4.566667,-264.509735,1449.296021,110.167603,-252.21846,1349.156128,100.144371
1645,4.569444,-264.483368,1449.301636,110.098557,-252.204025,1349.185547,100.124107
1646,4.572222,-264.51181,1449.298584,110.1745,-252.222504,1349.164917,100.139244
1647,4.575,-262.500641,1447.829224,111.511055,-252.222382,1349.172729,100.148987
1648,4.577778,-264.513306,1449.313599,110.171066,-252.22168,1349.174805,100.1437
1649,4.580556,-262.935669,1449.68689,110.946014,-252.219025,1349.181152,100.129547
1650,4.583333,-264.504944,1449.317261,110.16346,-252.217682,1349.184448,100.130135
1651,4.586111,-264.515442,1449.317505,110.166328,-252.2229,1349.184326,100.12944
1652,4.588889,-264.474365,1449.324219,110.091034,-252.219055,1349.179199,100.119499
1653,4.591667,-264.498077,1449.311523,110.16346,-252.223495,1349.172363,100.110611
1654,4.594444,-264.513763,1449.307983,110.1633,-252.218491,1349.173828,100.125473
1655,4.597222,-264.477234,1449.304077,110.079353,-252.177292,1349.126465,100.079041
1656,4.6,-264.490479,1449.276123,110.154648,-252.168243,1349.119873,100.085014
1657,4.602778,-264.513214,1449.293945,110.166397,-252.168472,1349.109863,100.085251
1658,4.605556,-264.500763,1449.283691,110.153084,-252.170593,1349.102905,100.095695
1659,4.608333,-264.49173,1449.288086,110.157272,-252.173508,1349.103882,100.085381
1660,4.611111,-264.490692,1449.249878,110.156624,-252.171432,1349.092651,100.0746
1661,4.613889,-264.512054,1449.267822,110.164619,-252.178253,1349.081299,100.073265
1662,4.616667,-264.518616,1449.268066,110.14724,-252.166061,1349.078247,100.073654
1663,4.619444,-264.511444,1449.260498,110.151161,-252.154495,1349.072388,100.066986
1664,4.622222,-264.510529,1449.265381,110.160789,-252.170059,1349.07373,100.072388
1665,4.625,-264.505402,1449.252808,110.150253,-252.165054,1349.060547,100.071045
1666,4.627778,-264.509979,1449.249756,110.157288,-252.170624,1349.064331,100.075554
1667,4.630556,-264.469666,1449.261719,110.083603,-252.164841,1349.066406,100.069633
1668,4.633333,-264.478485,1449.263428,110.079132,-252.170914,1349.068726,100.066414
1669,4.636111,-264.510468,1449.2677,110.162964,-252.172714,1349.070068,100.079437
1670,4.638889,-264.507324,1449.265381,110.171097,-252.176727,1349.091187,100.073311
1671,4.641667,-264.475159,1449.273804,110.094795,-252.179565,1349.099854,100.081665
1672,4.644444,-264.481354,1449.276367,110.093102,-252.193069,1349.070923,100.097435
1673,4.647222,-264.508698,1449.272827,110.171906,-252.198608,1349.090332,100.093506
1674,4.65,-264.51358,1449.28186,110.181984,-252.205521,1349.088013,100.101944
1675,4.652778,-262.491547,1447.809326,111.538185,-252.205826,1349.098755,100.082977
1676,4.655556,-264.515289,1449.299927,110.16835,-252.210968,1349.111084,100.086433
1677,4.658333,-262.98941,1449.685913,110.951393,-252.231033,1349.174194,100.120262
1678,4.661111,-262.499969,1447.799805,111.525429,-252.236069,1349.173462,100.113342
1679,4.663889,-264.485809,1449.314697,110.099968,-252.240265,1349.16687,100.104843
1680,4.666667,-262.996979,1449.698975,110.958107,-252.240067,1349.18457,100.100372
1681,4.669444,-262.510132,1447.806274,111.517563,-252.238327,1349.185303,100.112236
1682,4.672222,-264.527435,1449.317749,110.17186,-252.235031,1349.17627,100.107849
1683,4.675,-263.001648,1449.699951,110.953438,-252.220184,1349.127197,100.06649
1684,4.677778,-264.525269,1449.320557,110.165459,-252.219025,1349.116333,100.083206
1685,4.680556,-262.511993,1447.800293,111.51017,-252.217682,1349.11731,100.080368
1686,4.683333,-264.523193,1449.315186,110.167137,-252.215302,1349.115967,100.080719
1687,4.686111,-262.994476,1449.700439,110.960022,-252.215775,1349.112427,100.08786
1688,4.688889,-262.513458,1447.797607,111.515541,-252.214127,1349.103027,100.083252
1689,4.691667,-264.534851,1449.292114,110.168098,-252.214706,1349.092529,100.080086
1690,4.694444,-263.003021,1449.670288,110.952553,-252.216904,1349.081055,100.087471
1691,4.697222,-264.523102,1449.273804,110.185257,-252.21228,1349.07605,100.072868
1692,4.7,-263.000397,1449.654297,110.957443,-252.204208,1349.062988,100.060379
1693,4.702778,-264.519928,1449.269653,110.164078,-252.202454,1349.0625,100.05883
1694,4.705556,-263.100403,1449.659546,110.915924,-252.19873,1349.053955,100.063889
1695,4.708333,-264.521942,1449.252563,110.154655,-252.209244,1349.044067,100.063377
1696,4.711111,-263.110046,1449.646973,110.914146,-252.204575,1349.048096,100.055969
1697,4.713889,-264.519501,1449.248779,110.158455,-252.20224,1349.042603,100.071098
1698,4.716667,-262.98941,1449.631958,110.961792,-252.189011,1349.041382,100.073586
1699,4.719444,-264.51358,1449.242554,110.175125,-252.189667,1349.040649,100.063675
1700,4.722222,-262.995514,1449.636963,110.961243,-252.193771,1349.046875,100.079231
1701,4.725,-264.50885,1449.258545,110.165115,-252.183594,1349.056885,100.079597
1702,4.727778,-262.98349,1449.654785,110.955833,-252.191574,1349.063232,100.075806
1703,4.730556,-264.480255,1449.269897,110.09774,-252.187286,1349.074463,100.069427
1704,4.733333,-262.985352,1449.652588,110.961105,-252.196518,1349.085938,100.072662
1705,4.736111,-262.501129,1447.795654,111.513069,-252.193298,1349.094849,100.067497
1706,4.738889,-264.510284,1449.284668,110.166595,-252.199585,1349.095459,100.073196
1707,4.741667,-263.073273,1449.691406,110.909813,-252.197678,1349.10791,100.071548
1708,4.744444,-264.506653,1449.303345,110.172058,-252.199112,1349.116333,100.076164
1709,4.747222,-262.50705,1447.783691,111.515244,-252.199921,1349.119629,100.085754
1710,4.75,-264.515564,1449.314575,110.179451,-252.202744,1349.119263,100.06501
1711,4.752778,-262.983276,1449.694214,110.948395,-252.232758,1349.178955,100.107864
1712,4.755556,-264.514343,1449.31543,110.166367,-252.227371,1349.177979,100.093246
1713,4.758333,-262.982117,1449.696167,110.960129,-252.236603,1349.185791,100.118332
1714,4.761111,-264.518066,1449.308228,110.181847,-252.235107,1349.183105,100.123566
1715,4.763889,-262.972382,1449.682739,110.950592,-252.237473,1349.171143,100.135551
1716,4.766667,-264.512695,1449.30481,110.189362,-252.233093,1349.170898,100.123695
1717,4.769444,-262.984222,1449.678833,110.956207,-252.219208,1349.107788,100.10215
1718,4.772222,-264.524902,1449.296509,110.177162,-252.215179,1349.088745,100.083374
1719,4.775,-262.987701,1449.654419,110.956863,-252.215393,1349.093262,100.11113
1720,4.777778,-264.522003,1449.277588,110.174545,-252.21521,1349.082153,100.10968
1721,4.780556,-262.994476,1449.646973,110.958076,-252.214401,1349.067505,100.099319
1722,4.783333,-264.517548,1449.264648,110.180328,-252.213531,1349.063965,100.109001
1723,4.786111,-262.990967,1449.637207,110.958443,-252.209869,1349.056152,100.094429
1724,4.788889,-262.50412,1447.756836,111.51619,-252.205078,1349.049927,100.099518
1725,4.791667,-264.510956,1449.252075,110.167702,-252.202301,1349.04895,100.10144
1726,4.794444,-262.980042,1449.627319,110.965149,-252.195831,1349.045288,100.103523
1727,4.797222,-264.510468,1449.24231,110.169472,-252.206024,1349.04126,100.099449
1728,4.8,-262.982056,1449.625122,110.950645,-252.192703,1349.047974,100.114838
1729,4.802778,-264.513885,1449.244141,110.163719,-252.194977,1349.044678,100.092979
1730,4.805556,-262.967682,1449.616699,110.953484,-252.197708,1349.045288,100.087273
1731,4.808333,-264.505249,1449.232788,110.171486,-252.195206,1349.045166,100.091728
1732,4.811111,-262.973602,1449.627808,110.96006,-252.191223,1349.057007,100.089561
1733,4.813889,-264.492035,1449.239868,110.176605,-252.197449,1349.064819,100.088844
1734,4.816667,-264.493958,1449.266724,110.167282,-252.196854,1349.068726,100.088722
1735,4.819444,-264.488159,1449.279785,110.16568,-252.188828,1349.072266,100.089844
1736,4.822222,-264.483582,1449.262085,110.174652,-252.194382,1349.085938,100.10154
1737,4.825,-264.500458,1449.294312,110.161293,-252.190384,1349.097046,100.100044
1738,4.827778,-264.497711,1449.302246,110.159378,-252.200516,1349.110596,100.095909
1739,4.830556,-264.517212,1449.307007,110.164925,-252.191925,1349.109985,100.088287
1740,4.833333,-264.506622,1449.319702,110.162071,-252.221649,1349.169434,100.13031
1741,4.836111,-264.489716,1449.288696,110.177002,-252.220993,1349.158813,100.123581
1742,4.838889,-264.516479,1449.328125,110.167938,-252.230438,1349.176392,100.132401
1743,4.841667,-264.516022,1449.321655,110.177155,-252.230377,1349.168213,100.131348
