Format Version,1.23,Take Name,Yuri_prueba3_003,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2023-10-24 03.30.26.113 P. M.,Total Frames in Take,10996,Total Exported Frames,10996,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
9,0.025000,148.300919,-14.611843,172.926102,-264.598938,1449.303589,110.228127,-1.017321,-5.895875,-2.651257,-252.205200,1349.069580,100.075089
10,0.027778,148.267517,-14.618188,172.973907,-264.610931,1449.303955,110.243881,-1.049596,-5.905283,-2.734549,-252.208298,1349.067505,100.074242
11,0.030556,148.331696,-14.591549,173.049850,-264.601959,1449.295166,110.232796,-1.000624,-5.903964,-2.701659,-252.201828,1349.058472,100.081612
12,0.033333,148.296875,-14.623601,173.023514,-264.594604,1449.293701,110.247017,-1.017095,-5.877189,-2.688420,-252.204926,1349.059204,100.062500
13,0.036111,148.328583,-14.635494,173.074585,-264.601501,1449.278564,110.237175,-1.014838,-5.918562,-2.693338,-252.192795,1349.062622,100.078758
14,0.038889,148.326889,-14.657936,173.065933,-264.587585,1449.276733,110.228775,-0.949700,-5.901009,-2.632955,-252.192886,1349.047974,100.063599
15,0.041667,148.371521,-14.635238,173.135208,-264.594330,1449.273804,110.238266,-0.977646,-5.891372,-2.728257,-252.195541,1349.045654,100.063324
16,0.044444,148.326370,-14.689510,173.101105,-264.585266,1449.269775,110.242599,-0.995981,-5.916656,-2.675397,-252.185196,1349.036743,100.070869
17,0.047222,148.331528,-14.670640,173.111404,-264.596313,1449.270630,110.249123,-0.997425,-5.915044,-2.659992,-252.187698,1349.036621,100.074257
18,0.050000,148.342438,-14.664142,173.110077,-264.588654,1449.260498,110.229973,-1.022457,-5.927405,-2.630350,-252.181412,1349.035156,100.055565
19,0.052778,148.355026,-14.681907,173.112579,-264.581512,1449.261841,110.231514,-1.033754,-5.924177,-2.628762,-252.184845,1349.037354,100.076225
20,0.055556,148.350952,-14.646098,173.135147,-264.601440,1449.260620,110.229179,-1.063327,-5.928396,-2.640815,-252.184509,1349.038940,100.068840
21,0.058333,148.310165,-14.646769,173.066940,-264.593658,1449.263916,110.227562,-1.078183,-5.894382,-2.608709,-252.185318,1349.035767,100.067856
22,0.061111,148.287582,-14.637613,173.065765,-264.591614,1449.270630,110.233658,-1.083091,-5.923009,-2.626159,-252.187134,1349.038330,100.061012
23,0.063889,148.257065,-14.637232,173.033630,-264.581879,1449.267822,110.234131,-1.119457,-5.932899,-2.606778,-252.183228,1349.032959,100.065338
24,0.066667,148.253403,-14.556419,173.021286,-264.594849,1449.272339,110.224724,-1.116990,-5.907163,-2.651477,-252.182907,1349.036621,100.074921
25,0.069444,148.195740,-14.537674,172.972534,-264.598358,1449.282104,110.230644,-1.159345,-5.922039,-2.591521,-252.179718,1349.042236,100.075806
26,0.072222,148.179214,-14.497747,172.953964,-264.600464,1449.291260,110.217926,-1.217656,-5.930972,-2.610991,-252.184448,1349.051025,100.064949
27,0.075000,148.183914,-14.500903,172.928482,-264.601563,1449.297119,110.233475,-1.173792,-5.922270,-2.615512,-252.182571,1349.042603,100.055428
28,0.077778,148.152649,-14.476258,172.879105,-264.605469,1449.300049,110.227325,-1.210265,-5.949800,-2.611033,-252.180908,1349.048706,100.065002
29,0.080556,148.146179,-14.449501,172.852173,-264.610138,1449.311279,110.233070,-1.226736,-5.949939,-2.603840,-252.177322,1349.062378,100.071571
30,0.083333,148.136230,-14.461526,172.835983,-264.612518,1449.315063,110.222725,-1.184006,-5.929983,-2.642560,-252.181351,1349.055664,100.078278
31,0.086111,148.117371,-14.450240,172.800140,-264.600922,1449.321899,110.219643,-1.185437,-5.917514,-2.641210,-252.184357,1349.059692,100.052101
32,0.088889,148.112473,-14.436145,172.792130,-264.605469,1449.330200,110.230064,-1.139876,-5.932481,-2.633165,-252.174973,1349.066772,100.073669
33,0.091667,148.185577,-14.471772,172.818405,-264.612213,1449.323486,110.224007,-1.136187,-5.915146,-2.611157,-252.173752,1349.080933,100.058998
34,0.094444,148.339142,-14.290317,172.758896,-264.642670,1449.286865,110.234093,-1.126219,-5.933296,-2.646409,-252.178848,1349.081909,100.064201
35,0.097222,148.162170,-14.467940,172.827759,-264.606110,1449.333984,110.244072,-1.073583,-5.892340,-2.619832,-252.179657,1349.078125,100.081024
36,0.100000,148.207077,-14.519186,172.810104,-264.591644,1449.333008,110.236588,-0.790062,-5.804116,-2.555125,-252.196487,1349.148682,100.103279
37,0.102778,148.290863,-14.498300,172.904755,-264.612366,1449.333008,110.258232,-0.712350,-5.811670,-2.555576,-252.190170,1349.129150,100.101875
38,0.105556,148.257980,-14.492806,172.918945,-264.608734,1449.328491,110.241722,-0.746161,-5.819740,-2.533928,-252.201828,1349.155640,100.115120
39,0.108333,148.289398,-14.576714,172.910568,-264.597504,1449.333740,110.246056,-0.641525,-5.785259,-2.536102,-252.195297,1349.145508,100.102036
40,0.111111,148.338852,-14.570134,172.976517,-264.599670,1449.320557,110.230522,-0.630002,-5.789412,-2.535040,-252.192383,1349.141968,100.116173
41,0.113889,148.370651,-14.616382,173.011093,-264.609039,1449.311035,110.254166,-0.616251,-5.773890,-2.601738,-252.193069,1349.134399,100.121155
42,0.116667,148.428421,-14.614963,173.061676,-264.609772,1449.299805,110.232231,-0.590173,-5.761713,-2.594849,-252.195770,1349.138306,100.117714
43,0.119444,148.402206,-14.646306,173.069351,-264.598877,1449.300171,110.246468,-0.814583,-5.869743,-2.648080,-252.173065,1349.069092,100.079056
44,0.122222,148.473282,-14.678697,173.166733,-264.595123,1449.280273,110.252533,-0.835353,-5.856198,-2.693384,-252.165527,1349.071655,100.093758
45,0.125000,148.414948,-14.676895,173.114349,-264.593719,1449.283081,110.231842,-0.864112,-5.891704,-2.699624,-252.173340,1349.071411,100.075478
46,0.127778,148.436279,-14.719806,173.130447,-264.592255,1449.273193,110.220787,-0.834597,-5.886220,-2.663380,-252.164032,1349.059692,100.090691
47,0.130556,148.456024,-14.690477,173.181793,-264.600555,1449.260620,110.234764,-0.834947,-5.873196,-2.637303,-252.173721,1349.048462,100.066162
48,0.133333,148.429291,-14.688452,173.184189,-264.596069,1449.258545,110.234062,-0.851111,-5.878788,-2.601838,-252.171158,1349.042236,100.072586
49,0.136111,148.429077,-14.673569,173.189560,-264.596558,1449.249878,110.238831,-0.884477,-5.888922,-2.667533,-252.170654,1349.035767,100.077751
50,0.138889,148.403015,-14.710443,173.144379,-264.593140,1449.253052,110.245224,-0.948014,-5.873331,-2.668449,-252.170029,1349.030640,100.050804
51,0.141667,148.403442,-14.669678,173.159531,-264.598724,1449.246826,110.227180,-0.968412,-5.911778,-2.586989,-252.161346,1349.028076,100.063759
52,0.144444,148.382706,-14.647175,173.136063,-264.600189,1449.253052,110.223038,-1.038243,-5.912336,-2.676216,-252.170258,1349.030029,100.062836
53,0.147222,148.371033,-14.641747,173.132095,-264.594879,1449.248901,110.225166,-1.026729,-5.934590,-2.584892,-252.170685,1349.031250,100.065483
54,0.150000,148.347290,-14.627770,173.079803,-264.605499,1449.257935,110.224861,-1.030157,-5.921700,-2.562311,-252.167374,1349.029785,100.047073
55,0.152778,148.306549,-14.577016,173.066208,-264.604858,1449.269775,110.228127,-1.097603,-5.937346,-2.567568,-252.165375,1349.037109,100.059082
56,0.155556,148.245331,-14.563727,173.003571,-264.585266,1449.273071,110.218964,-1.124236,-5.947762,-2.553921,-252.169281,1349.037109,100.061501
57,0.158333,148.267609,-14.559435,173.002594,-264.588623,1449.272095,110.215668,-1.108948,-5.960501,-2.583993,-252.168213,1349.032104,100.066330
58,0.161111,148.207245,-14.502510,172.934448,-264.596344,1449.288330,110.212112,-1.149233,-5.963692,-2.559438,-252.163254,1349.045776,100.052086
59,0.163889,146.492279,-14.687776,174.732300,-265.103638,1449.936890,110.293709,-1.153972,-5.972909,-2.581858,-252.166031,1349.050781,100.064377
60,0.166667,148.169449,-14.463245,172.885712,-264.600250,1449.306030,110.215004,-1.169498,-5.986562,-2.566351,-252.167053,1349.055542,100.064903
61,0.169444,148.226837,-14.456962,172.902191,-264.597046,1449.307617,110.232239,-1.142789,-5.979129,-2.619791,-252.175598,1349.058594,100.060890
62,0.172222,148.157501,-14.440776,172.858139,-264.598175,1449.320557,110.222267,-0.878263,-5.873793,-2.419657,-252.195419,1349.122803,100.098969
63,0.175000,148.195740,-14.441033,172.848190,-264.601196,1449.324829,110.232231,-1.098268,-5.980595,-2.540668,-252.164993,1349.067139,100.075996
64,0.177778,148.200699,-14.483782,172.869858,-264.577789,1449.321655,110.238716,-1.096610,-5.953950,-2.582375,-252.177216,1349.065186,100.061790
65,0.180556,148.386856,-14.406276,172.781296,-264.606903,1449.273682,110.226112,-1.128201,-5.945910,-2.644674,-252.179062,1349.075195,100.080063
66,0.183333,148.245850,-14.539357,172.894882,-264.585999,1449.321411,110.228828,-1.080758,-5.954189,-2.553342,-252.174561,1349.078247,100.082413
67,0.186111,148.252472,-14.552223,172.909027,-264.587280,1449.313843,110.235779,-1.105941,-5.929738,-2.652380,-252.183105,1349.081665,100.078659
68,0.188889,148.255447,-14.533628,172.923935,-264.585846,1449.313721,110.236008,-1.033078,-5.944990,-2.638261,-252.175034,1349.078491,100.088448
69,0.191667,148.299530,-14.606309,172.961594,-264.586060,1449.311035,110.250526,-0.941574,-5.912757,-2.559963,-252.179352,1349.065674,100.055977
70,0.194444,148.329437,-14.602869,173.029297,-264.585510,1449.297729,110.231766,-0.918225,-5.936688,-2.640047,-252.180344,1349.061157,100.073425
71,0.197222,148.364258,-14.602509,173.032700,-264.591675,1449.296875,110.236702,-0.664091,-5.807652,-2.558638,-252.206924,1349.121704,100.117691
72,0.200000,148.390503,-14.654542,173.068451,-264.596588,1449.289063,110.242867,-0.912218,-5.934727,-2.684359,-252.187073,1349.057129,100.076874
73,0.202778,148.405930,-14.663344,173.084213,-264.587006,1449.279663,110.246506,-0.883637,-5.920986,-2.705055,-252.188599,1349.043945,100.093781
74,0.205556,148.414658,-14.710252,173.110779,-264.591553,1449.264893,110.232811,-0.867050,-5.909468,-2.655861,-252.194321,1349.040039,100.066383
75,0.208333,148.432968,-14.703231,173.092255,-264.595795,1449.272217,110.248924,-0.857593,-5.929417,-2.610271,-252.194168,1349.044312,100.086441
76,0.211111,148.452209,-14.704938,173.153687,-264.594116,1449.257813,110.243744,-0.842055,-5.921290,-2.666530,-252.190704,1349.028076,100.085884
77,0.213889,148.440063,-14.717868,173.149521,-264.595612,1449.254517,110.248718,-0.829640,-5.901255,-2.692810,-252.201172,1349.024170,100.071030
78,0.216667,148.414017,-14.705771,173.129700,-264.593811,1449.257568,110.237885,-0.842812,-5.889406,-2.682244,-252.198105,1349.027466,100.093941
79,0.219444,148.437927,-14.717402,173.128052,-264.599487,1449.251953,110.229500,-0.871491,-5.907959,-2.728326,-252.203766,1349.015747,100.080246
80,0.222222,148.391556,-14.705279,173.145035,-264.590485,1449.241455,110.233757,-0.932119,-5.899696,-2.721930,-252.211029,1349.022217,100.075844
81,0.225000,148.389755,-14.717900,173.104263,-264.594635,1449.252441,110.248787,-0.921713,-5.911463,-2.695291,-252.203888,1349.019653,100.079575
82,0.227778,148.357361,-14.635871,173.090118,-264.595398,1449.259033,110.241776,-0.918652,-5.912004,-2.670962,-252.203522,1349.017334,100.080864
83,0.230556,148.353149,-14.650555,173.081772,-264.592224,1449.249756,110.232590,-0.964634,-5.948654,-2.666771,-252.203735,1349.017944,100.070419
84,0.233333,148.332916,-14.597684,173.051880,-264.599152,1449.260010,110.222244,-0.962118,-5.932361,-2.594027,-252.204086,1349.019775,100.062866
85,0.236111,148.361420,-14.613764,173.035141,-264.596436,1449.258789,110.234978,-1.017751,-5.970701,-2.651251,-252.201294,1349.021851,100.062973
86,0.238889,148.299194,-14.582181,172.991913,-264.600647,1449.275391,110.214966,-1.055362,-5.952538,-2.621582,-252.205109,1349.018799,100.069336
87,0.241667,148.223511,-14.562081,172.948471,-264.597900,1449.281616,110.238426,-1.078675,-5.951757,-2.607708,-252.211365,1349.035889,100.072136
88,0.244444,148.196121,-14.536620,172.900833,-264.602814,1449.294312,110.230186,-1.094138,-5.971817,-2.566402,-252.204803,1349.042480,100.072495
89,0.247222,148.196243,-14.470190,172.915237,-264.599487,1449.300049,110.224808,-1.139734,-5.970188,-2.562333,-252.205521,1349.054810,100.066635
90,0.250000,148.217102,-14.485774,172.921829,-264.602173,1449.304199,110.225296,-1.127346,-5.958499,-2.527179,-252.202637,1349.051514,100.069824
91,0.252778,148.175171,-14.529674,172.865295,-264.591644,1449.312500,110.226875,-1.131797,-5.962779,-2.597347,-252.203995,1349.058838,100.082466
92,0.255556,148.210098,-14.466515,172.895020,-264.593353,1449.316162,110.231468,-1.133299,-5.986295,-2.588793,-252.199585,1349.067261,100.069267
93,0.258333,148.133865,-14.452316,172.852036,-264.597992,1449.328003,110.226891,-1.163208,-5.974442,-2.610959,-252.198700,1349.074463,100.082100
94,0.261111,148.163330,-14.466990,172.841125,-264.595825,1449.325928,110.238899,-1.165171,-5.972638,-2.615708,-252.192139,1349.073120,100.067657
95,0.263889,148.193680,-14.473103,172.912415,-264.589233,1449.322754,110.244141,-1.137938,-5.957839,-2.594466,-252.190735,1349.077393,100.074013
96,0.266667,148.141708,-14.444098,172.860046,-264.598328,1449.328125,110.233902,-1.106243,-5.966538,-2.560741,-252.194641,1349.077881,100.084023
97,0.269444,148.218063,-14.481562,172.889755,-264.591797,1449.321533,110.230858,-1.132597,-5.986672,-2.554044,-252.188324,1349.088013,100.075523
98,0.272222,148.242279,-14.502720,172.939743,-264.592590,1449.309448,110.234390,-1.139982,-5.954874,-2.614898,-252.195007,1349.080200,100.082756
99,0.275000,148.277802,-14.518756,172.970078,-264.581970,1449.302856,110.233749,-1.070172,-5.954670,-2.597536,-252.186920,1349.071655,100.087158
100,0.277778,148.290497,-14.552003,172.956421,-264.598083,1449.305542,110.240112,-1.072486,-5.938255,-2.622336,-252.190140,1349.064453,100.082123
101,0.280556,148.310654,-14.566605,173.000229,-264.588928,1449.292480,110.233315,-1.015104,-5.925408,-2.654407,-252.192917,1349.054932,100.078094
102,0.283333,148.342712,-14.545613,173.058472,-264.597809,1449.286621,110.232590,-1.015109,-5.921024,-2.641507,-252.186951,1349.049805,100.067261
103,0.286111,148.293335,-14.586782,173.065750,-264.594818,1449.281372,110.233559,-0.989815,-5.918830,-2.623508,-252.190674,1349.050781,100.072823
104,0.288889,148.355118,-14.635443,173.132141,-264.590607,1449.267456,110.235657,-0.977473,-5.910061,-2.627669,-252.190201,1349.040649,100.060791
105,0.291667,148.350891,-14.656942,173.073532,-264.583771,1449.266479,110.228760,-0.996569,-5.896569,-2.692870,-252.194794,1349.033447,100.073975
106,0.294444,148.304214,-14.645295,173.089340,-264.591370,1449.267090,110.231384,-0.981904,-5.912039,-2.670435,-252.199203,1349.027954,100.051689
107,0.297222,148.383163,-14.657733,173.139008,-264.594574,1449.246460,110.222832,-1.005264,-5.891329,-2.715612,-252.205200,1349.028687,100.070404
108,0.300000,148.337555,-14.691854,173.100449,-264.600189,1449.250244,110.223923,-0.999737,-5.863991,-2.710212,-252.207306,1349.026489,100.053474
109,0.302778,148.357254,-14.667045,173.094864,-264.604462,1449.255371,110.221970,-0.975757,-5.887904,-2.712847,-252.204453,1349.018433,100.061562
110,0.305556,148.348404,-14.662166,173.092590,-264.602783,1449.250854,110.219460,-1.009720,-5.876884,-2.781204,-252.201797,1349.020142,100.054459
111,0.308333,148.367950,-14.673279,173.106537,-264.610321,1449.253540,110.245499,-0.957275,-5.864821,-2.748492,-252.204453,1349.027710,100.061180
112,0.311111,148.367310,-14.664249,173.066650,-264.608093,1449.255859,110.216202,-0.992408,-5.853882,-2.724159,-252.201141,1349.031860,100.070374
113,0.313889,148.344360,-14.651045,173.070053,-264.609436,1449.267700,110.216240,-1.028836,-5.882291,-2.715423,-252.201523,1349.044189,100.049019
114,0.316667,148.296417,-14.613446,173.024109,-264.609741,1449.276367,110.221825,-0.991726,-5.890278,-2.686960,-252.203339,1349.038574,100.053802
115,0.319444,148.310913,-14.609068,173.017380,-264.604950,1449.276611,110.216873,-0.989384,-5.896803,-2.717069,-252.195114,1349.046509,100.042862
116,0.322222,148.325684,-14.586169,173.011719,-264.610840,1449.283936,110.222900,-0.972688,-5.905237,-2.649448,-252.196609,1349.049683,100.057556
117,0.325000,148.228561,-14.584419,172.929504,-264.602112,1449.294922,110.219193,-0.973420,-5.910442,-2.686449,-252.186127,1349.058105,100.053833
118,0.327778,148.274902,-14.547071,172.960587,-264.599457,1449.304321,110.227600,-1.026778,-5.925934,-2.631771,-252.188736,1349.074219,100.063416
119,0.330556,148.247910,-14.518648,172.899719,-264.603088,1449.317139,110.224571,-0.991748,-5.921303,-2.615729,-252.187195,1349.076782,100.069160
120,0.333333,148.265640,-14.526656,172.881165,-264.598602,1449.317505,110.231834,-0.723408,-5.820630,-2.490998,-252.211578,1349.140625,100.090721
121,0.336111,148.258621,-14.502732,172.844421,-264.599792,1449.333008,110.232330,-1.011049,-5.939171,-2.569764,-252.188828,1349.092285,100.070381
122,0.338889,148.231888,-14.464624,172.866074,-264.601685,1449.332153,110.239792,-1.060572,-5.947165,-2.593510,-252.177094,1349.090576,100.062180
123,0.341667,148.263214,-14.499905,172.864243,-264.597931,1449.324463,110.223145,-1.008541,-5.959206,-2.544654,-252.180634,1349.086792,100.066689
124,0.344444,148.286316,-14.493597,172.869049,-264.601501,1449.327393,110.226761,-1.059322,-5.949815,-2.572161,-252.182190,1349.092407,100.058998
125,0.347222,148.227249,-14.466631,172.887375,-264.599670,1449.327393,110.239899,-1.074691,-5.969162,-2.552427,-252.181793,1349.088257,100.046043
126,0.350000,148.196228,-14.491280,172.881317,-264.597321,1449.327637,110.230843,-1.128907,-5.979324,-2.593017,-252.173569,1349.090454,100.052818
127,0.352778,148.223480,-14.500346,172.913010,-264.606689,1449.315918,110.227982,-1.106219,-5.981320,-2.530345,-252.173004,1349.076660,100.064072
128,0.355556,148.253616,-14.514690,172.935745,-264.597076,1449.299316,110.229027,-1.114879,-5.983515,-2.564682,-252.167847,1349.070923,100.057571
129,0.358333,148.189011,-14.492779,172.937744,-264.599365,1449.304565,110.222435,-1.141756,-5.965477,-2.587011,-252.168152,1349.061523,100.062302
130,0.361111,148.184845,-14.529271,172.910461,-264.597321,1449.290039,110.220161,-1.171527,-5.945623,-2.607104,-252.173187,1349.048950,100.032288
131,0.363889,148.199249,-14.540787,172.950439,-264.599335,1449.276855,110.221451,-1.146858,-5.934637,-2.501940,-252.171967,1349.038452,100.043060
132,0.366667,148.236267,-14.574536,172.981323,-264.602448,1449.268066,110.218964,-1.150386,-5.962631,-2.543192,-252.176498,1349.032959,100.039322
133,0.369444,147.812622,-15.021229,173.218765,-264.491974,1449.407715,110.247108,-1.135408,-5.935755,-2.581432,-252.170258,1349.020142,100.047432
134,0.372222,147.854401,-15.041642,173.278137,-264.511078,1449.395020,110.243370,-1.137421,-5.942584,-2.583586,-252.174469,1349.016113,100.028946
135,0.375000,147.862793,-15.066109,173.271545,-264.507019,1449.388794,110.241432,-1.156226,-5.936733,-2.655312,-252.175537,1349.007935,100.039032
136,0.377778,147.809357,-15.109825,173.257858,-264.500061,1449.392944,110.240952,-1.146566,-5.912276,-2.639111,-252.172256,1349.007690,100.028625
137,0.380556,147.832901,-15.064155,173.264221,-264.509033,1449.386841,110.240280,-1.131321,-5.908732,-2.622916,-252.182816,1349.011719,100.028946
138,0.383333,147.822754,-15.061406,173.283936,-264.508942,1449.384399,110.243263,-1.072054,-5.935583,-2.585986,-252.178314,1349.005371,100.038765
139,0.386111,148.308136,-14.644874,173.076782,-264.598022,1449.236084,110.207115,-1.057341,-5.939492,-2.525265,-252.176666,1349.015869,100.036407
140,0.388889,147.838531,-15.068693,173.290497,-264.506134,1449.390869,110.253769,-1.043012,-5.891963,-2.615238,-252.180252,1349.010620,100.031075
141,0.391667,148.276566,-14.664244,173.033554,-264.603546,1449.256592,110.224243,-1.066230,-5.890800,-2.683921,-252.178345,1349.027588,100.025337
142,0.394444,148.351471,-14.562264,173.009140,-264.618164,1449.239258,110.232750,-1.028576,-5.922191,-2.595386,-252.177063,1349.035034,100.054840
143,0.397222,148.325104,-14.651965,173.038696,-264.600616,1449.266479,110.220451,-1.019020,-5.886901,-2.653557,-252.185608,1349.038208,100.056679
144,0.400000,148.299698,-14.623394,173.010681,-264.605835,1449.276733,110.228523,-1.017291,-5.923535,-2.655717,-252.187454,1349.048950,100.063721
145,0.402778,148.280670,-14.601575,173.000900,-264.614288,1449.293457,110.240395,-1.008092,-5.919637,-2.634368,-252.190109,1349.059692,100.050766
146,0.405556,148.295700,-14.618306,172.980194,-264.606750,1449.297485,110.238098,-0.997800,-5.906201,-2.698363,-252.198730,1349.066895,100.062592
147,0.408333,148.303589,-14.589337,172.947693,-264.605988,1449.309448,110.244240,-0.929667,-5.928321,-2.578266,-252.187546,1349.072754,100.064400
148,0.411111,148.309143,-14.576879,172.934982,-264.613525,1449.311279,110.257439,-0.934388,-5.917782,-2.636937,-252.194550,1349.074219,100.065788
149,0.413889,148.287064,-14.563297,172.917664,-264.606445,1449.315308,110.243797,-0.682775,-5.830073,-2.570349,-252.214371,1349.141968,100.112793
150,0.416667,148.282791,-14.521616,172.880539,-264.615601,1449.327515,110.240891,-0.902996,-5.926062,-2.584155,-252.187225,1349.085571,100.087090
151,0.419444,148.294449,-14.512489,172.935837,-264.618774,1449.327271,110.247002,-0.659485,-5.831020,-2.533854,-252.215179,1349.146362,100.113548
152,0.422222,148.274521,-14.527556,172.893219,-264.606201,1449.325317,110.259735,-0.664155,-5.868950,-2.493496,-252.212677,1349.149902,100.099991
153,0.425000,148.276642,-14.470193,172.914169,-264.605164,1449.328857,110.252220,-0.679313,-5.837890,-2.511601,-252.213562,1349.153198,100.097847
154,0.427778,148.249756,-14.490247,172.868073,-264.600189,1449.332764,110.237022,-0.666389,-5.820452,-2.505505,-252.213989,1349.141602,100.094810
155,0.430556,148.279785,-14.490921,172.909271,-264.604370,1449.322876,110.246201,-0.979404,-5.965748,-2.595379,-252.193451,1349.092651,100.078773
156,0.433333,148.290359,-14.524080,172.897751,-264.597168,1449.319458,110.241035,-0.731919,-5.859658,-2.512220,-252.213959,1349.142822,100.104622
157,0.436111,148.248901,-14.497551,172.893890,-264.598267,1449.309204,110.247337,-0.717298,-5.854012,-2.511997,-252.216217,1349.129272,100.093277
158,0.438889,148.266159,-14.509304,172.904266,-264.610626,1449.307861,110.240944,-1.011143,-5.957456,-2.627588,-252.193604,1349.068237,100.072075
159,0.441667,148.267365,-14.543843,172.921112,-264.601868,1449.299316,110.230362,-1.072545,-5.968834,-2.619310,-252.188736,1349.063232,100.063255
160,0.444444,148.285049,-14.521212,172.945206,-264.605835,1449.291626,110.235268,-1.044291,-5.968370,-2.573248,-252.187164,1349.044800,100.069839
161,0.447222,148.249222,-14.574471,172.942825,-264.596191,1449.280640,110.236702,-1.066592,-5.972746,-2.558817,-252.188828,1349.041504,100.055649
162,0.450000,148.297134,-14.557700,172.989090,-264.594696,1449.270752,110.231834,-1.097404,-5.976239,-2.572247,-252.182312,1349.042358,100.050331
163,0.452778,148.267273,-14.561709,173.017914,-264.595642,1449.262451,110.221443,-1.068648,-5.939652,-2.590820,-252.192825,1349.026978,100.057739
164,0.455556,148.284988,-14.584380,173.039169,-264.596741,1449.249268,110.225899,-1.063155,-5.985647,-2.535566,-252.183105,1349.013306,100.058533
165,0.458333,147.841064,-15.005689,173.282913,-264.501251,1449.390137,110.258598,-1.099979,-5.982480,-2.573978,-252.189758,1349.005127,100.044823
166,0.461111,147.823898,-15.041091,173.269302,-264.502960,1449.386353,110.237610,-1.112349,-5.957705,-2.593771,-252.179596,1349.009644,100.066994
167,0.463889,147.831467,-15.067245,173.265335,-264.483673,1449.384033,110.248604,-1.117051,-5.941527,-2.614383,-252.187637,1348.995728,100.069626
168,0.466667,148.299042,-14.650326,173.079926,-264.588379,1449.235718,110.223770,-1.095387,-5.906866,-2.666765,-252.188660,1348.986572,100.045662
169,0.469444,147.901398,-15.106287,173.317917,-264.480835,1449.365967,110.254997,-1.121642,-5.936204,-2.661749,-252.189789,1348.993530,100.063728
170,0.472222,147.849258,-15.050167,173.311783,-264.497650,1449.376831,110.250053,-1.123816,-5.923356,-2.674141,-252.190735,1348.999634,100.065475
171,0.475000,148.359161,-14.624386,173.129211,-264.602661,1449.231689,110.232254,-1.077214,-5.912217,-2.656184,-252.191925,1348.983887,100.054611
172,0.477778,148.381134,-14.652627,173.107285,-264.587524,1449.234253,110.225296,-1.047818,-5.938342,-2.599484,-252.185608,1349.002441,100.078064
173,0.480556,148.341949,-14.620771,173.102615,-264.603180,1449.243896,110.233200,-1.033319,-5.906044,-2.648934,-252.194946,1349.004761,100.052551
