Format Version,1.23,Take Name,Yuri_prueba3_003,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2023-10-24 03.30.26.113 P. M.,Total Frames in Take,10996,Total Exported Frames,10996,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
325,0.902778,148.377563,-14.610973,173.080063,-264.608582,1449.274780,110.249695,-0.878528,-5.940156,-2.635528,-252.190948,1349.050903,100.086411
326,0.905556,148.375061,-14.620637,173.060135,-264.603546,1449.282104,110.243416,-0.906803,-5.917282,-2.567012,-252.186829,1349.059814,100.074097
327,0.908333,148.373123,-14.564875,173.038269,-264.606140,1449.282349,110.251152,-0.897433,-5.918387,-2.667544,-252.191696,1349.061157,100.072342
328,0.911111,148.318542,-14.575093,172.991730,-264.607941,1449.289551,110.244484,-0.961508,-5.925132,-2.622430,-252.193268,1349.060791,100.066307
329,0.913889,148.338776,-14.554666,173.000778,-264.614075,1449.293579,110.250282,-0.936559,-5.941314,-2.589882,-252.188141,1349.070435,100.070572
330,0.916667,148.301010,-14.559422,172.979706,-264.616302,1449.297974,110.241127,-0.966056,-5.944150,-2.637846,-252.192505,1349.066284,100.083740
331,0.919444,148.292572,-14.540327,172.951447,-264.604889,1449.297607,110.238503,-0.958549,-5.914609,-2.638537,-252.196884,1349.072632,100.078087
332,0.922222,148.240173,-14.512060,172.925873,-264.613556,1449.311890,110.243004,-0.953852,-5.955062,-2.524214,-252.188599,1349.074219,100.078682
333,0.925000,148.256622,-14.540297,172.932449,-264.603302,1449.312622,110.241417,-1.021514,-5.941006,-2.603664,-252.187485,1349.079224,100.073265
334,0.927778,148.232224,-14.522761,172.903793,-264.601654,1449.321777,110.239586,-1.025915,-5.907679,-2.658060,-252.184357,1349.079102,100.077599
335,0.930556,148.225815,-14.506744,172.924179,-264.602173,1449.320435,110.243729,-1.044547,-5.943989,-2.552870,-252.188141,1349.085327,100.068764
336,0.933333,148.206696,-14.495866,172.897842,-264.596954,1449.322144,110.247810,-1.069849,-5.941995,-2.590780,-252.185410,1349.090210,100.075264
337,0.936111,148.231567,-14.508101,172.895782,-264.600952,1449.316040,110.244003,-1.079498,-5.937239,-2.555609,-252.182541,1349.082397,100.077782
338,0.938889,148.197998,-14.468332,172.900253,-264.604218,1449.318359,110.242531,-1.103782,-5.948544,-2.644450,-252.179199,1349.078247,100.073654
339,0.941667,148.231766,-14.510261,172.878128,-264.583344,1449.306885,110.252220,-1.125962,-5.952286,-2.582540,-252.176605,1349.073364,100.068520
340,0.944444,148.210464,-14.509027,172.915848,-264.584564,1449.302490,110.243446,-1.068509,-5.953324,-2.575065,-252.170914,1349.058838,100.066879
341,0.947222,148.222458,-14.474208,172.939758,-264.600037,1449.297607,110.244278,-1.084154,-5.950682,-2.569448,-252.176468,1349.053955,100.074448
342,0.950000,148.207916,-14.497131,172.939743,-264.594635,1449.292969,110.241028,-1.084490,-5.944258,-2.558519,-252.176437,1349.049194,100.075363
343,0.952778,148.214523,-14.503878,172.944473,-264.595764,1449.280151,110.245483,-1.091665,-5.972587,-2.499960,-252.174469,1349.046753,100.089615
344,0.955556,148.258118,-14.523521,172.995712,-264.597748,1449.280518,110.238663,-1.081088,-5.966400,-2.548709,-252.185699,1349.037476,100.063393
345,0.958333,148.239212,-14.543349,172.993301,-264.589478,1449.276489,110.234100,-1.093511,-5.968400,-2.564398,-252.177780,1349.042114,100.057465
346,0.961111,148.240189,-14.592279,172.985245,-264.588715,1449.269653,110.223991,-1.029119,-5.959612,-2.502740,-252.167999,1349.025391,100.065651
347,0.963889,148.312302,-14.589748,173.032455,-264.598175,1449.265747,110.228935,-1.071264,-5.969697,-2.559719,-252.177475,1349.029907,100.083130
348,0.966667,148.303528,-14.602927,173.034363,-264.597168,1449.261353,110.228226,-1.047423,-5.939623,-2.597995,-252.187759,1349.016968,100.057022
349,0.969444,148.324966,-14.605675,173.026627,-264.601593,1449.253174,110.217278,-1.080165,-5.933510,-2.649784,-252.186066,1349.014526,100.055046
350,0.972222,148.336441,-14.581628,173.075867,-264.589661,1449.252441,110.232239,-1.062461,-5.905790,-2.632639,-252.192169,1349.016113,100.061714
351,0.975000,148.293884,-14.614551,173.054520,-264.589722,1449.253906,110.211723,-1.045496,-5.911750,-2.659884,-252.190018,1349.011719,100.053680
352,0.977778,148.308395,-14.621817,173.048920,-264.590332,1449.249146,110.227852,-1.030033,-5.921285,-2.671085,-252.198578,1349.012695,100.070900
353,0.980556,148.334671,-14.633715,173.072342,-264.596619,1449.249878,110.225838,-1.000906,-5.909214,-2.702625,-252.199799,1349.012695,100.060600
354,0.983333,148.324066,-14.620352,173.077454,-264.596130,1449.251709,110.232460,-0.942303,-5.934854,-2.618511,-252.197021,1349.008423,100.061714
355,0.986111,148.317810,-14.625625,173.043365,-264.598206,1449.258423,110.227219,-0.952947,-5.936366,-2.599897,-252.198700,1349.019409,100.070457
356,0.988889,148.344055,-14.638072,173.058807,-264.592957,1449.252930,110.221481,-0.941941,-5.916797,-2.638090,-252.205673,1349.031860,100.082031
357,0.991667,148.318573,-14.621137,173.023209,-264.582642,1449.261475,110.222115,-0.979219,-5.906454,-2.718901,-252.201797,1349.041748,100.072922
358,0.994444,148.321274,-14.569895,173.026108,-264.590363,1449.277954,110.231659,-0.923225,-5.915530,-2.656762,-252.200424,1349.040894,100.079750
359,0.997222,148.316330,-14.604292,172.989883,-264.583008,1449.287354,110.231049,-0.937355,-5.926004,-2.619291,-252.195633,1349.046021,100.075874
360,1.000000,148.300415,-14.578239,172.989685,-264.603180,1449.291138,110.235756,-0.974642,-5.929296,-2.676057,-252.204178,1349.054199,100.088036
361,1.002778,148.329773,-14.586633,173.004639,-264.598602,1449.300781,110.225380,-0.969329,-5.936992,-2.656601,-252.202454,1349.063232,100.081528
362,1.005556,148.298111,-14.574092,172.918228,-264.589294,1449.308960,110.230888,-0.941415,-5.916716,-2.660474,-252.199203,1349.059814,100.077995
363,1.008333,148.312332,-14.562693,172.930603,-264.589691,1449.309570,110.235001,-0.707787,-5.820816,-2.591866,-252.220184,1349.131958,100.125793
364,1.011111,148.286209,-14.567293,172.910538,-264.588379,1449.316162,110.235260,-0.678388,-5.830541,-2.531356,-252.221909,1349.126831,100.108643
365,1.013889,148.247803,-14.553951,172.880310,-264.584473,1449.326538,110.226364,-0.682122,-5.826546,-2.502840,-252.217499,1349.132446,100.121017
366,1.016667,148.256409,-14.519273,172.897430,-264.590393,1449.324585,110.238983,-0.726707,-5.828151,-2.549464,-252.224350,1349.133057,100.135216
367,1.019444,148.246826,-14.524487,172.900055,-264.592346,1449.317993,110.234459,-0.733952,-5.839514,-2.566839,-252.219650,1349.125854,100.118042
368,1.022222,148.212158,-14.479319,172.895889,-264.601654,1449.325928,110.228477,-1.043960,-5.945503,-2.649932,-252.197983,1349.071655,100.086967
369,1.025000,148.184250,-14.539538,172.914368,-264.585480,1449.309448,110.226913,-1.080097,-5.958071,-2.665926,-252.193512,1349.067261,100.092667
370,1.027778,148.377167,-14.379367,172.846222,-264.615112,1449.254517,110.222939,-1.073663,-5.946611,-2.569244,-252.189362,1349.066772,100.095901
371,1.030556,148.216003,-14.535264,172.902679,-264.581665,1449.310791,110.231224,-1.096846,-5.951035,-2.551054,-252.188110,1349.057739,100.079575
372,1.033333,148.224182,-14.530984,172.945251,-264.590302,1449.295776,110.225319,-1.126781,-5.957016,-2.593930,-252.187164,1349.053467,100.079453
373,1.036111,148.200027,-14.553914,172.943588,-264.578766,1449.291626,110.230522,-1.137006,-5.939470,-2.552875,-252.180847,1349.040649,100.084435
374,1.038889,148.209106,-14.544384,172.982147,-264.593018,1449.288574,110.224670,-1.132670,-5.941789,-2.599557,-252.183228,1349.037964,100.075600
375,1.041667,148.202286,-14.567349,172.965820,-264.591522,1449.284180,110.213524,-1.166884,-5.953270,-2.661140,-252.185608,1349.032104,100.070793
376,1.044444,148.276093,-14.578451,173.034790,-264.584961,1449.265015,110.221382,-1.204174,-5.961155,-2.668191,-252.185013,1349.034912,100.086372
377,1.047222,148.254959,-14.617607,173.013031,-264.582123,1449.267822,110.200912,-1.172541,-5.960136,-2.548630,-252.183594,1349.019897,100.062355
378,1.050000,148.241196,-14.620138,173.016953,-264.580444,1449.259888,110.215317,-1.160538,-5.932748,-2.649484,-252.187195,1349.016235,100.061935
379,1.052778,147.812546,-15.032343,173.275406,-264.490906,1449.405762,110.238380,-1.127342,-5.938966,-2.569069,-252.189728,1349.011841,100.051956
380,1.055556,147.842804,-15.039622,173.295197,-264.493011,1449.391968,110.240845,-1.178776,-5.932956,-2.703808,-252.196457,1349.016357,100.046577
381,1.058333,148.268616,-14.595170,173.066696,-264.589417,1449.254517,110.219315,-1.094671,-5.918315,-2.563004,-252.186005,1349.000854,100.041023
382,1.061111,148.244415,-14.619860,173.072006,-264.594421,1449.255127,110.223251,-1.135888,-5.927071,-2.619360,-252.190506,1349.015625,100.049179
383,1.063889,148.256531,-14.615645,173.068542,-264.594238,1449.256104,110.205612,-1.128026,-5.935765,-2.685236,-252.185699,1349.023682,100.054893
384,1.066667,148.321930,-14.626578,173.095078,-264.593811,1449.262573,110.215309,-1.074491,-5.927351,-2.614669,-252.188324,1349.024414,100.049698
385,1.069444,148.261139,-14.614820,173.058990,-264.594574,1449.267212,110.221336,-1.076227,-5.911975,-2.639255,-252.187378,1349.034424,100.054657
386,1.072222,148.301834,-14.610705,173.077728,-264.592163,1449.271851,110.223907,-1.057611,-5.909503,-2.654654,-252.185287,1349.040527,100.063019
387,1.075000,148.300491,-14.606821,173.025345,-264.595123,1449.273682,110.234955,-1.032100,-5.886264,-2.663488,-252.197983,1349.053467,100.060684
388,1.077778,148.311340,-14.579788,173.023987,-264.608948,1449.290894,110.238350,-0.975004,-5.901350,-2.605949,-252.187256,1349.042725,100.058975
389,1.080556,148.278320,-14.551974,172.980484,-264.602661,1449.300659,110.239380,-0.973568,-5.903130,-2.627580,-252.201233,1349.064453,100.080566
390,1.083333,148.325607,-14.551571,173.011490,-264.609528,1449.302246,110.227600,-1.006198,-5.921652,-2.690533,-252.201645,1349.071167,100.065056
391,1.086111,148.345352,-14.540273,173.016022,-264.606201,1449.307861,110.245613,-0.927885,-5.900509,-2.648274,-252.196320,1349.074463,100.090378
392,1.088889,148.324036,-14.522164,172.965820,-264.617310,1449.313110,110.245674,-0.668774,-5.817039,-2.540594,-252.214996,1349.142578,100.111130
393,1.091667,148.296371,-14.547456,172.959045,-264.607025,1449.323730,110.235420,-0.639495,-5.804579,-2.577803,-252.220535,1349.139160,100.098953
394,1.094444,148.326538,-14.531096,172.970169,-264.618256,1449.321289,110.240715,-0.659383,-5.793324,-2.624159,-252.217026,1349.149170,100.127441
395,1.097222,148.254272,-14.488700,172.973053,-264.613800,1449.342285,110.250572,-0.670178,-5.805017,-2.554497,-252.216461,1349.157959,100.109550
396,1.100000,148.274429,-14.510170,172.933823,-264.608704,1449.332886,110.242294,-0.647964,-5.794808,-2.506439,-252.210648,1349.157715,100.120178
397,1.102778,148.319565,-14.540355,172.945877,-264.609955,1449.330444,110.242371,-0.657718,-5.790506,-2.584835,-252.209091,1349.151123,100.117172
398,1.105556,148.292740,-14.534211,172.965088,-264.608276,1449.334106,110.240921,-0.679789,-5.779111,-2.597326,-252.215622,1349.150269,100.110443
399,1.108333,148.294891,-14.505660,172.979385,-264.613068,1449.327148,110.247940,-0.696272,-5.786710,-2.579320,-252.210373,1349.144897,100.096237
400,1.111111,148.289841,-14.543444,172.930923,-264.610535,1449.325562,110.229988,-0.971907,-5.897355,-2.661102,-252.189636,1349.082520,100.074890
401,1.113889,148.285843,-14.546782,172.976776,-264.610291,1449.317505,110.240715,-1.017663,-5.898767,-2.675636,-252.187225,1349.087036,100.073112
402,1.116667,148.231415,-14.538042,172.956955,-264.605469,1449.313110,110.235947,-1.017744,-5.905534,-2.643975,-252.185349,1349.079712,100.058548
403,1.119444,148.283951,-14.558800,173.002075,-264.597748,1449.306885,110.231453,-1.022299,-5.895807,-2.643011,-252.180969,1349.072021,100.062126
404,1.122222,148.286041,-14.575219,172.998795,-264.599976,1449.295532,110.240143,-1.021725,-5.916647,-2.635081,-252.182419,1349.060547,100.055634
405,1.125000,148.320541,-14.588765,173.067047,-264.603699,1449.281128,110.227043,-0.993390,-5.897087,-2.628559,-252.177658,1349.055542,100.073021
406,1.127778,148.286850,-14.575725,173.049454,-264.601837,1449.280518,110.228844,-1.012960,-5.888837,-2.657554,-252.180069,1349.050537,100.058113
407,1.130556,148.302475,-14.620601,173.078888,-264.595490,1449.266479,110.231514,-1.058498,-5.901788,-2.647371,-252.176254,1349.052124,100.059166
408,1.133333,148.326843,-14.626932,173.094696,-264.591980,1449.260620,110.228073,-1.026101,-5.899642,-2.583610,-252.172791,1349.034302,100.056381
409,1.136111,148.304031,-14.621512,173.089478,-264.588165,1449.263184,110.219933,-1.056839,-5.922044,-2.630181,-252.171249,1349.034546,100.052597
410,1.138889,148.317749,-14.622856,173.094193,-264.586761,1449.260742,110.222954,-1.070308,-5.898820,-2.638158,-252.169067,1349.027222,100.051003
411,1.141667,148.348785,-14.646362,173.104919,-264.577301,1449.256836,110.218292,-1.040333,-5.911504,-2.556132,-252.169403,1349.024048,100.052345
412,1.144444,148.335236,-14.646840,173.107010,-264.591064,1449.249878,110.219452,-1.067985,-5.900144,-2.636962,-252.172226,1349.025391,100.051659
413,1.147222,148.343704,-14.635253,173.147003,-264.585175,1449.251099,110.227516,-1.063739,-5.905099,-2.616861,-252.171967,1349.023315,100.059486
414,1.150000,148.322006,-14.657379,173.102264,-264.582184,1449.250977,110.211823,-1.045802,-5.945449,-2.548911,-252.164429,1349.030884,100.064796
415,1.152778,148.332596,-14.677129,173.118118,-264.580170,1449.251587,110.220345,-1.035537,-5.945732,-2.542218,-252.166718,1349.028320,100.052589
416,1.155556,148.321609,-14.609022,173.092850,-264.584808,1449.260864,110.227699,-1.038738,-5.919174,-2.583771,-252.168808,1349.034546,100.048988
417,1.158333,148.358994,-14.596546,173.155243,-264.591370,1449.261230,110.230545,-0.987077,-5.946999,-2.574717,-252.174530,1349.040283,100.056076
418,1.161111,148.349731,-14.641830,173.089508,-264.583221,1449.267944,110.232201,-1.007812,-5.946176,-2.544561,-252.169907,1349.050293,100.061913
419,1.163889,148.314987,-14.592340,173.059235,-264.585297,1449.273193,110.222786,-1.029997,-5.933777,-2.609057,-252.174194,1349.052124,100.076096
420,1.166667,148.328400,-14.568717,173.074524,-264.592316,1449.281982,110.237801,-0.987478,-5.916133,-2.570116,-252.167587,1349.059204,100.067802
421,1.169444,148.295792,-14.541502,173.046112,-264.594727,1449.296997,110.240639,-0.978703,-5.942221,-2.513936,-252.174591,1349.059692,100.064758
422,1.172222,148.308197,-14.556402,173.021423,-264.586548,1449.300781,110.240784,-0.952797,-5.919952,-2.563231,-252.174103,1349.068481,100.072456
423,1.175000,148.304733,-14.586745,172.997910,-264.586975,1449.302368,110.241745,-0.963688,-5.931304,-2.595328,-252.180222,1349.071533,100.079765
424,1.177778,148.304550,-14.579855,172.985321,-264.593109,1449.308350,110.235565,-0.963843,-5.917548,-2.602669,-252.185944,1349.076904,100.064972
425,1.180556,148.350662,-14.537581,173.006500,-264.601776,1449.310913,110.251198,-0.670593,-5.827034,-2.576300,-252.196289,1349.135254,100.110962
426,1.183333,148.317078,-14.553320,172.993515,-264.596893,1449.315063,110.237541,-0.681252,-5.820246,-2.592063,-252.205521,1349.126465,100.101013
427,1.186111,148.297134,-14.576218,172.943085,-264.602051,1449.316040,110.222847,-0.686279,-5.800428,-2.561260,-252.211182,1349.135132,100.095490
428,1.188889,148.326965,-14.587400,172.941101,-264.589142,1449.317017,110.235207,-0.659362,-5.849588,-2.506897,-252.203522,1349.135376,100.103912
429,1.191667,148.299881,-14.538541,172.980713,-264.594879,1449.316406,110.239326,-0.657859,-5.837595,-2.522381,-252.206497,1349.134766,100.112381
430,1.194444,148.330048,-14.599036,172.992279,-264.587799,1449.307495,110.229332,-0.970450,-5.925076,-2.625586,-252.188599,1349.078735,100.067429
431,1.197222,148.320404,-14.595939,172.983322,-264.591309,1449.302490,110.230766,-0.916453,-5.909931,-2.595306,-252.193481,1349.064941,100.059235
432,1.200000,148.325363,-14.576626,172.994125,-264.588043,1449.300171,110.231163,-0.939904,-5.925160,-2.685881,-252.189758,1349.064697,100.063438
433,1.202778,148.268478,-14.582844,173.007416,-264.585205,1449.296875,110.231911,-0.962306,-5.911664,-2.595817,-252.182663,1349.061523,100.067749
434,1.205556,148.345261,-14.637717,173.041031,-264.592712,1449.288818,110.224060,-0.998226,-5.896612,-2.697633,-252.190506,1349.054077,100.072128
435,1.208333,148.330215,-14.640601,173.049927,-264.592804,1449.275269,110.227768,-0.976071,-5.929971,-2.672172,-252.192352,1349.041748,100.070061
436,1.211111,148.350937,-14.658399,173.084625,-264.593658,1449.267212,110.225540,-0.978007,-5.917418,-2.621416,-252.194641,1349.035645,100.062561
437,1.213889,148.298386,-14.621322,173.060471,-264.597137,1449.268188,110.232529,-0.967989,-5.897536,-2.613575,-252.192200,1349.026978,100.069977
438,1.216667,148.351868,-14.656800,173.065491,-264.596497,1449.260132,110.225723,-1.019731,-5.924342,-2.652414,-252.192978,1349.031128,100.063499
439,1.219444,148.333084,-14.670404,173.076233,-264.594940,1449.253296,110.220749,-1.013339,-5.930866,-2.616856,-252.189789,1349.022827,100.069435
440,1.222222,148.353439,-14.634896,173.127167,-264.593475,1449.251099,110.220749,-1.006241,-5.919511,-2.658415,-252.186172,1349.009521,100.067924
441,1.225000,148.350418,-14.661204,173.125183,-264.594727,1449.243530,110.219803,-1.023949,-5.917023,-2.640243,-252.186951,1349.011719,100.059486
442,1.227778,148.285095,-14.660264,173.063095,-264.584076,1449.249878,110.216492,-1.054999,-5.945569,-2.648257,-252.184814,1349.008911,100.056808
443,1.230556,148.337891,-14.670216,173.106888,-264.578766,1449.240356,110.211639,-1.067242,-5.920354,-2.657458,-252.186920,1349.013916,100.052040
444,1.233333,148.301010,-14.622499,173.101013,-264.587311,1449.250732,110.220116,-1.087476,-5.940600,-2.616510,-252.182480,1349.017456,100.063881
445,1.236111,148.274994,-14.621273,173.060715,-264.579773,1449.252075,110.215302,-1.084141,-5.946784,-2.669187,-252.180222,1349.014771,100.070961
446,1.238889,148.411789,-14.508720,173.071198,-264.606445,1449.224121,110.222656,-1.089973,-5.938850,-2.605647,-252.180008,1349.018677,100.073242
447,1.241667,148.433533,-14.561115,173.026337,-264.601105,1449.224487,110.225662,-1.121802,-5.941227,-2.629455,-252.189362,1349.017212,100.069595
448,1.244444,148.260605,-14.588893,173.019684,-264.585388,1449.266235,110.231377,-1.132899,-5.939932,-2.660580,-252.189072,1349.024048,100.070679
449,1.247222,148.259216,-14.597550,172.978943,-264.589355,1449.275024,110.227676,-1.129598,-5.945472,-2.645265,-252.192200,1349.027588,100.082703
450,1.250000,148.232376,-14.562648,173.003433,-264.595276,1449.280029,110.220100,-1.104569,-5.945683,-2.585243,-252.182907,1349.026978,100.067947
451,1.252778,148.277451,-14.563747,172.986160,-264.587463,1449.276123,110.217575,-1.064477,-5.962953,-2.566208,-252.191132,1349.034180,100.075653
452,1.255556,148.191483,-14.548848,172.942673,-264.592285,1449.286743,110.220398,-1.132033,-5.968246,-2.578580,-252.194046,1349.043335,100.075577
453,1.258333,148.171310,-14.565363,172.916763,-264.582367,1449.295044,110.225616,-1.140617,-5.984540,-2.627493,-252.190048,1349.046997,100.065475
454,1.261111,148.217941,-14.499457,172.967651,-264.611542,1449.301392,110.230820,-1.073200,-5.954644,-2.497370,-252.193863,1349.050415,100.074051
455,1.263889,148.180191,-14.498358,172.910950,-264.600769,1449.301392,110.214813,-1.109021,-5.967916,-2.621609,-252.189392,1349.053833,100.081718
456,1.266667,148.148819,-14.505536,172.883118,-264.597595,1449.309448,110.210274,-1.108418,-5.940779,-2.623830,-252.197021,1349.062378,100.077194
457,1.269444,148.192139,-14.514462,172.884857,-264.602112,1449.307129,110.221001,-1.061142,-5.923738,-2.672425,-252.197891,1349.058594,100.074455
458,1.272222,148.199005,-14.478596,172.905106,-264.611633,1449.316528,110.227051,-1.077485,-5.942980,-2.587610,-252.193542,1349.065796,100.091858
459,1.275000,148.240173,-14.506813,172.933090,-264.602722,1449.309814,110.221519,-1.064764,-5.929646,-2.643314,-252.198608,1349.063721,100.070923
460,1.277778,148.223312,-14.507983,172.900085,-264.603973,1449.313843,110.222603,-1.029941,-5.920354,-2.611830,-252.201401,1349.061035,100.076439
461,1.280556,148.261719,-14.538270,172.932220,-264.605957,1449.309082,110.224434,-1.012542,-5.922112,-2.618360,-252.191238,1349.060913,100.082855
462,1.283333,148.307404,-14.551672,172.959961,-264.599213,1449.298584,110.232246,-0.987850,-5.899536,-2.674311,-252.202362,1349.053833,100.068512
463,1.286111,148.310852,-14.526636,172.950165,-264.610321,1449.302979,110.227348,-0.695418,-5.818086,-2.561833,-252.221085,1349.117432,100.114525
464,1.288889,148.277985,-14.561987,172.959427,-264.606995,1449.295166,110.233559,-0.964651,-5.917506,-2.629802,-252.202515,1349.066650,100.099380
465,1.291667,148.315887,-14.529116,173.011551,-264.607788,1449.290039,110.237312,-0.940918,-5.897421,-2.584332,-252.202682,1349.056885,100.073685
466,1.294444,148.297318,-14.562941,173.019882,-264.604279,1449.288452,110.225853,-0.635873,-5.796033,-2.505838,-252.215744,1349.111450,100.097954
467,1.297222,148.292526,-14.593666,173.005264,-264.600189,1449.284424,110.225540,-0.907518,-5.887006,-2.624756,-252.200150,1349.055054,100.058914
468,1.300000,148.315842,-14.608491,173.015732,-264.593262,1449.287964,110.235344,-0.927652,-5.901915,-2.719114,-252.184357,1349.051147,100.076744
469,1.302778,148.353821,-14.616588,173.054306,-264.603149,1449.279785,110.228325,-0.938466,-5.914758,-2.629213,-252.192795,1349.057861,100.072472
470,1.305556,148.341644,-14.583846,173.055344,-264.594910,1449.280884,110.239838,-0.948356,-5.891953,-2.666711,-252.189880,1349.057983,100.061005
471,1.308333,148.369476,-14.601730,173.061234,-264.593079,1449.278809,110.237495,-0.960359,-5.915955,-2.672970,-252.187607,1349.046997,100.067337
472,1.311111,148.347534,-14.586992,173.086823,-264.600769,1449.273926,110.239662,-0.928955,-5.912737,-2.595152,-252.181793,1349.046265,100.083084
473,1.313889,148.326202,-14.615121,173.035553,-264.599884,1449.275391,110.235718,-0.972203,-5.910886,-2.601154,-252.183075,1349.049194,100.075562
474,1.316667,148.338852,-14.607260,173.037491,-264.592010,1449.278320,110.236259,-0.977571,-5.889926,-2.627326,-252.181412,1349.044556,100.073227
475,1.319444,148.312576,-14.583103,173.046616,-264.595856,1449.281128,110.237267,-1.015700,-5.907421,-2.670261,-252.179886,1349.044922,100.068604
476,1.322222,148.298264,-14.563421,173.009476,-264.598328,1449.274780,110.231743,-0.986401,-5.939924,-2.582984,-252.184006,1349.040649,100.072380
477,1.325000,148.264618,-14.566121,172.987549,-264.594788,1449.285156,110.228500,-1.020410,-5.957113,-2.563015,-252.173538,1349.047363,100.087517
478,1.327778,148.267288,-14.587415,172.981812,-264.587585,1449.281372,110.231560,-1.043148,-5.916698,-2.569024,-252.179596,1349.052246,100.061256
479,1.330556,148.280411,-14.552752,172.995880,-264.587769,1449.280762,110.229523,-1.088052,-5.949098,-2.599740,-252.174164,1349.046265,100.050507
480,1.333333,148.210327,-14.532536,172.979645,-264.591125,1449.286255,110.227005,-1.092226,-5.922743,-2.572555,-252.178040,1349.054077,100.059555
481,1.336111,148.255096,-14.518906,172.968597,-264.597839,1449.289429,110.225456,-1.086223,-5.942615,-2.614744,-252.173447,1349.051270,100.058540
482,1.338889,148.215790,-14.457747,172.950577,-264.598114,1449.296631,110.231682,-1.132154,-5.969131,-2.544634,-252.170975,1349.064331,100.058067
483,1.341667,148.211487,-14.463863,172.917969,-264.600586,1449.297607,110.220535,-1.148540,-5.958760,-2.529018,-252.174683,1349.061523,100.059097
484,1.344444,148.225723,-14.482546,172.925003,-264.589111,1449.300903,110.220192,-1.137641,-5.964467,-2.556320,-252.174820,1349.062744,100.054657
485,1.347222,148.201813,-14.506294,172.897232,-264.573517,1449.313354,110.238983,-1.139143,-5.968538,-2.533580,-252.175568,1349.064941,100.065483
486,1.350000,148.166641,-14.480587,172.875946,-264.592560,1449.315796,110.225632,-1.140236,-5.964342,-2.568596,-252.177063,1349.066162,100.066315
487,1.352778,148.207687,-14.490355,172.903183,-264.592621,1449.306763,110.228790,-1.134557,-5.977628,-2.551181,-252.179916,1349.067505,100.049889
488,1.355556,148.202393,-14.447419,172.886383,-264.594696,1449.315674,110.227074,-1.129754,-5.982965,-2.540737,-252.173279,1349.070313,100.065964
489,1.358333,148.200455,-14.454241,172.868347,-264.600983,1449.323120,110.227211,-1.082562,-5.982596,-2.521647,-252.177658,1349.070435,100.054146
490,1.361111,148.213898,-14.497466,172.888397,-264.599487,1449.317871,110.228958,-1.074396,-5.956872,-2.519277,-252.180969,1349.077271,100.060524
491,1.363889,148.216766,-14.511464,172.931320,-264.593933,1449.308716,110.232590,-1.047651,-5.982595,-2.520534,-252.177887,1349.076782,100.065086
492,1.366667,148.212723,-14.494247,172.892426,-264.602814,1449.314819,110.226219,-1.049802,-5.955486,-2.602254,-252.182953,1349.078125,100.065910
493,1.369444,148.272263,-14.538474,172.952682,-264.599915,1449.307739,110.234840,-0.980570,-5.970724,-2.577950,-252.183563,1349.060303,100.071754
494,1.372222,148.288315,-14.578532,172.942139,-264.587250,1449.304077,110.231247,-0.947264,-5.953518,-2.642556,-252.189514,1349.061157,100.056900
495,1.375000,148.219681,-14.580639,172.939743,-264.586823,1449.303589,110.221275,-0.961762,-5.936736,-2.569950,-252.187164,1349.071655,100.046951
496,1.377778,148.338089,-14.573476,173.023148,-264.597717,1449.296997,110.238754,-0.945993,-5.928365,-2.622336,-252.189362,1349.068115,100.064270
497,1.380556,148.344559,-14.602137,173.004929,-264.601135,1449.297607,110.236710,-0.907017,-5.933630,-2.632934,-252.182388,1349.056030,100.064445
498,1.383333,148.340439,-14.637729,173.010513,-264.596283,1449.287598,110.232323,-0.881139,-5.934500,-2.556976,-252.185318,1349.054077,100.059540
499,1.386111,148.354172,-14.662608,173.009750,-264.596680,1449.287354,110.218987,-0.913388,-5.961921,-2.555651,-252.188919,1349.063965,100.080414
500,1.388889,148.333679,-14.638450,173.040802,-264.590179,1449.286377,110.225838,-0.876591,-5.905880,-2.619085,-252.189392,1349.053101,100.059364
501,1.391667,148.304428,-14.627699,173.032776,-264.600800,1449.291748,110.242584,-0.885474,-5.924937,-2.603183,-252.192261,1349.052856,100.077156
502,1.394444,148.397278,-14.646356,173.072235,-264.592987,1449.277222,110.230049,-0.865865,-5.943018,-2.576911,-252.187454,1349.053711,100.064636
503,1.397222,148.404419,-14.682593,173.065918,-264.588104,1449.270264,110.224556,-0.613031,-5.801087,-2.548078,-252.207184,1349.107788,100.083138
504,1.400000,148.369675,-14.660448,173.047699,-264.586578,1449.279419,110.230347,-0.910857,-5.909121,-2.668545,-252.188736,1349.054199,100.052223
505,1.402778,148.332474,-14.636139,173.033310,-264.595551,1449.280762,110.227791,-0.906797,-5.943186,-2.598070,-252.185730,1349.048950,100.078529
506,1.405556,148.305679,-14.652335,173.015839,-264.587555,1449.281860,110.235100,-0.937647,-5.924057,-2.587969,-252.191757,1349.043457,100.048233
507,1.408333,148.319183,-14.604517,173.034409,-264.595398,1449.281616,110.235527,-0.989939,-5.954598,-2.630341,-252.187195,1349.052612,100.057877
