"","t","x1","y1","z1","x2","y2","z2"
"1822",5.058333,-264.3547333,1449.018091,110.443898,-252.1746124,1349.094287,100.082309
"1823",5.061111,-264.2017463,1449.305859,110.1564836,-252.1806426,1349.090283,100.0843674
"1824",5.063889,-264.2506188,1449.769678,110.1439958,-252.1742036,1349.101758,100.0915282
"1825",5.066667,-264.1068402,1449.363476,110.3120744,-252.1749082,1349.09336,100.0821654
"1826",5.069444,-264.0142708,1449.060229,110.6068284,-252.1790402,1349.108545,100.0948576
"1827",5.072222,-264.1504127,1449.29541,110.3291824,-252.1757568,1349.095654,100.089737
"1828",5.075,-264.0287536,1449.434277,110.478972,-252.1763458,1349.115234,100.0917848
"1829",5.077778,-263.8855879,1449.57688,110.6461074,-252.1755462,1349.097192,100.088649
"1830",5.080556,-264.2113199,1449.368286,110.3177858,-252.1803344,1349.108008,100.0907686
"1831",5.083333,-263.8032362,1450.105254,110.4456744,-252.1748382,1349.126416,100.0922668
"1832",5.086111,-264.1372616,1449.742436,110.6648668,-252.1758116,1349.117798,100.0969102
"1833",5.088889,-264.111557,1449.722441,110.4932098,-252.173404,1349.121948,100.0892364
"1834",5.091667,-264.3855727,1449.58833,109.9795516,-252.177997,1349.115991,100.0912736
"1835",5.094444,-264.1520843,1449.533374,110.5287492,-252.1749664,1349.14082,100.0918198
"1836",5.097222,-264.3747046,1449.369265,110.211824,-252.1779144,1349.119653,100.0925186
"1837",5.1,-264.0748147,1449.571222,110.5348418,-252.1756776,1349.102393,100.0819534
"1838",5.102778,-264.2133388,1448.99231,110.4770278,-252.1780028,1349.101123,100.0841218
"1839",5.109556,-263.9902102,1449.810693,110.3375428,-252.180194,1349.099463,100.084633
"1840",5.108333,-264.2641616,1449.416846,110.365172,-252.1780212,1349.102319,100.0855118
"1841",5.111111,-264.0919447,1450.024219,109.992424,-252.1774234,1349.098682,100.0786222
"1842",5.113889,-264.3098868,1449.444287,110.3575546,-252.1783844,1349.098438,100.0824874
"1843",5.116667,-264.1527253,1449.061401,110.4818256,-252.1807162,1349.089819,100.0852858
"1844",5.119444,-264.3076227,1449.687085,109.999811,-252.1846832,1349.087622,100.0799072
"1845",5.122222,-264.1225945,1449.436914,110.3704056,-252.1862274,1349.083179,100.0830688
"1846",5.125,-264.1807827,1449.261426,110.2542112,-252.1909242,1349.072754,100.0804566
"1847",5.127778,-264.1785059,1448.956836,110.4297272,-252.1979798,1349.070776,100.0818556
"1848",5.130556,-264.4535747,1449.268945,110.1453064,-252.1978698,1349.071143,100.0844682
"1849",5.133333,-264.3788416,1449.568994,109.9605988,-252.1916046,1349.05874,100.0909256
"1850",5.136111,-264.4027233,1449.272408,110.1315098,-252.1912048,1349.06228,100.084543
"1851",5.138889,-264.2250095,1448.97605,110.4187302,-252.1943146,1349.07439,100.0971666
"1852",5.141667,-264.1829081,1448.993579,110.5791702,-252.1972838,1349.072632,100.0907136
"1853",5.144444,-264.27098,1449.566675,109.9675066,-252.1968232,1349.077393,100.0934174
"1854",5.147222,-264.1136403,1449.352197,110.467334,-252.1989778,1349.078149,100.0940856
"1855",5.15,-264.1419051,1448.932983,110.4342408,-252.2027678,1349.077637,100.0958236
"1856",5.152778,-264.1318303,1449.647534,110.124176,-252.2026856,1349.075977,100.0970384
"1857",5.155556,-264.3030629,1449.67981,110.4166852,-252.2006012,1349.077319,100.1000182
"1858",5.158333,-264.1840193,1449.72459,110.491275,-252.1995516,1349.078369,100.0895082
"1859",5.161111,-264.1946304,1449.359668,110.3239014,-252.202902,1349.085962,100.1048326
"1860",5.163889,-264.0223581,1449.0802,110.6087662,-252.2037658,1349.087256,100.0979372
"1861",5.166667,-264.1164568,1449.691601,110.2809616,-252.2065612,1349.080615,100.106044
"1862",5.169444,-264.0001881,1449.678882,110.1314576,-252.2113952,1349.084619,100.1063798
"1863",5.172222,-264.1298684,1449.400146,110.4855712,-252.2159638,1349.091601,100.1048996
"1864",5.175,-264.1885956,1448.989771,110.437621,-252.2171874,1349.090625,100.1172014
"1865",5.177778,-264.1629399,1449.947002,110.125331,-252.2214966,1349.082446,100.1133682
"1866",5.180556,-263.9769825,1449.074219,110.6099412,-252.2233062,1349.074023,100.1133362
"1867",5.183333,-264.1287911,1448.993896,110.4506102,-252.2488464,1349.101489,100.116179
"1868",5.186111,-264.2105662,1449.380762,110.3304976,-252.2216736,1349.094751,100.1251048
"1869",5.188889,-264.1309866,1449.312354,110.3080156,-252.2485382,1349.091992,100.1203262
"1870",5.191667,-264.0294976,1449.52583,110.6206222,-252.2521392,1349.089868,100.1185882
"1871",5.194444,-264.2513,1449.304883,110.309001,-252.2478758,1349.109131,100.1321824
"1872",5.197222,-264.0898972,1449.501196,110.6336076,-252.2572936,1349.078174,100.1179564
"1873",5.2,-264.0553589,1449.124121,110.6381104,-252.2555054,1349.100586,100.1349958
"1874",5.202778,-264.0489879,1449.196875,110.2341248,-252.2591124,1349.098194,100.1384294
"1875",5.205556,-264.3765966,1449.618457,110.2061722,-252.2741028,1349.059595,100.1246596
"1876",5.208333,-264.2126963,1449.722798,110.3238008,-252.2760012,1349.073413,100.1362474
"1877",5.211111,-264.3049998,1449.326856,110.1464632,-252.2792816,1349.048731,100.1358186
"1878",5.213889,-264.1160446,1449.013013,110.441893,-252.2852996,1349.040552,100.1334198
"1879",5.216667,-264.1009198,1448.978711,110.445168,-252.2892734,1349.031006,100.1425096
"1880",5.219444,-264.1114001,1449.304419,110.2450164,-252.2994812,1349.029736,100.139978
"1881",5.222222,-264.4016057,1449.305493,110.139917,-252.300772,1349.021607,100.14422
"1882",5.225,-264.3224452,1449.303198,110.147496,-252.3033906,1349.023242,100.1480836
"1883",5.227778,-264.118935,1449.309082,110.2518172,-252.3073302,1349.012988,100.1420852
"1884",5.230556,-264.2524912,1449.305786,110.1348374,-252.3133668,1349.029346,100.1469436
"1885",5.233333,-264.0563264,1448.982837,110.425743,-252.3194182,1349.014063,100.1504028
"1886",5.236111,-264.2301043,1449.284082,110.147966,-252.3298032,1349.024683,100.153189
"1887",5.238889,-264.2170805,1449.279639,110.1425554,-252.3352632,1349.024951,100.158223
"1888",5.241667,-264.36536,1449.283301,110.1420244,-252.3349336,1349.027612,100.161119
"1889",5.244444,-264.0910721,1449.217969,110.1407836,-252.3403472,1349.025,100.1646836
"1890",5.247222,-264.1590864,1449.212182,110.1516772,-252.3347074,1349.037817,100.1631714
"1891",5.25,-264.0203498,1448.979443,110.4212586,-252.3387848,1349.036548,100.165425
"1892",5.252778,-263.9686821,1448.98335,110.4324462,-252.3324678,1349.033594,100.1644286
"1893",5.255556,-264.0961063,1449.277051,110.1488296,-252.3403382,1349.06333,100.1699738
"1894",5.258333,-264.1996733,1449.642346,110.3167208,-252.3433898,1349.060181,100.1730514
"1895",5.261111,-263.9509631,1449.6779,110.312883,-252.3387298,1349.068848,100.1678894
"1896",5.263889,-264.2217909,1449.286084,110.157744,-252.3412444,1349.070093,100.1731722
"1897",5.266667,-263.9779836,1449.3604,110.293881,-252.3417296,1349.067212,100.1757494
"1898",5.269444,-264.2460865,1449.287402,110.1545578,-252.3343688,1349.062134,100.1654512
"1899",5.272222,-264.0825034,1449.64373,110.3191724,-252.3318634,1349.087524,100.179204
"1900",5.275,-264.0885424,1449.360034,110.1448394,-252.3334624,1349.087109,100.1770402
"1901",5.277778,-264.0692875,1449.415015,110.1867052,-252.326703,1349.072534,100.168104
"1902",5.280556,-264.0243632,1449.50249,110.4722976,-252.3317476,1349.064697,100.1661942
"1903",5.283333,-264.0047183,1449.419702,110.3151674,-252.3277648,1349.068457,100.1652024
"1904",5.286111,-263.9867317,1449.043311,110.5892348,-252.3324768,1349.066601,100.1649214
"1905",5.288889,-264.0321874,1448.99812,110.4614382,-252.3280762,1349.060962,100.1753236
"1906",5.291667,-264.2407139,1449.354199,110.3183014,-252.3407502,1349.02937,100.161975
"1907",5.294444,-264.0200725,1448.947583,110.4229858,-252.3375826,1349.029785,100.1527512
"1908",5.297222,-264.2937192,1449.323315,110.1459596,-252.3403932,1349.02583,100.1636766
"1909",5.3,-264.1651215,1449.362451,110.299559,-252.3453188,1349.017773,100.1512026
"1910",5.302778,-264.1790115,1449.274243,110.1419726,-252.3470704,1349.030322,100.15728
"1911",5.305556,-264.0072937,1449.005664,110.4335678,-252.3469362,1349.027368,100.1623184
"1912",5.308333,-264.2669336,1449.275928,110.1439148,-252.3442842,1349.012451,100.1560882
"1913",5.311111,-264.0874078,1448.974219,110.4289414,-252.3413084,1349.010669,100.1567614
"1914",5.313889,-264.1136661,1448.98916,110.4763672,-252.340869,1349.012671,100.15954
"1915",5.316667,-264.173121,1449.012207,110.439499,-252.3395324,1349.01394,100.1577074
"1916",5.319444,-264.3081802,1449.293066,110.1550644,-252.3392668,1349.014868,100.1534378
"1917",5.322222,-263.9483917,1449.004931,110.4480636,-252.3436524,1349.032422,100.1655594
"1918",5.325,-264.2905579,1449.30083,110.1478576,-252.3422914,1349.031763,100.1712922
"1919",5.327778,-263.7629089,1449.018311,110.440671,-252.347644,1349.03772,100.1668596
"1920",5.330556,-264.2309141,1449.30603,110.1547896,-252.3496094,1349.048047,100.1736618
"1921",5.333333,-263.8145841,1449.027905,110.4418778,-252.3479308,1349.053491,100.168915
"1922",5.336111,-264.1333528,1449.028808,110.4425094,-252.3517944,1349.056494,100.1687362
"1923",5.338889,-264.1949271,1449.29331,110.1350828,-252.348056,1349.042944,100.1664428
"1924",5.341667,-263.8505486,1449.032373,110.4550202,-252.346747,1349.050244,100.167917
"1925",5.344444,-264.2939854,1449.329248,110.1494262,-252.3486786,1349.053052,100.169188
"1926",5.347222,-263.8204418,1449.388916,110.3093644,-252.3409638,1349.046875,100.1673676
"1927",5.35,-263.9476301,1449.008931,110.4417224,-252.3404666,1349.049975,100.1719348
"1928",5.352778,-264.2796693,1449.31582,110.1530318,-252.3423034,1349.05109,100.171045
"1929",5.355556,-264.0756369,1449.390576,110.3092164,-252.346939,1349.061279,100.1769454
"1930",5.358333,-264.2851177,1449.308569,110.1480102,-252.3477232,1349.061133,100.1823334
"1931",5.361111,-264.183552,1449.38186,110.3139436,-252.347177,1349.060986,100.179741
"1932",5.363889,-264.1599983,1449.316992,110.1923662,-252.348697,1349.061353,100.1815674
"1933",5.366667,-264.1404958,1449.403784,110.3514362,-252.3498872,1349.057642,100.1765868
"1934",5.369444,-263.9663734,1448.994824,110.4987564,-252.351593,1349.057422,100.1690598
"1935",5.372222,-263.8806724,1448.982202,110.4694046,-252.3524658,1349.050537,100.1728714
"1936",5.375,-264.1021906,1449.016406,110.5024294,-252.3529298,1349.052954,100.1704668
"1937",5.377778,-264.1962119,1449.49397,110.0205946,-252.3484772,1349.040674,100.1623506
"1938",5.380556,-264.3386503,1449.465723,109.99057,-252.3503878,1349.032446,100.1649202
"1939",5.383333,-264.2128537,1449.470215,109.990805,-252.3485202,1349.030054,100.1601988
"1940",5.386111,-264.3886674,1449.437915,110.0166166,-252.3519562,1349.024267,100.1647536
"1941",5.388889,-264.0107388,1448.963501,110.4167162,-252.357892,1349.034741,100.1704194
"1942",5.391667,-264.3148162,1449.257398,110.113571,-252.3542756,1349.020996,100.1578658
"1943",5.394444,-264.1465181,1449.000293,110.4133058,-252.3484496,1349.00354,100.150603
"1944",5.397222,-263.9959299,1448.974731,110.4086534,-252.3533966,1349.015039,100.1580094
"1945",5.4,-264.3376199,1449.575488,110.153621,-252.3544922,1349.016479,100.1566208
"1946",5.402778,-263.9179707,1449.789258,110.048825,-252.3561098,1349.014819,100.1575758
"1947",5.405556,-263.9206028,1449.572925,110.1708056,-252.3569064,1349.015454,100.1564928
"1948",5.408333,-263.9589986,1449.295044,110.1330034,-252.3583376,1349.016504,100.1525606
"1949",5.411111,-264.0569709,1449.293042,110.1262436,-252.360547,1349.031885,100.1591414
"1950",5.413889,-263.9358234,1449.014771,110.4166688,-252.3582246,1349.032666,100.1579956
"1951",5.416667,-263.8016896,1448.997632,110.4382432,-252.3563478,1349.038794,100.1630996
"1952",5.419444,-264.0688225,1449.308692,110.114943,-252.3565186,1349.039282,100.1663194
"1953",5.422222,-263.8888262,1449.392212,110.270265,-252.3533782,1349.032324,100.1579314
"1954",5.425,-264.1858248,1449.317432,110.110495,-252.3537048,1349.046362,100.167215
"1955",5.427778,-264.2612484,1449.520947,109.9143738,-252.3487764,1349.036694,100.1585192
"1956",5.430556,-264.1303439,1449.356519,110.1297668,-252.3341246,1349.108935,100.1929978
"1957",5.433333,-263.9574431,1449.049561,110.4266128,-252.3451204,1349.04209,100.1580734
"1958",5.436111,-263.9652996,1449.047485,110.415248,-252.344876,1349.046484,100.1619264
"1959",5.438889,-264.2284135,1449.323804,110.1584014,-252.3410068,1349.0448,100.1610276
"1960",5.441667,-264.039695,1449.405542,110.3311766,-252.3427978,1349.043091,100.1628206
"1961",5.444444,-264.0030027,1449.014136,110.4562608,-252.3437104,1349.044018,100.1601098
"1962",5.447222,-264.2114174,1449.320752,110.1649504,-252.3475252,1349.051514,100.1690582
"1963",5.45,-264.0635224,1449.399268,110.2811188,-252.3484252,1349.044751,100.1637376
"1964",5.452778,-264.2538332,1449.315869,110.1207704,-252.351828,1349.042627,100.1606522
"1965",5.455556,-263.9183884,1449.021362,110.4137512,-252.3500794,1349.040332,100.1604418
"1966",5.458333,-264.2330431,1449.350244,110.1201998,-252.3504824,1349.037158,100.1598602
"1967",5.461111,-263.9375077,1449.395337,110.2706604,-252.3522888,1349.034668,100.1557496
"1968",5.463889,-264.0674076,1449.367236,110.2586288,-252.3477904,1349.018848,100.1529388
"1969",5.466667,-263.963969,1449.065576,110.4170104,-252.349643,1349.010922,100.1516618
"1970",5.469444,-263.8874432,1449.289453,110.631465,-252.3481018,1349.010693,100.1528002
"1971",5.472222,-264.2811295,1449.317066,110.1136566,-252.3437988,1348.996387,100.154332
"1972",5.475,-263.6741298,1449.133374,110.5702942,-252.3439544,1348.999121,100.148485
"1973",5.477778,-264.0644779,1449.064868,110.4143174,-252.3445342,1349.001709,100.1450778
"1974",5.480556,-264.1652951,1449.395606,110.2705688,-252.3277372,1349.007568,100.1429964
"1975",5.483333,-264.1123127,1449.821948,109.7419114,-252.3351838,1349.001221,100.1437898
"1976",5.486111,-263.8786469,1449.571094,110.6052216,-252.3343566,1349.00415,100.1479766
"1977",5.488889,-264.1318598,1449.341943,110.1164718,-252.335132,1349.010962,100.14691
"1978",5.491667,-263.8481767,1449.776782,110.2616106,-252.3277498,1349.015942,100.142932
"1979",5.494444,-263.9842512,1449.06289,110.4064528,-252.3442232,1349.038281,100.1624314
"1980",5.497222,-263.8719483,1449.752978,110.5017212,-252.340921,1349.038867,100.1616514
"1981",5.5,-264.0080597,1449.592041,109.9429734,-252.3376648,1349.030517,100.1598618
"1982",5.502778,-263.9755741,1449.593799,110.4594266,-252.336844,1349.03208,100.16328
"1983",5.505556,-263.9349221,1449.354468,110.4869018,-252.331418,1349.0406,100.1586136
"1984",5.508333,-263.744083,1449.317945,110.6428024,-252.3347566,1349.033227,100.159099
"1985",5.511111,-264.1537817,1449.526416,110.1834122,-252.337259,1349.04729,100.163475
"1986",5.513889,-263.9845462,1449.667212,110.360437,-252.3284636,1349.040723,100.1510944
"1987",5.516667,-263.8714053,1449.505176,110.6482116,-252.3254944,1349.042529,100.154387
"1988",5.519444,-264.0490661,1449.295263,110.3754318,-252.3219024,1349.042822,100.1562454
"1989",5.522222,-264.2343107,1449.435425,110.1588502,-252.3244324,1349.046069,100.1533294
"1990",5.525,-264.2371181,1449.524219,109.9052428,-252.318991,1349.031787,100.1442384
"1991",5.527778,-263.7995606,1449.016382,110.4039336,-252.322696,1349.043628,100.1543672
"1992",5.530556,-264.1177655,1449.471069,110.1380538,-252.3224244,1349.042114,100.1502472
"1993",5.533333,-264.1232243,1449.635352,110.2951904,-252.3295168,1349.052441,100.159073
"1994",5.536111,-263.974453,1449.942505,110.1944458,-252.3247468,1349.051123,100.1577026
"1995",5.538889,-264.0258412,1449.663916,110.29384,-252.3246032,1349.050146,100.1618682
"1996",5.541667,-263.6292439,1449.620337,110.4790588,-252.3188782,1349.037768,100.1579836
"1997",5.544444,-264.0187377,1449.565015,110.3196992,-252.3200988,1349.038428,100.1523316
"1998",5.547222,-264.1923234,1449.391894,110.1225006,-252.3198856,1349.036548,100.1513002
"1999",5.55,-263.7675819,1449.989678,110.5348636,-252.3164246,1349.036206,100.1546036
"2000",5.552778,-264.1154714,1449.620044,110.2900314,-252.3167268,1349.033349,100.1483748
"2001",5.555556,-263.6437646,1449.99456,110.5391726,-252.3190826,1349.03667,100.1536118
"2002",5.558333,-263.9172436,1450.061529,110.4841234,-252.3171174,1349.031079,100.1532932
"2003",5.561111,-263.7856557,1449.556372,110.7710006,-252.3157898,1349.031095,100.1514602
"2004",5.563889,-263.9066414,1449.398071,110.1575884,-252.3194914,1349.031201,100.1435958
"2005",5.566667,-263.8118101,1449.470239,110.198871,-252.3253174,1349.029443,100.1464798
"2006",5.569444,-263.9037853,1449.316779,110.4583648,-252.3223878,1349.034253,100.1466264
"2007",5.572222,-263.6964272,1449.598364,110.2717346,-252.3279022,1349.048755,100.1522918
"2008",5.575,-263.9663648,1449.258032,110.2701096,-252.330307,1349.046411,100.159268
"2009",5.577778,-264.1607683,1449.880957,109.9630982,-252.328775,1349.038452,100.1522644
"2010",5.580556,-263.984433,1449.59458,110.2894178,-252.3252748,1349.063599,100.151062
"2011",5.583333,-263.8038153,1448.988525,110.236557,-252.3267396,1349.060571,100.155272
"2012",5.586111,-263.8141056,1449.092603,110.4293244,-252.9259612,1349.066748,100.1532622
"2013",5.588889,-263.7877504,1449.402441,110.2550278,-252.9357514,1349.069116,100.1668688
"2014",5.591667,-263.9149643,1448.699758,110.4008606,-252.8235138,1349.073999,100.1512298
"2015",5.594444,-263.7980904,1449.086646,110.4188568,-253.6982452,1349.738892,100.951471
"2016",5.597222,-264.1497048,1449.840381,110.2848662,-253.698,1348.530395,100.5859222
"2017",5.6,-263.6659012,1448.69043,110.3955962,-253.6977548,1348.520459,100.5867554
"2018",5.602778,-263.6676351,1449.154224,110.403699,-253.6975096,1348.516773,100.5929412
"2019",5.605556,-263.8213551,1449.217041,110.2676452,-253.6972644,1348.512817,100.5984954
"2020",5.608333,-264.1158279,1449.449634,110.074974,-253.6970192,1348.514697,100.6069934
"2021",5.611111,-263.9426468,1449.370313,109.9225572,-253.696774,1348.497461,100.612311
"2022",5.613889,-263.9119279,1449.099878,110.3562178,-253.6965288,1348.490723,100.6153596
"2023",5.616667,-263.8380352,1448.801685,110.4403518,-253.6962836,1348.602466,100.613025
"2024",5.619444,-263.992023,1449.758349,109.9229614,-253.6960384,1348.607056,100.6128802
"2025",5.622222,-264.0104336,1449.059033,110.0887342,-253.6957932,1348.464453,100.6217652
"2026",5.625,-263.8709717,1449.341235,110.1821444,-253.695548,1348.594849,100.6198502
"2027",5.627778,-264.0487415,1449.296948,110.0112198,-253.6953028,1348.588403,100.630188
"2028",5.630556,-264.0108794,1449.561646,109.830594,-253.6950576,1348.546899,100.6457276
"2029",5.633333,-263.9640333,1449.71582,110.0711164,-253.6948124,1348.550317,100.6441682
"2030",5.636111,-263.8460067,1449.856275,109.634541,-253.6945672,1348.543506,100.6553436
"2031",5.638889,-263.6747199,1449.653638,110.1463026,-253.694322,1348.542505,100.6632384
"2032",5.641667,-263.8459912,1449.551367,109.819676,-253.6940768,1348.538599,100.6714616
"2033",5.644444,-263.4883153,1449.652881,110.1293228,-253.6938316,1348.519458,100.6781268
"2034",5.647222,-264.0089608,1449.470044,109.8592972,-253.6935864,1348.508423,100.6823332
"2035",5.65,-263.7915451,1450.106719,109.7687088,-253.6933412,1348.496045,100.695459
"2036",5.652778,-263.6885023,1449.954107,110.1246596,-253.693096,1348.510962,100.7180206
"2037",5.655556,-263.803501,1449.722607,109.9965074,-253.6928508,1348.517456,100.7280014
"2038",5.658333,-263.9338899,1449.307959,110.1723448,-253.6926056,1348.526587,100.7416198
"2039",5.661111,-263.9472271,1449.876396,109.9886462,-253.6923604,1348.499292,100.7417556
"2040",5.663889,-264.0786862,1449.496924,109.804381,-253.6921152,1348.514453,100.750563
"2041",5.666667,-263.8750342,1449.328686,110.3751112,-253.69187,1348.515796,100.763002
"2042",5.669444,-263.9063737,1449.985918,110.2747056,-253.6916248,1348.514233,100.764807
"2043",5.672222,-264.1848706,1449.389233,110.0233352,-253.6913796,1348.520703,100.7715362
"2044",5.675,-263.9532504,1449.66582,110.3332046,-253.6911344,1348.505884,100.7792174
"2045",5.677778,-264.0191072,1449.918511,110.1715072,-253.6908892,1348.518213,100.7976866
"2046",5.680556,-264.1099082,1449.52439,109.6783616,-253.690644,1348.514551,100.8080306
"2047",5.683333,-264.0649193,1449.973565,110.2383502,-253.6903988,1348.493799,100.7941832
"2048",5.686111,-264.0424134,1449.305152,110.318387,-253.878729,1348.515381,100.8190962
"2049",5.688889,-263.9439086,1449.275781,110.3103682,-254.0889556,1348.491235,100.802234
"2050",5.691667,-264.1755354,1449.332739,109.9934662,-254.1914624,1348.494141,100.814723
"2051",5.694444,-263.9395593,1449.006494,110.2787734,-254.2939692,1348.486792,100.8244094
"2052",5.697222,-264.0500381,1449.313916,109.9877698,-254.396476,1348.608276,100.9079132
"2053",5.7,-263.9698936,1449.385523,110.1430128,-254.4989828,1348.603516,100.9133804
"2054",5.702778,-264.1189751,1449.29541,109.9856292,-254.6014896,1348.598584,100.9149506
"2055",5.705556,-264.0855547,1449.611279,109.808139,-254.7039964,1348.60188,100.9304306
"2056",5.708333,-263.7815777,1448.986403,110.2706848,-254.8065032,1348.604248,100.936667
"2057",5.711111,-264.0258628,1449.609448,109.8046308,-254.90901,1348.560498,100.8798096
"2058",5.713889,-263.8524349,1449.369653,110.1567294,-255.0115168,1348.557202,100.8838624
"2059",5.716667,-264.0158322,1449.574585,109.8028594,-255.1140236,1348.54148,100.8857332
"2060",5.719444,-263.8538948,1449.024927,110.286937,-255.2165304,1348.539697,100.8974442
"2061",5.722222,-264.0370533,1449.524243,109.8004714,-255.3190372,1348.548071,100.9107436
"2062",5.725,-264.0184559,1449.525488,109.7798082,-255.421544,1348.547217,100.9183426
"2063",5.727778,-263.705579,1449.614648,110.2184846,-255.5240508,1348.566919,100.9882794
"2064",5.730556,-264.0101215,1449.518945,109.8143448,-255.6265576,1348.571143,100.9956116
"2065",5.733333,-263.8115234,1449.07207,110.330136,-255.7290644,1348.571728,101.0051834
"2066",5.736111,-263.7120199,1449.542188,110.1935394,-255.8315712,1348.583374,101.010266
"2067",5.738889,-263.906907,1449.766284,110.0954454,-255.934078,1348.572144,101.0129882
"2068",5.741667,-263.8784162,1449.770703,110.0857696,-255.934078,1348.575488,101.024681
"2069",5.744444,-263.6421757,1449.651929,110.1891098,-255.934078,1348.751074,100.8403352
"2070",5.747222,-264.0837546,1449.73064,110.0887726,-255.934078,1348.771167,100.8481628
"2071",5.75,-263.7584439,1449.625391,110.1943192,-255.934078,1348.782568,100.8426912
"2072",5.752778,-264.0435983,1449.835938,110.2839048,-255.934078,1348.837427,100.7913072
"2073",5.755556,-263.9044884,1449.701391,110.2229644,-255.0799406,1348.54148,101.0439056
"2074",5.758333,-263.8491427,1449.040088,110.2795548,-255.0893464,1348.551587,101.0594848
"2075",5.761111,-263.9333343,1449.33003,110.3088698,-255.0986848,1348.541919,101.0633604
"2076",5.763889,-263.8202057,1449.443286,110.3538346,-255.1073038,1348.538892,101.0779968
"2077",5.766667,-263.901801,1449.452392,110.3647842,-255.1094382,1348.542676,101.0814252
"2078",5.769444,-263.9470031,1449.023901,110.2712036,-255.1115726,1348.542212,101.0927092
"2079",5.772222,-263.9689814,1449.081299,110.2653256,-255.113707,1348.540039,101.0915528
"2080",5.775,-264.1770188,1449.307544,110.0134582,-255.1158414,1348.542163,101.1041572
"2081",5.777778,-264.0346222,1449.407446,110.125334,-255.1179758,1348.539307,101.1182508
"2082",5.780556,-263.9151804,1449.042578,110.2640228,-255.1201102,1348.539502,101.1237336
"2083",5.783333,-263.9243742,1449.042652,110.2603136,-255.1222446,1348.535034,101.1235794
"2084",5.786111,-264.1119691,1449.349878,109.972102,-255.124379,1348.534155,101.1330306
"2085",5.788889,-263.9454571,1449.424439,110.1369138,-255.1265134,1348.516797,101.1196534
"2086",5.791667,-263.8399095,1449.385596,109.9828948,-255.1286478,1348.51687,101.1191086
"2087",5.794444,-263.8133801,1449.449194,110.1390198,-255.1307822,1348.506616,101.1062196
"2088",5.797222,-264.0192853,1449.381643,109.9809082,-255.1329166,1348.502735,101.1133362
"2089",5.8,-263.7159443,1449.723315,110.2302706,-255.135051,1348.50669,101.1069978
"2090",5.802778,-263.6067071,1449.071753,110.2610686,-255.1371854,1348.50791,101.1046754
"2091",5.805556,-263.9694452,1449.675317,110.0665816,-255.1393198,1348.516699,101.1111068
"2092",5.808333,-263.9892059,1449.639648,110.069197,-255.1414542,1348.519336,101.1150924
"2093",5.811111,-263.9452555,1449.651636,110.0700256,-255.1435886,1348.521313,101.1093956
"2094",5.813889,-263.9089126,1449.649829,110.0706296,-255.145723,1348.523559,101.1120516
"2095",5.816667,-263.9544163,1449.763159,110.055847,-255.1478574,1348.526025,101.1092032
"2096",5.819444,-263.9666003,1449.65874,110.0816086,-255.1499918,1348.528272,101.111496
"2097",5.822222,-264.0121814,1449.769629,110.0657012,-255.1521262,1348.530688,101.1106368
"2098",5.825,-263.9804722,1449.665942,110.0753676,-255.1542606,1348.553809,101.1238754
"2099",5.827778,-264.0281501,1449.76731,110.065416,-255.156395,1348.553028,101.126123
"2100",5.830556,-264.0036352,1449.778589,110.0699752,-255.1585294,1348.556787,101.1243484
"2101",5.833333,-264.057855,1449.66958,110.0970918,-255.1606638,1348.563013,101.1238222
"2102",5.836111,-264.0751744,1449.777026,110.0851152,-255.1627982,1348.558032,101.1319304
"2103",5.838889,-264.0288841,1449.777222,110.0805084,-255.1649326,1348.548486,101.1238572
"2104",5.841667,-264.0007629,1449.792847,110.0733108,-255.167067,1348.54729,101.1185624
"2105",5.844444,-263.9849242,1449.683667,110.0821076,-255.1692014,1348.544898,101.1222244
"2106",5.847222,-263.8264274,1449.781958,110.074141,-255.1713358,1348.54751,101.1211852
"2107",5.85,-263.6921158,1449.242432,110.3057402,-255.1734702,1348.536353,101.1202332
"2108",5.852778,-264.0895206,1449.406934,109.9735262,-255.1756046,1348.536939,101.115657
"2109",5.855556,-263.9169215,1449.158789,110.2857758,-255.177739,1348.534693,101.1141632
"2110",5.858333,-264.1258901,1449.335205,109.9684296,-255.1798734,1348.373169,101.3643303
"2111",5.861111,-263.9120699,1449.631396,110.1692214,-255.1820078,1348.37439,101.3584215
"2112",5.863889,-263.9160808,1449.740454,110.058226,-255.1841422,1348.543945,101.1192398
"2113",5.866667,-263.9060797,1449.52063,110.1505798,-255.1862766,1348.538623,101.1203432
"2114",5.869444,-263.9881829,1449.796631,110.069748,-255.188411,1348.526904,101.1161302
"2115",5.872222,-263.7003649,1449.810889,110.2162644,-255.1905454,1348.531958,101.1147918
"2116",5.875,-263.8667728,1449.756201,110.0629478,-255.1926798,1348.424988,101.3804645
"2117",5.877778,-263.6674939,1449.837158,110.211333,-255.1948142,1348.431153,101.3791295
"2118",5.880556,-263.7887591,1449.726221,110.0561754,-255.1969486,1348.527002,101.1190904
"2119",5.883333,-263.5865886,1448.920776,110.2597244,-255.199083,1348.524585,101.1060578
"2120",5.886111,-263.7045432,1449.56665,109.6808686,-255.2012174,1348.52583,101.1094516
"2121",5.888889,-263.7080761,1449.671436,110.1532716,-255.2033518,1348.521631,101.109072
"2122",5.891667,-263.7444578,1449.708057,110.0437772,-255.2054862,1348.510425,101.1045614
"2123",5.894444,-263.6526705,1449.692578,110.12518,-255.2076206,1348.508667,101.1018052
